red_raw,red_final (Filtered),ir_raw,ir_final (Filtered)
597232,-205.24,592093,-393.88
597276,-145.09,592178,-277.16
597273,-119.7,592177,-225.06
597347,-53.38,592370,-63.05
597350,-30.21,592390,-3.62
597359,-15.83,592414,27.72
597356,-12.89,592404,26.54
597337,-23.84,592404,23.97
597395,14.46,592498,84.59
597399,25.51,592509,100.02
597401,27.5,592525,106.25
597403,27.01,592518,94.09
597279,-58.85,592258,-91.91
597264,-85.52,592216,-159.11
597074,-212.86,591866,-398.13
597077,-224.83,591890,-408.34
597139,-167.09,592011,-294.93
597123,-149.31,592015,-238.87
597268,-34.58,592338,12.8
597279,4.58,592342,77.58
597172,-57.99,592167,-30.51
597191,-56.05,592176,-49.01
597190,-51.46,592211,-25.91
597259,0.45,592346,72.94
597250,7.43,592358,99.66
597390,102.79,592634,283.75
597385,114.64,592626,300.56
597428,136.9,592723,344.7
597430,132.24,592732,332.71
597408,105.11,592661,253.86
597396,81.28,592660,211.95
597289,-3.58,592406,12.5
597254,-48.1,592355,-72.94
596720,-414.69,591287,-807.13
596709,-479.12,591283,-925.93
596583,-539.67,591060,-1027.64
596577,-513.28,591051,-972.38
596837,-288.26,591693,-444.21
596863,-189.91,591739,-243.11
596902,-122.97,591794,-135.11
597145,67.82,592251,211.04
597128,98.58,592234,268.64
597553,384.07,593138,868.97
597554,423.94,593186,978.52
598054,734.7,594196,1603.25
598059,753.99,594211,1634.73
597814,530.21,593776,1211.67
597802,421.2,593750,985.65
597669,268.7,593518,689.47
597664,204.31,593517,556.15
597443,22.14,593074,177.53
597437,-29.51,593057,56.04
597496,-0.24,593162,91.45
597504,12.47,593201,118.91
597522,26.74,593214,124.51
597604,83.28,593383,229.16
597613,96.5,593401,248.17
597551,49.94,593256,134.37
597546,30.64,593234,79.64
597473,-25.92,593061,-57.26
597469,-40.63,593044,-98.24
597564,23.02,593270,51.92
597572,42.44,593263,80.55
597768,175.65,593714,384.5
597781,202.99,593737,443.8
597987,331.41,594131,686.46
597985,334.28,594117,679.91
597979,302.76,594115,619.51
597789,141.39,593677,257.2
597775,79.49,593637,117.6
597430,-174.98,592926,-405.98
597423,-228.79,592924,-504.47
597761,4.56,593621,-17.41
597768,67.44,593629,111.72
597166,-327.69,592830,-403.16
597167,-398.47,592829,-499.0
597448,-193.43,593451,-62.22
597462,-116.21,593488,77.6
597565,-17.68,593713,257.54
597559,4.52,593697,270.15
597415,-87.24,593446,81.61
597425,-96.15,593445,26.67
597430,-86.93,593467,25.48
597023,-351.26,592627,-542.44
596989,-410.79,592542,-696.37
595939,-1097.82,590278,-2200.15
595912,-1195.69,590199,-2444.95
595926,-1109.85,590111,-2359.04
595887,-1020.75,590037,-2188.04
595634,-1082.49,589670,-2207.3
595639,-1003.21,589704,-2002.83
595975,-672.37,590386,-1323.18
595982,-527.81,590395,-1034.72
596657,7.38,591820,84.32
596677,154.58,591837,369.51
596596,123.93,591647,282.02
596542,69.39,591540,164.23
596483,10.13,591525,110.67
596506,9.87,591513,79.82
596497,2.93,591495,53.24
596258,-159.98,591045,-260.88
596263,-183.97,591067,-302.9
596585,42.3,591700,138.23
596579,91.44,591684,226.51
596112,-218.27,590862,-323.84
596123,-270.16,590911,-401.61
596754,164.43,592121,427.33
596772,271.75,592166,629.59
597833,989.89,594387,2122.2
597849,1097.27,594413,2335.09
598000,1133.21,594667,2362.21
598007,1051.22,594675,2174.88
597328,484.79,593243,980.14
597308,288.18,593198,567.15
597295,205.76,593152,384.61
597047,0.73,592707,6.79
597023,-66.91,592643,-131.76
596760,-255.31,592238,-428.01
596795,-257.43,592309,-418.4
597266,80.81,593192,213.76
597289,174.33,593213,368.48
597373,239.61,593276,418.61
597341,214.24,593220,358.15
597069,6.69,592712,-29.21
597117,-13.7,592796,-67.46
597252,73.16,592921,12.83
597237,78.75,592888,9.67
597234,71.42,592874,-1.36
597822,459.34,594257,926.92
597827,521.28,594283,1099.1
597335,161.62,593251,354.81
597334,56.98,593277,155.49
598244,638.48,595285,1444.06
598282,756.07,595340,1682.5
599113,1281.1,596918,2662.45
599139,1322.19,596965,2715.14
599585,1521.02,598046,3226.64
599572,1433.65,598029,3071.04
599015,915.6,596812,1953.31
599019,710.92,596785,1489.57
598865,495.88,596297,918.81
598843,385.13,596244,662.24
598816,306.65,596195,508.94
599209,525.62,597177,1088.53
599253,565.76,597276,1208.64
599851,930.63,598540,1987.61
599851,943.58,598538,2013.84
600074,1017.2,598723,1974.88
600086,957.81,598731,1803.56
599919,749.53,598194,1246.8
599909,627.22,598179,991.56
599522,283.05,597114,126.82
599495,154.62,597057,-139.36
598844,-328.96,595197,-1446.44
598830,-431.96,595146,-1686.68
598549,-610.46,594679,-1918.8
598579,-583.49,594717,-1789.41
598419,-635.14,594365,-1842.7
598397,-609.23,594350,-1710.52
598379,-563.37,594332,-1544.92
598060,-718.99,593726,-1780.81
598065,-693.97,593708,-1701.67
597816,-796.69,593201,-1879.31
597814,-756.53,593169,-1786.74
597642,-798.26,592845,-1830.6
597639,-743.34,592842,-1688.98
597480,-773.8,592526,-1723.46
597478,-717.4,592510,-1597.27
596927,-1013.51,591426,-2160.38
596911,-1013.0,591397,-2138.71
596669,-1090.19,590961,-2246.08
596665,-1020.15,590948,-2092.05
596804,-822.82,591256,-1669.35
596801,-705.86,591271,-1412.08
596803,-615.52,591272,-1227.57
596749,-577.19,591181,-1138.75
596738,-526.19,591187,-1016.3
596862,-385.45,591435,-732.75
596876,-308.2,591443,-594.26
596792,-319.28,591299,-606.22
596789,-297.08,591299,-557.99
596718,-314.22,591178,-580.18
596719,-291.27,591170,-542.14
596554,-372.04,590889,-675.94
596549,-364.2,590868,-666.58
596553,-328.75,590908,-581.0
596550,-294.1,590905,-512.46
596560,-253.82,590912,-447.25
596708,-122.65,591242,-170.95
596715,-74.64,591258,-76.45
596799,0.31,591440,76.26
596805,23.1,591443,110.18
596892,85.42,591596,212.36
596882,87.15,591589,215.4
596819,37.81,591482,125.91
596828,28.3,591490,98.17
596790,-2.01,591420,35.83
596782,-14.86,591414,13.14
596634,-116.46,591133,-182.86
596631,-134.15,591122,-224.03
596492,-220.82,590855,-395.19
596489,-225.98,590851,-407.44
596494,-204.76,590869,-363.95
596571,-130.32,591018,-221.99
596578,-95.92,591032,-158.22
596601,-63.71,591099,-83.73
596606,-46.88,591092,-62.68
596653,-7.07,591185,10.51
596654,4.26,591185,27.94
596661,11.45,591192,34.69
596663,13.64,591193,34.1
596712,46.0,591299,102.42
596721,56.3,591296,108.88
596783,95.86,591448,203.64
596786,99.73,591453,213.58
596868,147.47,591596,294.25
596850,134.9,591599,291.7
596864,129.82,591592,261.67
596938,167.34,591698,303.37
596948,169.31,591707,294.29
596783,44.44,591342,21.41
596774,3.26,591331,-56.28
596647,-92.81,591124,-210.34
596640,-113.78,591125,-230.56
596784,-12.53,591417,-19.62
596777,9.24,591428,42.36
596868,75.17,591598,168.78
596873,88.78,591590,180.82
596819,48.29,591526,125.5
596825,38.11,591533,105.66
596672,-70.63,591226,-114.91
596657,-102.04,591217,-166.65
596658,-100.64,591192,-182.38
596627,-112.71,591129,-213.32
596636,-100.12,591138,-197.0
596666,-68.34,591214,-125.09
596663,-56.54,591223,-90.42
596667,-46.18,591225,-72.72
596664,-41.67,591212,-70.87
596688,-20.88,591269,-26.03
596692,-11.18,591278,-6.58
596748,29.88,591387,72.24
596758,44.39,591383,83.22
596772,53.65,591422,105.22
596779,56.2,591428,105.92
596786,56.81,591446,109.23
596778,46.74,591460,110.28
596789,47.71,591460,101.26
596566,-106.2,591035,-195.68
596566,-135.91,591033,-255.01
596649,-75.99,591196,-138.62
596656,-49.84,591198,-96.35
596677,-24.92,591248,-43.9
596681,-13.89,591242,-31.05
596633,-42.21,591147,-89.17
596632,-46.49,591150,-94.25
596622,-50.36,591147,-89.58
596623,-46.4,591155,-75.49
596630,-36.73,591171,-54.75
596628,-32.57,591167,-47.62
596634,-24.71,591165,-43.2
596617,-32.13,591184,-25.64
596629,-23.19,591179,-22.42
596549,-72.83,591026,-122.68
596532,-90.57,591009,-148.92
596439,-149.95,590825,-266.75
596439,-152.19,590819,-277.81
596506,-94.83,590943,-173.66
596508,-71.02,590940,-134.84
596527,-46.31,590966,-96.21
596512,-46.24,590968,-77.01
596471,-69.97,590884,-122.23
596491,-56.53,590894,-116.5
596522,-27.58,590986,-43.3
596528,-13.89,590994,-15.89
596540,-1.2,591029,15.84
596545,5.4,591028,21.83
596534,-0.75,591022,17.41
596532,-3.61,591000,-0.02
596532,-4.01,590991,-10.43
596358,-120.89,590652,-240.35
596350,-145.4,590670,-265.63
596458,-66.57,590851,-127.67
596464,-37.15,590865,-72.81
596501,-1.72,590936,-5.14
596498,5.28,590928,6.88
596514,17.35,590936,14.7
596519,22.31,590940,18.14
596577,60.73,591042,86.09
596561,54.43,591042,95.95
596613,83.29,591167,174.44
596625,91.54,591164,177.38
596623,84.57,591167,165.17
596656,97.84,591215,180.41
596662,96.94,591219,171.69
596598,45.47,591096,72.21
596591,24.03,591084,33.09
596559,-4.99,590993,-40.83
596566,-7.11,591006,-47.2
596684,72.41,591238,111.34
596690,90.25,591251,150.56
596739,120.13,591310,187.35
596722,105.97,591296,171.34
596710,85.37,591248,120.52
596695,62.86,591240,92.21
596693,50.62,591256,88.07
596705,51.28,591260,82.26
596702,45.12,591247,65.15
596663,13.53,591172,4.87
596668,7.8,591167,-14.08
596649,-7.07,591159,-23.06
596653,-7.54,591145,-32.77
596433,-155.07,590716,-321.23
596428,-182.38,590724,-361.13
596469,-146.2,590799,-290.15
596469,-124.74,590801,-246.46
596538,-62.37,590933,-125.85
596550,-33.4,590941,-79.53
596530,-36.77,590929,-69.23
596543,-25.73,590920,-66.91
596516,-38.97,590920,-60.63
596548,-17.51,590959,-27.71
596543,-14.0,590967,-11.67
596541,-13.28,590942,-23.5
596536,-15.35,590949,-19.81
596542,-10.55,590968,-4.43
596555,0.26,590967,-0.88
596554,2.3,590958,-5.98
596529,-14.2,590963,-3.41
596343,-142.29,590608,-241.44
596335,-167.85,590590,-292.9
596382,-128.44,590669,-227.87
596384,-106.36,590658,-199.73
596484,-24.55,590852,-45.2
596480,-4.66,590862,4.14
596489,6.83,590871,22.24
596446,-19.8,590796,-25.53
596447,-24.17,590796,-35.41
596431,-34.05,590769,-53.12
596428,-35.59,590777,-47.7
596468,-6.1,590876,24.36
596477,7.88,590885,46.47
596487,17.49,590884,47.37
596464,2.88,590878,39.62
596479,9.08,590917,60.55
596489,16.58,590926,66.73
596286,-119.58,590527,-205.88
596282,-146.35,590525,-258.25
596368,-82.79,590654,-162.76
596367,-60.52,590663,-119.02
596426,-10.1,590778,-20.55
596415,-4.0,590803,22.72
596425,4.62,590795,26.24
596355,-40.72,590674,-56.46
596366,-41.18,590673,-73.13
596383,-26.46,590722,-38.23
596384,-19.83,590723,-25.52
596397,-7.71,590774,14.14
596406,2.05,590772,21.6
596411,7.66,590807,45.23
596417,12.43,590801,43.29
596310,-59.44,590605,-92.76
596297,-81.26,590577,-137.98
596203,-143.15,590394,-260.81
596206,-144.58,590393,-270.29
596215,-126.64,590402,-243.76
596273,-72.42,590558,-111.47
596291,-40.56,590550,-74.26
596308,-17.71,590577,-40.5
596298,-17.22,590581,-25.92
596285,-24.33,590555,-37.57
596279,-28.13,590556,-36.68
596310,-5.85,590603,-1.7
596306,-2.44,590598,3.88
596323,10.06,590621,20.42
596317,8.3,590617,20.18
596330,15.9,590646,37.9
596327,14.51,590643,37.1
596140,-113.01,590285,-207.23
596138,-136.77,590286,-250.34
596197,-91.48,590373,-181.52
596193,-75.03,590375,-147.49
596206,-55.79,590398,-111.04
596287,8.26,590536,0.37
596300,32.42,590540,31.01
596323,51.24,590582,64.33
596323,51.63,590588,71.31
596344,61.53,590628,93.95
596339,55.44,590631,93.73
596392,84.87,590705,135.59
596386,81.05,590707,135.98
596408,88.09,590745,150.18
596412,85.08,590750,144.45
596434,91.93,590778,149.63
596433,85.21,590783,141.64
596233,-58.28,590428,-111.26
596257,-73.21,590422,-169.4
596249,-76.14,590409,-178.47
596334,-13.24,590568,-58.6
596333,2.94,590567,-24.3
596384,41.1,590665,52.39
596400,58.02,590662,65.14
596377,41.9,590619,33.92
596369,28.87,590618,22.54
596392,38.62,590637,30.58
596378,28.39,590633,27.34
596419,51.04,590689,61.86
596419,52.37,590694,68.67
596425,52.34,590713,77.37
596435,54.6,590714,73.7
596430,47.21,590758,96.2
596456,58.87,590745,84.96
596444,48.72,590727,62.82
596251,-87.84,590376,-184.29
596259,-109.33,590372,-233.46
596371,-30.07,590577,-88.03
596377,-3.61,590577,-44.13
596417,30.19,590637,11.01
596422,39.5,590645,29.3
596409,29.79,590615,11.21
596405,22.16,590611,3.07
596419,27.8,590642,21.63
596417,25.51,590637,21.07
596456,49.02,590696,58.85
596455,50.14,590699,65.4
596450,42.84,590692,56.78
596470,50.83,590705,58.59
596463,43.81,590711,58.15
596441,23.57,590674,28.21
596453,24.54,590655,5.52
596265,-103.79,590336,-215.35
596269,-124.58,590336,-252.59
596380,-44.51,590534,-107.3
596383,-18.7,590541,-57.08
596454,37.2,590669,46.51
596468,57.52,590662,63.86
596449,44.98,590653,56.76
596455,42.08,590651,48.83
596495,64.67,590734,98.6
596496,65.56,590727,97.99
596482,50.84,590695,68.1
596466,32.1,590710,64.93
596483,36.15,590717,63.32
596472,26.73,590702,47.49
596480,27.43,590701,38.84
596423,-13.06,590585,-44.65
596420,-24.16,590569,-72.69
596337,-80.78,590414,-177.9
596341,-85.44,590421,-184.51
596425,-22.91,590581,-62.92
596439,4.2,590584,-25.04
596459,24.09,590621,11.51
596442,15.6,590609,11.6
596416,-5.37,590556,-25.06
596415,-10.86,590564,-26.71
596430,-1.22,590574,-18.14
596426,-1.39,590571,-16.49
596430,1.36,590576,-11.29
596438,7.34,590568,-14.43
596430,2.84,590570,-12.64
596429,0.79,590572,-9.77
596430,0.85,590573,-7.56
596402,-17.98,590523,-40.02
596390,-29.25,590509,-54.2
596228,-138.73,590193,-265.84
596223,-157.8,590197,-293.82
596335,-73.91,590346,-175.73
596319,-57.35,590348,-129.85
596352,-26.15,590416,-61.58
596357,-12.72,590421,-35.91
596342,-18.37,590420,-27.05
596353,-10.87,590396,-38.75
596355,-6.69,590399,-36.36
596384,14.47,590479,21.15
596385,19.22,590472,29.04
596396,26.21,590479,33.32
596388,20.36,590484,34.93
596388,17.19,590490,36.44
596393,18.26,590491,34.38
596397,19.66,590502,38.37
596401,21.04,590509,40.82
596205,-112.28,590121,-223.18
596188,-147.74,590104,-282.05
596266,-91.68,590252,-173.37
596281,-59.76,590239,-140.21
596282,-46.09,590252,-111.3
596310,-19.9,590314,-52.95
596306,-14.31,590312,-35.09
596281,-28.57,590252,-68.08
596270,-37.15,590259,-65.93
596311,-8.55,590292,-37.57
596298,-9.4,590294,-25.95
596320,6.02,590338,8.75
596330,16.13,590338,16.79
596320,10.58,590338,17.34
596322,9.61,590351,24.73
596343,22.74,590401,58.16
596354,31.47,590409,67.02
596170,-92.88,590062,-170.03
596167,-118.27,590056,-219.19
596237,-67.47,590201,-115.37
596248,-41.6,590205,-76.86
596249,-30.9,590212,-56.02
596301,9.36,590294,9.12
596302,19.36,590306,32.84
596289,11.41,590287,23.17
596290,9.2,590273,9.41
596321,28.71,590324,39.49
596310,23.76,590324,43.72
596347,45.43,590388,84.15
596351,49.68,590377,79.83
596360,52.62,590417,98.92
596359,48.23,590420,97.37
596361,44.43,590415,85.41
596366,43.08,590418,77.17
596161,-98.83,590096,-148.2
596179,-114.05,590079,-203.7
596170,-114.3,590069,-207.1
596219,-71.73,590149,-136.68
596214,-58.3,590153,-104.69
596265,-15.7,590241,-28.61
596268,-1.64,590246,-3.79
596264,-0.66,590244,1.42
596260,-3.03,590243,1.97
596258,-4.73,590239,-0.82
596265,0.01,590249,5.34
596290,17.99,590284,30.0
596286,18.27,590298,43.01
596291,20.19,590337,68.92
596301,25.7,590335,68.24
596310,30.98,590331,59.62
596300,22.98,590353,67.21
596309,25.11,590364,70.88
596225,-33.04,590217,-33.14
596226,-44.2,590199,-68.6
596136,-103.84,590028,-186.82
596152,-99.21,590034,-196.69
596219,-44.57,590172,-89.61
596220,-26.45,590174,-53.87
596240,-6.22,590208,-17.48
596228,-8.74,590210,-5.46
596234,-4.6,590204,-6.03
596225,-9.24,590195,-11.75
596255,10.61,590257,29.57
596258,16.71,590262,40.78
596251,12.08,590260,38.8
596290,36.2,590314,71.4
596285,35.8,590319,76.91
596308,48.15,590353,94.71
596295,38.48,590355,92.53
596325,53.0,590390,107.71
596330,55.51,590399,108.45
596139,-77.11,590040,-142.17
596145,-99.82,590036,-195.71
596209,-53.99,590153,-113.93
596207,-39.35,590155,-82.43
596264,6.08,590245,-6.97
596258,12.91,590258,21.29
596261,15.56,590245,17.84
596247,5.47,590248,17.49
596253,6.52,590249,16.62
596273,19.71,590253,17.66
596268,17.98,590258,19.81
596285,27.48,590273,28.75
