ts,red_raw,ir_raw
27884,1149802,1422261
27927,1149792,1422232
27971,1149845,1422378
28013,1149866,1422405
28056,1149495,1421517
28099,1149506,1421489
28142,1149386,1421174
28189,1149351,1421178
28230,1149445,1421405
28272,1149452,1421391
28315,1149479,1421406
28356,1149531,1421694
28398,1149549,1421709
28441,1149539,1421716
28484,1149567,1421869
28527,1149585,1421825
28571,1149683,1422104
28613,1149653,1422100
28655,1149721,1422253
28697,1149738,1422265
28740,1149780,1422397
28783,1149761,1422406
28826,1149467,1421690
28867,1149463,1421633
28910,1149295,1421234
28953,1149262,1421198
28995,1149293,1421215
29038,1149385,1421530
29080,1149391,1421513
29123,1149516,1421876
29165,1149534,1422023
29207,1149559,1422010
29248,1149582,1422135
29291,1149573,1422141
29333,1149650,1422345
29376,1149649,1422350
29418,1149695,1422508
29460,1149690,1422533
29501,1149718,1422665
29543,1149720,1422639
29585,1149740,1422742
29627,1149779,1422742
29670,1149759,1422729
29712,1149362,1421771
29755,1149361,1421741
29798,1149311,1421598
29841,1149332,1421616
29884,1149425,1421885
29925,1149517,1422185
29967,1149525,1422167
30010,1149516,1422179
30053,1149516,1422170
30094,1149552,1422290
30142,1149556,1422273
30184,1149615,1422502
30229,1149566,1422483
30271,1149621,1422504
30313,1149631,1422647
30356,1149622,1422637
30404,1149677,1422732
30448,1149714,1422854
30490,1149706,1422864
30535,1149329,1421887
30577,1149313,1421843
30618,1149258,1421770
30662,1149282,1421778
30705,1149383,1422041
30747,1149364,1422016
30789,1149346,1422049
30830,1149512,1422321
30873,1149487,1422342
30915,1149483,1422338
30957,1149488,1422322
31000,1149515,1422454
31043,1149568,1422608
31086,1149546,1422623
31127,1149600,1422733
31169,1149581,1422768
31214,1149613,1422836
31263,1149641,1422804
31305,1149649,1422878
31349,1149609,1422892
31391,1149643,1422851
31432,1149204,1421862
31475,1149215,1421843
31521,1149274,1422033
31563,1149271,1422046
31608,1149403,1422300
31651,1149429,1422493
31694,1149454,1422471
31737,1149425,1422486
31778,1149427,1422484
31820,1149484,1422630
31862,1149501,1422626
31905,1149514,1422780
31947,1149527,1422772
31989,1149545,1422884
32033,1149535,1422860
32076,1149551,1422893
32119,1149580,1422975
32162,1149592,1422988
32204,1149285,1422166
32245,1149201,1421980
32288,1149209,1421988
32329,1149303,1422255
32372,1149325,1422281
32415,1149406,1422477
32457,1149387,1422500
32500,1149404,1422478
32545,1149393,1422490
32587,1149396,1422586
32630,1149397,1422643
32672,1149441,1422608
32715,1149461,1422741
32758,1149462,1422773
32802,1149501,1422877
32844,1149510,1422966
32886,1149498,1422966
32928,1149536,1423060
32969,1149533,1423045
33013,1149160,1422116
33055,1149173,1422097
33098,1149218,1422269
33139,1149221,1422238
33181,1149305,1422521
33224,1149310,1422480
33266,1149311,1422495
33308,1149369,1422690
33350,1149367,1422702
33391,1149375,1422644
33434,1149370,1422659
33476,1149373,1422775
33518,1149389,1422789
33561,1149420,1422905
33604,1149466,1423028
33646,1149456,1423048
33688,1149493,1423094
33730,1149489,1423085
33778,1149522,1423125
33821,1149482,1423184
33862,1149505,1423176
33904,1149178,1422291
33947,1149171,1422258
33989,1149164,1422315
34031,1149207,1422373
34073,1149272,1422541
34115,1149250,1422565
34156,1149302,1422723
34198,1149345,1422730
34242,1149308,1422707
34292,1149344,1422827
34336,1149354,1422798
34380,1149370,1422974
34422,1149461,1422970
34463,1149398,1422985
34506,1149436,1423105
34549,1149406,1423082
34592,1149448,1423152
34635,1149438,1423159
34676,1149453,1423142
34717,1149429,1423124
34760,1149123,1422342
34803,1149131,1422332
