pc_time_ms,ecg,bpm,leadOff,ts
6054,3376,52,0,38689
6054,3361,52,0,38699
6054,3344,52,0,38709
6055,3454,52,0,38719
6055,3101,52,0,38729
6055,3021,52,0,38739
6055,2859,52,0,38749
6056,2672,52,0,38759
6056,2608,52,0,38769
6056,2487,52,0,38779
6056,2482,52,0,38789
6056,2384,52,0,38799
6057,2381,52,0,38809
6057,2303,52,0,38819
6057,2283,52,0,38829
6057,2251,52,0,38839
6057,2160,52,0,38849
6276,2239,52,0,38859
6276,2275,52,0,38869
6276,2145,52,0,38879
6276,2134,52,0,38889
6277,2139,52,0,38899
6277,2026,52,0,38909
6277,2064,52,0,38919
6278,1872,52,0,38929
6278,1782,52,0,38939
6278,1776,52,0,38949
6278,1726,52,0,38959
6279,1696,52,0,38969
6279,1703,52,0,38979
6279,1677,52,0,38989
6280,1639,52,0,38999
6280,1649,52,0,39009
6281,1629,52,0,39019
6281,1654,52,0,39029
6281,1621,52,0,39039
6282,1648,52,0,39049
6282,1597,52,0,39059
6282,1813,52,0,39069
6481,1769,52,0,39079
6481,1740,52,0,39089
6482,1782,52,0,39099
6482,1785,52,0,39109
6482,1825,52,0,39119
6482,1777,52,0,39129
6483,1768,52,0,39139
6483,1659,52,0,39149
6483,1721,52,0,39159
6483,1807,52,0,39169
6483,1746,52,0,39179
6484,1759,52,0,39189
6484,1872,52,0,39199
6484,1762,52,0,39209
6484,1808,52,0,39219
6484,1776,52,0,39229
6485,1843,52,0,39239
6485,1765,52,0,39249
6485,1895,52,0,39259
6685,1999,52,0,39269
6685,2182,52,0,39279
6686,2096,52,0,39289
6686,2157,52,0,39299
6686,2184,52,0,39309
6686,2697,52,0,39319
6687,3632,54,0,39329
6687,4095,54,0,39339
6687,1855,54,0,39349
6687,2087,54,0,39359
6688,2399,54,0,39369
6688,2336,54,0,39379
6688,2394,54,0,39389
6688,2438,54,0,39399
6688,2471,54,0,39409
6689,2482,54,0,39419
6689,2688,54,0,39429
6689,2721,54,0,39439
6689,2750,54,0,39449
6689,2881,54,0,39459
6689,2977,54,0,39469
6890,3280,54,0,39479
6890,3583,54,0,39489
6891,4095,54,0,39499
6891,4095,54,0,39509
6891,4095,54,0,39519
6891,4095,54,0,39529
6891,4095,54,0,39539
6892,4095,54,0,39549
6892,4095,54,0,39559
6892,4095,54,0,39569
6892,4095,54,0,39579
6892,4095,54,0,39589
6893,4095,54,0,39599
6893,4095,54,0,39609
6893,4095,54,0,39619
6893,4095,54,0,39629
6893,4095,54,0,39639
6893,4095,54,0,39649
6894,4095,54,0,39659
6894,4095,54,0,39669
7095,4095,54,0,39679
7095,4095,54,0,39689
7095,4095,54,0,39699
7096,4095,54,0,39709
7096,4095,54,0,39719
7096,4095,54,0,39729
7096,4095,54,0,39739
7096,3598,54,0,39749
7096,3407,54,0,39759
7097,3213,54,0,39769
7097,3040,54,0,39779
7097,2935,54,0,39789
7097,2774,54,0,39799
7098,2671,54,0,39809
7098,2547,54,0,39819
7098,2464,54,0,39829
7098,2383,54,0,39839
7098,2254,54,0,39849
7099,2215,54,0,39859
7099,2114,54,0,39869
7099,2034,54,0,39879
7300,2032,54,0,39889
7300,1962,54,0,39899
7300,1905,54,0,39909
7300,1755,54,0,39919
7301,1765,54,0,39929
7301,1644,54,0,39939
7301,1509,54,0,39949
7301,1360,54,0,39959
7301,1285,54,0,39969
7302,1164,54,0,39979
7302,1175,54,0,39989
7302,1230,54,0,39999
7302,1125,54,0,40009
7302,942,54,0,40019
7302,1072,54,0,40029
7303,939,54,0,40039
7303,813,54,0,40049
7303,743,54,0,40059
7303,749,54,0,40069
7303,656,54,0,40079
7505,784,54,0,40089
7505,785,54,0,40099
7506,693,54,0,40109
7506,717,54,0,40119
7506,640,54,0,40129
7507,635,54,0,40139
7507,880,54,0,40149
7507,1435,54,0,40159
7507,2240,54,0,40169
7507,435,54,0,40179
7507,61,54,0,40189
7508,350,54,0,40199
7508,254,54,0,40209
7508,255,54,0,40219
7508,200,54,0,40229
7508,156,54,0,40239
7508,149,54,0,40249
7508,144,54,0,40259
7509,131,54,0,40269
7509,147,54,0,40279
7509,134,54,0,40289
7709,304,54,0,40299
7710,183,54,0,40309
7710,209,54,0,40319
7710,194,54,0,40329
7710,240,54,0,40339
7711,222,54,0,40349
7711,135,54,0,40359
7711,155,54,0,40369
7711,194,54,0,40379
7711,136,54,0,40389
7712,174,54,0,40399
7712,190,54,0,40409
7712,190,54,0,40419
7712,245,54,0,40429
7712,214,54,0,40439
7713,218,54,0,40449
7713,117,54,0,40459
7713,6,54,0,40469
7713,32,54,0,40479
7713,0,54,0,40489
7914,131,54,0,40499
7914,127,54,0,40509
7915,185,54,0,40519
7915,213,54,0,40529
7915,181,54,0,40539
7916,242,54,0,40549
7916,278,54,0,40559
7916,180,54,0,40569
7916,199,54,0,40579
7917,271,54,0,40589
7917,255,54,0,40599
7917,304,54,0,40609
7917,286,54,0,40619
7918,371,54,0,40629
7918,320,54,0,40639
7918,435,54,0,40649
7919,368,54,0,40659
7919,439,54,0,40669
7919,526,54,0,40679
7919,478,54,0,40689
7920,561,54,0,40699
8066,692,54,0,40709
8066,659,54,0,40719
8067,709,54,0,40729
8067,701,54,0,40739
8067,784,54,0,40749
8067,704,54,0,40759
8068,735,54,0,40769
8068,678,54,0,40779
8068,692,54,0,40789
8069,772,54,0,40799
8069,863,54,0,40809
8069,813,54,0,40819
8069,873,54,0,40829
8070,848,54,0,40839
8070,889,54,0,40849
8070,879,54,0,40859
8070,875,54,0,40869
8071,950,54,0,40879
8071,927,54,0,40889
8071,1040,54,0,40899
8112,1129,54,0,40909
8113,1220,54,0,40919
8113,1254,54,0,40929
8114,1224,54,0,40939
8114,1407,54,0,40949
8114,1984,54,0,40959
8114,2764,54,0,40969
8115,2734,54,0,40979
8115,784,54,0,40989
8324,1535,54,0,40999
8324,1506,54,0,41009
8324,1535,54,0,41019
8324,1567,54,0,41029
8325,1636,54,0,41039
8325,1599,54,0,41049
8325,1577,54,0,41059
8326,1666,54,0,41069
8326,1553,54,0,41079
8326,1581,54,0,41089
8326,1664,54,0,41099
8528,1751,54,0,41109
8529,1833,54,0,41119
8529,1872,54,0,41129
8529,1935,54,0,41139
8530,1983,54,0,41149
8530,1954,54,0,41159
8530,2009,54,0,41169
8530,1952,54,0,41179
8531,1949,54,0,41189
8531,1987,54,0,41199
8531,2085,54,0,41209
8531,2057,54,0,41219
8531,2134,54,0,41229
8532,2170,54,0,41239
8532,2117,54,0,41249
8532,2029,54,0,41259
8532,2000,54,0,41269
8532,1962,54,0,41279
8533,1962,54,0,41289
8533,1994,54,0,41299
8533,1962,54,0,41309
8733,2181,54,0,41319
8734,2221,54,0,41329
8734,2255,54,0,41339
8734,2261,54,0,41349
8734,2303,54,0,41359
8735,2377,54,0,41369
8735,2667,54,0,41379
8735,2588,54,0,41389
8735,2204,54,0,41399
8736,2374,54,0,41409
8736,2285,54,0,41419
8736,2324,54,0,41429
8736,2283,54,0,41439
8737,2356,54,0,41449
8737,2325,54,0,41459
8737,2317,54,0,41469
8737,2317,54,0,41479
8738,2351,54,0,41489
8738,2350,54,0,41499
8738,2338,54,0,41509
8938,2474,54,0,41519
8938,2471,54,0,41529
8939,2545,54,0,41539
8939,2511,54,0,41549
8939,2511,54,0,41559
8939,2538,54,0,41569
8940,2486,54,0,41579
8940,2442,54,0,41589
8940,2379,54,0,41599
8940,2305,54,0,41609
8941,2345,54,0,41619
8941,2413,54,0,41629
8941,2402,54,0,41639
8941,2367,54,0,41649
8942,2399,54,0,41659
8942,2347,54,0,41669
8942,2278,54,0,41679
8942,2270,54,0,41689
8943,2212,54,0,41699
8943,2238,54,0,41709
8943,2223,54,0,41719
9143,2330,54,0,41729
9143,2399,54,0,41739
9143,2287,54,0,41749
9144,2377,54,0,41759
9144,2233,54,0,41769
9144,2511,54,0,41779
9144,3181,44,0,41789
9145,4095,44,0,41799
9145,2925,44,0,41809
9145,1521,44,0,41819
9145,2167,44,0,41829
9146,2105,44,0,41839
9146,2045,44,0,41849
9146,2065,44,0,41859
9146,1991,44,0,41869
9147,2026,44,0,41879
9147,2062,44,0,41889
9147,2020,44,0,41899
9147,2030,44,0,41909
9147,1986,44,0,41919
9348,2147,44,0,41929
9348,2153,44,0,41939
9348,2199,44,0,41949
9349,2221,44,0,41959
9349,2213,44,0,41969
9349,2256,44,0,41979
9349,2273,44,0,41989
9350,2249,44,0,41999
9350,2141,44,0,42009
9350,2313,44,0,42019
9351,2347,44,0,42029
9351,2320,44,0,42039
9351,2465,44,0,42049
9352,2479,44,0,42059
9352,2526,44,0,42069
9353,2464,44,0,42079
9353,2431,44,0,42089
9353,2423,44,0,42099
9353,2419,44,0,42109
9354,2400,44,0,42119
9354,2448,44,0,42129
9553,2591,44,0,42139
9553,2621,44,0,42149
9554,2640,44,0,42159
9554,2630,44,0,42169
9554,2605,44,0,42179
9554,2518,44,0,42189
9554,2587,44,0,42199
9555,2342,44,0,42209
9555,2277,44,0,42219
9555,2224,44,0,42229
9555,2079,44,0,42239
9555,2032,44,0,42249
9556,1950,44,0,42259
9556,1850,44,0,42269
9556,1843,44,0,42279
9556,1762,44,0,42289
9557,1614,44,0,42299
9557,1605,44,0,42309
9557,1535,44,0,42319
9557,1424,44,0,42329
9860,1500,44,0,42339
9860,1583,44,0,42349
9860,1402,44,0,42359
9861,1374,44,0,42369
9861,1399,44,0,42379
9861,1232,44,0,42389
9861,1296,44,0,42399
9862,1121,44,0,42409
9862,995,44,0,42419
9862,995,44,0,42429
9862,951,44,0,42439
9862,870,44,0,42449
9863,883,44,0,42459
9863,880,44,0,42469
9863,990,44,0,42479
9863,864,44,0,42489
9864,848,44,0,42499
9864,895,44,0,42509
9864,797,44,0,42519
9864,729,44,0,42529
9864,756,44,0,42539
9918,782,44,0,42549
9919,799,44,0,42559
9919,848,44,0,42569
9920,817,44,0,42579
9920,785,44,0,42589
9920,811,44,0,42599
9920,781,44,0,42609
9921,592,44,0,42619
9921,923,44,0,42629
9921,1730,44,0,42639
9921,2526,44,0,42649
9921,453,44,0,42659
9922,303,44,0,42669
9922,803,44,0,42679
9922,646,44,0,42689
9922,603,44,0,42699
9923,646,44,0,42709
9923,583,44,0,42719
9923,624,44,0,42729
9923,679,44,0,42739
9924,720,44,0,42749
9924,667,44,0,42759
9924,710,44,0,42769
9924,647,44,0,42779
9925,717,44,0,42789
10069,749,44,0,42799
10070,775,44,0,42809
10070,926,44,0,42819
10070,930,44,0,42829
10071,948,44,0,42839
10071,946,44,0,42849
10071,983,44,0,42859
10071,1007,44,0,42869
10072,918,44,0,42879
10072,963,44,0,42889
10072,986,44,0,42899
10072,989,44,0,42909
10073,955,44,0,42919
10073,949,44,0,42929
10073,801,44,0,42939
10074,768,44,0,42949
10126,914,44,0,42959
10139,851,44,0,42969
10139,896,44,0,42979
10140,948,44,0,42989
10140,929,44,0,42999
10140,971,44,0,43009
10183,1054,44,0,43019
10184,1055,44,0,43029
10184,1106,44,0,43039
10184,1095,44,0,43049
10185,1199,44,0,43059
10237,1195,44,0,43069
10238,1233,44,0,43079
10238,1257,44,0,43089
10239,1350,44,0,43099
10239,1328,44,0,43109
10239,1354,44,0,43119
10576,1398,44,0,43129
10577,1507,44,0,43139
10577,1437,44,0,43149
10577,1456,44,0,43159
10578,1623,44,0,43169
10578,1584,44,0,43179
10578,1581,44,0,43189
10578,1485,44,0,43199
10579,1616,44,0,43209
10579,1609,44,0,43219
10579,1653,44,0,43229
10579,1732,44,0,43239
10580,1737,44,0,43249
10580,1885,44,0,43259
10580,1888,44,0,43269
10580,1945,44,0,43279
10580,1938,44,0,43289
10581,2047,44,0,43299
10581,2148,44,0,43309
10581,2192,44,0,43319
10581,2199,44,0,43329
10582,2282,44,0,43339
10582,2326,44,0,43349
10582,2337,44,0,43359
10781,2449,44,0,43369
10782,2528,44,0,43379
10782,2519,44,0,43389
10782,2587,44,0,43399
10783,2613,44,0,43409
10783,2613,44,0,43419
10783,2688,44,0,43429
10783,2559,44,0,43439
10783,2478,44,0,43449
10784,2767,44,0,43459
10784,3452,44,0,43469
10784,4095,44,0,43479
10784,4095,44,0,43489
10784,2418,44,0,43499
10785,2528,44,0,43509
10785,2831,44,0,43519
10785,2720,44,0,43529
10785,2769,44,0,43539
10786,2745,44,0,43549
10787,2736,44,0,43559
11088,2896,44,0,43569
11089,2899,44,0,43579
11089,2894,44,0,43589
11089,2957,44,0,43599
11090,2891,44,0,43609
11090,3012,44,0,43619
11090,2922,44,0,43629
11090,2798,44,0,43639
11091,2754,44,0,43649
11091,2742,44,0,43659
11091,2795,44,0,43669
11091,2768,44,0,43679
11091,2772,44,0,43689
11092,2802,44,0,43699
11092,2743,44,0,43709
11092,2749,44,0,43719
11093,2794,44,0,43729
11093,2746,44,0,43739
11093,2751,44,0,43749
11093,2626,44,0,43759
11094,2559,44,0,43769
11149,2599,44,0,43779
11149,2480,44,0,43789
11150,2459,44,0,43799
11150,2416,44,0,43809
11150,2354,44,0,43819
11150,2386,44,0,43829
11151,2320,44,0,43839
11151,2192,44,0,43849
11151,2176,44,0,43859
11151,2108,44,0,43869
11152,2072,44,0,43879
11152,2056,44,0,43889
11152,2066,44,0,43899
11152,1994,44,0,43909
11152,1949,44,0,43919
11153,1998,44,0,43929
11153,1915,44,0,43939
11153,1897,44,0,43949
11154,1873,44,0,43959
