pc_time_ms,ecg,bpm,leadOff,ts
123,1972,63,0,32919
125,2295,63,0,32929
125,2147,63,0,32939
126,2150,63,0,32949
126,2255,63,0,32959
127,2171,63,0,32969
127,2223,63,0,32979
128,2128,63,0,32989
128,2233,63,0,32999
336,2242,63,0,33009
337,2238,63,0,33019
337,2207,63,0,33029
338,2256,63,0,33039
339,2277,63,0,33049
340,2352,63,0,33059
340,2480,63,0,33069
340,2443,63,0,33079
341,2453,63,0,33089
341,2523,63,0,33099
342,2546,63,0,33109
342,2674,63,0,33119
541,2924,63,0,33129
542,2799,63,0,33139
542,2850,63,0,33149
542,2855,63,0,33159
542,2859,63,0,33169
543,2879,63,0,33179
543,2800,63,0,33189
543,2641,63,0,33199
544,2623,63,0,33209
544,2875,63,0,33219
544,3965,75,0,33229
545,4095,75,0,33239
545,3502,75,0,33249
545,2030,75,0,33259
545,2512,75,0,33269
546,2592,75,0,33279
546,2336,75,0,33289
546,2359,75,0,33299
546,2350,75,0,33309
546,2263,75,0,33319
833,2367,75,0,33329
833,2331,75,0,33339
834,2302,75,0,33349
834,2241,75,0,33359
834,2226,75,0,33369
834,2133,75,0,33379
834,2100,75,0,33389
835,2044,75,0,33399
835,1941,75,0,33409
835,1963,75,0,33419
835,1856,75,0,33429
835,1898,75,0,33439
836,1778,75,0,33449
836,1798,75,0,33459
836,1742,75,0,33469
836,1751,75,0,33479
836,1678,75,0,33489
837,1712,75,0,33499
837,1616,75,0,33509
837,1483,75,0,33519
837,1387,75,0,33529
907,1447,75,0,33539
907,1356,75,0,33549
907,1257,75,0,33559
907,1247,75,0,33569
908,1223,75,0,33579
908,1134,75,0,33589
908,1162,75,0,33599
908,1012,75,0,33609
909,958,75,0,33619
909,932,75,0,33629
909,969,75,0,33639
910,929,75,0,33649
910,858,75,0,33659
910,884,75,0,33669
910,887,75,0,33679
911,814,75,0,33689
911,855,75,0,33699
911,822,75,0,33709
911,839,75,0,33719
911,784,75,0,33729
912,862,75,0,33739
912,797,75,0,33749
912,771,75,0,33759
912,843,75,0,33769
913,784,75,0,33779
957,737,75,0,33789
958,855,75,0,33799
958,964,75,0,33809
958,881,75,0,33819
959,930,75,0,33829
959,955,75,0,33839
1156,912,75,0,33849
1157,926,75,0,33859
1158,902,75,0,33869
1158,976,75,0,33879
1159,934,75,0,33889
1159,913,75,0,33899
1160,934,75,0,33909
1160,880,75,0,33919
1160,892,75,0,33929
1161,829,75,0,33939
1263,1113,75,0,33949
1263,1008,75,0,33959
1263,884,75,0,33969
1263,1018,75,0,33979
1264,907,75,0,33989
1264,991,75,0,33999
1264,1057,75,0,34009
1264,763,75,0,34019
1264,815,75,0,34029
1265,873,75,0,34039
1265,850,75,0,34049
1265,768,75,0,34059
1265,1041,75,0,34069
1265,1674,75,0,34079
1265,2501,75,0,34089
1266,1653,75,0,34099
1266,337,75,0,34109
1266,960,75,0,34119
1266,901,75,0,34129
1266,922,75,0,34139
1467,1063,75,0,34149
1468,1023,75,0,34159
1468,1098,75,0,34169
1468,1132,75,0,34179
1468,1088,75,0,34189
1468,1088,75,0,34199
1469,1234,75,0,34209
1469,1046,75,0,34219
1469,1074,75,0,34229
1469,1121,75,0,34239
1470,1056,75,0,34249
1470,1146,75,0,34259
1470,1078,75,0,34269
1470,1181,75,0,34279
1470,1233,75,0,34289
1471,1233,75,0,34299
1471,1346,75,0,34309
1471,1365,75,0,34319
1471,1347,75,0,34329
1471,1467,75,0,34339
1472,1520,75,0,34349
1672,1636,75,0,34359
1672,1487,75,0,34369
1672,1458,75,0,34379
1673,1414,75,0,34389
1673,1383,75,0,34399
1673,1350,75,0,34409
1673,1287,75,0,34419
1674,1181,75,0,34429
1674,1233,75,0,34439
1674,1200,75,0,34449
1675,1241,75,0,34459
1675,1220,75,0,34469
1675,1226,75,0,34479
1675,1350,75,0,34489
1675,1305,75,0,34499
1676,1274,75,0,34509
1676,1394,75,0,34519
1676,1310,75,0,34529
1676,1312,75,0,34539
1676,1334,75,0,34549
1877,1463,75,0,34559
1877,1481,75,0,34569
1878,1454,75,0,34579
1878,1527,75,0,34589
1878,1443,75,0,34599
1878,1503,75,0,34609
1878,1492,75,0,34619
1879,1367,75,0,34629
1879,1370,75,0,34639
1879,1376,75,0,34649
1879,1326,75,0,34659
1879,1354,75,0,34669
1879,1376,75,0,34679
1879,1373,75,0,34689
1880,1407,75,0,34699
1880,1375,75,0,34709
1880,1397,75,0,34719
1880,1380,75,0,34729
1880,1404,75,0,34739
1880,1454,75,0,34749
1880,1487,75,0,34759
2179,1582,75,0,34769
2180,1615,75,0,34779
2181,1629,75,0,34789
2181,1667,75,0,34799
2181,1717,75,0,34809
2181,1563,75,0,34819
2182,1765,75,0,34829
2182,1520,75,0,34839
2182,1502,75,0,34849
2182,1535,75,0,34859
2182,1524,75,0,34869
2183,1508,75,0,34879
2183,1512,75,0,34889
2183,1535,75,0,34899
2183,1598,75,0,34909
2184,1663,75,0,34919
2184,1674,75,0,34929
2184,1646,75,0,34939
2184,1866,75,0,34949
2185,2545,75,0,34959
2326,3984,67,0,34969
2326,2743,67,0,34979
2327,1330,67,0,34989
2327,2173,67,0,34999
2327,2095,67,0,35009
2327,2047,67,0,35019
2328,2158,67,0,35029
2328,2057,67,0,35039
2328,2003,67,0,35049
2328,2103,67,0,35059
2329,2125,67,0,35069
2329,2192,67,0,35079
2329,2224,67,0,35089
2329,2306,67,0,35099
2330,2322,67,0,35109
2330,2387,67,0,35119
2330,2461,67,0,35129
2330,2529,67,0,35139
2330,2559,67,0,35149
2331,2672,67,0,35159
2331,2784,67,0,35169
2589,2956,67,0,35179
2590,3024,67,0,35189
2590,3121,67,0,35199
2590,3264,67,0,35209
2591,3315,67,0,35219
2591,3434,67,0,35229
2592,3583,67,0,35239
2592,3378,67,0,35249
2592,3527,67,0,35259
2592,3340,67,0,35269
2593,3350,67,0,35279
2593,3347,67,0,35289
2593,3187,67,0,35299
2593,3371,67,0,35309
2594,3501,67,0,35319
2594,3559,67,0,35329
2594,3607,67,0,35339
2594,3763,67,0,35349
2594,3945,67,0,35359
2595,4091,67,0,35369
2794,4095,67,0,35379
2794,4095,67,0,35389
2794,4095,67,0,35399
2795,4095,67,0,35409
2795,4095,67,0,35419
2795,4095,67,0,35429
2795,4095,67,0,35439
2795,4095,67,0,35449
2796,4095,67,0,35459
2796,4095,67,0,35469
2796,4095,67,0,35479
2796,4095,67,0,35489
2797,4095,67,0,35499
2797,4095,67,0,35509
2797,4095,67,0,35519
2797,4095,67,0,35529
2797,4095,67,0,35539
2798,4095,67,0,35549
2798,4095,67,0,35559
2798,4095,67,0,35569
2798,4095,67,0,35579
2999,4095,67,0,35589
2999,4095,67,0,35599
2999,4095,67,0,35609
3000,4095,67,0,35619
3000,4095,67,0,35629
3000,4095,67,0,35639
3000,4095,67,0,35649
3001,4095,67,0,35659
3001,4095,67,0,35669
3001,4095,67,0,35679
3001,4095,67,0,35689
3002,4095,67,0,35699
3002,4095,67,0,35709
3002,4095,67,0,35719
3002,4095,67,0,35729
3002,4095,67,0,35739
3003,4095,67,0,35749
3003,4095,67,0,35759
3003,4095,67,0,35769
3003,4095,67,0,35779
3203,4095,67,0,35789
3204,4095,67,0,35799
3204,4095,67,0,35809
3204,4095,67,0,35819
3205,4095,67,0,35829
3205,4095,67,0,35839
3205,4095,67,0,35849
3205,4095,67,0,35859
3206,4095,67,0,35869
3206,4095,67,0,35879
3206,4095,67,0,35889
3206,3247,67,0,35899
3207,2937,67,0,35909
3207,3375,67,0,35919
3207,2981,67,0,35929
3208,2965,67,0,35939
3208,2893,67,0,35949
3209,2906,67,0,35959
3209,2830,67,0,35969
3210,2713,67,0,35979
3210,2732,67,0,35989
3310,2818,67,0,35999
3310,2709,67,0,36009
3311,2657,67,0,36019
3311,2558,67,0,36029
3311,2495,67,0,36039
3311,2369,67,0,36049
3311,2409,67,0,36059
3312,2193,67,0,36069
3312,2159,67,0,36079
3312,2081,67,0,36089
3312,2095,67,0,36099
3313,1925,67,0,36109
3313,1984,67,0,36119
3313,1990,67,0,36129
3313,1841,67,0,36139
3313,1870,67,0,36149
3314,1607,67,0,36159
3314,1533,67,0,36169
3314,1388,67,0,36179
3314,1307,67,0,36189
3516,1360,67,0,36199
3517,1382,67,0,36209
3517,1227,67,0,36219
3517,1251,67,0,36229
3518,1192,67,0,36239
3518,1154,67,0,36249
3518,1122,67,0,36259
3518,956,67,0,36269
3518,930,67,0,36279
3519,887,67,0,36289
3519,859,67,0,36299
3519,775,67,0,36309
3519,816,67,0,36319
3520,768,67,0,36329
3520,740,67,0,36339
3520,709,67,0,36349
3520,685,67,0,36359
3520,645,67,0,36369
3521,662,67,0,36379
3521,580,67,0,36389
3720,644,67,0,36399
3721,755,67,0,36409
3721,617,67,0,36419
3722,635,67,0,36429
3722,672,67,0,36439
3722,592,67,0,36449
3722,639,67,0,36459
3722,511,67,0,36469
3723,411,67,0,36479
3723,424,67,0,36489
3723,371,67,0,36499
3723,432,67,0,36509
3724,368,67,0,36519
3724,400,67,0,36529
3724,382,67,0,36539
3724,425,67,0,36549
3724,538,67,0,36559
3725,361,67,0,36569
3725,464,67,0,36579
3725,496,67,0,36589
3725,382,67,0,36599
3926,528,67,0,36609
3927,529,67,0,36619
3927,496,67,0,36629
3927,541,67,0,36639
3927,500,67,0,36649
3928,567,67,0,36659
3928,496,67,0,36669
3928,432,67,0,36679
3928,372,67,0,36689
3928,597,67,0,36699
3929,1191,67,0,36709
3929,2064,67,0,36719
3929,1194,67,0,36729
3929,0,67,0,36739
3930,547,67,0,36749
3930,453,67,0,36759
3930,481,67,0,36769
3930,448,67,0,36779
3931,499,67,0,36789
3931,448,67,0,36799
4132,591,67,0,36809
4133,648,67,0,36819
4133,646,67,0,36829
4133,715,67,0,36839
4134,733,67,0,36849
4134,647,67,0,36859
4134,759,67,0,36869
4134,677,67,0,36879
4134,623,67,0,36889
4135,599,67,0,36899
4135,645,67,0,36909
4135,665,67,0,36919
4135,687,67,0,36929
4136,731,67,0,36939
4136,750,67,0,36949
4136,789,67,0,36959
4136,813,67,0,36969
4136,827,67,0,36979
4137,848,67,0,36989
4137,749,67,0,36999
4137,732,67,0,37009
4188,765,67,0,37019
4188,754,67,0,37029
4188,719,67,0,37039
4189,771,67,0,37049
4189,752,67,0,37059
4189,765,67,0,37069
4236,805,67,0,37079
4237,828,67,0,37089
4237,822,67,0,37099
4238,835,67,0,37109
4238,909,67,0,37119
4288,880,67,0,37129
4289,939,67,0,37139
4289,901,67,0,37149
4289,977,67,0,37159
4289,941,67,0,37169
4338,957,67,0,37179
4338,1066,67,0,37189
4339,1005,67,0,37199
4339,1014,67,0,37209
4339,1079,67,0,37219
4540,1053,67,0,37229
4540,1137,67,0,37239
4541,1107,67,0,37249
4541,1214,67,0,37259
4541,1187,67,0,37269
4542,1237,67,0,37279
4542,1268,67,0,37289
4542,1174,67,0,37299
4542,1237,67,0,37309
4542,1375,67,0,37319
4543,1415,67,0,37329
4543,1535,67,0,37339
4543,1690,67,0,37349
4543,1840,67,0,37359
4544,2028,67,0,37369
4544,2353,67,0,37379
4544,2704,67,0,37389
4545,3280,57,0,37399
4545,4095,57,0,37409
4546,4095,57,0,37419
4745,4095,57,0,37429
4746,4095,57,0,37439
4746,4095,57,0,37449
4746,4095,57,0,37459
4747,4095,57,0,37469
4747,4095,57,0,37479
4747,4095,57,0,37489
4747,4095,57,0,37499
4747,4095,57,0,37509
4748,4095,57,0,37519
4748,4095,57,0,37529
4748,4095,57,0,37539
4748,4095,57,0,37549
4749,4095,57,0,37559
4749,4095,57,0,37569
4749,4095,57,0,37579
4749,4095,57,0,37589
4749,4095,57,0,37599
4750,4095,57,0,37609
4750,4095,57,0,37619
4798,3887,57,0,37629
4798,3607,57,0,37639
4798,3562,57,0,37649
4799,3338,57,0,37659
4799,3200,57,0,37669
4799,3086,57,0,37679
4850,3028,57,0,37689
4851,2887,57,0,37699
4851,2768,57,0,37709
4851,2720,57,0,37719
4852,2639,57,0,37729
4948,2670,57,0,37739
4949,2507,57,0,37749
4949,2497,57,0,37759
4949,2347,57,0,37769
4949,2397,57,0,37779
4950,2319,57,0,37789
4950,2225,57,0,37799
4950,2126,57,0,37809
4950,2059,57,0,37819
4951,2025,57,0,37829
5001,2078,57,0,37839
5001,2017,57,0,37849
5001,1858,57,0,37859
5002,1638,57,0,37869
5002,1597,57,0,37879
5154,1534,57,0,37889
5155,1392,57,0,37899
5155,1392,57,0,37909
5155,1330,57,0,37919
5155,1309,57,0,37929
5156,1282,57,0,37939
5156,1279,57,0,37949
5156,1117,57,0,37959
5157,1062,57,0,37969
5157,997,57,0,37979
5157,975,57,0,37989
5157,1035,57,0,37999
5158,945,57,0,38009
5158,896,57,0,38019
5158,945,57,0,38029
5456,939,57,0,38039
5457,1058,57,0,38049
5457,913,57,0,38059
5458,980,57,0,38069
5458,943,57,0,38079
5458,929,57,0,38089
5458,896,57,0,38099
5459,805,57,0,38109
5459,748,57,0,38119
5459,695,57,0,38129
5459,619,57,0,38139
5459,694,57,0,38149
5460,656,57,0,38159
5460,685,57,0,38169
5460,661,57,0,38179
5460,635,57,0,38189
5461,674,57,0,38199
5461,642,57,0,38209
5461,621,57,0,38219
5461,629,57,0,38229
5462,676,57,0,38239
5662,736,57,0,38249
5662,798,57,0,38259
5662,801,57,0,38269
5663,819,57,0,38279
5663,937,57,0,38289
5663,797,57,0,38299
5663,826,57,0,38309
5664,773,57,0,38319
5664,717,57,0,38329
5664,623,57,0,38339
5664,625,57,0,38349
5665,677,57,0,38359
5665,729,57,0,38369
5665,720,57,0,38379
5665,752,57,0,38389
5665,822,57,0,38399
5666,871,57,0,38409
5666,857,57,0,38419
5666,977,57,0,38429
5666,1569,57,0,38439
5866,2543,57,0,38449
5866,2886,57,0,38459
5867,642,57,0,38469
5867,1443,57,0,38479
5867,1535,57,0,38489
5867,1504,57,0,38499
5868,1664,57,0,38509
5868,1638,57,0,38519
5868,1712,57,0,38529
5868,1869,57,0,38539
5869,2103,57,0,38549
5869,2253,57,0,38559
5869,2407,57,0,38569
5869,2609,57,0,38579
5870,2701,57,0,38589
5870,2691,57,0,38599
5870,2821,57,0,38609
5871,2842,57,0,38619
5871,2928,57,0,38629
5871,2927,57,0,38639
5872,2993,57,0,38649
6053,3170,52,0,38659
6053,3237,52,0,38669
6054,3188,52,0,38679
