timestamp_ms,raw_adc,clean_val,envelope_val
532107,0,0.0,0.0
532122,0,0.0,0.0
532137,0,0.0,0.0
532151,0,0.0,0.0
532165,0,0.0,0.0
532180,0,0.0,0.0
532194,0,0.0,0.0
532208,0,0.0,0.0
532225,0,0.0,0.0
532245,0,0.0,0.0
532259,0,0.0,0.0
532273,0,0.0,0.0
532288,0,0.0,0.0
532302,0,0.0,0.0
532316,0,0.0,0.0
532330,0,0.0,0.0
532346,0,0.0,0.0
532360,0,0.0,0.0
532376,0,0.0,0.0
532391,0,0.0,0.0
532405,0,0.0,0.0
532419,0,0.0,0.0
532435,0,0.0,0.0
532450,0,0.0,0.0
532464,0,0.0,0.0
532478,0,0.0,0.0
532493,0,0.0,0.0
532507,0,0.0,0.0
532521,0,0.0,0.0
532537,0,0.0,0.0
532552,0,0.0,0.0
532566,0,0.0,0.0
532580,0,0.0,0.0
532599,0,0.0,0.0
532613,0,0.0,0.0
532627,0,0.0,0.0
532642,0,0.0,0.0
532657,0,0.0,0.0
532671,0,0.0,0.0
532685,0,0.0,0.0
532699,0,0.0,0.0
532713,0,0.0,0.0
532734,0,0.0,0.0
532751,0,0.0,0.0
532765,0,0.0,0.0
532779,0,0.0,0.0
532794,0,0.0,0.0
532808,0,0.0,0.0
532822,0,0.0,0.0
532838,0,0.0,0.0
532852,0,0.0,0.0
532868,0,0.0,0.0
532885,0,0.0,0.0
532899,0,0.0,0.0
532913,0,0.0,0.0
532927,0,0.0,0.0
532947,0,0.0,0.0
532963,0,0.0,0.0
532977,0,0.0,0.0
532991,0,0.0,0.0
533005,0,0.0,0.0
533020,0,0.0,0.0
533034,0,0.0,0.0
533050,0,0.0,0.0
533065,0,0.0,0.0
533079,0,0.0,0.0
533096,0,0.0,0.0
533111,0,0.0,0.0
533125,0,0.0,0.0
533147,0,0.0,0.0
533162,0,0.0,0.0
533176,0,0.0,0.0
533191,0,0.0,0.0
533205,0,0.0,0.0
533220,0,0.0,0.0
533234,0,0.0,0.0
533250,0,0.0,0.0
533265,0,0.0,0.0
533279,0,0.0,0.0
533296,0,0.0,0.0
533311,0,0.0,0.0
533325,0,0.0,0.0
533339,0,0.0,0.0
533353,0,0.0,0.0
533368,0,0.0,0.0
533382,0,0.0,0.0
533397,0,0.0,0.0
533412,0,0.0,0.0
533426,0,0.0,0.0
533440,0,0.0,0.0
533455,0,0.0,0.0
533470,0,0.0,0.0
533484,0,0.0,0.0
533501,0,0.0,0.0
533516,0,0.0,0.0
533530,0,0.0,0.0
533547,0,0.0,0.0
533562,0,0.0,0.0
533577,0,0.0,0.0
533594,0,0.0,0.0
533610,0,0.0,0.0
533624,0,0.0,0.0
533638,0,0.0,0.0
533652,0,0.0,0.0
533667,0,0.0,0.0
533682,0,0.0,0.0
533696,0,0.0,0.0
533710,0,0.0,0.0
533724,0,0.0,0.0
533745,0,0.0,0.0
533761,0,0.0,0.0
533775,0,0.0,0.0
533789,0,0.0,0.0
533804,0,0.0,0.0
533818,0,0.0,0.0
533832,0,0.0,0.0
533846,0,0.0,0.0
533865,0,0.0,0.0
533879,0,0.0,0.0
533893,0,0.0,0.0
533907,0,0.0,0.0
533926,0,0.0,0.0
533941,0,0.0,0.0
533955,0,0.0,0.0
533972,0,0.0,0.0
533987,0,0.0,0.0
534001,0,0.0,0.0
534015,0,0.0,0.0
534029,0,0.0,0.0
534044,0,0.0,0.0
534058,0,0.0,0.0
534074,0,0.0,0.0
534089,0,0.0,0.0
534103,0,0.0,0.0
534119,0,0.0,0.0
534134,0,0.0,0.0
534148,0,0.0,0.0
534163,0,0.0,0.0
534178,0,0.0,0.0
534193,0,0.0,0.0
534207,0,0.0,0.0
534221,0,0.0,0.0
534236,0,0.0,0.0
534250,0,0.0,0.0
534265,0,0.0,0.0
534279,0,0.0,0.0
534294,0,0.0,0.0
534312,0,0.0,0.0
534327,0,0.0,0.0
534342,0,0.0,0.0
534356,0,0.0,0.0
534371,0,0.0,0.0
534388,0,0.0,0.0
534403,0,0.0,0.0
534417,0,0.0,0.0
534431,0,0.0,0.0
534450,0,0.0,0.0
534702,0,0.0,0.0
534717,0,0.0,0.0
534731,0,0.0,0.0
534746,0,0.0,0.0
534760,0,0.0,0.0
534774,0,0.0,0.0
534790,0,0.0,0.0
534805,0,0.0,0.0
534819,0,0.0,0.0
534838,0,0.0,0.0
534854,0,0.0,0.0
534869,0,0.0,0.0
534883,0,0.0,0.0
534897,0,0.0,0.0
534912,0,0.0,0.0
534927,0,0.0,0.0
534941,0,0.0,0.0
534955,0,0.0,0.0
534973,0,0.0,0.0
535316,0,0.0,0.0
535331,0,0.0,0.0
535345,0,0.0,0.0
535360,0,0.0,0.0
535374,0,0.0,0.0
535388,0,0.0,0.0
535402,0,0.0,0.0
535417,0,0.0,0.0
535431,0,0.0,0.0
535451,0,0.0,0.0
535466,0,0.0,0.0
535481,0,0.0,0.0
535495,0,0.0,0.0
535509,0,0.0,0.0
535524,0,0.0,0.0
535539,0,0.0,0.0
535553,0,0.0,0.0
535567,0,0.0,0.0
535586,0,0.0,0.0
535930,0,0.0,0.0
535945,0,0.0,0.0
535959,0,0.0,0.0
535973,0,0.0,0.0
535988,0,0.0,0.0
536002,0,0.0,0.0
536016,0,0.0,0.0
536031,0,0.0,0.0
536045,0,0.0,0.0
536064,0,0.0,0.0
536079,0,0.0,0.0
536094,0,0.0,0.0
536108,0,0.0,0.0
536123,0,0.0,0.0
536137,0,0.0,0.0
536151,0,0.0,0.0
536165,0,0.0,0.0
536179,0,0.0,0.0
536198,0,0.0,0.0
536442,0,0.0,0.0
