ts,red_raw,ir_raw,red_f,ir_f,bpm,spo2
31453,602609,598674,-12.52,-34.93,85.5,100
31474,602603,598681,-13.37,-36.7,85.8,100
31495,602606,598691,-11.91,-33.44,86.1,100
31516,602670,598800,-10.43,-29.57,86.2,100
31547,602683,598801,-8.74,-25.06,86.4,100
31569,602680,598803,-6.73,-20.04,86.5,100
31590,602753,598946,-5.54,-16.78,86.6,100
31615,602761,598937,-4.05,-12.64,86.7,100
31637,602745,598942,-2.21,-8.44,86.7,100
31658,602755,598949,-0.54,-4.43,86.5,100
31679,602755,598955,1.05,-0.78,86.4,100
31700,602791,599014,2.26,2.06,86.2,100
31721,602790,599024,3.96,5.66,86.1,100
31752,602788,599021,6.04,10.02,86.0,100
31774,602792,599023,8.27,14.92,87.9,100
31795,602843,599118,10.26,19.27,87.4,100
31820,602840,599120,13.84,26.62,87.1,100
31842,602840,599125,16.05,31.17,86.8,100
31863,602847,599127,17.44,34.43,87.6,100
31884,602841,599110,18.02,36.37,88.0,100
31905,602842,599098,17.78,36.95,88.1,100
31934,602829,599089,17.05,36.32,87.8,100
31956,602822,599085,15.89,34.74,87.4,100
31977,602663,598709,16.4,36.94,86.6,100
31999,602661,598707,15.9,36.7,85.7,100
32022,602670,598703,14.72,35.19,85.0,100
32044,602666,598710,13.2,32.35,84.4,100
32065,602672,598723,11.06,28.05,84.2,100
32086,602696,598759,8.55,23.18,84.0,100
32107,602695,598751,5.49,16.94,83.9,100
32137,602695,598767,1.61,8.71,83.8,100
32159,602698,598774,-3.0,-1.47,83.9,100
32180,602702,598772,-8.2,-12.74,84.0,100
32204,602704,598773,-13.66,-24.76,84.4,100
32226,602698,598761,-19.35,-37.34,84.6,100
32249,602716,598790,-24.69,-49.08,84.9,100
32270,602723,598793,-28.9,-58.57,85.0,100
32291,602720,598799,-30.82,-63.32,85.2,100
32312,602728,598798,-30.79,-63.34,85.3,100
32342,602775,598900,-29.44,-60.38,85.4,100
32364,602781,598899,-27.23,-55.49,85.4,100
32385,602782,598906,-24.44,-49.47,85.7,100
32408,602785,598920,-21.77,-43.81,86.0,100
32430,602831,598999,-19.66,-39.19,85.9,100
32453,602831,599015,-17.31,-34.3,85.9,100
32474,602835,599023,-14.99,-29.52,85.9,100
32495,602831,599025,-12.48,-24.66,85.8,100
32527,602867,599095,-10.28,-20.32,85.8,100
32549,602871,599116,-7.43,-14.79,85.8,100
32570,602883,599106,-3.92,-7.33,85.8,100
32592,602878,599121,-0.57,-0.64,85.8,100
32613,602921,599196,2.14,5.14,85.8,100
32636,602920,599210,4.68,10.47,85.7,100
32658,602926,599210,7.09,15.83,85.7,100
32679,602923,599232,8.92,19.94,85.7,100
32701,602940,599228,10.12,23.31,85.7,100
32723,602797,598889,12.73,29.83,85.7,100
32744,602773,598868,15.02,35.23,85.5,100
32765,602778,598859,15.63,37.07,85.3,100
32786,602759,598784,16.08,38.49,84.9,100
32807,602752,598785,16.02,38.29,84.8,100
32837,602759,598806,15.72,37.14,84.8,100
32860,602770,598794,14.64,34.63,84.7,100
32882,602758,598797,12.95,30.28,84.7,100
32904,602768,598831,10.21,23.52,84.6,100
32926,602779,598835,6.65,15.09,84.6,100
32947,602781,598840,2.06,4.36,84.6,100
32968,602772,598806,-3.14,-7.9,84.8,100
32989,602748,598791,-8.43,-20.98,85.0,100
33010,602764,598804,-13.71,-33.43,85.1,100
33040,602762,598796,-17.75,-42.91,85.3,100
33062,602758,598808,-19.43,-46.93,85.3,100
33083,602761,598803,-19.3,-46.65,85.4,100
33105,602766,598807,-18.22,-43.94,85.5,100
33126,602773,598804,-16.8,-40.0,85.5,100
33147,602807,598887,-15.3,-36.05,85.6,100
33168,602806,598899,-13.63,-31.78,85.8,100
33189,602818,598894,-12.45,-28.05,86.1,100
33219,602812,598895,-11.06,-24.46,86.0,100
33241,602807,598901,-9.79,-21.46,85.9,100
33264,602882,599065,-9.79,-21.02,85.9,100
33286,602896,599065,-8.84,-18.34,85.9,100
33307,602898,599070,-7.42,-14.73,85.8,100
33328,602903,599074,-5.52,-10.48,85.8,100
33349,602916,599107,-3.44,-6.09,85.8,100
33370,602900,599112,-0.03,0.84,85.8,100
33391,602917,599108,2.84,7.09,85.8,100
33421,602912,599106,5.78,13.3,85.3,100
33444,602905,599103,8.73,19.37,85.9,100
33467,602918,599102,10.87,24.38,86.1,100
33488,602916,599095,13.02,29.22,86.3,100
33509,602893,599087,15.18,33.57,86.4,100
33531,602607,598441,19.94,44.0,86.0,100
33552,602602,598438,22.65,49.73,85.5,100
33573,602593,598429,23.56,51.47,84.8,100
33594,602585,598411,22.94,49.9,84.3,100
33624,602597,598440,20.85,45.49,84.1,100
33646,602600,598433,18.01,39.78,84.0,100
33668,602598,598431,14.41,32.37,83.8,100
33690,602596,598430,10.05,23.0,83.7,100
33711,602578,598379,4.83,11.68,83.9,100
33732,602572,598387,-1.55,-2.4,84.0,100
33753,602574,598372,-9.31,-18.97,84.3,100
33774,602579,598365,-17.73,-36.71,84.6,100
33804,602593,598411,-26.16,-54.84,84.8,100
33827,602593,598420,-33.4,-70.28,85.0,100
33848,602590,598425,-37.41,-78.9,85.4,100
33871,602592,598415,-37.77,-79.84,85.7,100
33893,602651,598555,-35.96,-76.23,86.2,100
33914,602659,598566,-32.59,-69.32,86.6,100
33935,602663,598565,-28.81,-61.36,86.9,100
33956,602657,598575,-24.76,-53.15,87.2,100
33977,602670,598578,-20.79,-44.71,87.4,100
34008,602759,598771,-18.11,-39.07,87.8,100
34030,602767,598775,-14.25,-30.66,87.9,100
34053,602759,598787,-9.7,-21.17,88.0,100
34075,602853,598960,-5.85,-12.68,88.0,100
34096,602857,598966,-1.43,-2.85,88.1,100
34117,602850,598968,3.22,7.36,88.1,100
34138,602848,598981,7.89,17.33,88.1,100
34159,602864,598969,12.46,27.31,88.2,100
34180,602929,599115,16.39,35.51,88.2,100
34207,602929,599135,21.18,45.22,88.2,100
34235,602932,599133,25.47,54.13,88.2,100
34257,602947,599148,29.12,61.84,88.2,100
34280,602937,599144,32.67,68.92,88.2,100
34302,602924,599104,35.78,75.27,88.0,100
34324,602911,599070,38.23,80.43,87.5,100
34346,602723,598643,41.11,86.83,86.9,100
34367,602727,598651,42.07,88.89,86.2,100
34388,602721,598654,41.78,88.03,85.6,100
34409,602726,598650,40.26,84.8,85.2,100
34430,602721,598650,37.86,79.52,84.8,100
34451,602798,598818,34.1,70.99,84.7,100
34484,602807,598828,29.44,60.87,84.7,100
34506,602803,598825,24.4,49.76,84.7,100
34527,602843,598882,17.59,35.06,84.6,100
34549,602839,598891,9.95,18.11,84.6,100
34570,602853,598890,1.41,-0.38,84.6,100
34591,602844,598883,-6.96,-18.72,84.6,100
34612,602845,598882,-14.73,-35.76,84.6,100
34633,602845,598893,-20.74,-48.96,84.5,100
34654,602851,598895,-24.04,-55.75,84.5,100
34687,602862,598907,-24.19,-55.7,84.8,100
34709,602927,599049,-22.69,-52.07,85.2,100
34730,602909,599036,-19.39,-45.03,85.6,100
34752,602930,599050,-16.06,-37.61,85.8,100
34773,602941,599068,-12.92,-30.75,86.1,100
34794,602942,599068,-10.5,-25.34,85.5,100
34815,602992,599179,-9.21,-22.69,85.1,100
34836,603000,599190,-8.27,-20.51,85.2,100
34857,602997,599210,-7.24,-18.43,85.3,100
34888,603015,599222,-6.32,-15.85,85.4,100
34910,603024,599264,-5.13,-13.15,85.5,100
34931,603028,599263,-3.65,-9.4,85.5,100
34953,603032,599267,-1.14,-3.39,85.1,100
34974,603027,599267,1.63,2.75,84.3,100
34995,603044,599292,3.65,7.42,83.6,100
35016,603046,599273,5.4,11.84,83.1,100
35037,603040,599277,6.81,14.99,84.1,100
35067,603032,599268,8.02,17.55,85.0,100
35089,602823,598818,10.85,24.07,85.1,100
35111,602815,598795,12.26,27.65,85.0,100
35133,602814,598773,12.35,28.61,84.7,100
35154,602786,598764,11.97,28.0,84.4,100
35175,602716,598580,11.31,27.09,84.2,100
35196,602712,598581,9.67,23.82,84.0,100
35217,602719,598598,7.13,18.26,83.9,100
35238,602718,598589,3.6,10.72,84.0,100
35269,602719,598575,-1.13,0.78,84.1,100
35291,602706,598585,-6.47,-11.24,84.2,100
35313,602710,598575,-13.01,-25.28,84.2,100
35335,602720,598581,-20.54,-41.07,84.3,100
35356,602710,598566,-28.14,-57.08,84.6,100
35377,602634,598406,-34.37,-70.38,84.8,100
35398,602630,598401,-38.97,-80.3,85.0,100
35419,602629,598389,-41.69,-86.0,85.1,100
35440,602627,598377,-42.13,-86.82,85.5,100
35470,602593,598330,-40.7,-84.23,85.8,100
35492,602604,598320,-38.87,-80.29,86.0,100
35514,602596,598331,-35.44,-73.29,86.2,100
35536,602604,598324,-31.66,-65.25,86.4,100
35557,602500,598125,-26.94,-55.5,87.3,100
35578,602497,598119,-23.3,-47.95,88.0,100
35599,602491,598118,-20.42,-42.37,88.6,100
35620,602491,598110,-18.36,-38.12,89.0,100
35652,602430,597987,-15.99,-33.45,89.4,100
35674,602421,597981,-14.4,-30.45,89.7,100
35695,602417,597979,-12.83,-27.12,90.0,100
35718,602422,597992,-11.05,-23.34,90.1,100
35739,602369,597872,-8.59,-18.13,90.3,100
35760,602365,597880,-5.46,-11.36,89.9,100
35781,602364,597864,-3.52,-6.86,89.6,100
35802,602363,597875,-2.54,-4.59,89.3,100
35823,602364,597861,-2.36,-3.63,89.1,100
35854,602209,597562,-0.76,0.24,88.4,100
35876,602202,597534,-0.45,1.58,87.6,100
35898,602181,597501,0.61,4.34,87.0,100
35920,601711,596590,6.53,16.37,86.3,100
35941,601702,596571,9.89,23.5,85.5,100
35963,601691,596576,11.95,27.53,84.8,100
35984,601691,596570,12.57,28.93,84.3,100
36005,601735,596717,11.69,26.66,84.1,100
36032,601735,596718,9.66,22.1,84.2,100
36054,601739,596727,6.45,15.31,84.2,100
36075,601747,596730,1.88,6.17,84.3,100
36100,601701,596625,-3.96,-5.08,84.3,100
36123,601685,596590,-12.43,-21.31,84.4,100
36145,601671,596571,-21.51,-38.87,84.4,100
36166,601665,596557,-30.42,-55.52,84.4,100
36187,601718,596649,-38.26,-69.68,84.7,100
36208,601724,596665,-43.22,-77.93,84.9,100
36235,601727,596661,-44.21,-78.51,85.3,100
36257,601725,596684,-38.74,-66.77,85.6,100
36278,601725,596687,-29.44,-47.94,85.9,100
36300,601917,597026,-21.53,-31.95,86.1,100
36325,601924,597023,-13.67,-16.64,86.5,100
36347,601921,597043,-4.9,-1.11,86.9,100
36368,601949,597081,2.87,12.16,87.1,100
36389,601950,597086,10.09,24.52,86.9,100
36419,601946,597088,17.09,36.42,86.6,100
36441,601953,597093,24.28,49.12,86.4,100
36463,602020,597230,31.05,61.33,86.3,100
36485,602040,597241,38.17,74.56,86.2,100
36506,602041,597251,45.63,88.13,86.1,100
36538,602036,597267,53.02,101.4,87.6,100
36559,602094,597361,59.56,113.39,87.2,100
36580,602106,597361,66.44,126.37,88.5,100
36602,602102,597348,72.05,136.62,89.0,100
36624,602082,597341,75.66,142.52,89.1,100
36645,601878,596857,78.2,148.01,88.7,100
36666,601877,596859,77.61,147.15,88.1,100
36687,601869,596850,75.4,142.76,87.4,100
36718,601854,596856,72.8,137.23,86.8,100
36741,601863,596846,69.86,131.35,86.3,100
36763,601887,596887,65.72,123.11,86.2,100
36784,601891,596892,61.0,113.54,86.1,100
36806,601883,596886,55.0,101.52,86.0,100
36827,601797,596707,48.58,88.6,86.0,100
36848,601799,596701,40.41,72.08,85.9,100
36869,601789,596689,30.83,52.39,85.9,100
36890,601789,596681,20.0,30.47,85.8,100
36920,601772,596679,8.97,8.02,85.8,100
36942,601706,596528,-0.51,-10.88,86.0,100
36964,601694,596524,-8.21,-26.09,86.2,100
36986,601695,596523,-13.69,-36.06,86.4,100
37007,601749,596637,-17.68,-42.84,86.5,100
37028,601747,596624,-20.38,-47.05,86.6,100
37049,601750,596633,-23.01,-51.3,86.7,100
37070,601748,596641,-25.84,-56.12,87.0,100
37100,601755,596643,-28.94,-61.22,87.2,100
37124,601747,596634,-31.96,-65.89,87.4,100
37147,601746,596638,-34.09,-69.05,87.6,100
37169,601740,596622,-35.08,-69.68,87.7,100
37190,601763,596609,-35.53,-68.4,87.8,100
37211,601623,596287,-33.57,-62.42,90.3,100
37232,601592,596266,-31.17,-56.61,92.2,100
37253,601576,596218,-28.01,-49.37,93.4,100
37274,601564,596186,-24.22,-41.35,94.4,100
37304,601154,595306,-14.15,-20.3,94.9,100
37328,601118,595284,-8.96,-10.42,95.0,100
37350,601128,595258,-6.25,-5.18,95.0,100
37373,601110,595225,-5.26,-3.78,97.4,100
37394,600376,593784,1.89,8.8,98.0,100
37415,600350,593741,3.66,10.56,97.7,100
37436,600340,593719,1.01,3.11,98.2,100
37457,600326,593698,-5.39,-12.13,98.5,100
37489,600113,593289,-12.61,-29.38,98.8,100
37511,600118,593308,-24.76,-55.53,99.1,100
37534,600114,593303,-39.04,-85.38,99.9,100
37557,600109,593298,-54.94,-117.66,100.6,100
37578,599944,593010,-70.09,-148.33,101.2,100
37599,599931,592988,-86.06,-179.97,101.7,100
37620,599938,592980,-100.37,-207.04,102.0,100
37642,599925,592984,-112.13,-228.73,103.0,100
37663,599922,592968,-122.39,-246.72,104.7,100
37694,599631,592486,-127.18,-254.95,105.9,100
37716,599627,592469,-128.66,-255.43,107.0,100
37739,599623,592455,-123.03,-241.47,107.8,100
37762,599493,592254,-111.25,-216.2,108.5,100
37784,599490,592248,-98.55,-188.98,109.0,100
37805,599479,592274,-84.0,-158.34,109.4,100
37826,599486,592258,-70.38,-129.16,109.8,100
37847,599449,592237,-57.08,-101.32,110.0,100
37874,599446,592228,-45.34,-76.12,110.2,100
37896,599437,592227,-34.12,-52.14,110.4,100
37917,599431,592233,-23.7,-29.82,110.6,100
37939,599236,591858,-12.36,-5.59,110.7,100
37962,599217,591838,-3.18,14.38,110.8,100
37984,599189,591783,4.8,32.07,110.8,100
38005,599174,591759,13.4,50.08,110.9,100
38026,598915,591395,25.79,73.39,110.9,100
38047,598920,591394,36.66,94.28,111.0,100
38075,598926,591396,46.05,112.54,111.0,100
38097,598930,591395,54.98,129.63,111.0,100
38118,598928,591390,61.24,141.14,111.0,100
38143,598666,590958,67.86,152.39,111.1,100
38166,598650,590921,72.65,160.78,110.3,100
38188,598624,590898,73.54,161.45,109.6,100
38209,598546,590735,72.75,159.02,109.1,100
38232,598532,590737,69.59,152.01,108.0,100
38254,598542,590751,64.99,142.48,107.8,100
38275,598544,590751,60.56,133.77,107.7,100
38296,598540,590746,56.08,125.12,105.2,100
38317,598974,591483,46.81,108.26,103.5,100
38338,598983,591500,40.85,96.51,102.2,100
38369,599018,591541,35.89,86.06,101.4,100
38391,599260,591960,31.54,75.84,100.8,100
38412,599269,591961,28.6,68.28,100.3,100
38434,599264,591957,27.01,63.08,99.9,100
38455,599258,591950,28.47,63.08,99.6,100
38476,599256,591953,33.79,69.66,99.4,100
38497,599569,592497,39.38,76.55,99.2,100
38518,599580,592509,49.74,91.85,99.0,100
38539,599582,592523,62.99,111.69,100.6,100
38570,599729,592770,78.04,134.97,101.9,100
38592,599752,592810,95.77,162.68,101.9,100
38613,599773,592827,112.98,190.04,102.9,100
38635,599782,592845,127.11,212.16,103.5,100
38656,599789,592868,136.19,225.79,103.8,100
38677,599776,592811,140.57,232.26,103.7,100
38698,599753,592799,141.09,232.06,103.6,100
38719,599741,592768,139.03,228.03,102.3,100
38750,599704,592726,136.99,224.1,100.9,100
38772,599308,592092,138.2,225.17,99.4,100
38794,599279,592065,136.47,221.35,98.3,99.9
38816,599263,592042,131.3,211.96,97.4,99.9
38837,599254,592028,121.9,195.31,97.0,99.9
38858,598881,591455,113.2,179.14,96.3,99.7
38879,598877,591443,100.43,157.3,95.5,99.7
38900,598865,591449,83.45,128.14,94.9,99.8
38921,598860,591424,63.08,93.82,94.4,99.9
38952,598633,591053,42.08,58.74,94.0,99.9
38974,598622,591042,18.03,19.1,93.6,99.9
38996,598622,591035,-8.55,-24.17,93.4,100.0
39018,598608,591022,-36.12,-68.61,93.1,100
39039,598310,590475,-60.64,-107.01,93.0,100
39060,598316,590467,-84.85,-144.69,92.8,100
39081,598299,590449,-106.09,-178.08,92.7,100
39102,598296,590440,-123.37,-205.6,92.9,100
39124,598465,590658,-139.62,-231.15,93.1,99.9
39154,598467,590665,-151.4,-250.39,93.2,99.9
39176,598475,590645,-158.62,-262.31,93.3,99.8
39198,598465,590669,-162.65,-270.98,93.4,99.7
39221,598471,590665,-163.03,-273.5,93.5,99.7
39242,598358,590504,-160.62,-272.33,93.5,99.7
39263,598362,590496,-156.82,-268.73,93.9,99.8
39284,598355,590496,-152.46,-265.02,94.1,99.8
39305,598036,589943,-141.76,-250.39,94.4,99.8
39335,598013,589923,-129.93,-234.01,94.5,99.9
39357,598020,589904,-115.82,-213.08,95.6,100.0
39378,598019,589899,-99.07,-187.27,96.5,100
39401,598009,589885,-80.62,-157.95,97.2,100
39422,597997,589868,-63.39,-129.82,97.8,100
39443,597993,589858,-48.9,-105.03,98.2,100
39464,597985,589842,-40.03,-89.04,98.6,100
39485,597985,589842,-34.04,-77.08,98.9,100
39506,597938,589732,-31.32,-70.08,99.1,100
39536,597934,589744,-28.22,-61.81,99.3,99.7
39558,597948,589751,-28.57,-60.77,99.4,99.7
39583,597952,589758,-29.86,-61.54,99.5,99.6
39605,598001,589822,-31.1,-62.57,99.6,99.6
39626,597995,589822,-25.65,-51.84,100.0,99.3
39647,597991,589827,-18.86,-39.54,100.0,99.2
39668,598007,589830,-10.85,-25.04,101.5,99.1
39689,598198,590150,-4.7,-13.81,102.6,99.1
39715,598204,590158,3.14,0.2,103.5,99.1
39738,598210,590168,10.17,12.63,104.2,99.1
39759,598218,590180,17.06,24.61,104.8,99.1
39781,598149,590059,24.53,37.53,104.8,99.1
39804,598138,590054,32.66,51.41,104.8,99.1
39826,598139,590042,40.09,64.39,104.8,99.1
39847,598132,590028,47.75,77.97,104.8,99.1
39868,597834,589550,58.5,96.32,95.6,99.1
39889,597824,589533,67.08,111.24,88.0,99.1
39919,597816,589522,74.71,124.61,84.7,99.1
39941,597799,589508,79.79,133.64,82.1,99.1
39963,597769,589459,83.34,140.01,77.2,99.1
39986,597787,589478,84.84,143.2,76.0,99.2
40008,597784,589489,82.53,139.75,72.4,99.2
40030,597786,589500,75.96,129.32,69.4,99.2
40051,597930,589705,64.85,112.02,67.3,99.2
40072,597940,589707,52.62,92.74,65.6,99.3
40102,597921,589695,39.83,72.21,64.3,99.3
40125,597922,589699,26.89,51.37,63.2,99.3
40146,597887,589663,15.24,32.54,62.3,99.3
40168,597880,589662,5.89,17.84,61.6,99.3
40190,597902,589662,-1.0,7.48,61.0,99.3
40213,597891,589663,-3.09,4.52,60.6,99.2
40235,598124,590044,-4.59,2.28,60.2,99.2
40256,598120,590010,-1.5,7.25,60.0,99.3
40278,598116,590006,3.07,14.39,59.7,99.3
40300,598120,589988,8.07,22.32,59.6,99.3
40321,598127,589998,12.91,29.85,59.4,99.3
40342,597872,589778,19.87,38.7,59.3,99.2
40363,597856,589750,25.54,46.68,59.2,99.2
40385,597817,589710,29.57,52.51,59.1,99.2
40415,598232,590199,26.71,49.66,59.1,99.2
40437,598248,590232,25.93,49.25,58.8,99.3
40458,598300,590285,26.26,50.08,58.6,99.3
40480,598321,590339,27.38,51.55,58.4,99.3
40501,598352,590381,28.43,53.1,58.3,99.3
40522,598318,590332,29.03,54.19,58.1,99.3
40543,598302,590309,25.52,48.91,58.3,99.3
40564,598467,590554,19.02,39.46,58.4,99.2
40585,598261,590232,13.87,32.38,58.5,99.3
40615,597715,589424,14.59,33.69,61.2,99.2
40637,597702,589410,14.97,33.97,63.3,99.1
40658,597683,589378,17.26,35.64,64.9,99.1
40680,597666,589354,22.96,40.62,66.2,99.0
40701,597187,588696,34.67,53.04,67.1,98.8
40722,597174,588695,39.55,55.59,68.0,98.5
40743,597186,588686,37.08,49.27,68.6,98.5
40764,597176,588699,28.47,34.62,69.4,98.5
40794,597085,588633,15.64,13.89,70.1,98.4
40816,597085,588635,-1.68,-12.8,70.7,98.5
40838,597087,588649,-23.24,-45.37,74.2,98.5
40860,597097,588667,-47.73,-81.78,77.0,98.6
40882,597277,589023,-75.71,-123.8,79.3,98.7
40903,597303,589057,-102.06,-162.0,81.6,98.7
40924,597343,589110,-124.72,-194.09,83.5,98.7
40945,597363,589128,-138.65,-212.36,85.0,98.6
40966,597975,590039,-152.55,-230.17,86.1,98.4
40996,597999,590070,-156.74,-233.16,87.1,98.3
41018,598027,590105,-153.36,-225.07,87.9,98.2
41041,598048,590149,-142.67,-206.55,88.5,98.2
41063,598072,590170,-126.52,-179.98,89.0,98.2
41084,598514,590784,-111.69,-154.59,89.3,97.9
41105,598508,590769,-88.64,-118.51,89.7,97.8
41126,598499,590753,-62.38,-78.73,89.9,97.9
41147,598308,590390,-31.31,-31.77,92.6,98.0
41168,598311,590403,1.29,16.25,94.4,98.0
41199,598318,590404,32.59,60.83,95.9,98.1
41221,598308,590408,62.5,101.97,97.0,98.2
41244,598354,590442,90.15,139.28,97.6,98.2
41266,598346,590443,114.93,172.44,98.1,98.0
41287,598348,590438,132.88,195.34,98.5,98.0
41308,598339,590433,143.01,206.2,98.8,97.9
41329,598017,589934,149.94,212.45,98.7,97.9
41350,598009,589932,149.28,207.34,98.6,97.9
41380,598015,589935,142.83,193.85,98.6,97.8
41402,598005,589927,129.65,171.08,98.5,97.8
41426,597966,589880,110.94,140.64,98.5,97.7
41448,597958,589866,89.73,107.63,98.5,97.7
41469,597950,589857,70.22,77.98,98.5,97.7
41490,597950,589847,52.49,52.2,98.8,97.7
41511,597933,589832,35.72,28.24,99.0,97.8
41532,598098,590048,18.92,5.32,99.2,97.7
41553,598096,590055,2.37,-17.55,99.4,97.7
41583,598105,590074,-14.12,-40.15,99.5,97.8
41606,598221,590233,-31.07,-63.06,99.6,97.8
41630,598221,590228,-45.57,-82.35,99.7,97.8
41652,598228,590231,-56.02,-95.58,99.7,97.9
41673,598219,590227,-61.47,-101.55,99.8,97.9
41694,598209,590232,-63.08,-102.14,99.8,97.8
41714,598203,590173,-61.36,-97.35,99.9,97.8
41735,598215,590175,-57.62,-89.88,99.9,97.8
41756,598217,590176,-52.3,-80.9,99.9,97.8
41783,598126,590058,-44.05,-68.09,99.9,97.8
41812,598141,590049,-35.48,-54.5,101.1,97.8
41834,598133,590036,-27.25,-41.67,101.8,97.8
41856,598140,590019,-19.67,-29.62,101.5,97.8
41879,598113,590020,-13.64,-20.63,101.2,97.8
41900,598140,590073,-10.19,-15.5,101.3,97.8
41921,598135,590079,-9.46,-14.81,103.2,97.8
41942,598141,590088,-10.0,-16.0,104.8,97.8
41968,598141,590080,-11.72,-18.68,106.1,97.8
41991,598214,590221,-14.9,-23.95,107.9,97.9
42012,598222,590237,-17.64,-28.44,109.4,97.9
42034,598228,590244,-20.35,-32.71,110.6,97.9
42056,598235,590243,-22.98,-36.1,111.6,97.9
42078,598265,590310,-25.27,-38.82,112.3,97.9
42099,598274,590307,-25.09,-37.07,112.9,97.8
42120,598272,590316,-23.64,-33.28,113.4,97.8
42140,598280,590306,-21.71,-28.2,113.8,97.8
42169,598219,590238,-18.41,-21.17,114.1,97.8
42190,598213,590219,-14.93,-13.68,114.4,97.8
42212,598208,590214,-11.34,-6.33,113.7,97.8
42233,598197,590196,-7.92,0.43,113.2,97.8
42255,597975,589833,-2.05,10.5,107.2,97.8
42276,597959,589809,1.78,17.02,102.2,97.9
42297,597962,589797,5.3,22.52,98.2,97.9
42318,597953,589788,7.36,25.24,95.0,97.9
42339,597944,589776,7.95,25.3,92.4,97.8
42369,598033,589917,5.85,21.08,90.6,97.8
42390,598036,589920,3.51,16.54,89.2,97.8
42412,598035,589935,-0.4,9.52,88.0,97.8
42433,598039,589921,-5.47,0.76,87.1,97.8
42455,598062,589924,-12.38,-10.74,86.3,97.7
42476,598064,589926,-19.26,-22.3,85.7,97.7
42497,598058,589914,-26.16,-34.13,85.5,97.7
42518,598046,589917,-31.45,-43.72,85.3,97.7
42545,597930,589737,-33.18,-47.83,85.1,97.7
42567,597928,589724,-32.31,-48.25,85.0,97.8
42589,597921,589727,-29.54,-45.1,84.9,97.8
42611,597925,589719,-24.2,-37.5,84.8,97.8
42631,597825,589587,-19.07,-29.56,84.8,97.9
42659,597826,589598,-13.65,-21.5,84.7,97.8
42681,597832,589600,-9.6,-15.47,81.1,97.7
42702,597830,589598,-6.92,-12.02,78.2,97.7
42724,597974,589827,-7.85,-14.32,76.2,97.7
42745,597983,589842,-7.63,-14.46,74.9,97.7
42767,597982,589846,-7.82,-14.7,73.9,97.6
42788,597987,589857,-9.62,-16.89,73.1,97.6
42808,598060,590011,-11.32,-19.1,72.4,97.5
42830,598064,590003,-10.35,-16.96,71.3,97.5
42860,598060,590023,-8.17,-13.27,70.3,97.6
42882,598067,590034,-5.55,-8.67,69.6,97.8
42903,598280,590351,-4.54,-6.16,69.0,97.9
42924,598287,590354,0.63,2.43,68.5,98.3
42946,598290,590371,6.63,12.18,68.2,98.4
42966,598304,590379,14.72,25.29,67.6,98.5
42987,598349,590438,21.94,37.11,67.1,98.5
43008,598341,590420,29.67,49.5,66.7,98.3
43029,598326,590410,35.85,59.35,66.4,98.2
43058,598321,590386,40.6,67.31,66.2,98.1
43082,598323,590432,45.04,74.3,67.2,98.1
43103,598338,590452,48.19,78.97,68.2,97.8
43125,598353,590485,51.43,83.51,69.1,97.6
43149,598370,590499,53.96,86.86,69.7,97.5
43171,599021,591591,49.89,78.73,70.6,97.6
43192,599034,591640,45.72,70.48,71.3,97.9
43214,599046,591677,42.32,63.59,72.2,98.3
43235,599079,591711,38.36,56.58,72.8,98.6
43256,599099,591743,34.19,49.49,73.2,98.7
43278,599904,593136,22.21,29.3,72.5,99.3
43300,599950,593194,12.49,14.75,72.5,99.5
43321,599967,593244,9.77,11.25,72.5,99.4
43343,600056,593392,11.64,15.65,72.5,99.4
43365,600899,594869,10.47,14.69,72.5,99.5
43386,600915,594907,18.16,28.55,72.5,99.5
43407,600921,594938,32.79,53.73,72.5,99.5
43428,600947,594956,51.56,86.13,72.5,99.4
43449,601471,595930,66.99,112.18,72.5,99.5
43479,601490,595958,84.09,141.6,72.5,99.4
43501,601487,595989,100.31,169.51,68.4,99.3
43523,601526,596042,118.39,201.12,65.0,99.2
43545,601779,596500,135.43,230.51,62.2,99.4
43566,601785,596516,153.27,261.82,59.9,99.4
43587,601789,596500,168.04,288.63,57.8,99.5
43608,601787,596501,177.38,306.31,56.1,99.6
43630,601970,596853,180.76,313.53,54.7,99.6
43651,601970,596862,181.56,316.76,53.6,99.6
43681,601980,596875,177.22,311.16,53.6,99.6
43703,601984,596889,165.81,293.31,53.6,99.6
43724,602196,597292,149.28,266.13,53.6,99.6
43746,602203,597289,128.73,232.43,52.5,99.7
43767,602207,597284,106.12,194.68,51.7,99.7
43788,602199,597269,80.64,151.23,51.0,99.8
43809,602199,597273,54.1,105.47,50.5,99.8
43830,602007,596846,31.51,67.09,50.1,100.0
43861,602016,596846,9.69,29.56,49.7,100
43884,602015,596856,-11.78,-8.03,49.5,100
43906,602119,597036,-32.35,-44.1,49.3,100
43928,602125,597041,-52.17,-78.9,49.1,100
43949,602118,597044,-70.54,-111.6,48.9,100.0
43970,602120,597043,-88.21,-143.62,48.8,100.0
43991,602135,597045,-104.6,-173.98,48.8,99.9
44012,602034,596812,-119.0,-200.73,48.8,100.0
44033,602032,596802,-133.24,-228.05,48.8,100.0
44063,602018,596781,-146.4,-254.22,48.8,100.0
44087,601885,596499,-158.75,-279.1,48.8,100.0
44109,601866,596481,-170.51,-303.25,48.8,100.0
