red_raw,red_final (Filtered),ir_raw,ir_final (Filtered)
596173,-198.53,324916,-330.43
596212,-151.99,324978,-255.84
596231,-114.66,324990,-207.41
596229,-97.0,324979,-185.13
596368,9.19,325185,-25.24
596367,34.44,325191,21.05
596296,-9.95,325092,-35.74
596294,-21.61,325091,-47.63
596254,-49.65,325052,-72.84
596254,-52.47,325044,-78.4
596255,-48.03,325071,-55.0
596259,-40.18,325072,-43.79
596242,-46.27,325072,-37.29
596240,-45.25,325058,-41.91
596384,55.78,325247,87.71
596387,78.42,325252,116.2
596393,81.49,325266,122.98
596525,164.27,325432,226.02
596526,171.84,325425,228.08
596524,157.92,325420,205.95
596525,141.75,325427,187.7
596543,137.8,325450,182.75
596552,131.21,325452,167.43
596548,115.78,325455,151.46
596551,104.16,325463,140.03
596631,146.24,325563,192.65
596632,145.16,325560,187.56
596709,184.48,325674,247.17
596708,178.06,325676,242.6
596774,205.84,325758,276.16
596769,192.05,325764,265.27
596796,190.56,325780,250.92
596803,178.82,325793,234.88
596794,154.72,325807,220.43
596831,160.52,325839,219.72
596825,144.4,325835,198.31
596829,130.83,325860,193.01
596837,121.78,325857,173.33
596910,158.35,325962,224.42
596907,152.13,325953,212.23
596872,114.15,325894,151.54
596867,91.6,325892,122.13
596896,97.72,325934,132.7
596903,95.7,325932,122.78
596897,83.12,325933,110.6
596905,78.28,325927,94.17
596915,77.18,325960,104.31
596935,83.85,325958,96.71
596915,64.93,325959,87.29
596934,67.47,325977,89.68
596938,65.16,325976,82.05
596965,77.21,326026,106.84
596971,77.72,326029,106.05
597048,123.13,326141,172.29
597126,176.65,326150,180.42
597157,196.02,326283,256.75
597157,184.32,326300,265.69
597126,144.97,326289,238.09
597141,132.9,326275,201.62
597127,109.19,326287,183.5
597123,91.34,326280,158.75
597057,34.72,326250,118.93
597080,33.01,326244,94.82
597080,29.83,326247,82.79
597023,-11.89,326203,43.15
597041,-9.26,326206,31.57
596995,-38.77,326154,-8.98
596998,-40.87,326153,-19.08
597063,5.83,326230,31.83
597059,14.32,326226,39.25
597088,34.79,326268,66.04
597092,39.65,326270,68.53
597142,71.16,326343,112.51
597142,73.06,326344,114.73
597105,42.43,326311,83.37
597109,33.88,326296,58.39
597100,22.85,326312,57.95
597086,8.66,326289,37.45
597076,-2.36,326292,31.17
597151,45.56,326404,102.34
597168,65.19,326390,102.15
597204,88.85,326471,148.0
597209,90.63,326469,145.67
597187,68.65,326459,126.05
597182,53.94,326459,110.45
597202,59.17,326496,122.11
597191,48.05,326482,105.32
597166,24.37,326491,98.27
597184,28.48,326478,79.45
597208,43.28,326551,117.14
597217,49.38,326557,120.76
597236,59.56,326601,141.1
597232,54.37,326570,113.44
597243,55.91,326598,115.75
597234,45.52,326561,81.63
597229,35.75,326556,62.8
597259,50.45,326594,78.35
597256,47.82,326601,80.33
597300,72.78,326659,113.11
597308,78.22,326670,119.2
597370,114.71,326744,160.48
597374,116.84,326752,162.68
597387,116.26,326769,160.9
597380,101.56,326771,148.22
597442,131.06,326854,188.39
597445,129.4,326844,175.83
597467,132.87,326925,212.34
597483,133.31,326930,206.94
597486,124.15,326933,190.13
597498,119.45,326950,181.3
597486,100.13,326947,161.74
597511,103.64,326995,175.49
597513,97.12,326993,162.77
597543,107.5,327029,170.07
597543,101.01,327039,164.24
597520,75.4,327029,142.18
597518,61.21,327038,130.7
597533,62.59,327050,124.85
597530,55.66,327041,106.77
597474,11.53,326952,33.3
597478,2.17,326964,20.12
597498,13.09,327008,44.71
597495,12.71,326998,40.4
597500,14.9,326994,33.19
597547,45.83,327045,62.9
597554,54.43,327046,65.75
597571,63.41,327097,95.23
597576,63.66,327090,89.86
597571,54.96,327095,84.28
597566,44.82,327096,76.45
597610,68.03,327157,109.08
597609,67.46,327158,108.73
597622,70.35,327197,125.7
597630,70.48,327199,120.68
597649,77.4,327231,130.79
597649,72.54,327221,115.56
597634,55.12,327222,102.65
597661,64.28,327250,109.57
597652,55.08,327263,110.82
597623,28.66,327227,77.52
597627,22.3,327225,61.3
597664,43.74,327284,91.74
597668,48.11,327288,94.32
597637,24.23,327250,61.42
597636,15.54,327249,47.31
597651,22.15,327249,39.76
597655,24.61,327243,30.5
597666,30.59,327277,48.47
597673,34.22,327271,44.84
597724,66.58,327341,87.27
597718,65.03,327347,94.59
597727,65.18,327354,93.15
597732,63.14,327354,84.92
597722,50.48,327356,77.04
597762,69.97,327398,96.8
597760,67.66,327392,89.53
597797,86.26,327445,115.84
597801,86.28,327449,115.33
597815,88.46,327471,120.26
597823,86.88,327476,114.71
597791,57.62,327465,96.23
597790,44.76,327459,79.42
597785,34.37,327461,69.83
597787,30.2,327469,66.92
597822,50.18,327508,86.79
597825,52.94,327511,86.45
597838,57.92,327552,106.67
597853,64.36,327559,107.45
597857,63.31,327556,96.55
597801,19.95,327449,13.62
597793,2.0,327460,-0.93
597847,33.72,327517,33.85
597851,41.53,327528,47.15
597889,65.54,327573,76.77
597890,66.65,327576,79.76
597913,76.81,327594,85.86
597906,68.12,327594,80.15
597933,78.37,327629,95.49
597948,84.39,327638,97.32
597961,87.57,589595,176426.11
597960,80.3,589591,205777.67
597971,79.12,589654,195803.34
597991,85.58,589651,176756.41
597988,77.94,589652,157044.0
597977,62.06,589630,138814.36
597981,55.51,589627,122509.8
597990,55.28,589667,108094.67
598003,59.28,589679,95352.81
598343,284.14,590161,84423.73
598341,315.2,590157,74545.75
598210,208.16,589987,65654.36
598205,160.35,589984,57874.14
598123,79.62,589842,50936.54
598124,53.36,589837,44888.75
598205,96.76,589937,39645.8
598214,105.59,589939,34981.93
598203,91.48,589946,30860.7
598208,83.54,589919,27201.04
598201,69.78,589930,23991.92
598203,61.76,589929,21158.93
598203,54.55,589933,18663.07
598180,32.67,589897,16435.72
598181,25.1,589904,14492.89
598210,40.58,589939,12804.42
598211,41.74,589946,11303.58
598213,39.82,589954,9977.36
598213,36.01,589960,8805.66
598212,31.36,589968,7773.06
598212,27.52,589965,6855.14
598188,8.02,589946,6032.86
598196,7.84,589950,5319.49
598216,20.64,589987,4715.94
598217,22.76,589981,4162.04
598213,18.66,589994,3680.13
598202,8.66,589983,3240.86
598210,10.83,589978,2853.45
598191,-2.33,589984,2519.18
598195,-2.76,589978,2218.46
598140,-39.68,589867,1880.82
598140,-45.58,589868,1637.91
598150,-36.51,589891,1454.03
598153,-29.09,589884,1280.3
598152,-25.49,589888,1131.21
598157,-19.09,589886,996.95
598142,-25.94,589873,870.23
598143,-24.73,589879,769.01
598148,-18.97,589904,695.41
598153,-12.53,589897,613.49
598147,-13.92,589901,543.82
598158,-5.68,589910,486.45
598163,0.2,589915,434.34
598165,3.01,589921,388.59
598164,2.86,589914,339.56
598124,-24.34,589881,276.34
598122,-30.45,589885,239.83
598100,-44.24,589850,186.86
598096,-46.68,589852,159.06
598046,-76.96,589792,98.31
598046,-78.02,589797,78.09
597992,-108.12,589726,18.65
597982,-113.23,589718,-3.28
597863,-185.07,589534,-132.37
597882,-174.71,589524,-160.29
597875,-162.08,589525,-153.06
597919,-115.59,589594,-91.89
597924,-90.79,589602,-63.42
597968,-47.22,589683,3.64
597948,-45.73,589682,19.5
597712,-200.44,589397,-170.07
597700,-230.38,589393,-205.99
598017,-5.04,589782,64.27
598033,62.73,589798,137.43
598188,178.75,590019,292.98
598193,196.16,590019,307.28
598339,282.28,590247,438.39
598334,276.61,590245,432.92
598328,247.81,590247,396.32
598346,231.7,590249,355.01
598325,193.97,590239,307.9
598227,102.13,590078,161.74
598232,73.85,590074,108.66
598506,244.94,590516,383.73
598515,273.23,590535,433.18
598720,395.25,590806,591.4
598727,397.19,590812,585.2
598679,331.8,590718,470.93
598672,282.64,590724,406.53
598510,137.43,590457,176.29
598505,85.95,590440,92.22
598438,20.64,590315,-20.83
598434,-0.13,590321,-43.4
598421,-14.12,590290,-66.3
598413,-21.81,590293,-64.43
598431,-9.75,590296,-56.55
598317,-82.66,590132,-160.12
598322,-90.66,590130,-173.96
598262,-125.36,590046,-219.29
598270,-118.05,590053,-207.45
598255,-116.34,590037,-197.7
598250,-109.46,590036,-179.24
598159,-159.74,589906,-246.94
598153,-162.89,589906,-243.06
598116,-174.84,589854,-256.55
598119,-161.07,589853,-238.96
597979,-238.26,589645,-354.38
597977,-238.85,589639,-357.47
597872,-289.48,589481,-434.41
597856,-288.55,589477,-419.72
597863,-259.19,589464,-389.31
597600,-406.97,589155,-556.84
597591,-415.8,589142,-560.55
597419,-498.68,588978,-624.58
597428,-471.23,588968,-594.56
597234,-555.14,588757,-678.83
597227,-534.05,588766,-636.58
597200,-501.82,588739,-590.31
597194,-455.4,588739,-528.8
597234,-378.31,588785,-437.79
597231,-329.04,588787,-376.62
597201,-309.03,588756,-350.35
597193,-283.27,588747,-320.22
597012,-374.72,588555,-414.84
597024,-357.95,588541,-412.95
597022,-324.78,588554,-368.81
597284,-112.68,588871,-113.19
597287,-47.92,588882,-32.07
597662,224.87,589321,286.53
597664,275.66,589331,349.03
597702,290.77,589356,352.05
597707,273.29,589343,314.36
597752,276.11,589417,328.1
597759,258.24,589433,314.64
597748,224.49,589415,272.52
597752,199.8,589421,243.01
597836,233.26,589540,295.17
597853,233.34,589538,281.94
597854,214.38,589548,261.52
597993,285.07,589702,337.96
597982,271.35,589706,331.35
598105,327.77,589859,404.66
598109,316.95,589862,390.86
598255,385.76,590082,502.48
598268,379.17,590079,486.04
598232,321.25,590020,401.14
598239,284.24,590023,348.01
598238,250.25,590023,305.25
598240,221.94,590034,276.17
598272,217.6,590084,279.22
598281,204.2,590081,254.34
598197,127.01,589978,157.24
598187,90.19,589971,114.9
597969,-73.44,589624,-139.04
597971,-106.91,589643,-178.26
597973,-104.95,589631,-181.15
597942,-116.47,589584,-198.17
597949,-104.75,589573,-193.09
597968,-80.18,589596,-160.06
597974,-63.16,589609,-129.49
598078,16.44,589756,-11.93
598082,37.74,589768,26.65
598144,81.62,589864,98.71
598144,85.77,589863,107.78
598075,33.04,589765,34.98
598074,16.39,589765,13.72
597995,-42.34,589655,-66.82
597989,-57.56,589656,-80.67
597995,-52.44,589654,-78.67
597990,-50.06,589666,-63.52
597999,-39.21,589667,-53.68
598003,-30.45,589675,-41.2
597993,-32.45,589688,-25.85
598051,8.82,589746,19.17
598046,15.06,589752,32.88
598055,21.44,589718,10.62
598052,19.22,589724,8.18
598106,53.36,589821,72.21
598125,70.21,589827,86.2
598120,65.17,589830,84.45
598132,66.48,589829,76.23
598219,119.73,589963,157.91
598224,126.33,589962,164.44
598277,152.98,590057,216.1
598268,140.68,590065,216.19
598285,137.2,590079,207.4
598236,91.78,590017,145.9
598228,67.27,590013,115.44
598157,7.65,589914,31.43
598154,-10.01,589926,15.78
598153,-14.24,589939,19.26
598166,-5.36,589938,17.78
598166,-2.65,589972,38.77
598163,-3.74,589961,33.34
598141,-18.56,589928,6.96
598147,-16.67,589918,-6.98
598133,-24.22,589864,-46.2
598127,-28.15,589859,-55.49
598132,-23.32,589868,-47.11
598164,1.37,589908,-14.07
598172,12.85,589911,-2.6
598122,-18.99,589835,-50.65
598120,-26.76,589838,-56.41
598087,-48.67,589799,-79.32
598092,-46.69,589782,-89.84
598018,-92.06,589700,-140.11
598027,-89.61,589701,-140.21
598081,-45.08,589758,-90.03
598076,-33.45,589766,-64.47
598110,-4.81,589797,-31.75
598099,-4.65,589803,-16.79
598123,11.98,589813,-4.85
598118,11.77,589811,-2.78
598092,-6.72,589784,-20.21
598085,-15.49,589781,-24.9
598101,-5.67,589780,-24.67
598184,53.16,589885,48.14
598166,51.33,589888,64.41
598158,41.15,589813,12.54
598179,49.24,589833,11.93
598289,121.19,589941,83.44
598286,127.0,589936,90.98
598228,78.66,589831,14.5
598225,57.87,589815,-16.66
598183,19.51,589760,-60.11
598189,12.25,589762,-64.57
598236,41.01,589821,-20.54
598255,57.59,589826,-4.32
598409,160.51,590051,151.54
598391,160.65,590068,189.26
598401,153.88,590078,189.48
598507,210.58,590238,281.21
598489,194.89,590221,269.03
598511,189.27,590281,283.69
598517,175.94,590284,265.41
598542,174.59,590378,301.61
598541,158.79,590383,288.62
598498,112.45,590298,203.73
598491,86.63,590297,164.56
598409,17.6,590171,56.04
598399,-7.92,590165,20.0
598315,-70.22,590022,-86.98
598320,-76.49,590023,-105.8
598387,-26.53,590136,-25.53
598374,-20.52,590164,15.62
598382,-11.92,590167,26.66
598408,8.76,590229,68.93
598412,15.93,590218,66.29
598471,56.11,590340,142.16
598487,72.24,590347,153.9
598519,91.71,590436,203.79
598526,93.59,590435,198.44
598522,83.44,590422,171.61
598526,76.55,590422,150.33
598536,75.12,590447,149.15
598539,70.42,590451,138.96
598564,80.13,590488,149.52
598563,75.11,590487,138.84
598580,78.94,590497,131.18
598555,56.41,590483,108.73
598545,39.19,590491,99.28
598549,34.34,590495,91.23
598533,19.42,590488,76.78
598444,-45.84,590320,-46.41
598453,-52.33,590322,-72.11
598457,-46.83,590303,-85.22
598438,-54.29,590296,-86.04
598451,-42.81,590298,-77.66
598448,-38.33,590285,-77.74
598480,-12.42,590328,-42.22
598471,-10.94,590334,-25.68
598506,13.95,590380,11.57
598509,20.98,590373,15.17
598477,-0.56,590322,-19.46
598480,-3.91,590305,-37.95
598481,-3.72,590306,-38.68
598436,-33.65,590223,-91.48
598442,-34.25,590224,-96.36
598448,-27.52,590282,-50.4
598448,-23.51,590291,-28.5
598483,3.1,590364,28.52
598471,1.41,590367,42.52
598386,-56.35,590250,-36.36
598394,-60.67,590247,-55.05
598354,-83.58,590224,-70.59
598351,-84.32,590223,-69.17
598328,-92.8,590191,-84.5
598311,-98.56,590198,-76.53
598237,-141.51,590087,-142.77
598231,-144.36,590081,-151.4
598242,-125.48,590081,-140.75
598199,-139.05,590048,-148.39
598199,-130.76,590050,-136.47
598198,-118.26,590060,-115.16
598193,-108.54,590068,-94.73
598189,-99.59,590100,-59.99
598198,-82.89,590106,-42.22
598210,-63.63,590166,6.22
598204,-57.44,590170,20.56
598177,-69.25,590127,-6.55
598178,-65.69,590121,-16.83
598125,-94.91,590056,-61.71
598131,-90.21,590050,-71.82
598117,-90.8,590050,-68.3
598134,-71.84,590049,-62.32
598140,-57.02,590058,-49.51
598172,-26.85,590127,4.34
598168,-19.74,590132,20.82
598181,-7.53,590170,48.82
598184,-1.81,590169,51.08
598201,11.24,590200,68.18
598193,8.17,590199,66.07
598246,42.44,590305,131.32
598257,54.82,590304,135.92
598269,61.42,590345,153.13
598258,50.48,590340,141.18
598252,39.39,590320,112.81
598252,33.28,590303,84.71
598270,41.02,590310,75.16
598221,6.52,590254,28.77
598219,-4.04,590240,5.25
598152,-51.41,590134,-72.47
598146,-63.02,590129,-89.17
598092,-96.91,590060,-132.28
598087,-100.66,590044,-142.74
598097,-86.37,590073,-113.78
598103,-71.43,590069,-99.6
598068,-85.18,590011,-126.71
598065,-83.47,590014,-120.75
598035,-96.17,589971,-138.02
598017,-103.34,589958,-139.45
597992,-113.27,589935,-143.48
597996,-103.48,589927,-137.77
598000,-89.59,589980,-89.02
598017,-67.08,589974,-73.35
598009,-61.17,589983,-57.13
598010,-53.84,589981,-49.57
598008,-48.79,589982,-42.77
598025,-31.97,589990,-32.06
598002,-40.55,589990,-26.66
597993,-45.33,589998,-17.69
597997,-39.98,589989,-20.01
598006,-29.2,590029,8.08
598000,-28.11,590025,11.69
597996,-28.13,590031,15.67
598008,-17.72,590030,14.68
597920,-72.76,589906,-70.28
597924,-77.76,589897,-91.72
597947,-56.96,589949,-54.35
597953,-42.89,589931,-52.54
597957,-33.04,589929,-48.97
597957,-27.8,589940,-36.49
597945,-32.2,589937,-32.29
597952,-25.86,589944,-23.82
597950,-23.43,589949,-16.33
597937,-29.59,589924,-29.93
597936,-29.33,589915,-36.84
597935,-27.43,589919,-32.78
597932,-26.66,589923,-26.25
597919,-32.96,589909,-31.88
597929,-25.01,589912,-28.51
597938,-14.83,589912,-25.27
597948,-4.35,589910,-23.71
597941,-6.08,589900,-28.01
597923,-18.06,589858,-54.96
597921,-20.94,589862,-54.42
597916,-23.25,589845,-61.12
597909,-26.58,589823,-72.49
597812,-90.51,589674,-169.51
597814,-97.52,589669,-182.93
597825,-83.67,589670,-170.14
597829,-70.41,589657,-161.34
597789,-88.09,589588,-191.96
597792,-83.03,589580,-188.74
597756,-98.95,589549,-192.87
597763,-89.89,589543,-181.66
597724,-106.27,589512,-184.39
597724,-101.36,589508,-172.19
597719,-94.99,589498,-161.28
597698,-99.45,589494,-147.62
597702,-89.46,589503,-125.68
597655,-111.07,589460,-138.47
597654,-107.76,589449,-137.42
597644,-104.55,589441,-130.88
597641,-96.93,589450,-112.13
597617,-102.99,589414,-122.26
597617,-95.83,589422,-109.05
597591,-103.39,589399,-111.97
597592,-95.89,589396,-105.26
597554,-111.52,589341,-131.71
597548,-110.07,589325,-138.05
597512,-124.63,589251,-177.75
597515,-115.72,589250,-173.4
597535,-90.23,589270,-144.18
597529,-80.28,589266,-127.39
597536,-66.28,589264,-113.75
597524,-65.2,589235,-120.28
597526,-58.08,589239,-109.04
597505,-65.59,589223,-107.84
597513,-56.49,589215,-103.8
597499,-58.89,589192,-109.48
597491,-59.89,589196,-98.96
597479,-63.18,589179,-99.37
597481,-57.35,589176,-93.13
597506,-34.18,589198,-68.9
597497,-31.53,589199,-56.31
597480,-39.65,589183,-59.17
597497,-26.93,589193,-48.19
597504,-16.78,589234,-13.75
597507,-10.77,589235,-3.25
597510,-6.35,589236,0.31
597521,2.71,589260,17.32
597515,0.75,589254,16.08
597513,-1.19,589263,20.47
597516,0.51,589271,25.2
597491,-15.96,589188,-31.56
597488,-20.75,589185,-45.16
597567,32.99,589288,24.56
597568,44.31,589294,44.02
597612,73.09,589337,74.15
597604,68.77,589333,72.76
597625,75.99,589335,67.57
597622,69.34,589341,64.62
597630,67.22,589337,55.78
597592,35.41,589280,10.41
597580,16.35,589273,-6.54
597569,2.78,589237,-34.45
597576,3.84,589228,-44.6
597550,-13.71,589190,-68.95
597560,-10.18,589193,-67.21
597493,-53.58,589120,-110.28
597489,-62.64,589126,-107.74
597481,-65.02,589106,-111.4
597493,-52.02,589104,-104.31
597464,-63.86,589103,-94.36
597472,-56.06,589096,-88.61
597449,-64.85,589074,-94.51
597454,-58.22,589078,-85.29
597458,-49.02,589077,-76.45
597350,-115.21,588903,-184.9
597350,-122.1,588891,-204.57
597369,-100.74,588902,-184.83
597355,-96.25,588901,-164.86
597347,-92.44,588864,-170.84
597352,-80.29,588867,-155.91
597381,-50.94,588905,-113.38
597391,-32.52,588895,-99.88
597354,-50.06,588856,-114.33
597346,-55.63,588854,-109.65
597312,-75.2,588780,-149.04
597318,-69.75,588782,-144.94
597308,-69.21,588759,-147.17
597286,-78.04,588773,-125.88
597300,-64.25,588768,-113.28
597325,-38.47,588794,-83.04
597322,-30.8,588797,-66.42
597346,-10.12,588827,-36.46
597341,-7.46,588821,-29.93
597408,39.02,588917,38.85
597410,48.67,588912,49.5
597429,59.82,588913,48.63
597430,58.24,588918,47.63
597516,110.81,589028,117.46
597513,112.61,589024,122.36
597531,115.67,589044,126.69
597523,101.29,589039,113.76
597518,85.77,589024,90.83
597522,77.29,589023,76.75
597532,75.42,589021,65.36
597491,40.94,588978,28.05
597478,20.1,588979,17.0
597464,3.72,588939,-14.1
597474,6.04,588945,-16.69
597477,8.16,588955,-9.21
597479,9.34,588970,3.6
597516,33.77,589013,35.37
597519,39.05,589018,43.79
597544,53.92,589078,82.52
597548,55.77,589074,82.62
597589,79.14,589128,112.0
597581,72.94,589136,115.32
597673,127.21,589240,176.36
597670,128.07,589256,187.57
597694,133.6,589255,173.92
597790,188.37,589387,244.59
597791,186.86,589393,245.72
597702,110.74,589212,103.46
597697,78.91,589212,59.01
597576,-17.16,588987,-108.6
597563,-48.59,588983,-144.2
597498,-96.16,588911,-189.38
597492,-103.97,588909,-186.08
597446,-128.13,588834,-220.05
597467,-109.24,588837,-207.94
597316,-196.89,588682,-291.72
597317,-201.57,588678,-290.81
597488,-70.6,588914,-107.13
597501,-23.06,588923,-45.87
597507,-5.09,588937,-17.25
597592,57.02,589056,71.56
597599,72.53,589065,93.88
597640,97.89,589152,150.1
597641,96.67,589151,150.83
597659,100.33,589185,161.2
597666,97.5,589171,140.76
597737,136.34,589307,215.32
597750,143.28,589312,219.17
597644,61.58,589162,100.63
597626,23.7,589158,59.73
597668,40.51,589221,86.82
597667,40.58,589231,93.0
597796,123.99,589409,206.51
597790,130.47,589414,220.93
597790,121.06,589427,214.66
597825,132.04,589461,217.83
597826,124.24,589458,198.19
597764,70.09,589386,128.11
597775,58.01,589394,105.05
597709,5.65,589300,27.14
597711,-6.67,589297,3.29
597692,-22.02,589261,-27.23
597686,-28.03,589251,-39.37
597633,-62.86,589169,-94.28
597632,-66.99,589161,-105.42
597553,-115.52,589049,-174.69
597563,-111.18,589051,-176.02
597607,-71.1,589120,-115.04
597602,-58.4,589120,-90.03
597603,-49.57,589122,-74.83
597619,-32.43,589165,-35.7
597625,-21.39,589161,-25.56
597590,-40.31,589115,-51.84
597598,-36.26,589117,-52.71
597612,-22.83,589171,-12.13
597615,-15.46,589169,-2.3
597650,11.22,589239,47.5
597655,20.35,589238,55.33
597662,25.67,589283,82.91
597671,30.84,589278,79.46
597691,43.03,589323,102.21
597698,47.15,589332,105.33
597700,45.59,589335,99.24
597764,84.44,589425,149.89
597750,77.57,589428,151.94
597768,81.38,589465,164.53
597760,70.09,589460,150.48
597744,50.6,589412,101.89
597740,38.71,589414,82.45
597758,44.64,589439,87.45
597755,40.3,589438,80.63
597750,32.43,589412,54.59
597751,28.43,589413,44.13
597795,54.67,589479,82.18
597790,53.25,589483,87.49
597831,75.92,589541,120.46
597831,75.27,589549,123.98
597830,68.04,589543,110.34
597820,53.8,589540,95.54
597827,50.36,589540,83.77
597826,44.58,589567,91.94
597842,50.11,589557,79.5
597855,55.99,589595,95.2
597842,43.96,589596,91.81
597873,58.13,589627,104.05
597869,54.08,589639,106.43
597833,24.23,589573,53.56
597838,18.05,589577,38.48
597872,37.84,589618,59.04
597873,40.3,589606,51.11
597852,23.36,589579,26.59
597852,17.14,589567,10.17
597869,25.56,589571,7.82
597836,3.31,589588,17.99
597859,12.94,589582,15.01
597872,23.02,589601,25.79
597883,30.99,589598,24.26
597844,4.16,589582,11.11
597845,-2.26,589578,4.13
597845,-3.69,589580,3.36
597859,5.68,589582,4.23
597853,3.54,589613,24.97
597857,5.38,589609,25.37
597872,15.52,589637,42.16
597869,14.76,589650,51.51
597858,5.92,589635,39.44
597859,3.9,589625,26.39
597834,-13.81,589587,-4.74
597840,-13.05,589593,-8.13
597843,-9.75,589594,-7.6
597848,-4.7,589601,-2.1
597847,-3.72,589611,6.12
597837,-9.87,589610,7.01
597850,-1.85,589616,10.65
597851,0.99,589621,14.06
597849,0.28,589635,23.14
597857,5.39,589631,20.76
597855,4.95,589640,24.46
597858,6.44,589672,44.88
597868,12.98,589669,44.17
597870,14.84,589707,65.91
597865,10.76,589703,63.09
597875,15.53,589698,53.72
597864,7.97,589715,58.28
597868,8.11,589711,51.83
597854,-1.95,589720,51.89
597853,-4.92,589711,41.45
597849,-8.01,589727,46.09
597852,-6.04,589714,34.56
597781,-52.82,589617,-36.53
597780,-60.75,589615,-52.63
597788,-52.21,589642,-34.04
597791,-43.64,589638,-29.2
597794,-35.81,589638,-25.51
597786,-36.24,589653,-12.33
597792,-29.23,589668,2.1
597803,-17.62,589671,7.54
597780,-28.68,589674,10.29
597783,-27.08,589676,11.44
597785,-22.97,589677,11.43
597784,-20.69,589678,11.11
597777,-23.07,589662,-0.64
597748,-41.29,589655,-8.21
597756,-37.01,589659,-6.79
597748,-38.14,589670,1.61
597749,-34.52,589679,9.56
597744,-34.1,589684,14.16
597744,-31.1,589684,14.11
597746,-26.39,589713,32.38
597756,-16.25,589699,24.85
597683,-61.41,589620,-32.39
597676,-72.34,589636,-33.2
597696,-55.51,589662,-13.11
597714,-34.45,589668,-2.95
597708,-30.31,589662,-4.19
597700,-32.08,589661,-4.84
597701,-29.15,589653,-10.0
597694,-30.63,589655,-9.09
597695,-27.7,589669,1.31
597690,-28.02,589658,-3.53
597689,-26.44,589667,1.59
597686,-25.83,589692,19.59
597698,-15.44,589676,11.64
597699,-10.77,589715,34.94
597700,-8.05,589709,33.75
597692,-12.09,589710,31.29
597682,-18.77,589707,26.03
597675,-23.59,589706,21.84
597654,-36.9,589688,6.86
597650,-39.86,589698,9.2
597632,-49.33,589677,-5.09
597631,-48.21,589675,-9.63
597582,-76.87,589603,-58.43
597580,-78.89,589591,-73.82
597605,-55.9,589635,-41.8
597608,-43.37,589635,-30.22
597583,-53.43,589597,-50.33
597582,-52.12,589606,-45.09
597555,-65.55,589578,-58.84
597562,-58.7,589571,-62.01
597550,-60.09,589569,-58.92
597546,-58.05,589566,-55.18
597552,-48.61,589564,-50.92
597535,-53.55,589555,-51.63
597522,-59.03,589561,-43.44
597532,-48.65,589573,-29.58
597534,-40.64,589572,-24.29
597536,-33.82,589584,-12.84
597534,-30.57,589589,-5.55
597507,-45.37,589586,-5.22
597518,-37.86,589585,-5.38
597511,-37.48,589601,5.75
597507,-36.85,589584,-3.34
597462,-63.88,589499,-62.55
597465,-63.29,589508,-66.08
597503,-32.18,589560,-26.33
597503,-21.67,589558,-15.5
597479,-33.32,589511,-43.05
597470,-39.52,589533,-31.55
597479,-31.69,589522,-33.44
597467,-35.15,589513,-37.12
597477,-26.31,589529,-24.16
