ecg_ts,ecg,bpm,leadOff
329409,1863,66,0
329423,1901,66,0
329439,2023,66,0
329454,1791,66,0
329468,1623,66,0
329495,1149,66,0
329510,1394,66,0
329524,1700,66,0
329539,2187,66,0
329554,2257,66,0
329568,2014,66,0
329589,2112,66,0
329605,1986,66,0
329619,1882,66,0
329633,1665,66,0
329648,1799,66,0
329663,1919,66,0
329677,1927,66,0
329694,1954,66,0
329709,1998,66,0
329723,1968,66,0
329737,1589,66,0
329753,919,66,0
329768,0,66,0
329782,0,66,0
329798,0,66,0
329814,0,66,0
329829,0,66,0
329843,0,66,0
329857,0,66,0
329878,478,66,0
329894,23,66,0
329909,0,66,0
329924,0,66,0
329939,0,66,0
329953,0,66,0
329967,0,66,0
329981,238,66,0
329997,86,66,0
330012,0,66,0
330026,129,66,0
330047,0,66,0
330062,335,66,0
330076,540,66,0
330099,875,66,0
330114,1610,66,0
330128,1658,66,0
330142,1807,66,0
330157,1787,66,0
330171,1974,66,0
330185,571,66,0
330200,410,66,0
330222,549,66,0
330237,857,66,0
330251,1184,66,0
330266,1407,66,0
330282,1337,66,0
330296,1563,66,0
330312,1782,66,0
330328,1698,66,0
330343,1696,66,0
330357,1504,66,0
330371,1099,66,0
330391,1042,66,0
330407,1690,66,0
330422,2321,66,0
330441,2334,66,0
330456,2181,66,0
330471,2240,66,0
330485,2069,66,0
330500,2061,66,0
330515,2053,66,0
330530,1577,66,0
330544,1613,66,0
330566,1031,66,0
330581,2117,66,0
330595,1874,66,0
330609,2193,66,0
330627,2160,66,0
330641,2064,66,0
330655,1843,66,0
330675,1748,66,0
330731,3051,60,0
330746,4095,60,0
330760,4095,60,0
330774,1510,60,0
330789,1616,60,0
330804,1988,60,0
330821,1432,60,0
330837,1943,60,0
330851,2335,60,0
330865,2313,60,0
330880,2338,60,0
330895,2549,60,0
330910,2325,60,0
330926,2290,60,0
330941,2459,60,0
330955,2366,60,0
330969,2323,60,0
330983,2663,60,0
330998,2557,60,0
331013,2307,60,0
331031,2133,60,0
331046,1734,60,0
331060,1663,60,0
331074,1245,60,0
331088,1456,60,0
331103,1770,60,0
331122,1713,60,0
331144,2011,60,0
331159,1872,60,0
331173,1899,60,0
331188,1834,60,0
331203,1919,60,0
331217,1749,60,0
331231,1734,60,0
331247,2093,60,0
331262,1828,60,0
331276,1220,60,0
331290,1264,60,0
331312,1349,60,0
331328,1872,60,0
331343,1903,60,0
331358,1958,60,0
331373,2065,60,0
331387,2199,60,0
331401,2303,60,0
331416,2315,60,0
331431,2301,60,0
331446,2139,60,0
331460,2005,60,0
331480,1695,60,0
331495,1754,60,0
331509,2081,60,0
331534,1963,60,0
331549,2122,60,0
331563,2112,60,0
331577,2064,60,0
331591,2672,60,0
331606,4095,59,0
331620,4095,59,0
331640,569,59,0
331656,1637,59,0
331670,1913,59,0
331684,2223,59,0
331699,2393,59,0
331714,2091,59,0
331728,1865,59,0
331744,1338,59,0
331760,1707,59,0
331774,1666,59,0
331788,1527,59,0
331804,1982,59,0
331819,2341,59,0
331837,1935,59,0
331860,2286,59,0
331874,2432,59,0
331888,2285,59,0
331903,2133,59,0
331918,1760,59,0
331932,1296,59,0
331948,1050,59,0
331963,1115,59,0
331977,972,59,0
331996,1535,59,0
332012,1643,59,0
332027,1614,59,0
332042,1677,59,0
332064,1923,59,0
332079,1864,59,0
332093,1742,59,0
332108,1826,59,0
332123,2103,59,0
332137,2117,59,0
332158,2031,59,0
332173,1957,59,0
332188,1841,59,0
332206,2080,59,0
332222,1594,59,0
332236,1507,59,0
332251,1805,59,0
332267,2176,59,0
332282,1984,59,0
332296,1808,59,0
332312,1793,59,0
332327,2033,59,0
332341,2217,59,0
332357,2174,59,0
332372,2256,59,0
332386,2346,59,0
332400,2129,59,0
332415,1715,59,0
332430,1653,59,0
332444,1776,59,0
332459,2096,59,0
332475,1904,59,0
332489,2394,59,0
332509,4095,59,0
332524,3027,59,0
332538,870,59,0
332554,1420,59,0
332569,1667,59,0
332585,1713,59,0
332599,1498,59,0
332613,1214,59,0
332634,1289,59,0
332649,1623,59,0
332665,1729,59,0
332681,1823,59,0
332696,1989,59,0
332710,2122,59,0
332724,2116,59,0
332740,2469,59,0
332765,2315,59,0
332781,2544,59,0
332796,2057,59,0
332810,1301,59,0
332825,1361,59,0
332840,1422,59,0
332854,1181,59,0
332869,1670,59,0
332886,1710,59,0
332901,1561,59,0
332915,1056,59,0
332929,940,59,0
332950,853,59,0
332968,1525,59,0
332983,1620,59,0
332998,1748,59,0
333013,1851,59,0
333028,2090,59,0
333043,2010,59,0
333059,2062,59,0
333074,2192,59,0
333089,2099,59,0
333103,1936,59,0
333119,2096,59,0
333133,1633,59,0
333147,1378,59,0
333169,986,59,0
333185,1386,59,0
333199,1584,59,0
333214,1717,59,0
333229,2016,59,0
333243,1941,59,0
333258,1935,59,0
333275,1850,59,0
333290,1834,59,0
333304,2045,59,0
333319,2224,59,0
333333,2415,59,0
333347,2098,59,0
333361,1680,59,0
333383,1211,59,0
333398,1593,59,0
333412,1728,59,0
333427,1998,59,0
333442,2287,59,0
333456,4095,58,0
333478,4095,58,0
333493,1235,58,0
333507,1414,58,0
333521,1813,58,0
333536,1488,58,0
333551,1585,58,0
333565,1638,58,0
333579,1534,58,0
333595,1680,58,0
333610,1781,58,0
333624,1491,58,0
333638,1808,58,0
333652,1951,58,0
333667,2062,58,0
333682,1711,58,0
333697,1874,58,0
333719,1863,58,0
333734,2246,58,0
333748,1977,58,0
333763,1895,58,0
333778,1669,58,0
333796,1323,58,0
333813,1366,58,0
333828,1341,58,0
333843,1306,58,0
333857,1335,58,0
333871,1328,58,0
333893,1077,58,0
333911,1553,58,0
333926,1721,58,0
333941,1529,58,0
333956,1376,58,0
333970,1409,58,0
333987,1829,58,0
334009,1354,58,0
334023,1409,58,0
334037,1058,58,0
334052,1066,58,0
334067,1018,58,0
334083,1420,58,0
334102,816,58,0
334118,643,58,0
334132,510,58,0
334146,1033,58,0
334160,1104,58,0
334175,1133,58,0
334194,597,58,0
334210,877,58,0
334225,1171,58,0
334239,1161,58,0
334258,1431,58,0
334273,1648,58,0
334288,1851,58,0
334303,4095,60,0
334318,4095,60,0
334333,980,60,0
334347,880,60,0
334361,1296,60,0
334382,1533,60,0
334397,1637,60,0
334412,1718,60,0
334429,2034,60,0
334444,2077,60,0
334458,2173,60,0
334472,2498,60,0
334486,2677,60,0
334502,2707,60,0
334517,2381,60,0
334531,2189,60,0
334551,2281,60,0
334566,2627,60,0
334580,2971,60,0
334602,2229,60,0
334618,1856,60,0
334633,1535,60,0
334647,1756,60,0
334661,2140,60,0
334676,2737,60,0
334690,2225,60,0
334706,1781,60,0
334726,2128,60,0
334741,2544,60,0
334755,2493,60,0
334772,2521,60,0
334787,2663,60,0
334802,2559,60,0
334820,2191,60,0
334837,2605,60,0
334852,2192,60,0
334866,1730,60,0
334880,1762,60,0
334900,1766,60,0
334916,1908,60,0
334931,2225,60,0
334947,2316,60,0
334962,2314,60,0
334977,2286,60,0
334991,2609,60,0
335008,2320,60,0
335026,1968,60,0
335041,1779,60,0
335055,1808,60,0
335079,1485,60,0
335094,1616,60,0
335108,2173,60,0
335124,2172,60,0
335139,2277,60,0
335153,2145,60,0
335167,3985,67,0
335182,4095,67,0
335197,2692,67,0
335211,1529,67,0
335227,2018,67,0
335244,2131,67,0
335259,1749,67,0
335273,1693,67,0
335287,1384,67,0
335308,1535,67,0
335324,1911,67,0
335340,2191,67,0
335356,2082,67,0
335371,2470,67,0
335385,2447,67,0
335401,2439,67,0
335417,2822,67,0
335435,2523,67,0
335450,1897,67,0
335464,1977,67,0
335485,1502,67,0
335500,1211,67,0
335514,1349,67,0
335530,1296,67,0
335546,2036,67,0
335561,1557,67,0
335575,1456,67,0
335599,1001,67,0
335614,1377,67,0
335629,1561,67,0
335645,2034,67,0
335660,2112,67,0
335674,1795,67,0
335688,1554,67,0
335709,1290,67,0
335724,1984,67,0
335741,1968,67,0
335759,2116,67,0
335775,2294,67,0
335789,2128,67,0
335804,2288,67,0
335818,2174,67,0
335834,2043,67,0
335849,2064,67,0
335863,2064,67,0
335883,1291,67,0
335898,1885,67,0
335912,2027,67,0
335928,2157,67,0
335946,2192,67,0
335961,2096,67,0
335975,2096,67,0
335989,1807,67,0
336004,1914,67,0
336018,1745,67,0
336037,1556,67,0
336058,2106,67,0
336073,4095,67,0
336087,4095,67,0
336101,1274,67,0
336116,1734,67,0
336132,1613,67,0
336147,1501,67,0
336163,1645,67,0
336178,1750,67,0
336192,1848,67,0
336210,2064,67,0
336226,1971,67,0
336240,1909,67,0
336255,2213,67,0
336270,2288,67,0
336285,2277,67,0
336299,1981,67,0
336313,1671,67,0
336333,1359,67,0
336349,2181,67,0
336364,1664,67,0
336380,1512,67,0
336395,1229,67,0
336409,1475,67,0
336423,1535,67,0
336439,1337,67,0
336455,1603,67,0
336469,1367,67,0
336483,1414,67,0
336507,1355,67,0
336522,1629,67,0
336536,2042,67,0
336552,2033,67,0
336568,1868,67,0
336582,1813,67,0
336596,1661,67,0
336618,1252,67,0
336633,1602,67,0
336649,1482,67,0
336665,1914,67,0
336681,2321,67,0
336695,1722,67,0
336709,1573,67,0
336731,1490,67,0
336746,1611,67,0
336761,1782,67,0
336776,1872,67,0
336791,1655,67,0
336806,1636,67,0
336821,1878,67,0
336836,2186,67,0
336850,1627,67,0
336869,1776,67,0
336884,2199,67,0
336899,1708,67,0
336913,1567,67,0
336927,1453,67,0
336947,1165,67,0
336963,1487,67,0
336978,1907,67,0
336993,1994,67,0
337008,1808,67,0
337022,1744,67,0
337036,2259,67,0
337054,4095,66,0
337070,2620,66,0
337085,1131,66,0
337099,1415,66,0
337119,1081,66,0
337134,1581,66,0
337148,1605,66,0
337163,2021,66,0
337179,1993,66,0
337193,1955,66,0
337207,2313,66,0
337221,2189,66,0
337236,2475,66,0
337250,2326,66,0
337266,2070,66,0
337286,2067,66,0
337301,2402,66,0
337315,2911,66,0
337330,2930,66,0
337346,2688,66,0
337360,2178,66,0
337374,1718,66,0
337389,1903,66,0
337404,1510,66,0
337418,1387,66,0
337432,1008,66,0
337456,1456,66,0
337472,1888,66,0
337487,2041,66,0
337504,1929,66,0
337520,1862,66,0
337534,1698,66,0
337548,1965,66,0
337565,1936,66,0
337581,1687,66,0
337596,1565,66,0
337610,1428,66,0
337634,1567,66,0
337649,2000,66,0
337663,2094,66,0
337679,2130,66,0
337694,2043,66,0
337708,1665,66,0
337722,1591,66,0
337746,1577,66,0
337761,1814,66,0
337776,2002,66,0
337792,1999,66,0
337807,2122,66,0
337821,2187,66,0
337835,1750,66,0
337856,1607,66,0
337871,1390,66,0
337887,1850,66,0
337903,1970,66,0
337918,2189,66,0
337932,2109,66,0
337946,1933,66,0
337961,2635,66,0
337975,4095,66,0
337991,4095,66,0
338008,965,66,0
338024,1730,66,0
338038,2026,66,0
338052,1915,66,0
338067,1776,66,0
338084,2041,66,0
338099,2046,66,0
338113,1799,66,0
338133,1699,66,0
338148,2238,66,0
338162,2099,66,0
338181,2236,66,0
338201,2439,66,0
338215,2399,66,0
338229,2325,66,0
338244,2369,66,0
338260,2430,66,0
338274,2035,66,0
338289,1632,66,0
338305,1508,66,0
338320,1535,66,0
338334,1660,66,0
338348,1264,66,0
338370,1344,66,0
338385,1936,66,0
338400,1719,66,0
338421,1929,66,0
338436,1777,66,0
338450,1680,66,0
338464,1524,66,0
338479,1698,66,0
338495,1245,66,0
338510,1187,66,0
338525,1535,66,0
338540,1797,66,0
338554,1680,66,0
338572,1593,66,0
338588,1520,66,0
338604,1437,66,0
338619,1798,66,0
338633,1842,66,0
338648,1755,66,0
338662,1472,66,0
338676,1262,66,0
338698,959,66,0
338713,1444,66,0
338727,1573,66,0
338747,2134,66,0
338762,2717,66,0
338777,4095,67,0
338791,3114,67,0
338807,770,67,0
338823,1583,67,0
338837,1420,67,0
338851,1396,67,0
338872,1122,67,0
338887,1390,67,0
338903,2073,67,0
338918,2001,67,0
338933,1987,67,0
338947,1966,67,0
338961,1766,67,0
338986,1786,67,0
339001,2145,67,0
339019,2073,67,0
339034,1955,67,0
339049,2256,67,0
339064,1964,67,0
339078,1508,67,0
339098,881,67,0
339113,990,67,0
339128,1345,67,0
339144,1696,67,0
339159,1773,67,0
339173,1682,67,0
339187,1814,67,0
339204,1923,67,0
339220,2206,67,0
339235,1951,67,0
339249,1702,67,0
339271,1535,67,0
339286,1571,67,0
339300,1995,67,0
339318,1733,67,0
339334,1776,67,0
339348,2070,67,0
339362,2235,67,0
339377,2096,67,0
339392,2000,67,0
339408,1471,67,0
339424,1712,67,0
339448,1840,67,0
339463,2131,67,0
339477,1667,67,0
339492,1872,67,0
339507,2145,67,0
339523,2026,67,0
339545,2176,67,0
339561,2166,67,0
339575,4095,68,0
339589,4095,68,0
339610,1299,68,0
339625,1690,68,0
339640,1559,68,0
339655,1974,68,0
339670,1873,68,0
339684,1661,68,0
339698,1894,68,0
339721,1648,68,0
339736,1806,68,0
339750,2071,68,0
339768,2239,68,0
339783,2366,68,0
339797,2478,68,0
339812,2450,68,0
339827,2483,68,0
339842,2496,68,0
339856,2311,68,0
339870,1965,68,0
339894,1294,68,0
339909,1214,68,0
339925,1787,68,0
339942,1584,68,0
339957,1799,68,0
339971,1535,68,0
339985,1309,68,0
340006,1393,68,0
340022,1582,68,0
340036,1898,68,0
340052,1943,68,0
340067,1885,68,0
340081,1873,68,0
340095,1909,68,0
340109,2087,68,0
340125,1943,68,0
340141,1616,68,0
340156,1626,68,0
340174,2302,68,0
340189,2326,68,0
340203,2141,68,0
340217,2176,68,0
340234,2218,68,0
340249,2001,68,0
340263,2364,68,0
340285,1705,68,0
340300,2038,68,0
340315,2099,68,0
340331,2026,68,0
340349,2167,68,0
340364,1863,68,0
340379,1874,68,0
340394,2075,68,0
340408,1910,68,0
340422,3529,69,0
340439,4095,69,0
340454,1500,69,0
340468,1075,69,0
340482,1377,69,0
340506,1386,69,0
340521,1850,69,0
340535,1979,69,0
340551,2237,69,0
340567,1861,69,0
340581,1879,69,0
340595,1610,69,0
340617,1729,69,0
340632,1879,69,0
340647,2260,69,0
340663,2547,69,0
340679,2471,69,0
340693,2704,69,0
340707,2514,69,0
340722,2321,69,0
340739,1874,69,0
340755,1137,69,0
340770,1152,69,0
340789,1328,69,0
340804,1392,69,0
340818,1651,69,0
340832,1834,69,0
340848,1966,69,0
340863,1728,69,0
340877,1710,69,0
340898,1305,69,0
340913,1567,69,0
340927,1755,69,0
340941,1666,69,0
340957,1905,69,0
340972,1589,69,0
340986,1625,69,0
341010,1219,69,0
341025,1663,69,0
341039,1680,69,0
341060,1934,69,0
341075,2084,69,0
341089,2034,69,0
341104,1823,69,0
341119,1947,69,0
341133,1870,69,0
341149,1588,69,0
341165,1264,69,0
341183,1742,69,0
341198,1881,69,0
341213,2077,69,0
341227,1662,69,0
341248,1852,69,0
341263,1834,69,0
341278,1775,69,0
341293,1719,69,0
341308,1648,69,0
341322,1485,69,0
341336,1474,69,0
341360,2199,69,0
341375,3893,69,0
341389,4095,69,0
341403,1241,69,0
341418,1803,69,0
341432,1637,69,0
341446,1339,69,0
341467,1314,69,0
341514,1887,69,0
341529,2165,69,0
341543,1989,69,0
341557,1859,69,0
341573,2131,69,0
341588,2176,69,0
341602,1902,69,0
341616,1774,69,0
341637,1779,69,0
341652,2212,69,0
341667,1937,69,0
341682,1563,69,0
341698,1779,69,0
341713,1400,69,0
341727,1203,69,0
341748,1474,69,0
341763,1750,69,0
341778,2026,69,0
341794,1956,69,0
341809,2128,69,0
341824,2126,69,0
341839,1783,69,0
341854,1741,69,0
341868,1856,69,0
341888,2234,69,0
341904,1975,69,0
341918,1665,69,0
341932,1810,69,0
341946,1935,69,0
341961,2091,69,0
341977,1737,69,0
341993,1806,69,0
342013,1895,69,0
342028,1953,69,0
342042,2238,69,0
342057,2254,69,0
342072,2107,69,0
342090,1717,69,0
342105,1710,69,0
342120,2288,69,0
342135,2015,69,0
342149,1797,69,0
342163,1607,69,0
342185,1371,69,0
342200,1826,69,0
342214,1782,69,0
342236,1677,69,0
342250,1845,69,0
342264,2157,69,0
342281,2451,69,0
342296,4095,69,0
342311,3347,69,0
342325,1394,69,0
342340,1833,69,0
342355,1517,69,0
342369,1279,69,0
342386,1149,69,0
342405,1678,69,0
342420,1904,69,0
342435,1654,69,0
342449,2047,69,0
342465,2224,69,0
342480,2363,69,0
342495,2341,69,0
342510,2322,69,0
342526,2234,69,0
342543,2559,69,0
342558,2269,69,0
342572,2246,69,0
342589,2064,69,0
342606,1755,69,0
342620,1744,69,0
342634,1526,69,0
342649,1531,69,0
342664,1829,69,0
342678,1677,69,0
342692,1461,69,0
342714,1884,69,0
342729,1875,69,0
342743,1793,69,0
342758,1903,69,0
342773,1716,69,0
342787,1687,69,0
342808,1507,69,0
342823,1658,69,0
342837,1931,69,0
342856,1534,69,0
342871,1598,69,0
342885,1984,69,0
342899,1712,69,0
342916,1998,69,0
342931,1689,69,0
342945,1728,69,0
342959,1919,69,0
342983,1778,69,0
342999,1627,69,0
343014,2032,69,0
343028,1842,69,0
343046,2022,69,0
343062,2144,69,0
343076,1999,69,0
343090,2146,69,0
343106,3568,69,0
343121,4095,69,0
343135,1664,69,0
343149,1139,69,0
343174,1450,69,0
343189,1366,69,0
343203,1664,69,0
343219,1478,69,0
343234,1802,69,0
343248,1697,69,0
343263,1933,69,0
343283,2122,69,0
343298,2160,69,0
343313,2505,69,0
343328,2212,69,0
343343,2361,69,0
343357,2067,69,0
343371,1904,69,0
343385,1904,69,0
343408,1488,69,0
343423,1591,69,0
343437,1521,69,0
343452,1473,69,0
343467,1570,69,0
343481,1535,69,0
343495,1694,69,0
343511,1781,69,0
343526,1947,69,0
343540,1481,69,0
343554,1525,69,0
343578,1694,69,0
343593,1727,69,0
343615,1821,69,0
343630,1859,69,0
343644,2019,69,0
343658,1929,69,0
343672,1881,69,0
343687,1711,69,0
343701,1515,69,0
343717,1655,69,0
343737,1535,69,0
343752,1618,69,0
343767,2031,69,0
343782,2160,69,0
343797,2259,69,0
343812,2517,69,0
343832,2105,69,0
343847,1870,69,0
343861,2057,69,0
343875,1808,69,0
343890,1934,69,0
343905,1967,69,0
343920,1886,69,0
343937,2763,69,0
343952,4095,68,0
343966,2114,68,0
343980,1006,68,0
343995,1365,68,0
344010,1455,68,0
344025,1622,68,0
344040,1651,68,0
344054,1905,68,0
344073,2012,68,0
344088,2062,68,0
344102,2111,68,0
344125,2057,68,0
344140,2101,68,0
344155,2140,68,0
344175,2229,68,0
344191,2182,68,0
344205,2269,68,0
344219,2243,68,0
344235,2135,68,0
344250,1664,68,0
344264,1072,68,0
344278,1114,68,0
344298,966,68,0
344313,1178,68,0
344329,1609,68,0
344345,1943,68,0
344360,2098,68,0
344374,2059,68,0
344392,1857,68,0
344407,2108,68,0
344421,2238,68,0
344441,2353,68,0
344456,2074,68,0
344470,1920,68,0
344484,1712,68,0
344505,1859,68,0
344519,2118,68,0
344534,1807,68,0
344557,1996,68,0
344571,1854,68,0
344585,1974,68,0
344600,1884,68,0
344615,2060,68,0
344629,1828,68,0
344650,1873,68,0
344666,2106,68,0
344680,2070,68,0
344694,1798,68,0
344708,1916,68,0
344723,2039,68,0
344741,1616,68,0
344756,1530,68,0
344774,2519,68,0
344789,4095,69,0
344804,1362,69,0
344820,1071,69,0
344835,1695,69,0
344850,1535,69,0
344866,1744,69,0
344882,1834,69,0
344896,1758,69,0
344910,1808,69,0
344925,1749,69,0
344942,1958,69,0
344958,2147,69,0
344973,2028,69,0
344988,2001,69,0
345002,2113,69,0
345016,2077,69,0
345033,2257,69,0
345049,2015,69,0
345064,1919,69,0
345078,1926,69,0
345097,1573,69,0
345112,1530,69,0
345126,1346,69,0
345141,1555,69,0
345158,1503,69,0
345173,1621,69,0
345188,1567,69,0
345203,1669,69,0
345217,1941,69,0
345236,1962,69,0
345252,1769,69,0
345267,1442,69,0
345281,1777,69,0
345302,1760,69,0
345316,1922,69,0
345330,1680,69,0
345346,1840,69,0
345362,1819,69,0
345377,1803,69,0
345391,1898,69,0
345406,2025,69,0
345421,1813,69,0
345435,1535,69,0
345449,1350,69,0
345475,1394,69,0
345490,1707,69,0
345504,1925,69,0
345518,1841,69,0
345534,1712,69,0
345549,1397,69,0
345567,2485,69,0
345587,4095,71,0
345631,1677,71,0
345647,1789,71,0
345663,1937,71,0
345678,1883,71,0
345693,2032,71,0
345708,1952,71,0
345722,1840,71,0
345744,2032,71,0
345762,2062,71,0
345777,1953,71,0
345792,2215,71,0
345809,2376,71,0
345824,2128,71,0
345838,2007,71,0
345852,1893,71,0
345878,1566,71,0
345893,1414,71,0
345913,1277,71,0
345928,1460,71,0
345942,1459,71,0
345956,1712,71,0
345971,1798,71,0
345987,1680,71,0
346002,1657,71,0
346016,1599,71,0
346038,1683,71,0
346053,1630,71,0
346070,1697,71,0
346085,1815,71,0
346100,1755,71,0
346114,1653,71,0
346128,1407,71,0
346152,1462,71,0
346167,1573,71,0
346183,2016,71,0
346198,2255,71,0
346213,2190,71,0
346227,1906,71,0
346242,2109,71,0
346257,2078,71,0
346271,2045,71,0
346290,1870,71,0
346305,2047,71,0
346320,1708,71,0
346334,1486,71,0
346348,1605,71,0
346368,2366,71,0
346385,4095,73,0
346399,2151,73,0
346414,1414,73,0
346429,1762,73,0
346444,1712,73,0
346458,1773,73,0
346474,1836,73,0
346490,1912,73,0
346505,1917,73,0
346519,1841,73,0
346540,1747,73,0
346555,1962,73,0
346570,2105,73,0
346589,2155,73,0
346604,2479,73,0
346618,2448,73,0
346632,2512,73,0
346647,2501,73,0
346662,2481,73,0
346677,2160,73,0
346692,1767,73,0
346706,1584,73,0
346721,1695,73,0
346735,1519,73,0
346749,1119,73,0
346773,1181,73,0
346788,1523,73,0
346803,1860,73,0
346817,1840,73,0
346833,1857,73,0
346847,1573,73,0
346861,1563,73,0
346882,1340,73,0
346897,1670,73,0
346913,1758,73,0
346928,2039,73,0
346943,1958,73,0
346957,1971,73,0
346971,1747,73,0
346986,1908,73,0
347002,1977,73,0
347017,1804,73,0
347032,1686,73,0
347053,1521,73,0
347068,1694,73,0
347082,2119,73,0
347099,2161,73,0
347115,2355,73,0
347130,2144,73,0
347144,1994,73,0
347159,2176,73,0
347174,2240,73,0
347190,1700,73,0
347206,1492,73,0
347227,1767,73,0
347242,2758,73,0
347256,4095,72,0
347270,1786,72,0
347285,1318,72,0
347301,1930,72,0
347316,1530,72,0
347340,1616,72,0
347355,1819,72,0
347369,1791,72,0
347384,1727,72,0
347401,1888,72,0
347416,2190,72,0
347432,2300,72,0
347447,2256,72,0
347462,2137,72,0
347476,1797,72,0
347490,1841,72,0
347514,2352,72,0
347529,2053,72,0
347543,2187,72,0
347558,1729,72,0
347573,1681,72,0
347587,1352,72,0
347601,1516,72,0
347616,1736,72,0
347631,1459,72,0
347645,1405,72,0
347659,1201,72,0
347683,1515,72,0
347698,1694,72,0
347712,1869,72,0
347728,1865,72,0
347743,1856,72,0
347757,1799,72,0
347772,1851,72,0
347787,1925,72,0
347801,2206,72,0
347822,2160,72,0
347838,2063,72,0
347853,1658,72,0
347873,1936,72,0
347888,1729,72,0
347902,1638,72,0
347917,1922,72,0
347932,1785,72,0
347947,1712,72,0
347961,1875,72,0
347980,1747,72,0
347995,1831,72,0
348009,1799,72,0
348024,1999,72,0
348045,1808,72,0
348060,1812,72,0
348074,1712,72,0
348089,1793,72,0
348104,1853,72,0
348120,2011,72,0
348137,1946,72,0
348153,2919,72,0
348167,4095,71,0
348181,2147,71,0
348196,1115,71,0
348211,1827,71,0
348226,1652,71,0
348241,1666,71,0
348256,1896,71,0
348271,1719,71,0
348285,1183,71,0
348299,1403,71,0
348323,1399,71,0
348338,1710,71,0
348357,1645,71,0
348373,2179,71,0
348388,2229,71,0
348402,2248,71,0
348419,2467,71,0
348434,2496,71,0
348449,2189,71,0
348463,1750,71,0
348487,1055,71,0
348502,1319,71,0
348516,1529,71,0
348531,1573,71,0
348546,1480,71,0
348560,1822,71,0
348581,1889,71,0
348596,1936,71,0
348610,2044,71,0
348624,2119,71,0
348639,2117,71,0
348654,1936,71,0
348668,1687,71,0
348682,1530,71,0
