emg_ts,raw,clean,envelope
270842,0,0.0,0.0
270861,0,0.0,0.0
272616,0,0.0,0.0
272631,0,0.0,0.0
272645,0,0.0,0.0
272659,0,0.0,0.0
272673,0,0.0,0.0
272688,0,0.0,0.0
272703,0,0.0,0.0
272720,0,0.0,0.0
272735,0,0.0,0.0
272749,0,0.0,0.0
272763,0,0.0,0.0
272778,0,0.0,0.0
272793,0,0.0,0.0
272807,0,0.0,0.0
272821,0,0.0,0.0
274430,0,0.0,0.0
274445,0,0.0,0.0
274459,0,0.0,0.0
274473,0,0.0,0.0
274487,0,0.0,0.0
274502,0,0.0,0.0
274521,0,0.0,0.0
274747,0,0.0,0.0
274762,0,0.0,0.0
274776,0,0.0,0.0
274790,0,0.0,0.0
274804,0,0.0,0.0
274820,0,0.0,0.0
274835,0,0.0,0.0
274854,0,0.0,0.0
274870,0,0.0,0.0
274884,0,0.0,0.0
274900,0,0.0,0.0
274914,0,0.0,0.0
274928,0,0.0,0.0
274944,0,0.0,0.0
274964,0,0.0,0.0
275350,0,0.0,0.0
275365,0,0.0,0.0
275379,0,0.0,0.0
275394,0,0.0,0.0
275408,0,0.0,0.0
275422,0,0.0,0.0
275436,0,0.0,0.0
275454,0,0.0,0.0
275469,0,0.0,0.0
275483,0,0.0,0.0
275498,0,0.0,0.0
275512,0,0.0,0.0
275526,0,0.0,0.0
275540,0,0.0,0.0
275560,0,0.0,0.0
275703,0,0.0,0.0
275718,0,0.0,0.0
275732,0,0.0,0.0
275747,0,0.0,0.0
275762,0,0.0,0.0
275776,0,0.0,0.0
275790,0,0.0,0.0
275808,0,0.0,0.0
275824,0,0.0,0.0
275838,0,0.0,0.0
275854,0,0.0,0.0
275868,0,0.0,0.0
275883,0,0.0,0.0
275897,0,0.0,0.0
275916,0,0.0,0.0
276383,0,0.0,0.0
276398,0,0.0,0.0
276412,0,0.0,0.0
276427,0,0.0,0.0
276441,0,0.0,0.0
276455,0,0.0,0.0
