emg_ts,raw,clean,envelope
157059,0,0.0,0.0
157077,0,0.0,0.0
157092,0,0.0,0.0
157107,0,0.0,0.0
157121,0,0.0,0.0
157136,0,0.0,0.0
157150,0,0.0,0.0
157164,0,0.0,0.0
157178,0,0.0,0.0
157216,0,0.0,0.0
157231,0,0.0,0.0
157245,0,0.0,0.0
157259,0,0.0,0.0
157273,0,0.0,0.0
157287,0,0.0,0.0
157301,0,0.0,0.0
157316,0,0.0,0.0
157331,0,0.0,0.0
157349,0,0.0,0.0
157364,0,0.0,0.0
157378,0,0.0,0.0
159580,0,0.0,0.0
159595,0,0.0,0.0
159609,0,0.0,0.0
159624,0,0.0,0.0
159638,0,0.0,0.0
159653,0,0.0,0.0
159669,0,0.0,0.0
159683,0,0.0,0.0
159697,0,0.0,0.0
159711,0,0.0,0.0
159725,0,0.0,0.0
159740,0,0.0,0.0
159754,0,0.0,0.0
159771,0,0.0,0.0
159785,0,0.0,0.0
159799,0,0.0,0.0
159817,0,0.0,0.0
159832,0,0.0,0.0
159846,0,0.0,0.0
159978,0,0.0,0.0
159993,0,0.0,0.0
160007,0,0.0,0.0
160021,0,0.0,0.0
160036,0,0.0,0.0
160050,0,0.0,0.0
160064,0,0.0,0.0
160079,0,0.0,0.0
160093,0,0.0,0.0
160113,0,0.0,0.0
160128,0,0.0,0.0
160142,0,0.0,0.0
160156,0,0.0,0.0
160171,0,0.0,0.0
160186,0,0.0,0.0
160200,0,0.0,0.0
160214,0,0.0,0.0
160228,0,0.0,0.0
160246,0,0.0,0.0
160296,0,0.0,0.0
160311,0,0.0,0.0
160325,0,0.0,0.0
160340,0,0.0,0.0
160354,0,0.0,0.0
160369,0,0.0,0.0
160383,0,0.0,0.0
160397,0,0.0,0.0
160411,0,0.0,0.0
160430,0,0.0,0.0
160593,0,0.0,0.0
160608,0,0.0,0.0
160622,0,0.0,0.0
160636,0,0.0,0.0
160651,0,0.0,0.0
160665,0,0.0,0.0
160679,0,0.0,0.0
160694,0,0.0,0.0
160708,0,0.0,0.0
160728,0,0.0,0.0
160745,0,0.0,0.0
160759,0,0.0,0.0
