pc_time_ms,emg_timestamp,raw_adc,clean_emg,envelope
61595,15404,2055,194.53,111.49
61595,15406,1996,172.9,114.56
61595,15408,1958,146.53,116.16
61596,15410,1935,122.03,116.45
61596,15412,1910,98.66,115.56
61596,15414,1917,85.95,114.08
61596,15416,1964,92.52,113.01
61596,15418,2000,108.62,112.79
61597,15420,2029,128.65,113.58
61597,15422,2083,158.32,115.82
61597,15424,2159,200.54,120.05
61597,15426,2159,227.86,125.44
61597,15428,2097,226.1,130.48
61597,15430,2011,197.4,133.82
61597,15433,1953,159.15,135.09
61597,15435,1947,130.45,134.86
61598,15437,1985,121.8,134.2
61643,15439,2020,126.02,133.8
61643,15443,2050,137.54,133.98
61644,15448,1932,109.59,132.76
61644,15450,1859,68.67,129.56
61644,15452,1811,26.8,124.42
61644,15454,1840,7.63,118.58
61645,15456,1918,18.53,113.58
61645,15458,1999,50.36,110.42
61645,15460,2045,85.34,109.16
61645,15462,2073,116.55,109.53
61645,15465,2047,128.63,110.49
61645,15467,2017,126.48,111.29
61645,15469,1973,110.62,111.25
61646,15472,1941,89.42,110.16
61646,15474,1963,81.23,108.72
61646,15476,2001,86.98,107.63
61646,15478,2048,105.05,107.5
61646,15480,2069,123.73,108.31
61646,15482,2058,133.25,109.56
61647,15484,2030,131.52,110.66
61647,15486,1998,121.07,111.18
61648,15489,1988,111.43,111.19
61693,15493,1974,101.15,110.69
61694,15501,2068,122.78,111.29
61694,15503,2084,142.25,112.84
61694,15505,2068,150.27,114.71
61694,15507,2025,142.13,116.08
61695,15509,1982,122.91,116.42
61695,15511,1935,94.97,115.35
61695,15514,1936,75.6,113.36
61695,15516,2013,84.87,111.94
61695,15518,2098,115.79,112.13
61695,15520,2113,140.09,113.53
61695,15522,2097,150.49,115.38
61696,15524,2066,147.07,116.96
61696,15526,2033,133.97,117.81
61696,15528,2017,119.84,117.91
61697,15530,1999,104.85,117.26
61697,15532,1997,94.43,116.12
61697,15534,1982,83.49,114.49
61697,15536,1954,68.43,112.19
61697,15539,1938,54.25,109.29
61701,15541,1900,33.99,105.52
61702,15545,1943,33.78,101.94
61747,15547,2034,61.18,99.9
61747,15552,2035,79.67,98.89
61747,15554,2018,86.19,98.25
61747,15556,2002,84.55,97.57
61748,15559,2008,83.83,96.88
61748,15561,2031,88.77,96.48
61748,15563,2028,89.8,96.14
61748,15565,2008,83.23,95.5
61749,15567,2008,77.86,94.61
61749,15569,2001,71.58,93.46
61749,15571,2014,71.09,92.34
61749,15574,2044,80.0,91.73
61750,15576,2080,97.3,92.0
61750,15578,2143,128.51,93.83
61750,15580,2157,154.4,96.86
61751,15582,2085,150.82,99.56
61751,15584,2017,128.56,101.01
61751,15586,1986,104.89,101.2
61752,15589,1952,79.41,100.11
61752,15591,1945,60.73,98.14
61752,15593,1984,60.19,96.24
61793,15597,2003,65.45,94.71
61794,15601,2037,78.6,93.9
61794,15603,2064,94.41,93.93
61794,15605,2066,104.04,94.43
61795,15607,2073,110.7,95.24
61795,15609,2040,103.27,95.65
61795,15611,1946,68.19,94.27
61795,15613,1864,18.53,90.49
61796,15615,1796,-36.08,87.77
61796,15617,1769,-81.0,87.43
61796,15619,1788,-104.96,88.3
61796,15621,1829,-107.81,89.28
61796,15623,1907,-85.23,89.08
61797,15625,1973,-49.28,87.09
61797,15627,2006,-14.6,83.46
61797,15630,1993,5.05,79.54
61797,15632,2001,20.56,76.59
61797,15634,2015,34.96,74.51
61798,15636,1984,35.03,72.54
61798,15638,1994,37.79,70.8
61843,15640,1997,40.37,69.28
61844,15645,1909,15.66,66.6
61844,15648,1869,-12.86,63.91
61844,15650,1836,-41.54,62.79
61844,15652,1835,-60.54,62.68
61844,15654,1808,-80.74,63.58
61845,15656,1767,-106.02,65.7
61845,15658,1797,-113.55,68.1
61845,15660,1874,-95.25,69.45
61845,15662,1949,-60.53,69.01
61845,15664,2000,-22.47,66.68
61846,15666,2028,10.49,63.87
61846,15669,1971,14.25,61.39
61846,15671,1905,-4.33,58.54
61846,15673,1842,-36.67,57.44
61846,15676,1775,-78.87,58.52
61847,15678,1760,-111.43,61.16
61847,15680,1741,-138.1,65.01
61847,15682,1719,-161.28,69.82
61847,15684,1728,-172.61,74.96
61848,15686,1747,-172.95,79.86
61889,15688,1783,-161.01,83.92
61889,15694,1771,-155.58,87.5
61889,15697,1847,-128.62,89.56
61890,15699,1909,-91.85,89.67
61890,15701,1920,-64.3,88.4
61890,15703,1853,-66.77,87.32
61890,15705,1770,-94.39,87.67
61890,15707,1749,-120.11,89.3
61891,15709,1748,-138.13,91.74
61891,15711,1781,-140.36,94.17
61891,15713,1818,-130.42,95.98
61891,15715,1821,-122.29,97.3
61891,15717,1803,-121.51,98.51
61892,15719,1767,-130.92,100.13
61892,15722,1714,-152.12,102.73
61892,15724,1665,-179.87,106.59
61892,15726,1665,-197.18,111.12
61892,15728,1738,-185.53,114.84
61893,15730,1839,-146.22,116.41
61893,15732,1916,-95.98,115.38
61893,15734,1929,-58.19,112.52
61895,15736,1891,-44.62,109.13
61943,15740,1794,-65.3,106.94
61944,15748,1731,-98.78,106.53
61944,15750,1682,-136.31,108.02
61944,15752,1630,-177.06,111.47
61944,15754,1606,-211.17,116.46
61944,15756,1646,-221.29,121.7
61945,15758,1747,-196.84,125.45
61945,15761,1817,-158.56,127.11
61945,15763,1869,-116.71,126.59
61945,15765,1859,-91.43,124.83
61946,15767,1795,-93.73,123.28
61946,15769,1722,-117.27,122.98
61946,15771,1685,-144.06,124.03
61946,15773,1696,-158.26,125.74
61946,15775,1711,-162.49,127.58
61946,15778,1688,-171.28,129.76
61947,15780,1658,-185.23,132.54
61947,15783,1648,-196.64,135.74
61947,15785,1667,-197.7,138.84
61947,15787,1724,-180.54,140.93
61951,15789,1796,-146.87,141.22
61951,15793,1800,-122.87,140.31
61952,15796,1789,-110.22,138.8
61996,15799,1851,-83.48,136.03
61997,15803,1815,-76.68,133.07
61997,15805,1726,-99.15,131.37
61997,15807,1630,-143.1,131.96
61997,15809,1578,-187.82,134.75
61998,15811,1583,-215.39,138.78
61998,15814,1660,-209.46,142.32
61998,15816,1744,-178.8,144.14
61998,15818,1784,-144.97,144.18
61999,15820,1807,-114.52,142.7
61999,15822,1810,-92.73,140.2
61999,15824,1788,-84.57,137.42
61999,15826,1744,-92.32,135.16
61999,15829,1726,-102.97,133.55
62000,15831,1703,-116.93,132.72
62000,15833,1651,-141.66,133.17
62000,15835,1625,-165.68,134.79
62000,15837,1617,-183.61,137.24
62001,15839,1648,-185.66,139.66
62001,15841,1694,-172.53,141.3
62044,15843,1732,-151.76,141.82
62045,15848,1775,-124.6,140.96
62045,15851,1754,-112.59,139.54
62045,15853,1753,-104.95,137.81
62045,15855,1758,-98.44,135.85
62046,15857,1732,-101.89,134.15
62046,15859,1654,-127.49,133.82
62046,15861,1626,-152.69,134.76
62046,15863,1633,-166.77,136.36
62046,15865,1645,-171.62,138.12
62046,15867,1693,-159.37,139.19
62046,15869,1746,-134.2,138.94
62047,15871,1777,-107.17,137.35
62047,15874,1823,-74.7,134.21
62047,15876,1862,-40.95,129.55
62047,15878,1841,-24.6,124.3
62047,15881,1739,-44.38,120.31
62048,15883,1714,-65.27,117.56
62048,15885,1743,-70.4,115.2
62048,15887,1718,-80.89,113.48
62117,15889,1643,-109.85,113.3
62117,15895,1771,-90.23,112.15
62118,15897,1808,-65.16,109.8
62118,15900,1796,-51.4,106.88
62118,15902,1757,-53.61,104.22
62118,15904,1726,-64.31,102.22
62119,15906,1712,-75.62,100.89
62119,15908,1710,-83.73,100.03
62119,15910,1690,-95.07,99.78
62119,15912,1690,-102.6,99.93
62119,15914,1714,-100.36,99.95
62120,15916,1752,-87.4,99.32
62120,15918,1814,-60.11,97.36
62120,15920,1846,-32.32,94.11
62120,15922,1827,-19.61,90.38
62120,15924,1761,-31.17,87.42
62120,15926,1669,-66.66,86.38
62121,15929,1627,-102.85,87.21
62121,15931,1651,-119.27,88.81
62121,15933,1682,-119.97,90.37
62121,15935,1715,-109.45,91.32
62165,15937,1729,-97.23,91.62
62165,15941,1840,-55.03,89.79
62165,15971,1631,-88.99,89.75
62166,15973,1603,-120.21,91.27
62166,15975,1611,-138.67,93.64
62166,15977,1650,-139.22,95.92
62166,15979,1703,-123.62,97.31
62166,15983,1776,-91.38,97.01
62167,15985,1776,-70.09,95.66
62168,15987,1726,-71.4,94.45
62168,15989,1703,-79.78,93.72
62168,15991,1695,-88.15,93.44
62168,15993,1696,-93.48,93.44
62169,15995,1694,-97.32,93.63
62169,15997,1708,-95.05,93.71
62169,15999,1723,-88.13,93.43
62169,16001,1735,-78.84,92.7
62170,16003,1731,-72.72,91.7
62170,16005,1702,-76.26,90.93
62170,16008,1701,-77.95,90.28
62170,16010,1727,-70.39,89.28
62209,16012,1736,-61.87,87.91
62210,16016,1739,-54.8,86.26
62210,16019,1758,-44.17,84.15
62210,16022,1775,-32.02,81.55
62210,16024,1802,-16.1,78.27
62210,16026,1787,-10.43,74.88
62211,16028,1769,-12.66,71.77
62211,16030,1763,-16.56,69.01
62211,16032,1755,-22.01,66.66
62211,16034,1736,-31.6,64.91
62211,16036,1733,-38.92,63.61
62211,16038,1767,-33.35,62.09
62211,16040,1810,-16.23,59.8
62212,16042,1871,14.12,57.52
62212,16044,1899,43.42,56.81
62212,16046,1855,50.29,56.49
62212,16048,1786,34.53,55.39
62212,16051,1729,7.23,52.98
62212,16053,1685,-23.74,51.52
62213,16055,1643,-56.45,51.77
62258,16057,1652,-74.99,52.93
62259,16061,1754,-56.2,53.09
62259,16064,1760,-41.45,52.51
62259,16066,1734,-39.57,51.86
62259,16068,1734,-38.99,51.22
62259,16071,1732,-40.16,50.66
62260,16073,1757,-34.54,49.86
62260,16075,1778,-25.61,48.65
62260,16077,1785,-18.6,47.14
62260,16079,1766,-20.51,45.81
62260,16081,1773,-20.32,44.54
62260,16083,1775,-19.79,43.3
62261,16086,1758,-24.31,42.35
62261,16088,1780,-20.09,41.24
62261,16091,1787,-14.12,39.88
62261,16093,1763,-16.05,38.69
62261,16095,1705,-33.36,38.42
62261,16097,1649,-60.35,39.52
62261,16099,1599,-92.04,42.15
62262,16101,1576,-118.89,45.98
62262,16103,1614,-124.44,49.91
62305,16105,1718,-96.32,52.23
62306,16110,1840,-40.84,51.66
62306,16113,1825,-8.92,49.52
62306,16115,1775,-4.13,47.25
62306,16117,1731,-16.13,45.7
62306,16119,1685,-39.96,45.41
62306,16121,1685,-57.57,46.02
62307,16123,1725,-58.45,46.64
62307,16125,1741,-54.7,47.04
62307,16127,1709,-61.75,47.78
62307,16130,1680,-74.64,49.12
62307,16132,1685,-80.72,50.7
62307,16134,1719,-73.05,51.82
62307,16136,1764,-52.61,51.86
62308,16138,1779,-32.56,50.89
62308,16140,1754,-24.98,49.6
62308,16142,1742,-22.16,48.22
62308,16144,1744,-18.65,46.75
62308,16146,1770,-7.82,44.8
62308,16148,1763,-2.38,42.68
62309,16150,1739,-6.14,40.85
62354,16152,1732,-11.34,39.38
62354,16157,1739,-13.59,38.09
62354,16160,1700,-27.83,37.57
62355,16162,1679,-44.81,37.94
62355,16164,1680,-56.96,38.89
62355,16166,1685,-64.48,40.17
62355,16168,1708,-63.28,41.32
62355,16170,1738,-53.89,41.95
62355,16172,1749,-44.47,42.08
62355,16174,1748,-38.42,41.89
62356,16176,1743,-35.58,41.58
62356,16178,1732,-36.4,41.32
62356,16180,1713,-41.83,41.34
62356,16182,1672,-56.73,42.11
62356,16184,1658,-69.72,43.49
62356,16187,1648,-80.13,45.33
62357,16189,1648,-85.87,47.35
62357,16192,1671,-81.77,49.07
62357,16194,1696,-70.8,50.16
62357,16196,1732,-52.37,50.27
62357,16198,1750,-34.82,49.5
62402,16200,1776,-15.93,47.82
62403,16206,1834,13.14,46.09
62403,16208,1816,26.02,45.08
62403,16210,1781,22.84,43.97
62404,16212,1741,7.57,42.15
62404,16214,1703,-14.8,40.78
62404,16216,1683,-35.99,40.54
62404,16218,1679,-51.01,41.07
62404,16221,1728,-45.51,41.29
62404,16223,1795,-20.52,40.25
62404,16225,1903,29.93,39.73
62405,16227,1950,78.99,41.7
62405,16229,1937,108.78,45.05
62405,16231,1861,106.39,48.12
62405,16233,1759,74.44,49.43
62405,16235,1681,29.88,48.46
62405,16237,1665,-4.39,46.25
62406,16239,1698,-16.96,44.79
62406,16241,1737,-13.3,43.21
62406,16243,1728,-13.51,41.73
62406,16245,1709,-19.81,40.63
62409,16247,1740,-15.6,39.38
62458,16252,1808,6.48,37.74
62458,16260,1809,20.21,36.86
62458,16262,1792,22.73,36.15
62458,16265,1786,21.07,35.4
62459,16267,1756,9.71,34.11
62459,16269,1729,-6.83,32.75
62459,16271,1751,-11.58,31.69
62459,16273,1771,-8.41,30.53
62459,16275,1768,-6.38,29.32
62459,16277,1757,-7.19,28.21
62459,16279,1779,0.23,26.81
62460,16281,1779,6.69,25.81
62460,16284,1737,-0.18,24.53
62460,16286,1720,-8.67,23.73
62460,16288,1782,5.23,22.81
62460,16291,1925,58.14,24.57
62461,16293,2001,116.57,29.17
62461,16295,2001,155.16,35.47
62461,16297,1978,172.89,42.34
62461,16299,1903,160.71,48.26
62461,16301,1773,111.97,51.45
62503,16303,1664,45.32,51.14
62504,16308,1631,-9.93,49.08
62504,16311,1785,-0.79,46.67
62505,16313,1879,33.97,46.03
62505,16315,1874,56.09,46.53
62505,16317,1841,61.04,47.26
62505,16319,1797,51.0,47.45
62505,16321,1754,31.21,46.64
62505,16323,1713,5.56,44.58
62505,16325,1689,-18.79,43.29
62506,16327,1670,-40.67,43.16
62506,16330,1665,-56.67,43.84
62506,16332,1727,-48.67,44.08
62506,16334,1847,-7.3,42.24
62506,16336,1962,54.65,42.86
62506,16338,2023,113.78,46.41
62507,16340,2031,154.7,51.82
62507,16342,1952,157.13,57.09
62507,16344,1817,117.11,60.09
62507,16346,1737,65.66,60.37
62507,16348,1744,33.47,59.02
62554,16350,1766,19.46,57.04
62555,16355,1902,52.28,56.8
62555,16358,1937,86.31,58.28
62555,16360,1892,96.78,60.2
62555,16362,1823,83.8,61.38
62556,16364,1752,54.16,61.02
62556,16367,1738,30.23,59.48
62556,16369,1752,18.35,57.43
62556,16371,1758,11.86,55.15
62557,16373,1801,19.7,53.38
62557,16375,1870,44.55,52.94
62557,16377,1932,78.35,54.21
62557,16379,1958,107.01,56.85
62557,16381,1980,130.85,60.55
62558,16383,1962,139.56,64.5
62558,16385,1921,131.57,67.85
62558,16387,1877,112.06,70.06
62558,16389,1826,83.51,70.73
62558,16393,1764,46.38,69.52
62558,16395,1747,17.73,66.93
62559,16397,1761,4.63,63.81
62598,16399,1800,9.68,61.11
62598,16404,1966,64.88,61.29
62598,16407,2068,134.05,64.93
62598,16409,2095,189.17,71.14
62599,16411,2067,217.38,78.46
62599,16413,1980,209.09,84.99
62599,16415,1907,180.09,89.74
62599,16417,1913,160.85,93.3
62599,16420,1946,156.42,96.45
62600,16422,1960,156.35,99.45
62600,16424,1935,147.58,101.86
62600,16426,1920,136.09,103.57
62601,16428,1887,117.6,104.27
62601,16430,1856,95.29,103.82
62601,16432,1902,93.81,103.32
62601,16434,2036,133.01,104.8
62602,16436,2134,188.8,109.0
62602,16438,2118,221.31,114.62
62602,16440,2028,215.76,119.68
62603,16442,1934,183.46,122.87
62650,16444,1811,124.79,122.96
62650,16449,1741,64.68,120.05
62651,16452,1847,56.79,116.88
62651,16454,1924,75.41,114.81
62651,16456,1921,87.44,113.44
62651,16458,1848,73.44,111.44
62652,16460,1786,44.73,108.11
62652,16462,1756,15.45,103.47
62652,16464,1748,-7.79,98.69
62652,16467,1773,-17.2,94.61
62652,16469,1851,-1.52,89.96
62653,16471,1984,47.4,87.83
62653,16473,2066,103.22,88.6
62653,16475,2064,138.34,91.09
62653,16477,2013,144.96,93.78
62653,16479,1947,128.43,95.51
62654,16481,1882,97.45,95.61
62654,16483,1809,55.31,93.6
62654,16485,1760,13.79,89.61
62654,16487,1729,-21.18,86.18
62655,16490,1833,-10.85,82.42
62695,16492,2033,58.72,81.23
62696,16497,2085,123.05,83.32
62696,16502,1814,85.87,83.45
62696,16504,1758,44.02,81.48
62696,16506,1715,2.62,77.54
62696,16508,1694,-32.23,75.27
62697,16510,1746,-41.15,73.56
62697,16513,1861,-14.17,70.6
62697,16515,1993,41.53,69.14
62697,16517,2073,100.42,70.71
62697,16519,2032,124.78,73.41
62698,16521,1965,118.16,75.65
62698,16523,1908,94.34,76.58
62698,16525,1863,63.59,75.93
62698,16527,1839,35.68,73.92
62698,16529,1842,18.94,71.17
62699,16531,1858,14.55,68.34
62699,16533,1868,17.27,65.79
62699,16535,1892,29.21,63.96
62699,16537,1931,51.73,63.35
62700,16540,1966,79.72,64.16
62743,16542,1956,97.18,65.81
62744,16546,1862,81.48,66.6
62744,16549,1779,45.99,65.57
62744,16551,1755,14.28,63.0
62744,16553,1787,1.41,59.92
62744,16555,1839,6.67,57.26
62745,16557,1876,19.08,55.35
62745,16560,1911,35.26,54.35
62745,16562,1954,56.15,54.44
62745,16564,2013,85.07,55.97
62745,16566,2113,132.0,59.77
62746,16568,2139,169.38,65.25
62746,16570,2077,174.61,70.72
62746,16572,1983,149.58,74.66
62746,16574,1891,106.0,76.23
62747,16576,1807,53.61,75.1
62747,16578,1749,4.15,71.55
62747,16580,1683,-45.06,70.23
62747,16582,1621,-92.74,71.35
62747,16584,1663,-108.52,73.21
62748,16586,1788,-78.78,73.49
62791,16589,1936,-12.92,70.46
62791,16593,2154,96.44,71.76
62791,16597,2094,149.71,75.66
62791,16599,1945,136.86,78.72
62792,16602,1792,77.58,78.66
62792,16604,1660,-6.46,75.05
62792,16606,1567,-94.68,76.03
62792,16608,1535,-166.25,80.54
62792,16610,1572,-204.69,86.75
62793,16612,1676,-199.63,92.39
62793,16614,1796,-159.7,95.76
62793,16616,1911,-97.32,95.84
62793,16618,1985,-31.88,92.64
62793,16620,2032,27.67,89.39
62793,16622,2028,68.1,88.33
62794,16624,2015,93.18,88.57
62794,16626,2009,110.25,89.65
62794,16628,1994,119.44,91.14
62794,16631,1976,122.45,92.71
62794,16633,1927,111.87,93.67
62795,16635,1834,78.66,92.92
62839,16637,1730,26.51,89.6
62840,16642,1690,-19.64,86.1
62840,16645,1739,-35.61,83.57
62840,16647,1783,-33.57,81.07
62841,16649,1820,-22.51,78.15
62841,16651,1860,-5.46,74.51
62842,16653,1900,14.85,71.53
62842,16655,1929,33.56,69.63
62842,16657,1939,45.42,68.42
62842,16659,1958,55.68,67.78
62843,16661,1965,61.98,67.49
62843,16663,1917,50.12,66.62
62843,16666,1839,18.28,64.21
62843,16668,1752,-28.33,62.41
62844,16670,1714,-68.81,62.73
62844,16672,1720,-90.81,64.14
62845,16674,1735,-97.03,65.78
62845,16676,1760,-89.54,66.97
62846,16678,1817,-63.64,66.8
62847,16680,1859,-30.74,65.0
62847,16682,1894,3.57,61.93
62847,16684,1894,26.98,60.18
62896,16688,1816,18.37,58.09
62896,16700,1807,7.9,55.58
62897,16702,1843,9.03,53.25
62897,16704,1879,17.54,51.47
62897,16706,1903,27.21,50.25
62897,16709,1906,31.43,49.31
62898,16711,1887,25.78,48.14
62898,16713,1853,9.72,46.22
62898,16715,1804,-16.86,44.75
62898,16717,1792,-38.27,44.42
62899,16719,1823,-42.16,44.31
62899,16721,1827,-41.46,44.17
62899,16723,1803,-45.45,44.23
62899,16725,1758,-58.6,44.95
62900,16727,1739,-70.02,46.2
62900,16729,1768,-66.07,47.2
62900,16731,1821,-45.11,47.09
62900,16733,1878,-12.34,45.36
62900,16736,1920,22.79,44.23
62901,16738,1923,46.66,44.35
62901,16740,1901,54.49,44.86
62942,16742,1878,50.52,45.14
62942,16746,1833,31.67,44.47
62942,16750,1792,4.03,42.44
62942,16752,1754,-28.31,41.74
62942,16754,1704,-66.86,42.99
62943,16756,1678,-101.66,45.93
62943,16758,1699,-119.07,49.58
62943,16760,1715,-125.56,53.38
62943,16762,1714,-129.27,57.18
62944,16764,1750,-119.62,60.3
62944,16766,1799,-96.85,62.13
62944,16768,1823,-72.7,62.65
62944,16771,1810,-58.86,62.47
62944,16773,1813,-47.35,61.71
62945,16775,1832,-32.82,60.26
62945,16777,1845,-18.31,58.17
62945,16779,1852,-5.93,55.56
62945,16781,1836,-2.22,52.89
62946,16783,1818,-5.24,50.51
62946,16785,1786,-17.18,48.84
62993,16787,1764,-32.24,48.01
62993,16792,1696,-63.23,48.77
62993,16799,1666,-93.52,51.01
62993,16802,1707,-101.89,53.55
62994,16804,1757,-92.75,55.51
62994,16806,1803,-73.08,56.39
62994,16808,1807,-59.06,56.52
62994,16810,1808,-49.8,56.19
62994,16812,1789,-49.69,55.86
62995,16814,1790,-49.53,55.55
62995,16816,1785,-50.87,55.31
62995,16818,1789,-50.22,55.06
62995,16820,1816,-41.04,54.36
62996,16823,1840,-26.83,52.98
62996,16825,1825,-20.84,51.37
62996,16827,1776,-30.55,50.33
62996,16829,1732,-49.31,50.28
62996,16831,1719,-64.82,51.01
62997,16833,1709,-77.27,52.32
62997,16835,1711,-84.25,53.92
62997,16837,1693,-93.83,55.91
63041,16839,1668,-107.61,58.5
63042,16845,1746,-93.67,60.26
63042,16847,1809,-65.93,60.54
63042,16849,1859,-33.24,59.18
63043,16852,1903,0.62,56.25
63043,16854,1892,18.58,54.36
63043,16856,1863,20.5,52.67
63043,16858,1823,8.71,50.47
63044,16860,1776,-13.82,48.64
63044,16862,1737,-40.44,48.23
63044,16864,1693,-70.58,49.35
63044,16866,1653,-101.26,51.94
63044,16868,1652,-120.15,55.35
63045,16870,1685,-120.73,58.62
63045,16872,1727,-106.42,61.01
63045,16874,1746,-89.46,62.43
63045,16876,1741,-78.57,63.24
63045,16879,1729,-74.55,63.81
63046,16881,1707,-78.79,64.56
63046,16883,1675,-92.08,65.93
63046,16885,1673,-102.8,67.78
63090,16887,1717,-98.16,69.29
63090,16891,1845,-58.06,68.73
63091,16894,1843,-33.17,66.95
63091,16896,1802,-30.22,65.12
63091,16898,1759,-42.29,63.98
63091,16900,1727,-60.54,63.8
63092,16904,1725,-73.16,64.27
63092,16906,1727,-80.03,65.06
63092,16908,1717,-86.04,66.11
63092,16910,1698,-93.73,67.49
63093,16912,1712,-92.44,68.74
63093,16914,1734,-82.69,69.44
63093,16917,1763,-65.4,69.23
63093,16919,1777,-48.02,68.17
63093,16921,1780,-34.49,66.49
63094,16923,1776,-26.31,64.48
63094,16925,1774,-21.74,62.34
63094,16927,1758,-24.29,60.44
63094,16929,1743,-31.71,59.0
63094,16931,1713,-47.11,58.41
63095,16933,1678,-69.4,58.96
63137,16935,1680,-85.07,60.26
63138,16940,1753,-74.69,60.99
63138,16943,1757,-67.2,61.3
63139,16945,1771,-58.42,61.15
63139,16947,1783,-49.05,60.55
63139,16949,1782,-42.79,59.66
63139,16952,1780,-38.55,58.6
63140,16954,1778,-35.29,57.44
63140,16956,1759,-37.49,56.44
63140,16958,1745,-41.64,55.7
63140,16960,1758,-38.89,54.86
63140,16962,1766,-33.05,53.77
63141,16964,1785,-22.07,52.19
63141,16966,1785,-13.7,50.26
63141,16968,1775,-10.56,48.28
63141,16970,1760,-12.9,46.51
63141,16972,1767,-12.75,44.82
63142,16974,1782,-8.89,43.02
63142,16976,1785,-6.43,41.19
63142,16979,1772,-9.92,39.63
63142,16981,1744,-21.97,38.75
63143,16983,1724,-37.27,38.67
63192,16987,1701,-55.38,39.51
63192,16996,1863,-19.52,38.51
63192,16998,1838,-3.13,36.74
63192,17000,1810,-0.62,34.93
63193,17002,1804,-0.55,33.22
63193,17004,1774,-8.91,32.0
63193,17007,1734,-25.59,31.68
63193,17009,1742,-33.14,31.75
63193,17011,1759,-31.62,31.75
63193,17014,1772,-25.24,31.42
63193,17016,1785,-15.79,30.64
63194,17018,1782,-9.43,29.58
63194,17020,1768,-8.89,28.54
63194,17022,1763,-9.98,27.62
63194,17024,1757,-12.87,26.88
63194,17026,1759,-14.9,26.28
63195,17028,1780,-10.92,25.51
63195,17030,1825,4.11,24.44
63195,17032,1856,22.25,24.33
63195,17034,1866,36.15,24.92
63240,17036,1874,46.69,26.01
63241,17041,1838,42.05,26.81
63241,17043,1789,23.73,26.66
63241,17046,1711,-11.92,25.92
63241,17049,1699,-38.8,26.57
63241,17051,1718,-49.87,27.73
63241,17053,1744,-47.89,28.74
63242,17055,1745,-44.59,29.53
63242,17057,1735,-43.89,30.25
63242,17059,1746,-38.97,30.69
63242,17061,1792,-21.12,30.21
63243,17063,1835,4.01,28.9
63243,17065,1863,28.97,28.9
63243,17067,1846,39.75,29.44
63243,17069,1809,34.62,29.7
63243,17071,1790,24.06,29.42
63243,17073,1782,13.25,28.61
63244,17075,1775,2.81,27.32
63244,17078,1786,-1.67,26.04
63244,17080,1801,-0.58,24.77
63244,17082,1836,10.58,24.06
63244,17084,1869,28.21,24.26
63289,17086,1888,46.21,25.36
63290,17090,1853,48.4,26.51
63290,17094,1758,22.13,26.29
63291,17096,1712,-8.38,25.4
63291,17098,1703,-30.39,25.65
63291,17100,1722,-38.19,26.28
63291,17102,1769,-28.2,26.37
63291,17104,1788,-15.05,25.81
63291,17106,1794,-4.23,24.73
63292,17109,1830,13.44,24.16
63292,17112,1846,29.24,24.42
63292,17114,1848,39.15,25.15
63292,17116,1842,42.46,26.02
63292,17118,1839,42.2,26.83
63293,17120,1839,40.62,27.52
63293,17122,1824,33.97,27.84
63293,17124,1806,23.43,27.62
63293,17126,1814,18.6,27.17
63293,17128,1853,27.41,27.18
63294,17130,1871,39.49,27.8
63294,17132,1861,45.62,28.69
63347,17134,1831,41.9,29.35
63347,17140,1774,23.53,29.06
63348,17143,1766,10.05,28.11
63348,17145,1776,5.21,26.96
63348,17147,1781,4.43,25.83
63348,17149,1794,8.37,24.96
63348,17151,1830,21.88,24.81
63349,17153,1863,40.36,25.59
63349,17155,1869,53.53,26.98
63349,17157,1871,61.49,28.71
63349,17159,1862,62.39,30.39
63349,17161,1836,53.43,31.54
63349,17163,1808,37.43,31.84
63350,17166,1797,22.18,31.36
63350,17168,1782,6.74,30.12
63350,17170,1791,-1.1,28.67
63350,17172,1832,6.26,27.55
63350,17174,1880,26.33,27.49
63350,17176,1899,46.43,28.44
63351,17178,1894,59.41,29.99
63351,17180,1868,61.31,31.55
63394,17182,1834,53.34,32.64
63394,17186,1743,21.61,32.09
63394,17200,1852,33.84,32.18
63394,17202,1871,48.52,32.99
63394,17204,1871,58.66,34.28
63395,17206,1842,56.56,35.39
63395,17208,1807,44.01,35.82
63395,17212,1782,27.15,35.39
63395,17214,1778,13.53,34.3
63395,17216,1800,9.84,33.07
63395,17218,1818,11.58,32.0
63395,17220,1832,15.78,31.19
63396,17222,1829,16.61,30.46
63396,17224,1813,11.45,29.51
63396,17226,1807,5.55,28.31
63396,17228,1807,1.34,26.96
63397,17230,1806,-1.64,25.7
63397,17232,1841,7.36,24.78
63397,17234,1903,32.79,25.18
63397,17236,1951,65.19,27.18
63397,17239,1971,93.82,30.51
63443,17241,1945,105.99,34.29
63443,17245,1843,84.19,36.78
63443,17249,1811,60.54,37.97
63443,17251,1806,43.83,38.26
63444,17253,1793,29.35,37.82
63444,17255,1785,17.65,36.81
63444,17257,1789,11.12,35.52
63444,17259,1815,14.27,34.46
63444,17261,1839,22.91,33.88
63444,17263,1858,33.31,33.85
63445,17266,1872,43.06,34.31
63445,17268,1888,52.75,35.24
63445,17270,1892,58.78,36.41
63445,17272,1885,59.2,37.55
63445,17274,1886,58.58,38.6
63445,17276,1876,54.43,39.4
63445,17278,1856,45.44,39.7
63446,17280,1835,33.46,39.39
63446,17282,1807,17.89,38.31
63446,17284,1782,1.25,36.46
63446,17286,1807,-0.83,34.68
