pc_time_ms,emg_timestamp,raw_adc,clean_emg,envelope
106178,59999,1632,15.48,59.54
106178,60001,1618,9.91,57.06
106179,60003,1599,0.26,54.22
106179,60005,1593,-8.0,51.91
106179,60008,1599,-11.5,49.89
106179,60010,1607,-11.01,47.94
106179,60013,1624,-5.06,45.8
106179,60015,1628,0.68,43.54
106179,60017,1613,0.51,41.39
106182,60019,1608,-0.72,39.36
106182,60024,1620,2.34,37.51
106230,60026,1626,6.38,35.95
106231,60031,1616,6.12,34.46
106231,60033,1628,9.41,33.21
106231,60036,1640,14.97,32.3
106231,60038,1635,16.84,31.52
106232,60040,1634,17.35,30.81
106232,60042,1641,19.33,30.24
106232,60044,1633,17.83,29.62
106232,60046,1632,16.17,28.95
106233,60048,1639,16.92,28.35
106233,60050,1637,16.72,27.76
106233,60052,1632,15.12,27.13
106233,60054,1627,12.69,26.41
106233,60056,1639,14.92,25.84
106234,60058,1640,17.07,25.4
106234,60060,1634,17.07,24.98
106234,60062,1656,24.01,24.93
106234,60065,1669,32.86,25.33
106234,60067,1674,40.48,26.09
106234,60069,1691,50.72,27.32
106235,60071,1700,60.21,28.96
106278,60073,1693,64.26,30.73
106278,60077,1697,67.86,32.58
106278,60080,1681,65.12,34.21
106279,60082,1689,65.33,35.77
106279,60084,1713,72.38,37.6
106279,60086,1731,82.25,39.83
106279,60088,1744,92.53,42.46
106279,60090,1748,100.38,45.36
106279,60092,1744,104.24,48.3
106280,60094,1741,105.77,51.18
106280,60096,1745,107.93,54.02
106280,60098,1749,110.58,56.84
106280,60101,1741,110.01,59.5
106280,60103,1732,107.0,61.88
106280,60105,1726,103.25,63.95
106280,60107,1719,98.69,65.68
106281,60109,1719,95.61,67.18
106281,60111,1722,94.33,68.54
106281,60114,1725,94.14,69.82
106281,60117,1733,96.02,71.13
106281,60119,1754,103.03,72.72
106323,60121,1760,108.86,74.53
106324,60127,1799,123.67,76.99
106324,60129,1778,126.44,79.46
106324,60131,1775,126.49,81.81
106324,60133,1771,124.53,83.95
106325,60135,1763,120.19,85.76
106325,60137,1764,117.17,87.33
106325,60139,1770,116.75,88.8
106325,60142,1759,113.18,90.02
106325,60144,1761,111.53,91.1
106325,60146,1776,115.17,92.3
106326,60148,1776,117.89,93.58
106326,60150,1776,119.92,94.9
106326,60152,1788,124.99,96.4
106326,60154,1794,130.15,98.09
106326,60156,1791,132.49,99.81
106326,60158,1791,133.65,101.5
106326,60160,1787,132.64,103.06
106326,60162,1774,127.36,104.27
106327,60164,1760,118.82,105.0
106372,60166,1759,111.98,105.35
106373,60172,1768,109.31,105.55
106373,60174,1791,113.67,105.95
106373,60176,1805,120.11,106.66
106373,60178,1817,127.36,107.7
106373,60180,1836,137.32,109.18
106373,60182,1825,140.2,110.73
106374,60185,1802,134.82,111.93
106374,60187,1783,125.28,112.6
106374,60189,1777,117.04,112.82
106374,60191,1769,109.26,112.64
106374,60193,1780,107.61,112.39
106374,60195,1794,110.98,112.32
106374,60197,1785,110.75,112.24
106375,60199,1776,107.91,112.03
106375,60201,1779,106.76,111.76
106375,60203,1776,104.76,111.41
106375,60205,1775,102.59,110.97
106375,60207,1786,103.74,110.61
106375,60209,1805,109.37,110.55
106375,60212,1809,113.41,110.69
106417,60214,1813,116.3,110.97
106418,60220,1785,108.84,110.87
106419,60223,1766,97.22,110.18
106419,60225,1750,83.95,108.87
106419,60227,1758,77.02,107.28
106419,60229,1784,80.02,105.92
106419,60231,1800,86.87,104.96
106419,60233,1809,94.29,104.43
106420,60235,1819,102.43,104.33
106420,60237,1827,110.45,104.64
106420,60239,1823,114.77,105.14
106420,60241,1826,118.66,105.82
106420,60244,1824,120.69,106.56
106420,60246,1813,118.7,107.17
106421,60248,1809,116.03,107.61
106421,60250,1815,115.82,108.02
106421,60252,1817,115.96,108.42
106421,60254,1811,113.83,108.69
106421,60256,1816,113.35,108.92
106421,60258,1809,110.31,108.99
106422,60260,1803,105.78,108.83
106469,60265,1811,104.43,108.61
106470,60268,1815,104.05,108.38
106470,60270,1832,108.25,108.38
106470,60272,1832,110.47,108.48
106470,60274,1838,113.22,108.72
106471,60276,1830,112.22,108.89
106471,60278,1825,109.71,108.93
106472,60280,1817,105.43,108.76
106472,60282,1818,102.8,108.46
106472,60285,1827,103.77,108.23
106472,60287,1824,103.63,108.0
106473,60289,1834,106.63,107.93
106473,60291,1846,112.29,108.15
106473,60293,1845,115.75,108.53
106473,60295,1851,119.69,109.09
106474,60297,1850,121.74,109.72
106474,60299,1854,123.9,110.43
106474,60301,1839,120.33,110.92
106475,60303,1831,114.93,111.12
106475,60305,1833,111.3,111.13
106515,60307,1819,104.07,110.78
106515,60312,1835,103.43,110.41
106516,60316,1830,100.98,109.94
106516,60319,1838,101.22,109.5
106517,60322,1831,98.83,108.97
106517,60324,1834,97.71,108.41
106517,60326,1851,101.72,108.07
106518,60328,1867,108.93,108.12
106518,60330,1877,116.52,108.54
106518,60332,1887,124.38,109.33
106518,60334,1882,127.92,110.26
106518,60336,1867,125.6,111.03
106518,60338,1850,118.79,111.41
106519,60340,1843,112.02,111.44
106519,60342,1834,104.75,111.11
106519,60344,1835,100.16,110.56
106519,60346,1853,102.43,110.16
106519,60349,1871,109.23,110.11
106519,60351,1875,114.72,110.34
106520,60353,1875,117.94,110.72
106520,60355,1872,118.6,111.11
106522,60357,1865,116.25,111.37
106567,60362,1850,109.44,111.27
106568,60370,1845,102.66,110.84
106569,60372,1848,98.39,110.22
106569,60374,1865,100.08,109.71
106569,60376,1882,105.86,109.52
106569,60378,1906,116.55,109.87
106569,60380,1920,127.58,110.76
106570,60382,1919,134.36,111.94
106570,60384,1897,132.04,112.94
106570,60386,1880,125.19,113.55
106570,60388,1873,118.45,113.8
106570,60390,1866,111.91,113.7
106570,60393,1861,106.15,113.33
106571,60395,1860,102.13,112.77
106571,60397,1852,97.11,111.98
106571,60399,1848,92.5,111.01
106571,60401,1862,93.41,110.13
106571,60403,1877,98.15,109.53
106572,60405,1885,103.15,109.21
106572,60407,1896,109.03,109.2
106573,60409,1903,114.15,109.45
106573,60413,1893,113.59,109.66
106619,60416,1888,110.71,109.71
106619,60423,1876,104.3,109.44
106620,60425,1873,98.4,108.89
106620,60427,1873,93.97,108.14
106620,60429,1884,94.06,107.44
106620,60431,1898,98.29,106.98
106620,60433,1903,102.74,106.77
106620,60435,1904,106.22,106.74
106621,60437,1902,108.18,106.81
106621,60440,1894,107.34,106.84
106621,60442,1896,107.57,106.88
106621,60444,1906,110.87,107.08
106621,60446,1903,112.19,107.33
106621,60448,1905,113.54,107.64
106622,60450,1916,117.42,108.13
106622,60452,1914,118.94,108.67
106622,60454,1913,119.02,109.19
106622,60456,1913,118.3,109.64
106622,60458,1905,114.6,109.89
106622,60460,1902,110.39,109.92
106666,60462,1903,107.08,109.78
106667,60467,1904,104.47,109.51
106668,60470,1909,103.65,109.22
106669,60472,1922,106.55,109.08
106669,60474,1935,112.07,109.23
106669,60476,1944,118.25,109.68
106669,60478,1952,124.66,110.43
106669,60480,1937,124.39,111.13
106669,60482,1928,121.49,111.65
106670,60484,1921,117.5,111.94
106670,60486,1914,112.83,111.99
106670,60489,1907,107.71,111.77
106670,60491,1904,103.43,111.35
106670,60493,1906,101.12,110.84
106670,60495,1901,97.91,110.2
106670,60497,1901,95.42,109.46
106671,60499,1907,95.04,108.74
106671,60501,1905,93.53,107.98
106671,60503,1904,91.42,107.15
106671,60505,1904,89.12,106.25
106671,60507,1907,87.57,105.31
106715,60509,1907,85.67,104.33
106717,60514,1928,89.92,103.61
106717,60517,1910,86.72,102.77
106717,60519,1905,82.57,101.76
106718,60521,1908,80.38,100.69
106718,60524,1899,76.13,99.46
106718,60526,1899,73.36,98.15
106718,60528,1901,72.35,96.86
106718,60530,1904,72.91,95.67
106718,60532,1923,79.33,94.85
106718,60535,1945,90.55,94.63
106719,60537,1953,100.65,94.94
106719,60539,1957,108.6,95.62
106719,60541,1964,115.83,96.63
106720,60543,1955,117.62,97.68
106720,60545,1936,112.63,98.43
106720,60547,1925,105.4,98.78
106720,60549,1919,98.19,98.75
106720,60551,1917,92.19,98.42
106720,60553,1929,91.25,98.06
106720,60555,1945,94.93,97.9
106762,60557,1952,99.01,97.96
106763,60563,1937,96.77,97.9
106763,60566,1918,89.11,97.46
106764,60568,1915,82.69,96.72
106764,60570,1910,76.64,95.72
106764,60572,1919,75.12,94.69
106764,60574,1928,76.73,93.79
106764,60576,1936,80.15,93.11
106764,60578,1934,81.77,92.54
106764,60580,1936,83.33,92.08
106765,60582,1950,88.43,91.9
106765,60584,1946,90.45,91.82
106765,60586,1934,87.94,91.63
106765,60589,1938,87.17,91.41
106765,60591,1931,84.25,91.05
106765,60593,1926,80.49,90.52
106765,60595,1931,79.16,89.95
106765,60597,1932,78.27,89.37
106766,60599,1921,74.07,88.6
106766,60601,1916,69.44,87.65
106766,60603,1923,68.13,86.67
106811,60605,1916,64.88,85.58
106812,60610,1926,65.43,84.57
106812,60613,1922,64.32,83.56
106812,60615,1930,65.71,82.67
106812,60617,1938,68.77,81.97
106813,60619,1935,69.66,81.36
106813,60621,1922,66.09,80.59
106813,60623,1917,61.95,79.66
106813,60627,1899,53.59,78.36
106813,60629,1896,46.94,76.79
106813,60631,1903,44.51,75.17
106813,60633,1903,42.84,73.56
106814,60635,1899,40.46,71.9
106814,60637,1903,39.96,70.3
106814,60639,1897,37.68,68.67
106814,60641,1895,35.36,67.01
106814,60643,1904,36.27,65.47
106814,60645,1918,40.82,64.24
106814,60647,1911,41.48,63.1
106814,60649,1909,40.98,61.99
106814,60651,1912,41.21,60.96
106819,60654,1904,38.69,59.84
106864,60658,1911,38.86,58.79
106864,60666,1913,39.43,57.82
106865,60668,1912,39.42,56.9
106865,60670,1911,39.08,56.01
106865,60672,1922,42.18,55.32
106865,60674,1920,43.73,54.74
106865,60676,1913,42.73,54.14
106866,60678,1904,39.43,53.41
106866,60681,1898,35.48,52.51
106866,60683,1875,25.99,51.18
106866,60685,1876,19.96,49.62
106866,60687,1883,18.02,48.04
106867,60689,1868,12.17,46.25
106867,60691,1871,9.0,44.39
106867,60693,1888,11.73,42.75
106867,60695,1900,16.86,41.46
106867,60697,1900,19.88,40.38
106868,60699,1904,22.63,39.49
106868,60701,1903,23.69,38.7
106868,60703,1901,23.35,37.94
106868,60705,1892,20.09,37.04
106871,60707,1893,17.98,36.09
106872,60711,1877,11.73,34.87
106921,60714,1879,8.24,33.54
106921,60719,1888,8.86,32.31
106922,60721,1890,10.24,31.2
106922,60723,1880,8.55,30.07
106922,60725,1887,9.89,29.06
106922,60729,1902,15.62,28.39
106922,60731,1898,18.51,27.9
106922,60733,1886,16.95,27.35
106923,60736,1868,10.48,26.5
106923,60738,1853,1.51,25.26
106923,60740,1844,-7.39,24.36
106923,60742,1861,-8.5,23.57
106923,60744,1869,-7.12,22.75
106923,60746,1894,0.94,21.66
106923,60748,1926,15.54,21.35
106923,60750,1935,27.56,21.66
106924,60752,1925,32.13,22.19
106924,60754,1909,29.94,22.57
106924,60757,1892,23.1,22.6
106924,60759,1867,10.96,22.02
106924,60761,1862,1.52,20.99
106928,60764,1859,-5.27,20.21
106928,60768,1861,-8.61,19.63
106988,60770,1877,-5.39,18.91
106988,60777,1916,9.1,18.42
106989,60779,1910,17.51,18.38
106989,60781,1909,23.08,18.61
106989,60783,1918,29.54,19.16
106989,60785,1918,33.71,19.89
106990,60787,1902,31.37,20.46
106990,60789,1895,27.26,20.8
106990,60791,1888,21.91,20.86
106990,60793,1877,14.56,20.54
106990,60796,1871,7.4,19.88
106990,60798,1871,2.26,19.0
106990,60800,1864,-3.54,18.23
106990,60802,1862,-8.18,17.73
106991,60804,1870,-8.95,17.29
106991,60806,1867,-10.33,16.94
106991,60808,1867,-11.18,16.65
106991,60810,1876,-8.91,16.27
106991,60812,1885,-4.53,15.68
106991,60814,1887,-0.83,14.94
106991,60816,1888,2.1,14.29
107024,60818,1890,4.78,13.82
107024,60822,1870,0.67,13.16
107025,60825,1865,-3.51,12.68
107025,60827,1847,-11.63,12.63
107025,60829,1844,-17.89,12.89
107025,60831,1853,-19.3,13.21
107025,60833,1855,-19.58,13.53
107025,60836,1840,-24.27,14.07
107026,60840,1817,-34.4,15.08
107026,60842,1814,-42.21,16.44
107026,60844,1822,-45.16,17.87
107026,60846,1837,-42.76,19.12
107026,60848,1850,-37.4,20.03
107026,60850,1865,-29.49,20.51
107026,60853,1874,-21.69,20.56
107026,60855,1870,-17.87,20.43
107027,60857,1862,-17.86,20.3
107027,60859,1851,-21.2,20.35
107027,60861,1826,-30.84,20.87
107027,60863,1808,-42.43,21.95
107027,60865,1809,-49.45,23.32
107032,60867,1822,-49.68,24.64
107076,60872,1872,-34.2,25.12
107076,60880,1862,-26.25,25.18
107076,60882,1843,-26.25,25.23
107077,60884,1827,-30.84,25.51
107077,60886,1828,-33.51,25.91
107077,60888,1839,-31.96,26.21
107077,60890,1844,-29.47,26.38
107077,60892,1858,-23.75,26.24
107077,60894,1873,-15.65,25.71
107078,60896,1872,-10.82,24.97
107078,60898,1873,-7.62,24.1
107078,60900,1880,-3.66,23.08
107078,60902,1879,-1.51,22.0
107078,60905,1872,-2.26,21.01
107078,60907,1867,-4.19,20.17
107078,60909,1858,-7.97,19.56
107078,60911,1863,-8.63,19.02
107078,60913,1876,-4.68,18.3
107079,60915,1900,5.71,17.67
107079,60917,1909,15.89,17.58
107085,60919,1913,24.31,17.92
107085,60923,1904,27.52,18.4
107131,60925,1876,21.42,18.55
107131,60931,1869,15.25,18.38
107132,60935,1906,22.21,18.58
107132,60937,1924,32.2,19.26
107132,60939,1925,38.97,20.24
107132,60941,1924,42.85,21.37
107132,60943,1921,44.1,22.51
107132,60945,1904,39.38,23.35
107133,60947,1894,32.8,23.82
107133,60949,1905,31.38,24.2
107133,60951,1908,31.16,24.55
107133,60953,1906,30.34,24.84
107133,60955,1912,31.6,25.18
107133,60957,1913,32.82,25.56
107134,60960,1913,33.77,25.97
107134,60962,1917,35.76,26.46
107134,60964,1933,42.05,27.24
107134,60966,1932,46.1,28.18
107134,60968,1932,48.88,29.22
107134,60970,1931,50.44,30.28
107134,60972,1929,50.84,31.31
107178,60974,1909,44.99,31.99
107179,60979,1900,38.2,32.3
107179,60982,1893,31.38,32.25
107179,60984,1908,31.13,32.2
107179,60986,1926,36.16,32.4
107179,60988,1947,45.58,33.06
107180,60990,1967,57.57,34.28
107180,60992,1972,66.7,35.9
107180,60994,1961,69.07,37.56
107180,60996,1968,72.34,39.3
107180,60998,1951,69.12,40.79
107180,61000,1930,60.46,41.77
107180,61002,1918,51.02,42.24
107180,61004,1913,43.34,42.29
107180,61006,1903,35.45,41.95
107181,61009,1906,31.39,41.42
107181,61011,1923,34.1,41.06
107181,61013,1937,40.36,41.02
107181,61015,1950,48.53,41.4
107181,61017,1962,57.49,42.2
107181,61019,1968,64.98,43.34
107227,61021,1962,67.71,44.56
107227,61027,1931,59.64,45.31
107227,61029,1907,46.39,45.37
107227,61031,1904,36.06,44.9
107227,61033,1924,34.73,44.39
107228,61036,1941,38.65,44.11
107228,61038,1959,46.46,44.22
107228,61041,1965,53.31,44.68
107228,61043,1963,57.15,45.3
107228,61045,1954,56.93,45.88
107228,61047,1960,58.55,46.52
107229,61049,1957,58.81,47.13
107229,61051,1951,57.32,47.64
107229,61053,1960,59.2,48.22
107229,61055,1963,61.56,48.88
107229,61057,1937,55.51,49.22
107229,61059,1942,53.04,49.41
107229,61061,1946,52.63,49.57
107229,61063,1947,52.61,49.72
107229,61065,1958,55.72,50.02
107230,61067,1962,58.71,50.45
107274,61070,1960,59.68,50.92
107285,61075,1954,58.0,51.27
107285,61077,1947,54.19,51.42
107286,61079,1942,49.57,51.32
107286,61081,1938,44.77,51.0
107286,61084,1932,39.33,50.41
107286,61086,1932,35.38,49.66
107286,61088,1938,34.34,48.89
107286,61090,1935,32.66,48.08
107286,61092,1928,29.43,47.15
107286,61094,1931,28.23,46.2
107287,61096,1926,26.05,45.2
107287,61098,1907,19.03,43.89
107287,61100,1910,15.37,42.46
107287,61102,1917,15.16,41.1
107287,61104,1923,16.91,39.89
107287,61106,1936,22.0,38.99
107287,61108,1955,31.0,38.59
107287,61111,1954,36.51,38.49
107288,61113,1944,36.85,38.41
107288,61115,1946,37.28,38.35
107323,61117,1943,36.28,38.25
107323,61122,1937,33.47,38.01
107324,61124,1936,31.02,37.66
107324,61126,1947,32.51,37.4
107324,61128,1964,38.55,37.46
107324,61130,1972,45.0,37.84
107324,61133,1965,47.27,38.31
107324,61135,1963,48.26,38.81
107325,61139,1932,39.74,38.85
107325,61141,1918,29.97,38.41
107325,61143,1925,25.73,37.77
107325,61145,1936,26.43,37.21
107325,61147,1949,30.97,36.9
107325,61149,1968,39.77,37.04
107325,61151,1970,46.17,37.5
107325,61153,1956,45.98,37.92
107326,61155,1941,40.94,38.07
107326,61157,1936,35.59,37.95
107326,61159,1920,26.77,37.39
107326,61161,1912,18.04,36.42
107326,61163,1916,13.05,35.25
107370,61167,1920,10.66,34.02
107371,61171,1958,20.27,33.33
107371,61173,1965,28.68,33.1
107371,61175,1970,35.67,33.23
107371,61177,1958,36.62,33.4
107371,61179,1949,34.46,33.45
107372,61181,1936,29.12,33.24
107372,61183,1934,25.06,32.83
107372,61186,1936,23.15,32.34
107372,61188,1935,21.83,31.82
107372,61190,1945,24.22,31.44
107372,61192,1965,32.05,31.47
107372,61194,1965,37.44,31.77
107373,61196,1963,40.43,32.2
107373,61198,1961,41.71,32.68
107373,61200,1945,37.53,32.92
107373,61202,1941,33.23,32.93
107373,61204,1946,31.54,32.86
107373,61206,1962,34.9,32.97
107373,61208,1968,38.63,33.25
107373,61210,1972,42.0,33.69
107377,61212,1980,46.34,34.32
107424,61217,1971,46.27,34.92
107425,61225,1939,36.39,34.99
107425,61227,1940,29.93,34.74
107425,61229,1938,25.03,34.25
107425,61231,1947,24.58,33.77
107425,61233,1963,29.28,33.54
107426,61235,1965,33.22,33.53
107426,61237,1960,34.49,33.58
107426,61241,1950,32.41,33.52
107426,61243,1951,31.31,33.41
107426,61245,1955,31.73,33.32
107426,61247,1970,36.4,33.48
107426,61249,1977,41.45,33.88
107426,61251,1979,45.16,34.44
107426,61253,1975,46.12,35.02
107427,61255,1967,44.0,35.47
107427,61258,1948,36.54,35.53
107427,61260,1939,28.55,35.18
107427,61262,1944,24.51,34.64
107427,61264,1941,20.83,33.95
107427,61266,1943,18.93,33.2
107473,61268,1953,20.69,32.58
107473,61273,1936,16.8,31.79
107474,61275,1946,17.21,31.06
107474,61278,1907,5.81,29.8
107474,61280,1914,0.26,28.32
107474,61282,1906,-5.84,27.2
107474,61284,1910,-8.72,26.27
107475,61286,1909,-10.99,25.51
107475,61288,1918,-9.91,24.73
107475,61290,1920,-8.75,23.93
107475,61292,1910,-11.19,23.29
107475,61294,1911,-12.8,22.77
107475,61296,1924,-10.23,22.14
107475,61298,1919,-10.23,21.55
107476,61301,1915,-11.63,21.05
107476,61303,1915,-12.7,20.63
107476,61305,1898,-18.55,20.53
107476,61307,1887,-25.72,20.79
107476,61309,1885,-30.94,21.3
107476,61311,1887,-33.56,21.91
107476,61313,1898,-31.67,22.4
107518,61315,1910,-26.45,22.6
107519,61320,1922,-19.05,22.42
107519,61323,1917,-15.38,22.07
107519,61325,1918,-12.51,21.59
107520,61327,1904,-14.75,21.25
107520,61329,1901,-17.18,21.05
107520,61331,1902,-18.54,20.92
107520,61333,1891,-22.8,21.02
107520,61335,1888,-26.62,21.3
107520,61338,1889,-28.92,21.68
107521,61340,1871,-35.9,22.39
107521,61343,1853,-46.0,23.57
107521,61345,1852,-53.05,25.04
107521,61347,1836,-62.52,26.92
107521,61349,1850,-64.57,28.8
107521,61351,1871,-59.52,30.34
107521,61354,1878,-53.95,31.52
107522,61356,1886,-47.79,32.33
107522,61358,1901,-39.18,32.67
107522,61360,1908,-31.35,32.61
107566,61362,1908,-26.15,32.28
107567,61367,1869,-34.37,32.39
107568,61370,1829,-51.83,33.36
107569,61372,1818,-66.61,35.02
107569,61374,1810,-78.5,37.2
107569,61376,1818,-83.52,39.51
107569,61378,1835,-81.2,41.6
107569,61380,1839,-77.93,43.41
107569,61382,1835,-76.55,45.07
107570,61384,1839,-74.22,46.53
107570,61386,1839,-72.58,47.83
107570,61388,1833,-73.34,49.11
107570,61390,1827,-75.8,50.44
107570,61393,1836,-74.94,51.67
107570,61395,1847,-71.24,52.64
107570,61397,1857,-65.92,53.31
107571,61399,1868,-59.16,53.6
107571,61401,1869,-54.35,53.64
107571,61403,1855,-55.27,53.72
107571,61405,1833,-62.28,54.15
107571,61407,1836,-65.7,54.73
107615,61409,1815,-73.73,55.68
107615,61414,1830,-73.93,56.59
107615,61417,1828,-73.88,57.45
107616,61419,1827,-73.4,58.25
107616,61421,1837,-69.41,58.81
107616,61423,1840,-65.29,59.13
107616,61425,1845,-60.67,59.21
107616,61427,1854,-54.7,58.98
107616,61429,1854,-50.71,58.57
107616,61431,1848,-50.0,58.14
107616,61433,1846,-50.4,57.75
107617,61435,1845,-51.27,57.43
107617,61437,1841,-53.35,57.23
107617,61440,1841,-54.97,57.11
107617,61442,1841,-56.17,57.07
107617,61444,1830,-60.26,57.23
107617,61447,1820,-65.86,57.66
107617,61449,1822,-68.72,58.21
107618,61451,1815,-72.3,58.92
107618,61453,1827,-70.56,59.5
107618,61455,1842,-64.31,59.74
107662,61457,1840,-60.15,59.76
107662,61462,1820,-62.87,59.91
107662,61465,1804,-69.1,60.37
107662,61467,1802,-73.52,61.03
107662,61469,1808,-74.39,61.7
107663,61471,1810,-74.17,62.32
107663,61473,1817,-71.83,62.8
107663,61475,1839,-63.68,62.84
107663,61478,1855,-53.53,62.38
107663,61480,1866,-43.65,61.44
107663,61482,1883,-32.19,59.98
107663,61484,1895,-21.17,58.04
107664,61486,1888,-16.08,55.94
107664,61488,1878,-15.76,53.93
107664,61490,1874,-16.64,52.07
107664,61492,1860,-21.1,50.52
107664,61494,1859,-23.86,49.18
107664,61496,1863,-23.81,47.92
107664,61498,1868,-21.46,46.59
107664,61500,1858,-22.08,45.37
107664,61502,1863,-20.27,44.11
107710,61504,1873,-15.47,42.68
107710,61509,1871,-12.44,41.17
107711,61512,1870,-10.55,39.64
107711,61514,1860,-12.36,38.27
107711,61516,1860,-13.86,37.05
107711,61518,1861,-15.0,35.95
107712,61520,1850,-19.61,35.13
107712,61522,1840,-26.31,34.69
107712,61524,1841,-31.08,34.51
107712,61527,1836,-36.27,34.6
107712,61529,1839,-39.23,34.83
107712,61531,1845,-39.63,35.07
107712,61533,1859,-35.74,35.1
107712,61535,1857,-33.62,35.03
107712,61537,1868,-28.66,34.71
107713,61539,1882,-20.75,34.01
107713,61541,1876,-16.76,33.15
107713,61543,1868,-15.96,32.29
107713,61546,1857,-18.14,31.58
107713,61549,1834,-25.91,31.3
107713,61551,1830,-31.74,31.32
107755,61553,1835,-33.59,31.44
107756,61559,1846,-31.1,31.42
107756,61561,1840,-30.96,31.4
107756,61563,1839,-31.12,31.38
107756,61565,1842,-30.5,31.34
107756,61567,1848,-28.61,31.2
107757,61569,1853,-26.32,30.96
107757,61571,1866,-21.45,30.48
107757,61573,1882,-13.96,29.66
107757,61575,1881,-9.8,28.66
107757,61577,1871,-10.47,27.75
107757,61580,1854,-16.32,27.18
107757,61582,1840,-24.5,27.05
107757,61584,1838,-30.37,27.21
107758,61586,1840,-33.22,27.51
107758,61588,1843,-33.55,27.82
107758,61590,1845,-32.38,28.04
107758,61592,1856,-27.5,28.02
107758,61594,1872,-18.68,27.55
107758,61596,1873,-11.87,26.77
107803,61598,1859,-11.11,25.98
107803,61603,1817,-23.03,25.84
107803,61606,1793,-38.23,26.46
107803,61608,1791,-49.12,27.59
107803,61610,1790,-56.9,29.05
107804,61612,1795,-60.91,30.65
107804,61614,1813,-58.58,32.04
107804,61616,1827,-53.31,33.11
107804,61618,1826,-50.64,33.98
107804,61620,1831,-47.93,34.68
107804,61622,1837,-44.81,35.19
107805,61624,1829,-45.46,35.7
107805,61626,1817,-49.64,36.4
107805,61628,1813,-53.53,37.25
107805,61630,1803,-58.75,38.33
107805,61633,1790,-65.51,39.69
107805,61635,1788,-69.8,41.19
107805,61637,1789,-71.41,42.7
107805,61639,1804,-66.99,43.92
107806,61641,1816,-59.49,44.7
107806,61643,1829,-49.83,44.95
107852,61645,1832,-41.95,44.8
107852,61652,1799,-46.35,44.88
107853,61654,1794,-50.84,45.18
107853,61656,1799,-52.54,45.55
107853,61659,1809,-50.98,45.82
107853,61661,1827,-44.95,45.78
107853,61663,1846,-35.68,45.27
107854,61665,1845,-30.27,44.52
107854,61667,1847,-26.54,43.62
107854,61669,1851,-23.2,42.6
107854,61671,1848,-22.04,41.57
107854,61673,1839,-23.92,40.69
107854,61675,1830,-27.58,40.03
107854,61677,1824,-31.3,39.6
107854,61679,1811,-36.94,39.46
107855,61681,1811,-39.85,39.48
107855,61683,1817,-39.05,39.46
107855,61686,1816,-37.92,39.38
107855,61688,1825,-33.72,39.1
107855,61690,1843,-24.97,38.4
107855,61692,1852,-16.15,37.28
107896,61694,1852,-10.28,35.93
107896,61699,1829,-13.56,34.81
107896,61701,1817,-19.9,34.07
107897,61703,1804,-28.67,33.8
107897,61705,1804,-35.16,33.87
107897,61707,1799,-41.58,34.25
107897,61709,1802,-45.44,34.81
107897,61711,1810,-45.95,35.37
107897,61713,1813,-45.57,35.88
107897,61715,1821,-42.94,36.23
107898,61718,1835,-36.84,36.26
107898,61720,1838,-31.56,36.03
107898,61722,1831,-29.71,35.71
107898,61724,1825,-29.77,35.41
107898,61726,1827,-28.61,35.07
107898,61728,1825,-27.76,34.71
107898,61730,1829,-25.33,34.24
107898,61732,1841,-19.49,33.5
107898,61734,1834,-17.17,32.69
107899,61736,1833,-15.6,31.83
107904,61738,1839,-12.57,30.87
107905,61742,1845,-8.75,29.76
107952,61745,1851,-4.55,28.5
107953,61750,1851,-2.05,27.18
107953,61754,1856,0.71,25.86
107953,61756,1842,-2.09,24.67
107954,61758,1829,-8.33,23.85
107954,61760,1818,-16.18,23.47
107954,61763,1815,-22.57,23.42
107954,61765,1814,-27.22,23.61
107954,61767,1835,-23.96,23.63
107954,61769,1842,-19.46,23.42
107954,61771,1851,-13.48,22.92
107955,61773,1862,-5.87,22.07
107955,61775,1858,-1.67,21.05
107955,61777,1849,-1.26,20.06
107955,61779,1855,1.1,19.11
107955,61781,1868,6.87,18.5
107955,61783,1870,11.59,18.16
107955,61786,1869,14.63,17.98
107955,61788,1875,18.56,18.01
107955,61790,1857,15.82,17.9
107955,61792,1864,16.02,17.81
107959,61794,1869,17.57,17.79
107959,61798,1872,19.39,17.87
108007,61801,1885,24.33,18.2
108007,61807,1865,21.43,18.36
108008,61809,1869,20.44,18.46
108008,61811,1860,16.88,18.38
108008,61813,1858,13.72,18.15
108008,61815,1869,14.8,17.98
108008,61817,1865,14.27,17.8
108009,61819,1860,12.4,17.53
108009,61821,1865,12.65,17.28
108009,61823,1868,13.77,17.11
108009,61825,1856,10.98,16.8
108009,61827,1858,9.77,16.45
108009,61829,1870,12.62,16.26
108009,61831,1870,14.6,16.18
108010,61833,1873,16.83,16.21
108010,61836,1888,22.8,16.54
108010,61838,1887,26.44,17.03
108010,61840,1878,26.05,17.48
108010,61842,1875,24.74,17.85
108010,61844,1874,23.42,18.13
108010,61846,1845,13.73,17.91
108053,61848,1828,2.05,17.11
108054,61852,1825,-6.7,16.59
108054,61857,1849,-5.31,16.03
108055,61859,1854,-2.8,15.37
108055,61861,1855,-0.81,14.64
108055,61863,1857,1.06,13.96
108055,61865,1853,0.99,13.31
108055,61867,1843,-2.21,12.76
108055,61869,1842,-4.84,12.36
