ts,red_raw,ir_raw
23228,1146951,1155753
23242,1146924,1155744
23256,1146871,1155636
23271,1146874,1155603
23286,1146907,1155644
23306,1146919,1155619
23322,1146900,1155625
23336,1146855,1155613
23356,1146947,1155802
23372,1146944,1155810
23386,1146933,1155816
23404,1146924,1155823
23419,1146964,1155831
23433,1146960,1155836
23450,1147002,1156006
23466,1146875,1155674
23481,1147025,1156028
23499,1147028,1156029
23515,1147008,1156041
23529,1147034,1156054
23543,1147036,1156053
23558,1147065,1156173
23573,1147091,1156151
23587,1147072,1156149
23601,1147055,1156174
23627,1147041,1156195
23642,1147071,1156178
23656,1147106,1156289
23671,1147111,1156283
23685,1147101,1156305
23709,1147108,1156306
23725,1147098,1156308
23739,1147092,1156315
23753,1146860,1155742
23769,1146835,1155653
23784,1146817,1155591
23798,1146786,1155585
23812,1146807,1155539
23827,1146778,1155504
23842,1146743,1155474
23856,1146639,1155163
23870,1146634,1155174
23890,1146640,1155222
23909,1146649,1155206
23925,1146677,1155238
23941,1426921,1438746
23956,1426899,1438786
23970,1426915,1438805
23985,1426910,1438791
24000,1426903,1438770
24015,1426941,1438792
24033,1426929,1438792
24049,1426895,1438729
24063,1426934,1438801
24077,1426876,1438747
24092,1426884,1438706
24107,1426867,1438725
24134,1426856,1438698
24148,1426876,1438767
24163,1426897,1438776
24178,1426839,1438770
24193,1426901,1438817
24208,1426896,1438780
24223,1426883,1438825
24240,1426974,1439022
24255,1426964,1439060
24269,1426974,1439096
24283,1426985,1439070
24303,1427019,1439141
24319,1426989,1439092
24335,1426993,1439092
24350,1427055,1439279
24365,1427049,1439258
24380,1427058,1439280
24397,1427072,1439308
24413,1427045,1439314
24429,1427081,1439317
24444,1427106,1439403
24458,1427096,1439401
24473,1427073,1439432
24487,1427142,1439424
24501,1427083,1439422
24525,1427092,1439424
24540,1427166,1439593
24554,1427169,1439610
24568,1427147,1439629
24584,1427148,1439652
24599,1427165,1439596
24615,1427165,1439636
24630,1427180,1439647
24646,1426683,1438453
24660,1427171,1439650
24674,1426665,1438389
24696,1426619,1438285
24711,1426616,1438284
24725,1426645,1438221
24741,1426577,1438213
24757,1426632,1438332
24771,1426657,1438339
24785,1426652,1438391
24801,1426661,1438394
24816,1426665,1438396
24839,1426684,1438477
24854,1426689,1438565
24868,1426686,1438536
24882,1426705,1438534
24896,1426702,1438554
24912,1426760,1438530
24926,1426698,1438549
24941,1426669,1438425
24966,1426675,1438426
24981,1426644,1438423
24995,1426652,1438431
25009,1426653,1438383
25026,1426637,1438389
25043,1426703,1438566
25058,1426691,1438575
25072,1426688,1438526
25091,1426700,1438591
25106,1426693,1438598
25120,1426739,1438616
25134,1426716,1438605
25151,1426801,1438858
25166,1426821,1438850
25180,1426840,1438878
25195,1426792,1438859
25211,1426842,1438912
25225,1426836,1438878
25239,1426882,1438979
25261,1426873,1438956
25276,1426880,1439020
25290,1426877,1439028
25305,1426849,1439019
25321,1426868,1438999
25336,1426889,1439030
25350,1426923,1439136
25367,1426920,1439100
25382,1426905,1439198
25396,1426885,1439137
25410,1426929,1439157
25425,1426926,1439178
25440,1426974,1439349
25458,1426988,1439341
25473,1426993,1439332
25489,1426985,1439315
25503,1426985,1439358
25517,1426969,1439326
25531,1426989,1439337
25553,1426460,1438001
25568,1426466,1438004
25582,1426444,1437979
25600,1426461,1437969
25616,1426485,1437924
25630,1426435,1437941
25644,1426576,1438289
25659,1426569,1438295
25674,1426572,1438257
25688,1426575,1438341
25702,1426568,1438305
25726,1426608,1438329
25741,1426620,1438481
25757,1426627,1438496
25777,1426634,1438497
25792,1426639,1438485
25806,1426659,1438476
25821,1426631,1438485
25836,1426502,1438188
25852,1426474,1438202
25867,1426528,1438204
25889,1426491,1438213
25904,1426527,1438200
25918,1426515,1438206
25934,1426521,1438196
25949,1426615,1438444
25965,1426624,1438460
25985,1426637,1438463
26001,1426613,1438485
26016,1426627,1438490
26030,1426625,1438467
26044,1426671,1438689
26060,1426671,1438698
26075,1426669,1438695
26089,1426693,1438715
26105,1426680,1438663
26120,1426660,1438700
26134,1426722,1438729
26154,1426725,1438816
26169,1426745,1438823
26185,1426724,1438802
26205,1426701,1438820
26220,1426700,1438802
26234,1426750,1438767
26249,1426776,1438960
26265,1426784,1438971
26280,1426783,1438971
26294,1426746,1439018
26316,1426767,1438994
26331,1426300,1437836
26345,1426280,1437775
26359,1426291,1437742
26374,1426243,1437700
26389,1426261,1437672
26403,1426256,1437619
26417,1426239,1437626
26439,1426287,1437778
26454,1426300,1437780
26468,1426316,1437804
26485,1426295,1437824
26500,1426303,1437840
26514,1426328,1437859
26530,1426356,1438047
26545,1426384,1438046
26562,1426406,1438066
26583,1426387,1438055
26600,1426395,1438079
26615,1426400,1438046
26629,1426296,1437876
26648,1426338,1437889
26663,1426303,1437866
26679,1426313,1437901
26698,1426323,1437872
26714,1426299,1437873
26728,1426288,1437873
26742,1426342,1438075
26757,1426377,1438088
26773,1426369,1438085
26789,1426396,1438116
26803,1426394,1438093
26828,1426494,1438360
26843,1426515,1438325
26857,1426472,1438368
26871,1426480,1438357
26887,1426490,1438408
26903,1426478,1438409
26917,1426488,1438420
26931,1426550,1438535
26955,1426559,1438538
26970,1426545,1438552
26985,1426550,1438572
27001,1426566,1438550
27017,1426559,1438556
27032,1426561,1438742
27046,1426624,1438731
27061,1426602,1438695
27076,1426618,1438704
27098,1426586,1438727
27115,1426607,1438698
27129,1426528,1438550
27142,1426545,1438529
27158,1426534,1438450
27173,1426476,1438409
27190,1426432,1438310
27207,1426451,1438263
27222,1426390,1438213
27237,1426006,1437192
27251,1426003,1437207
27266,1426037,1437216
27281,1426011,1437228
27298,1426025,1437244
27313,1426021,1437223
27329,1426171,1437578
27344,1426174,1437600
27358,1426169,1437629
27372,1426159,1437608
27392,1426179,1437614
27407,1426155,1437608
27422,1426182,1437681
27437,1426183,1437678
27452,1426177,1437676
27466,1426174,1437612
27480,1426160,1437664
27497,1426193,1437655
27512,1426173,1437639
27526,1426104,1437601
27540,1426129,1437591
27564,1426144,1437611
27579,1426138,1437597
27600,1426158,1437627
27616,1426151,1437619
27631,1426289,1437940
27645,1426272,1437886
27659,1426261,1437936
27674,1426272,1437946
27688,1426260,1437947
27704,1426309,1437982
27726,1426378,1438198
27741,1426362,1438209
27755,1426362,1438220
27769,1426301,1437999
27785,1426366,1438228
27801,1426375,1438216
27820,1426424,1438387
27835,1426426,1438418
27850,1426430,1438383
27864,1426457,1438413
27878,1426429,1438375
27893,1426452,1438410
27909,1426441,1438401
27925,1426484,1438541
27941,1426461,1438525
27955,1426492,1438580
27969,1426506,1438550
27983,1426505,1438563
27999,1426512,1438575
28014,1426509,1438591
28031,1426428,1438477
28046,1426413,1438359
28061,1426424,1438285
28075,1426375,1438258
28089,1426345,1438217
28111,1426329,1438157
28128,1425867,1437139
28145,1425917,1437141
28161,1425936,1437167
28175,1425957,1437148
28189,1425972,1437208
28206,1425965,1437214
28222,1426117,1437605
28236,1426111,1437663
28250,1426080,1437620
28271,1426122,1437634
28286,1426107,1437643
28300,1426120,1437625
28317,1426141,1437689
28332,1426130,1437700
28346,1426116,1437685
28361,1426142,1437640
28375,1426130,1437676
28396,1426115,1437682
28639,1426331,1438213
28654,1426344,1438221
28668,1426317,1438219
28682,1426342,1438217
28697,1426310,1438232
28712,1426417,1438410
28727,1426438,1438390
28749,1426412,1438410
28764,1426398,1438425
28778,1426402,1438436
28792,1426397,1438419
28806,1426408,1438451
28824,1426460,1438581
28840,1426476,1438566
28854,1426454,1438618
28875,1426489,1438590
28890,1426471,1438618
28904,1426499,1438593
28918,1426325,1438246
28938,1426299,1438220
28953,1426284,1438154
28969,1443897,1450202
28986,1705682,1719882
29001,1705661,1719823
29015,1705289,1718849
29029,1705300,1718855
29046,1705262,1718851
29061,1705326,1718878
29075,1705316,1718893
29089,1705301,1718850
29109,1705308,1718967
29124,1705481,1719349
29169,1705489,1719344
29184,1705468,1719350
29198,1705508,1719357
29214,1705498,1719374
29232,1705511,1719465
29247,1705524,1719457
29261,1705530,1719453
29277,1705535,1719451
29292,1705522,1719428
29308,1705527,1719455
29323,1705518,1719462
29340,1705565,1719411
29356,1705551,1719479
29371,1705559,1719482
29393,1705548,1719491
29408,1705530,1719501
29423,1705712,1719814
29437,1705674,1719819
29452,1705679,1719857
29467,1705691,1719847
29482,1705674,1719845
29496,1705712,1719879
29517,1705807,1720195
29661,1705949,1982257
29683,1705949,1982271
29698,1706018,1982505
29711,1706041,1982555
29726,1706037,1982513
29741,1706078,1982529
29759,1706029,1982541
29774,1706058,1982519
29794,1706063,1982555
29810,1705743,1981769
29825,1705750,1981623
29839,1705677,1981581
29854,1705683,1981527
29869,1705650,1981488
29883,1705621,1981424
29972,1705599,1981344
29987,1705626,1981392
30001,1705786,1981852
30016,1705796,1981896
30031,1705791,1981862
30045,1705820,1981869
30063,1705838,1981880
30085,1705856,1981929
30100,1705773,1981772
30114,1705775,1981782
30128,1705740,1981765
30146,1705779,1981721
30162,1705747,1981733
30177,1705765,1981700
30191,1705760,1981724
30211,1705816,1981829
30226,1705774,1981813
30240,1705790,1981839
30258,1705825,1981858
30274,1705808,1981847
30288,1705815,1981895
30303,1705954,1982238
30318,1705898,1982206
30334,1705946,1982261
30349,1705966,1982243
30363,1705946,1982237
30381,1705972,1982265
30396,1705971,1982276
30411,1706015,1982432
30425,1706016,1982402
30444,1706018,1982455
30685,1705589,1981307
30700,1705548,1981196
30714,1705539,1981229
30728,1705550,1981224
30743,1705540,1981279
30757,1705570,1981287
30774,1705579,1981306
30799,1705619,1981342
30814,1705704,1981643
30828,1705713,1981661
30842,1705644,1981669
30856,1705725,1981678
30872,1705707,1981674
30887,1705708,1981698
30901,1705672,1981607
30921,1705634,1981539
30937,1705637,1981571
30952,1705657,1981561
30966,1705625,1981535
30986,1705624,1981517
31001,1705724,1981696
31016,1705696,1981742
31036,1705714,1981725
31052,1705721,1981758
31066,1705724,1981754
31080,1705724,1981739
31095,1705740,1981799
31111,1705843,1982102
31125,1705872,1982075
31139,1705837,1982094
31158,1705845,1982142
31174,1705845,1982158
31408,1705638,1981666
31423,1705618,1981588
31437,1705597,1981538
31451,1705539,1981428
31466,1705548,1981388
31480,1705531,1981331
31495,1705407,1980979
31521,1705382,1981026
31537,1705412,1981047
31551,1705428,1981088
31565,1705445,1981055
31579,1705452,1981105
31595,1705562,1981397
31610,1705538,1981414
31624,1705546,1981423
31645,1705555,1981404
31660,1705563,1981433
31674,1705535,1981430
31692,1705546,1981439
31707,1705543,1981453
31721,1705550,1981473
31737,1705550,1981448
31751,1705561,1981447
31770,1705545,1981438
31785,1705518,1981429
31801,1705570,1981515
31817,1705570,1981533
31832,1705581,1981554
31847,1705586,1981533
31861,1705586,1981557
31875,1705556,1981591
31896,1705749,1981940
32121,1705949,1982462
32136,1705954,1982529
32150,1705965,1982526
32165,1705956,1982543
32180,1705902,1982538
32194,1706017,1982719
32209,1706035,1982694
32231,1706011,1982668
32247,1705992,1982636
32262,1705966,1982650
32276,1705964,1982590
32290,1705309,1980954
32305,1705320,1980925
32320,1705303,1980835
32335,1705295,1980904
32349,1705289,1980864
32369,1705288,1980869
32385,1705256,1980870
32400,1705476,1981344
32415,1705510,1981378
32430,1705508,1981360
32444,1705500,1981395
32458,1705498,1981380
32472,1705506,1981409
32633,1705497,1981377
32648,1705480,1981409
32662,1705510,1981392
32677,1705568,1981712
32691,1705605,1981660
32706,1705613,1981705
32720,1705598,1981728
32743,1705614,1981745
32759,1705634,1981751
32774,1705638,1981753
32789,1705744,1982088
32803,1705714,1982087
32818,1705748,1982084
32833,1705764,1982094
32847,1705766,1982096
32861,1705771,1982085
32882,1705848,1982319
32898,1705856,1982330
32912,1705846,1982368
32927,1705801,1982339
32943,1705864,1982344
32958,1705842,1982351
32972,1705858,1982320
32986,1705910,1982529
33164,1705693,1981918
33179,1705295,1980852
33193,1705287,1980868
33207,1705266,1980857
33222,1705288,1980875
33240,1705276,1980838
33255,1705290,1980922
33277,1705461,1981354
33294,1705482,1981371
33309,1705492,1981386
33323,1705478,1981388
33340,1705465,1981371
33355,1705452,1981376
33370,1705488,1981399
33384,1705461,1981395
33404,1705463,1981389
33787,1705805,1982242
33802,1705800,1982236
33817,1705796,1982260
33831,1705795,1982300
33846,1705796,1982291
33861,1705785,1982297
33875,1705913,1982494
33898,1705927,1982493
33913,1705915,1982524
33928,1705893,1982506
33943,1705904,1982492
33958,1705889,1982505
33973,1984905,2262999
33988,1984885,2262956
34002,1984883,2262928
34022,1984888,2262878
34268,1985051,2263354
34286,1985084,2263339
34301,1985067,2263350
34315,1985052,2263347
34330,1985072,2263352
34344,1985032,2263352
34359,1985065,2263356
34375,1985296,2263753
34396,1985299,2263773
34418,1985315,2263835
34433,1985334,2263839
34447,1985329,2263910
34462,1985332,2263865
34477,1985567,2264333
34492,1985621,2264324
34506,1985619,2264361
34525,1985644,2264361
34541,1985642,2264366
34556,1985659,2264383
34571,1985794,2264597
34587,1985805,2264626
34601,1985825,2264609
34615,1985832,2264630
34629,1985811,2264619
34890,1985037,2263016
34905,1985043,2263037
34919,1985041,2263074
34934,1985083,2263072
34949,1985090,2263123
34966,1985386,2263718
34981,1985386,2263712
35002,1985410,2263733
35029,1985431,2263760
35043,1985433,2263744
35057,1985439,2263810
35071,1985486,2263692
35088,1985465,2263662
35103,1985484,2263672
35117,1985489,2263669
35136,1985481,2263695
35152,1985515,2263675
35166,1985395,2263458
35184,1985417,2263470
35200,1985418,2263457
35214,1985398,2263421
35228,1985392,2263411
35242,1985403,2263427
