red_raw,red_final (Filtered),ir_raw,ir_final (Filtered)
4139,-33622.45,2887,-31547.65
1369,-31996.37,838,-29575.92
1280,-28945.1,775,-26624.86
1216,-25777.04,712,-23677.3
555,-23249.18,353,-21178.88
544,-20658.01,349,-18765.29
446,-18328.42,340,-16580.25
446,-16195.31,343,-14629.09
410,-14315.97,336,-12908.21
407,-12636.86,336,-11385.79
399,-11153.24,337,-10041.12
399,-9838.63,331,-8859.38
394,-8680.86,330,-7815.0
394,-7656.91,331,-6891.98
397,-6751.03,338,-6073.36
393,-5956.02,330,-5360.19
388,-5256.68,332,-4727.02
392,-4634.37,326,-4172.79
397,-4083.29,330,-3678.47
396,-3600.69,329,-3244.32
387,-3181.43,328,-2861.94
393,-2803.39,328,-2524.19
392,-2472.35,330,-2224.82
394,-2179.05,328,-1963.08
399,-1917.98,331,-1729.52
395,-1693.11,326,-1528.15
396,-1492.97,321,-1351.88
387,-1322.66,332,-1186.02
395,-1162.79,327,-1047.56
390,-1027.8,324,-926.33
402,-899.01,318,-821.69
416,-781.31,319,-725.33
394,-700.57,331,-631.79
396,-619.78,322,-561.0
391,-550.51,339,-484.39
400,-480.55,324,-434.34
400,-422.4,327,-383.07
393,-376.83,324,-339.85
389,-336.25,328,-297.6
394,-294.29,334,-257.82
393,-259.57,327,-230.77
394,-228.26,330,-202.46
401,-196.4,326,-180.94
391,-178.54,338,-152.18
395,-156.29,327,-139.51
395,-137.5,325,-125.89
392,-123.18,323,-113.18
391,-109.86,332,-94.37
397,-93.19,324,-87.06
397,-81.14,326,-76.53
406,-65.2,331,-64.05
389,-67.13,330,-56.18
401,-53.87,330,-49.46
389,-54.07,330,-43.6
386,-51.57,329,-39.11
389,-44.57,332,-32.67
396,-34.33,329,-30.31
392,-31.56,320,-33.21
396,-25.5,320,-31.14
390,-25.86,323,-25.97
397,-19.06,324,-21.8
398,-15.07,328,-16.22
386,-20.87,328,-13.45
394,-15.18,326,-12.96
391,-14.49,324,-13.09
390,-13.76,332,-6.64
394,-9.73,335,-2.43
391,-9.91,329,-5.21
393,-7.77,329,-5.47
