red_raw,red_final (Filtered),ir_raw,ir_final (Filtered)
313889,234209.08,41365,25301.82
593021,409594.22,324127,213618.73
593366,419245.88,324654,243194.7
600394,390981.72,597260,413578.25
600524,350944.97,597450,421533.59
601556,311942.78,599107,389034.84
601547,275794.34,599055,347977.19
601762,243566.88,599715,308719.09
601767,214904.75,599719,272787.5
601078,189091.73,598334,239791.39
601057,166624.16,598278,211214.22
601023,146885.58,598223,186161.11
600842,129400.6,598210,164137.2
600868,114097.6,598261,144777.27
602566,101760.64,599712,128663.95
602603,90092.3,599763,113784.34
603443,80118.02,600572,100981.74
603458,70856.21,600587,89247.47
604007,62915.18,600996,79037.89
604005,55605.56,601012,69809.01
604033,49092.17,601009,61593.15
604034,43310.7,601000,54321.5
603952,38145.51,600854,47808.99
603934,33614.38,600832,42120.65
603892,29609.06,600763,37088.09
603898,26106.37,600770,32696.44
603902,23024.44,600776,28836.04
603953,20340.14,601019,25594.55
603973,17961.5,601028,22624.85
604019,15878.01,601081,20003.72
604015,14011.0,601065,17645.14
603550,12045.7,600014,14855.03
603535,10524.73,599998,12889.01
603330,9115.85,599571,11019.22
603330,7992.06,599566,9615.65
603359,7054.35,599615,8483.97
603349,6216.3,599615,7483.23
603404,5517.86,599712,6665.17
603405,4877.04,599713,5897.43
603394,4296.84,599714,5207.16
603347,3756.54,599582,4505.18
603345,3302.21,599583,3949.05
603261,2852.71,599434,3375.56
603271,2505.62,599428,2942.34
603201,2159.71,599342,2527.21
603204,1892.43,599331,2202.1
603003,1530.16,598918,1656.48
602999,1307.32,598909,1373.52
602863,1049.36,598660,1018.87
602869,900.02,598651,837.67
602555,575.09,597978,268.38
602531,428.83,597946,81.32
602135,89.34,597126,-524.49
602128,-8.11,597102,-648.41
601981,-130.85,596767,-850.23
601968,-159.4,596767,-829.06
601971,-151.05,596750,-765.13
601927,-165.82,596660,-745.03
601917,-162.22,596634,-694.57
601802,-225.02,596353,-812.41
601785,-233.23,596353,-773.32
601840,-178.61,596462,-624.76
601841,-149.09,596450,-542.81
601842,-128.43,596436,-485.78
601832,-119.16,596450,-421.02
601827,-110.1,596449,-369.87
601830,-96.53,596445,-328.49
601565,-263.38,595904,-654.48
601547,-295.08,595868,-705.31
601197,-513.75,595078,-1190.23
601168,-544.79,595068,-1218.19
601162,-510.58,595012,-1159.98
600773,-720.7,594215,-1583.89
600776,-710.49,594208,-1561.23
600795,-635.13,594262,-1387.29
600807,-554.47,594269,-1221.68
600883,-436.27,594455,-951.77
600889,-365.72,594457,-802.24
600979,-256.52,594651,-566.3
600981,-206.1,594656,-455.88
601051,-128.89,594813,-283.98
601049,-99.97,594818,-213.45
601106,-45.87,594974,-72.74
601118,-20.35,594969,-34.63
601145,5.9,595084,55.28
601157,20.05,595088,75.88
601162,25.25,595094,78.68
601154,19.04,595108,82.16
601161,20.63,595119,83.54
601185,35.45,595166,108.44
601175,29.45,595163,103.54
601083,-36.49,594970,-36.33
601078,-53.31,594957,-77.11
600953,-137.18,594735,-230.27
600969,-135.89,594729,-253.32
600984,-113.94,594804,-187.22
600989,-95.4,594797,-159.54
601005,-71.94,594842,-108.8
601011,-55.9,594840,-88.24
