ts,red_raw,ir_raw,led_current
64108,870872,876994,25
64123,870858,877002,25
64137,870854,877017,25
64151,870863,877019,25
64171,870759,876652,25
64189,870731,876619,25
64204,870704,876587,25
64219,870676,876541,25
64233,870684,876474,25
64249,870644,876455,25
64266,870514,876174,25
64281,870587,876343,25
64298,870553,876179,25
64320,870564,876249,25
64335,870533,876252,25
64350,870586,876243,25
64364,870560,876260,25
64383,870658,876442,25
64399,870625,876459,25
64414,870674,876443,25
64428,870648,876459,25
64443,870634,876460,25
64458,870642,876439,25
64472,870653,876503,25
64486,870656,876517,25
64506,870639,876519,25
64521,870679,876478,25
64536,870677,876509,25
64552,870664,876521,25
64567,870714,876579,25
64581,870654,876500,25
64595,870698,876591,25
64611,870698,876599,25
64627,870699,876612,25
64641,870727,876632,25
64655,870704,876618,25
64676,870788,876859,25
64691,870825,876844,25
64706,870818,876875,25
64723,870816,876887,25
64738,870812,876878,25
64752,870790,876897,25
64768,870803,876929,25
64784,870864,876978,25
64798,870863,876988,25
64812,870902,876987,25
64834,870874,877016,25
64849,870866,877023,25
64866,870916,877141,25
64882,870921,877163,25
64897,870895,877154,25
64913,870923,877139,25
64928,870927,877160,25
64943,870950,877116,25
64957,870924,877178,25
64971,870599,876330,25
64991,870616,876296,25
65006,870581,876255,25
65021,870588,876249,25
65040,870561,876233,25
65056,870572,876222,25
65071,870666,876477,25
65085,870690,876502,25
65099,870653,876492,25
65124,870657,876484,25
65140,870668,876539,25
65154,870686,876525,25
65168,870727,876640,25
65182,870731,876627,25
65197,870754,876621,25
65213,870716,876660,25
65229,870726,876656,25
65244,870715,876648,25
65258,870766,876624,25
65272,870682,876494,25
65287,870686,876475,25
65302,870680,876490,25
65316,870669,876497,25
65331,870678,876465,25
65354,870664,876477,25
65370,870702,876666,25
65384,870775,876678,25
65402,870746,876684,25
65418,870748,876691,25
65433,870726,876701,25
65448,870765,876700,25
65462,870853,876877,25
65477,870846,876896,25
65491,870821,876894,25
65505,870838,876893,25
65529,870837,876912,25
65544,870828,876915,25
65558,870857,876878,25
65573,870887,877016,25
65588,870906,877014,25
65602,870905,877021,25
65616,870890,877018,25
65631,870874,877034,25
65646,870896,877031,25
65660,870842,876789,25
65674,870770,876810,25
65698,870805,876742,25
65713,870788,876680,25
65727,870762,876652,25
65742,870708,876608,25
65757,870724,876592,25
65771,870508,876133,25
65785,870557,876155,25
65799,870549,876171,25
65819,870536,876183,25
65849,870545,876164,25
65864,870624,876378,25
65879,870636,876392,25
65893,870616,876377,25
65907,870629,876413,25
65922,870641,876408,25
65938,870626,876400,25
65953,870622,876410,25
65972,870635,876473,25
65988,870643,876462,25
66003,870640,876460,25
66017,870642,876488,25
66032,870620,876442,25
66047,870636,876433,25
66062,870650,876471,25
66076,870664,876480,25
66096,870674,876507,25
66111,870667,876505,25
66125,870691,876495,25
66150,870665,876523,25
66165,870745,876746,25
66179,870769,876703,25
66193,870785,876742,25
66207,870763,876741,25
66222,870786,876783,25
66236,870779,876765,25
66252,870819,876885,25
66267,870806,876900,25
66281,870803,876884,25
66295,870831,876900,25
66309,870840,876899,25
66324,870831,876888,25
66339,870834,876915,25
66355,870884,877043,25
66371,870892,877029,25
66385,870878,877040,25
66401,870886,877055,25
66417,870899,877041,25
66432,870888,877043,25
66454,870525,876120,25
66469,870512,876099,25
66483,870488,876081,25
66497,870477,876058,25
66512,870499,876027,25
66527,870483,876007,25
66541,870468,875980,25
66559,870560,876268,25
66574,870558,876220,25
66589,870549,876278,25
66606,870564,876284,25
66622,870567,876301,25
66637,870591,876285,25
66653,870575,876305,25
66668,870613,876366,25
66683,870592,876316,25
66697,870642,876398,25
66711,870610,876384,25
66731,870605,876375,25
66746,870600,876419,25
66761,870560,876343,25
66779,870586,876325,25
66795,870587,876341,25
66810,870592,876333,25
66824,870586,876341,25
66838,870594,876303,25
66853,870668,876499,25
66879,870675,876477,25
66894,870669,876528,25
66908,870681,876518,25
66929,870686,876533,25
66944,870686,876594,25
66958,870729,876745,25
66975,870766,876768,25
66991,870807,876767,25
67006,870778,876761,25
67020,870779,876844,25
67040,870781,876778,25
67055,870814,876876,25
67071,870792,876869,25
67087,870828,876856,25
67103,870835,876882,25
67117,870824,876878,25
67131,870807,876874,25
67145,870832,876917,25
67160,870882,877034,25
67176,870901,877038,25
67191,870904,877062,25
67205,870886,877034,25
67223,870894,877040,25
67238,870906,877059,25
67253,870543,876113,25
67268,870496,876098,25
67283,870514,876057,25
67298,870507,876060,25
67312,870513,876026,25
67326,870492,875993,25
67347,870577,876250,25
67362,870592,876271,25
67376,870587,876260,25
67393,870609,876285,25
67409,870606,876293,25
67423,870599,876291,25
67437,870605,876278,25
67451,870635,876359,25
67466,870622,876347,25
67482,870630,876355,25
67497,870630,876367,25
67512,870633,876435,25
67526,870634,876401,25
67546,870636,876341,25
67561,870639,876268,25
67576,870614,876315,25
67591,870610,876316,25
67606,870618,876315,25
67620,870589,876322,25
67634,870635,876318,25
67655,870685,876510,25
67670,870664,876478,25
67684,870686,876536,25
67700,870692,876519,25
67717,870687,876539,25
67732,870686,876537,25
67747,870779,876741,25
67761,870815,876741,25
67780,870779,876727,25
67796,870780,876701,25
67812,870774,876742,25
67826,870778,876761,25
67840,870827,876845,25
67855,870833,876801,25
67870,870824,876809,25
67885,870806,876835,25
67901,870833,876846,25
67917,870829,876853,25
67931,870838,876846,25
67946,870904,876990,25
67970,870904,876987,25
67985,870914,877021,25
68000,870893,877008,25
68015,870891,877001,25
68031,870880,877012,25
68046,870521,876101,25
68060,870531,876076,25
68080,870507,876034,25
68096,870494,876020,25
68111,870498,876046,25
68126,870486,876051,25
68141,870599,876332,25
68155,870518,876016,25
68170,870616,876331,25
68185,870629,876331,25
68204,870624,876349,25
68219,870629,876339,25
68233,870613,876325,25
68257,870677,876458,25
68272,870683,876458,25
68286,870673,876440,25
68301,870677,876452,25
68316,870650,876452,25
68330,870662,876435,25
68345,870619,876338,25
68359,870648,876340,25
68382,870619,876351,25
68397,870613,876380,25
68412,870629,876341,25
68426,870601,876338,25
68441,870706,876560,25
68455,870708,876571,25
68469,870767,876584,25
68483,870711,876561,25
68506,870716,876592,25
68521,870724,876637,25
68535,870698,876615,25
68554,870776,876776,25
68569,870797,876782,25
68583,870855,876774,25
68597,870785,876800,25
68613,870792,876770,25
68628,870799,876776,25
68643,870814,876816,25
68657,870849,876851,25
68677,870815,876855,25
68692,870833,876841,25
68708,870819,876888,25
68723,870848,876880,25
68739,870799,876756,25
68754,870752,876681,25
68768,870784,876693,25
68782,870757,876641,25
68796,870731,876615,25
68813,870734,876585,25
68828,870701,876493,25
68842,870489,876011,25
68862,870484,876008,25
68877,870495,876013,25
68891,870513,876044,25
68908,870493,876087,25
68923,870497,876087,25
68938,870518,876088,25
68953,870549,876243,30
68967,870562,876259,30
68987,870572,876235,30
69002,870594,876193,30
69016,870578,876259,30
69032,870579,876254,30
69048,1151082,1158984,30
69062,1151055,1158975,30
69076,1151069,1159017,30
69090,1151058,1158979,30
69105,1151061,1158988,30
69127,1151074,1158938,30
69144,1151006,1159004,30
69159,1151065,1159012,30
69173,1151074,1159021,30
69188,1151103,1158976,30
69204,1151057,1159037,30
69219,1151067,1159031,30
69234,1151180,1159282,30
69248,1151187,1159319,30
69263,1151205,1159332,30
69277,1151222,1159328,30
69291,1151219,1159349,30
69314,1151220,1159357,30
69332,1151274,1159536,30
69347,1151283,1159513,30
69361,1151270,1159535,30
69378,1151279,1159482,30
69393,1151268,1159533,30
69407,1151290,1159564,30
69422,1151292,1159535,30
69438,1151293,1159659,30
69452,1151368,1159647,30
69466,1151325,1159674,30
69480,1151337,1159668,30
69495,1151345,1159662,30
69509,1151308,1159679,30
69524,1151322,1159708,30
69544,1151213,1159312,30
69559,1151347,1159676,30
69573,1151168,1159200,30
69588,1151148,1159160,30
69605,1151103,1159137,30
69622,1151099,1158958,30
69637,1150864,1158541,30
69651,1150884,1158551,30
69666,1150883,1158564,30
69680,1150900,1158601,30
69694,1150908,1158591,30
69714,1150912,1158651,30
69730,1150970,1158770,30
69745,1151004,1158796,30
69761,1151008,1158802,30
69776,1150963,1158773,30
69790,1150974,1158814,30
69804,1150935,1158788,30
69820,1151001,1158822,30
69835,1151036,1158900,30
69851,1151024,1158893,30
69866,1151049,1158887,30
69886,1151013,1158885,30
69901,1151012,1158864,30
69915,1151025,1158880,30
69932,1151002,1158848,30
69947,1151023,1158930,30
69961,1151029,1158940,30
69975,1151025,1158947,30
69989,1151033,1158993,30
70004,1151064,1158997,30
70018,1151073,1158979,30
70034,1151174,1159282,30
70053,1151173,1159271,30
70068,1151161,1159261,30
70082,1151185,1159295,30
70098,1151186,1159281,30
70114,1151140,1159318,30
70129,1151238,1159492,30
70144,1151249,1159488,30
70160,1151244,1159502,30
70175,1151296,1159500,30
70190,1151290,1159508,30
70204,1151250,1159511,30
70218,1151272,1159553,30
70237,1151319,1159614,30
70258,1151300,1159613,30
70273,1151311,1159587,30
70287,1151310,1159635,30
70301,1151302,1159635,30
70316,1151303,1159643,30
70331,1151375,1159814,30
70347,1151388,1159803,30
70362,1151373,1159813,30
70379,1151382,1159761,30
70394,1151346,1159747,30
70408,1151358,1159767,30
70422,1151310,1159728,30
70443,1150842,1158400,30
70459,1150847,1158377,30
70474,1150839,1158418,30
70490,1150842,1158406,30
70505,1150832,1158428,30
70519,1150831,1158417,30
70539,1150974,1158799,30
70559,1150987,1158817,30
70574,1150972,1158802,30
70588,1150993,1158782,30
70603,1150962,1158818,30
70618,1150994,1158797,30
70632,1151024,1158906,30
70646,1150973,1158799,30
70662,1151015,1158898,30
70678,1151031,1158892,30
70693,1151029,1158908,30
70707,1151032,1158899,30
70724,1151004,1158899,30
70739,1150957,1158811,30
70755,1150975,1158807,30
70771,1150978,1158795,30
70792,1150980,1158847,30
70807,1150985,1158819,30
70821,1151097,1159066,30
70836,1151086,1159102,30
70852,1151076,1159070,30
70867,1151086,1159086,30
70889,1151102,1159102,30
70905,1151111,1159125,30
70920,1151216,1159337,30
70934,1151195,1159317,30
70948,1151191,1159346,30
70966,1151210,1159362,30
70981,1151230,1159366,30
70995,1151188,1159359,30
71017,1151248,1159452,30
71032,1151231,1159465,30
71046,1151263,1159508,30
71063,1151279,1159507,30
71078,1151238,1159477,30
71092,1151207,1159501,30
71106,1151277,1159486,30
71120,1151311,1159672,30
71145,1151338,1159682,30
71160,1151327,1159709,30
71176,1151315,1159699,30
71192,1151340,1159684,30
71207,1151340,1159684,30
71221,1150916,1158654,30
71235,1150970,1158616,30
71249,1150928,1158577,30
71265,1150919,1158561,30
71280,1150888,1158543,30
71294,1150868,1158518,30
71318,1150972,1158752,30
71333,1150952,1158708,30
71352,1150975,1158795,30
71368,1150986,1158801,30
71383,1150992,1158806,30
71397,1151026,1158853,30
71412,1150958,1158855,30
71427,1151052,1158945,30
71441,1151054,1158941,30
71455,1151044,1158954,30
71475,1151023,1158979,30
71490,1151027,1158961,30
71505,1151040,1158967,30
71519,1150947,1158805,30
71534,1150961,1158793,30
71551,1150965,1158795,30
71568,1151001,1158793,30
71583,1150990,1158840,30
71597,1150966,1158792,30
71612,1151093,1159041,30
71626,1151087,1159069,30
71640,1150993,1158812,30
71660,1151108,1159114,30
71676,1151087,1159112,30
71692,1151114,1159119,30
71708,1151131,1159132,30
71723,1151215,1159403,30
71738,1151219,1159373,30
71753,1151218,1159372,30
71769,1151207,1159398,30
71784,1151219,1159392,30
71799,1151209,1159388,30
71814,1151250,1159491,30
71829,1151217,1159525,30
71843,1151247,1159511,30
71857,1151275,1159501,30
71877,1151253,1159507,30
71893,1151276,1159497,30
71907,1151348,1159711,30
71923,1151345,1159694,30
71938,1151356,1159705,30
71953,1151350,1159682,30
71968,1151343,1159659,30
71985,1151318,1159673,30
72000,1150847,1158436,30
72019,1150839,1158446,30
72035,1150829,1158405,30
72050,1150825,1158406,30
72069,1150839,1158396,30
72085,1150816,1158355,30
72101,1150828,1158417,30
72115,1150980,1158812,30
72130,1150979,1158815,30
72145,1150984,1158858,30
72159,1150965,1158822,30
72173,1150997,1158819,30
72197,1151023,1158934,30
72213,1151091,1158958,30
72234,1151041,1158959,30
72250,1151038,1158957,30
72264,1151026,1158974,30
72278,1151016,1158953,30
72293,1151065,1158967,30
72310,1150994,1158855,30
72325,1151006,1158870,30
72339,1150977,1158839,30
72353,1151001,1158859,30
72368,1151011,1158857,30
72382,1151012,1158866,30
72402,1151107,1159135,30
72422,1151111,1159152,30
72437,1151111,1159178,30
72452,1151117,1159162,30
72467,1151110,1159183,30
72482,1151126,1159197,30
72497,1151237,1159452,30
72512,1151238,1159417,30
72527,1151236,1159434,30
72542,1151246,1159432,30
72557,1151240,1159448,30
72571,1151210,1159467,30
72586,1151242,1159477,30
72601,1151279,1159539,30
72616,1151270,1159570,30
72632,1151299,1159552,30
72649,1151313,1159560,30
72664,1151281,1159583,30
72678,1151301,1159586,30
72696,1151287,1159587,30
72719,1151363,1159732,30
72734,1151362,1159750,30
72752,1151361,1159754,30
72768,1151333,1159661,30
72782,1151312,1159676,30
72797,1150806,1158359,30
72812,1150819,1158360,30
72828,1150790,1158360,30
72842,1150806,1158354,30
72856,1150787,1158346,30
72876,1150805,1158321,30
72891,1150790,1158347,30
72907,1150945,1158766,30
72924,1150968,1158776,30
72939,1150993,1158745,30
72953,1150963,1158775,30
72967,1150956,1158780,30
72981,1150943,1158796,30
72996,1150987,1158895,30
73015,1150988,1158881,30
73032,1151001,1158887,30
73047,1151025,1158900,30
73062,1151006,1158898,30
73076,1151013,1158893,30
73090,1150969,1158784,30
73105,1150977,1158840,30
73121,1150949,1158806,30
73135,1150958,1158838,30
73159,1150969,1158816,30
73174,1150989,1158801,30
73188,1150985,1158852,30
73204,1151099,1159110,30
73223,1151104,1159116,30
73238,1151076,1159116,30
73253,1151087,1159115,30
73268,1151106,1159157,30
73283,1151123,1159139,30
73298,1151223,1159454,30
73314,1151225,1159439,30
73330,1151191,1159418,30
73345,1151228,1159429,30
73359,1151233,1159399,30
73373,1151229,1159465,30
73397,1151257,1159566,30
73413,1151279,1159592,30
73428,1151271,1159552,30
73448,1151281,1159575,30
73463,1151285,1159567,30
73477,1151261,1159590,30
73492,1151301,1159589,30
73507,1151348,1159773,30
73522,1151346,1159787,30
73538,1151371,1159755,30
73560,1151339,1159765,30
73575,1151351,1159762,30
73589,1150833,1158413,30
73603,1150812,1158436,30
73618,1150790,1158400,30
73634,1150827,1158390,30
73649,1150828,1158365,30
73663,1150806,1158320,30
73687,1150826,1158395,30
73702,1150962,1158806,30
73717,1150971,1158804,30
73732,1150960,1158762,30
73747,1150968,1158810,30
73761,1150962,1158812,30
73775,1150979,1158832,30
73789,1151015,1158936,30
73810,1151020,1158927,30
73826,1151049,1158932,30
73842,1151028,1158948,30
73856,1151024,1158962,30
73870,1151033,1158935,30
73885,1150977,1158831,30
73899,1151014,1158818,30
73922,1150983,1158849,30
73967,1150954,1158878,35
73982,1151015,1158869,35
73996,1432102,1705069,35
74010,1432114,1705061,35
74027,1432133,1705110,35
74042,1432103,1705105,35
74056,1432127,1705099,35
74070,1432151,1705124,35
74095,1432188,1705358,35
74110,1432257,1705361,35
74124,1432229,1705362,35
74147,1432240,1705397,35
74162,1432249,1705406,35
74176,1432252,1705378,35
74191,1432283,1705533,35
74206,1432295,1705530,35
74223,1432311,1705526,35
74239,1432310,1705544,35
74254,1432320,1705527,35
74275,1432274,1705557,35
74291,1432345,1705660,35
74305,1432318,1705598,35
74319,1432288,1705571,35
74336,1432325,1705523,35
74351,1432298,1705480,35
74367,1432258,1705385,35
74382,1431787,1704140,35
74397,1431766,1704211,35
74411,1431790,1704243,35
74425,1431772,1704234,35
74448,1431836,1704300,35
74463,1431804,1704280,35
74477,1431824,1704299,35
74494,1432008,1704741,35
74509,1431983,1704784,35
74523,1431984,1704768,35
74539,1432002,1704756,35
74554,1432024,1704764,35
74569,1432011,1704810,35
74583,1431980,1704785,35
74598,1432028,1704878,35
74618,1432019,1704871,35
74633,1432047,1704886,35
74649,1432036,1704866,35
74664,1432031,1704823,35
74679,1432031,1704823,35
74694,1431976,1704734,35
74708,1431985,1704769,35
74722,1431982,1704766,35
74746,1432022,1704794,35
74761,1432007,1704798,35
74775,1432015,1704803,35
74790,1432135,1705162,35
74806,1432140,1705149,35
74820,1432141,1705176,35
74835,1432159,1705179,35
74850,1432125,1705182,35
74865,1432161,1705214,35
74879,1432170,1705195,35
74893,1432245,1705390,35
74915,1432243,1705388,35
74930,1432262,1705384,35
74946,1432242,1705404,35
74962,1432212,1705407,35
74977,1432208,1705452,35
74991,1432333,1705618,35
75005,1432297,1705628,35
75019,1432310,1705603,35
75043,1432321,1705645,35
75058,1432326,1705662,35
75076,1432314,1705633,35
75092,1431771,1704177,35
75106,1431769,1704194,35
75120,1431759,1704155,35
75134,1431735,1704118,35
75149,1431730,1704106,35
75168,1431779,1704073,35
75183,1431724,1704103,35
75203,1431880,1704560,35
75218,1431888,1704536,35
75232,1431873,1704612,35
75247,1431904,1704586,35
75263,1431922,1704607,35
75278,1431950,1704768,35
75304,1431974,1704739,35
75320,1431959,1704754,35
75335,1431969,1704744,35
75350,1431964,1704775,35
75365,1431958,1704762,35
75383,1431912,1704606,35
75398,1431880,1704594,35
75412,1431922,1704594,35
75426,1431907,1704593,35
75446,1431921,1704591,35
75462,1431924,1704598,35
76409,1432147,1705248,35
76424,1432163,1705247,35
76438,1432161,1705239,35
76452,1432168,1705285,35
76467,1432162,1705282,35
76484,1432235,1705448,35
76499,1432227,1705441,35
76524,1432224,1705457,35
76539,1432223,1705459,35
76553,1432192,1705478,35
76568,1432279,1705484,35
76585,1431976,1704763,35
76602,1431917,1704641,35
76617,1431903,1704565,35
76632,1431869,1704504,35
76653,1431823,1704386,35
76809,1431837,1704455,35
76823,1431830,1704465,35
76837,1431838,1704482,35
76851,1431853,1704466,35
76866,1431838,1704491,35
76880,1431857,1704505,35
76894,1431852,1704506,35
76916,1431841,1704492,35
76948,1431840,1704489,35
76963,1431837,1704462,35
76977,1431903,1704634,35
76994,1431909,1704617,35
77009,1431896,1704637,35
77023,1431906,1704619,35
77037,1431915,1704671,35
77059,1431915,1704681,35
77221,1432142,1705229,35
77236,1432140,1705222,35
77250,1432116,1705208,35
77265,1432159,1705268,35
77280,1432231,1705420,35
77295,1432241,1705442,35
77310,1432237,1705453,35
77332,1432244,1705468,35
77347,1432214,1705457,35
77362,1432238,1705469,35
77376,1431821,1704399,35
77390,1431772,1704298,35
77406,1431781,1704233,35
77422,1431705,1704188,35
77436,1431728,1704145,35
77457,1431714,1704092,35
77472,1431816,1704390,35
77486,1431805,1704412,35
77501,1431790,1704395,35
77517,1431820,1704402,35
77532,1431856,1704426,35
77546,1431839,1704434,35
77560,1431873,1704411,35
77578,1431920,1704609,35
77733,1431863,1704434,35
77748,1431855,1704495,35
77762,1431863,1704474,35
77776,1431965,1704742,35
77791,1431968,1704778,35
77807,1431931,1704743,35
77822,1432000,1704791,35
77844,1431993,1704795,35
77864,1431987,1704833,35
77881,1432115,1705104,35
77896,1432111,1705146,35
77910,1432115,1705110,35
77926,1432083,1705112,35
77941,1432149,1705125,35
77955,1432136,1705161,35
77969,1432178,1705248,35
77989,1432179,1705264,35
78004,1432196,1705273,35
78019,1432199,1705258,35
78035,1432190,1705295,35
78050,1432187,1705281,35
78064,1432183,1705227,35
78079,1432213,1705377,35
78094,1432224,1705330,35
78357,1431844,1704427,35
78372,1431913,1704606,35
78386,1431932,1704600,35
78400,1431916,1704549,35
78416,1431928,1704621,35
78432,1431922,1704592,35
78447,1431906,1704584,35
78467,1431883,1704498,35
78484,1431907,1704549,35
78499,1431916,1704579,35
78513,1431931,1704575,35
78527,1431901,1704615,35
78543,1431922,1704623,35
78559,1431929,1704622,35
78573,1432049,1704942,35
78593,1432066,1704957,35
78764,1432234,1705423,35
78779,1432281,1705414,35
78793,1432256,1705425,35
78807,1432230,1705446,35
78822,1432254,1705400,35
78838,1432263,1705436,35
78853,1432264,1705463,35
78874,1432254,1705335,35
78892,1432235,1705322,35
78907,1432190,1705251,35
78921,1432166,1705213,35
78935,1432157,1705127,35
78950,1432197,1705120,35
78965,1432124,1705022,40
78980,1431725,1704035,40
78994,1431714,1707831,40
79013,1450226,1724862,40
79029,1712030,1986658,40
79044,1712050,1986674,40
79060,1712063,1986696,40
79075,1712211,1987014,40
79089,1712202,1987024,40
79103,1712200,1987034,40
79117,1712182,1986995,40
79374,1712390,1987565,40
79388,1712382,1987562,40
79402,1712432,1987574,40
79417,1712417,1987579,40
79432,1712413,1987551,40
79447,1712416,1987600,40
79463,1712552,1987899,40
79481,1712485,1987907,40
79518,1712550,1987899,40
79533,1712550,1987898,40
79547,1712530,1987903,40
79563,1712601,1988067,40
79578,1712611,1988058,40
79592,1712584,1988076,40
79606,1712663,1988084,40
79627,1712626,1988080,40
79884,1712037,1986585,40
79899,1712062,1986599,40
79914,1712084,1986639,40
79928,1712077,1986659,40
79943,1712092,1986690,40
79957,1712200,1987003,40
79972,1712216,1986991,40
79994,1712185,1986985,40
80009,1712191,1986993,40
80024,1712219,1986990,40
80039,1712198,1986982,40
80053,1712216,1987014,40
80068,1712226,1987084,40
80083,1712257,1987091,40
80098,1712235,1987092,40
80112,1712225,1987061,40
80126,1712244,1987037,40
80146,1712235,1987057,40
80161,1712236,1987008,40
80176,1712286,1987209,40
80191,1712302,1987209,40
80206,1712303,1987220,40
80221,1712266,1987272,40
80399,1712610,1988037,40
80414,1712634,1988055,40
80428,1712635,1988038,40
80442,1712619,1988065,40
80457,1712608,1988044,40
80472,1712698,1988209,40
80490,1712722,1988224,40
80512,1712764,1988199,40
80527,1712710,1988292,40
80541,1712730,1988265,40
80556,1712612,1987912,40
80571,1712579,1987821,40
80585,1712537,1987768,40
80601,1712513,1987689,40
80616,1712513,1987635,40
80636,1712479,1987496,40
80908,1712387,1987309,40
80923,1712384,1987290,40
80937,1712395,1987287,40
80953,1712365,1987269,40
80968,1712363,1987352,40
80982,1712358,1987321,40
80997,1712381,1987347,40
81018,1712405,1987392,40
81033,1712404,1987334,40
81047,1712409,1987445,40
81062,1712549,1987757,40
81076,1712579,1987758,40
81090,1712542,1987769,40
81105,1712549,1987774,40
81120,1712587,1987799,40
81141,1712587,1987792,40
81162,1712625,1987965,40
81177,1712645,1987980,40
81192,1712626,1987975,40
81207,1712633,1987999,40
81222,1712615,1987989,40
81236,1712648,1987993,40
81250,1712637,1988007,40
81272,1712746,1988268,40
81287,1712694,1988225,40
81302,1712747,1988225,40
81318,1712725,1988279,40
81333,1712735,1988251,40
81348,1712757,1988236,40
81362,1712119,1986570,40
81376,1712132,1986543,40
81399,1712044,1986486,40
81625,1712354,1987264,40
81640,1712365,1987279,40
81655,1712300,1987283,40
81669,1712277,1987070,40
81685,1712279,1987089,40
81699,1712288,1987081,40
81714,1712274,1987097,40
81737,1712275,1987099,40
81752,1712418,1987485,40
81766,1712415,1987463,40
81782,1712469,1987477,40
81797,1712430,1987515,40
81813,1712443,1987538,40
81830,1712449,1987586,40
81844,1712416,1987550,40
81859,1712581,1987902,40
81873,1712603,1987901,40
81887,1712575,1987889,40
81910,1712588,1987914,40
81926,1712612,1987941,40
81941,1712611,1987953,40
81956,1712659,1988133,40
81970,1712695,1988112,40
81984,1712665,1988126,40
82000,1712675,1988080,40
82014,1712666,1988152,40
82036,1712688,1988155,40
82141,1712460,1987600,40
82156,1712002,1986363,40
82170,1712007,1986394,40
82184,1711966,1986421,40
82199,1712020,1986400,40
82216,1712011,1986455,40
82232,1712021,1986473,40
82252,1712172,1986937,40
82300,1712214,1986853,40
82315,1712208,1986917,40
82329,1712197,1986909,40
82345,1712205,1986913,40
82361,1712257,1987059,40
82375,1712258,1987057,40
82389,1712253,1987067,40
82410,1712242,1987066,40
82426,1712241,1987048,40
82442,1712228,1987071,40
82457,1712201,1986942,40
82472,1712219,1986989,40
82487,1712181,1986970,40
82502,1712220,1987013,40
82516,1712214,1987041,40
82533,1712222,1987015,40
82748,1712573,1987860,40
82763,1712624,1988048,40
82777,1712648,1988087,40
82791,1712604,1988115,40
82806,1712670,1988071,40
82820,1712641,1988098,40
82834,1712649,1988094,40
82855,1712479,1987682,40
82871,1712472,1987573,40
82885,1712424,1987508,40
82903,1712414,1987432,40
82919,1712293,1987289,40
82934,1712310,1987197,40
82949,1711978,1986372,40
82963,1711987,1986362,40
82978,1711999,1986411,40
82992,1712008,1986418,40
83006,1712013,1986460,40
83025,1712016,1986482,40
83041,1712018,1986470,40
83056,1712159,1986832,40
83071,1712162,1986861,40
83087,1712169,1986835,40
83101,1712161,1986835,40
83261,1712224,1987000,40
83276,1712228,1987026,40
83290,1712248,1987002,40
83304,1712224,1987053,40
83319,1712241,1987018,40
83336,1712224,1987064,40
83351,1712195,1987094,40
83372,1712398,1987490,40
83387,1712404,1987516,40
83401,1712421,1987494,40
83415,1712408,1987520,40
83429,1712417,1987548,40
83446,1712478,1987744,40
83462,1712476,1987752,40
83477,1712535,1987746,40
83496,1712515,1987769,40
83514,1712513,1987784,40
83529,1712508,1987775,40
83543,1712612,1988028,40
83560,1712617,1988066,40
83579,1712635,1988037,40
83594,1712621,1988063,40
83608,1712606,1988067,40
83626,1712617,1988047,40
83980,1712098,1986692,45
83995,1712107,1986713,45
84010,1712095,1986686,45
84024,1712110,1986723,45
84039,1992781,2270011,45
84053,1992799,2269990,45
84068,1992754,2270020,45
84090,1992810,2270018,45
84105,1992807,2270038,45
84119,1992809,2270028,45
84133,1992821,2270105,45
84147,1992954,2270417,45
84164,1992959,2270430,45
84179,1992989,2270455,45
84193,1992995,2270446,45
84210,1992953,2270428,45
84225,1992975,2270490,45
84239,1993000,2270460,45
84254,1993098,2270785,45
84269,1993098,2270738,45
84286,1993097,2270763,45
84300,1993101,2270767,45
84315,1993001,2270506,45
84336,1992518,2269186,45
84378,1992449,2268974,45
84393,1992415,2268938,45
84407,1992391,2268903,45
84421,1992381,2268822,45
84436,1992363,2268776,45
84451,1992409,2269001,45
84465,1992429,2269029,45
84489,1992446,2269042,45
84504,1992416,2269059,45
84518,1992434,2269083,45
84532,1992527,2269339,45
84547,1992544,2269362,45
84562,1992599,2269359,45
84579,1992566,2269354,45
84594,1992562,2269386,45
84696,1992560,2269426,45
84712,1992559,2269369,45
84726,1992670,2269658,45
84740,1992651,2269699,45
84754,1992716,2269688,45
84770,1992670,2269704,45
84785,1992694,2269723,45
84807,1992695,2269738,45
85104,1992565,2269271,45
85119,1992542,2269225,45
85133,1992331,2268785,45
85147,1992325,2268809,45
85162,1992377,2268818,45
85176,1992397,2268824,45
85193,1992393,2268881,45
85215,1992397,2268952,45
85230,1992497,2269275,45
85244,1992540,2269333,45
85258,1992537,2269322,45
85272,1992551,2269345,45
85290,1992590,2269337,45
85305,1992555,2269368,45
85319,1992567,2269400,45
85339,1992609,2269370,45
85355,1992563,2269365,45
85369,1992560,2269367,45
85384,1992592,2269358,45
85400,1992571,2269348,45
85415,1992559,2269380,45
85430,1992653,2269570,45
85445,1992664,2269556,45
85465,1992665,2269539,45
85502,1992674,2269595,45
85517,1992693,2269614,45
85531,1992850,2270031,45
85546,1992816,2270060,45
85561,1992872,2270060,45
85575,1992852,2270077,45
85589,1992723,2269701,45
85611,1992865,2270100,45
85627,1992982,2270355,45
85641,1992987,2270378,45
85656,1992998,2270378,45
85671,1992980,2270405,45
85686,1992998,2270395,45
85701,1992989,2270421,45
85716,1993044,2270434,45
85926,1992502,2269220,45
85940,1992515,2269211,45
85954,1992509,2269285,45
85969,1992479,2269264,45
85984,1992530,2269277,45
85999,1992534,2269306,45
86015,1992560,2269276,45
86033,1992551,2269392,45
86048,1992579,2269346,45
86125,1992603,2269476,45
86140,1992614,2269490,45
