pc_time_ms,ecg,bpm,leadOff,ts
1296,0,0,0,10023
1296,0,0,0,10028
1297,0,0,0,10033
1297,0,0,0,10038
1297,0,0,0,10043
1297,0,0,0,10048
1297,0,0,0,10053
1343,0,0,0,10058
1343,0,0,0,10064
1344,0,0,0,10069
1344,0,0,0,10074
1344,0,0,0,10079
1345,0,0,0,10084
1345,0,0,0,10089
1345,0,0,0,10094
1345,0,0,0,10099
1345,0,0,0,10104
1345,0,0,0,10109
1478,0,0,0,10114
1478,0,0,0,10119
1478,0,0,0,10124
1478,0,0,0,10129
1478,0,0,0,10134
1479,0,0,0,10139
1479,0,0,0,10144
1479,0,0,0,10149
1479,0,0,0,10154
1479,0,0,0,10159
1479,0,0,0,10164
1479,0,0,0,10169
1480,0,0,0,10174
1480,0,0,0,10179
1480,0,0,0,10184
1480,0,0,0,10189
1480,0,0,0,10194
1480,0,0,0,10199
1480,0,0,0,10204
1480,0,0,0,10209
1481,0,0,0,10214
1481,0,0,0,10219
1481,0,0,0,10224
1481,0,0,0,10229
1481,0,0,0,10234
1481,0,0,0,10239
1530,0,0,0,10244
1531,0,0,0,10250
1531,0,0,0,10255
1531,0,0,0,10260
1531,0,0,0,10265
1531,0,0,0,10270
1531,0,0,0,10275
1531,0,0,0,10280
1532,0,0,0,10285
1532,0,0,0,10290
1532,0,0,0,10295
1664,0,0,0,10300
1664,0,0,0,10305
1665,0,0,0,10310
1665,0,0,0,10315
1665,0,0,0,10320
1665,0,0,0,10325
1665,0,0,0,10330
1665,0,0,0,10335
1666,0,0,0,10340
1666,0,0,0,10345
1666,0,0,0,10350
1666,0,0,0,10355
1666,0,0,0,10360
1667,0,0,0,10365
1667,0,0,0,10370
1667,0,0,0,10375
1667,0,0,0,10380
1667,0,0,0,10385
1667,0,0,0,10390
1668,0,0,0,10395
1668,0,0,0,10400
1668,0,0,0,10405
1668,0,0,0,10410
1668,0,0,0,10415
1668,0,0,0,10420
1669,0,0,0,10425
1721,0,0,0,10430
1721,0,0,0,10437
1721,0,0,0,10442
1722,0,0,0,10447
1722,0,0,0,10452
1722,0,0,0,10457
1722,0,0,0,10462
1722,0,0,0,10467
1722,0,0,0,10472
1723,0,0,0,10477
1723,0,0,0,10482
1723,0,0,0,10487
1798,0,0,0,10492
1798,0,0,0,10497
1799,0,0,0,10502
1799,0,0,0,10507
1799,0,0,0,10512
1799,0,0,0,10517
1799,0,0,0,10522
1799,0,0,0,10527
1800,0,0,0,10532
1800,0,0,0,10537
1800,0,0,0,10542
1800,0,0,0,10547
1800,0,0,0,10552
1800,0,0,0,10557
1800,0,0,0,10562
1940,0,0,0,10567
1940,0,0,0,10572
1940,0,0,0,10577
1941,0,0,0,10582
1941,0,0,0,10587
1941,0,0,0,10592
1941,0,0,0,10597
1941,0,0,0,10602
1941,0,0,0,10607
1941,0,0,0,10612
1942,0,0,0,10617
1942,0,0,0,10622
1942,0,0,0,10627
1942,0,0,0,10632
1943,0,0,0,10637
1943,0,0,0,10642
1943,0,0,0,10647
1943,0,0,0,10652
1944,0,0,0,10657
1944,0,0,0,10662
1944,0,0,0,10667
1944,0,0,0,10672
1944,0,0,0,10677
1944,0,0,0,10682
1944,0,0,0,10687
1945,0,0,0,10692
2066,0,0,0,10697
2067,0,0,0,10703
2067,0,0,0,10708
2067,0,0,0,10713
2067,0,0,0,10718
2068,0,0,0,10723
2068,0,0,0,10728
2068,0,0,0,10733
2068,0,0,0,10738
2069,0,0,0,10743
2069,0,0,0,10748
2069,0,0,0,10753
2069,0,0,0,10758
2069,0,0,0,10763
2070,0,0,0,10768
2070,0,0,0,10773
2070,0,0,0,10778
2070,0,0,0,10783
2070,0,0,0,10788
2070,0,0,0,10793
2071,0,0,0,10798
2071,0,0,0,10803
2071,0,0,0,10808
2071,0,0,0,10813
2071,0,0,0,10818
2072,0,0,0,10823
2072,0,0,0,10828
2201,0,0,0,10833
2202,0,0,0,10840
2202,0,0,0,10845
2202,0,0,0,10850
2202,0,0,0,10855
2203,0,0,0,10860
2203,0,0,0,10865
2203,0,0,0,10870
2203,0,0,0,10875
2203,0,0,0,10880
2204,0,0,0,10885
2204,0,0,0,10890
2204,0,0,0,10895
2204,0,0,0,10900
2204,0,0,0,10905
2205,0,0,0,10910
2205,0,0,0,10915
2205,0,0,0,10920
2205,0,0,0,10925
2205,0,0,0,10930
2205,0,0,0,10935
2206,0,0,0,10940
2206,0,0,0,10945
2206,0,0,0,10950
2206,0,0,0,10955
2206,0,0,0,10960
2333,0,0,0,10965
2334,0,0,0,10970
2334,0,0,0,10975
2334,0,0,0,10980
2334,0,0,0,10985
2334,0,0,0,10990
2335,0,0,0,10995
2335,0,0,0,11000
2335,0,0,0,11005
2335,0,0,0,11010
2335,0,0,0,11015
2336,0,0,0,11020
2336,0,0,0,11025
2336,0,0,0,11030
2336,0,0,0,11035
2336,0,0,0,11040
2336,0,0,0,11045
2337,0,0,0,11050
2337,0,0,0,11055
2337,0,0,0,11060
2337,0,0,0,11065
2338,0,0,0,11070
2338,0,0,0,11075
2338,0,0,0,11080
2338,0,0,0,11085
2338,0,0,0,11090
2339,0,0,0,11095
2386,0,0,0,11100
2386,0,0,0,11106
2386,0,0,0,11111
2386,0,0,0,11116
2386,0,0,0,11121
2387,0,0,0,11126
2387,0,0,0,11131
2387,0,0,0,11136
2387,0,0,0,11141
2388,0,0,0,11146
2388,0,0,0,11151
2432,0,0,0,11156
2432,0,0,0,11161
2433,0,0,0,11166
2433,0,0,0,11171
2433,0,0,0,11176
2433,0,0,0,11181
2433,0,0,0,11186
2434,0,0,0,11191
2434,0,0,0,11196
