ts,red_raw,ir_raw
188661,881700,1155789
188689,881732,1155807
188711,881713,1155814
188733,881731,1155814
188755,881771,1155944
188776,881774,1155965
188798,881752,1155970
188826,881772,1155956
188848,881812,1156078
188868,881791,1156082
188890,881801,1156080
188912,881800,1156093
188935,881841,1156158
188956,881821,1156174
188977,881844,1156204
188998,881811,1156190
189029,881656,1155721
189051,881638,1155695
189074,881643,1155664
189096,881648,1155627
189118,881517,1155303
189141,881527,1155319
189162,881538,1155319
189183,881511,1155316
189212,881516,1155323
189235,881487,1155323
189257,881500,1155309
189279,881475,1155300
189301,881507,1155338
189323,881566,1155439
189346,881542,1155424
189367,881543,1155430
189388,881540,1155470
189418,881547,1155455
189466,881538,1155468
189488,881588,1155630
189509,881618,1155632
189533,881605,1155645
189556,881593,1155640
189577,881650,1155814
189598,881635,1155801
189623,881653,1155794
189650,881638,1155799
189673,881675,1155916
189694,881690,1155916
189718,881678,1155947
189740,881692,1155950
189763,881566,1155630
189783,881524,1155570
189804,881550,1155533
189827,881520,1155512
189856,881366,1155083
189878,881353,1155083
189899,881363,1155069
189923,881355,1155069
189945,881375,1155083
189967,881368,1155061
189987,881350,1155109
190008,881359,1155075
190037,881400,1155260
190059,881399,1155283
190080,881410,1155254
190103,881399,1155260
190123,881405,1155271
190146,881413,1155292
190167,881429,1155283
190188,881430,1155279
190217,881458,1155430
190370,881545,1155599
190391,881500,1155656
190413,881563,1155764
190435,881575,1155811
190457,881596,1155767
190479,881566,1155786
190500,881569,1155823
190521,881597,1155793
190549,881567,1155761
190570,881547,1155757
190592,881284,1155042
190613,881294,1155009
190635,881262,1154989
190656,881275,1155003
190678,881291,1154931
190699,881242,1154960
190728,881244,1154919
190751,881249,1154932
190887,881298,1155103
190908,881304,1155122
190930,881295,1155114
190953,881338,1155225
190976,881343,1155280
190997,881314,1155221
191018,881339,1155208
191039,881320,1155223
191069,881389,1155424
191091,881391,1155402
191112,881400,1155426
191134,881439,1155556
191158,881419,1155553
191181,881433,1155574
191202,881416,1155577
191223,881446,1155566
191244,881472,1155672
191273,881470,1155699
191302,881478,1155696
191324,881395,1155582
191345,881410,1155552
191367,881432,1155494
191390,881380,1155517
191411,881161,1154774
191432,881151,1154757
191459,881119,1154792
191515,881132,1154810
191537,881139,1154779
191558,881142,1154804
191583,881140,1154767
191605,881205,1154941
191626,881180,1154944
191647,881185,1154956
191672,881180,1154964
191701,881197,1154950
191723,881181,1154945
191745,881231,1154972
191767,881191,1154959
191790,881228,1155097
191813,881241,1155099
191835,881213,1155125
191857,881241,1155106
191879,881313,1155290
191902,881300,1155268
191926,881281,1155317
191948,881291,1155332
191971,881354,1155445
191993,881342,1155454
192017,881350,1155449
192039,881354,1155458
192062,881355,1155556
192085,881404,1155574
192107,881404,1155559
192128,881391,1155557
192149,881286,1155262
192170,881264,1155247
192192,881231,1155218
192218,881210,1155178
192239,881260,1155165
192264,881023,1154633
192286,881018,1154623
192307,881026,1154595
192330,881032,1154650
192352,881064,1154672
192374,881020,1154679
192396,880982,1154633
192419,881067,1154660
192439,881118,1154814
192461,881108,1154822
192483,881108,1154818
192507,881093,1154818
192529,881080,1154843
192555,881073,1154848
192579,881097,1154837
192602,881059,1154854
192624,881153,1154985
192646,881131,1154991
192667,881154,1154991
192689,881180,1155206
192714,881167,1155177
192736,881205,1155182
192767,881213,1155179
192789,881240,1155302
