pc_time_ms,red_raw,ir_raw,red_filtered,ir_filtered,esp_ts
26688,602968,599495,47.92,124.87,43373
26689,602970,599484,48.22,115.91,43413
26689,602987,599531,55.66,135.48,43453
26689,602998,599534,60.21,131.01,43493
26893,602850,599225,-43.35,-89.2,43533
26893,602840,599219,-72.41,-141.0,43573
26893,602837,599189,-75.62,-162.31,43613
26893,602820,599179,-81.46,-160.68,43653
26893,602806,599158,-85.5,-160.8,43693
27097,602817,599169,-71.85,-139.9,43733
27097,602819,599167,-61.02,-124.17,43773
27098,602821,599172,-51.84,-106.37,43813
27098,602821,599163,-45.16,-98.91,43853
27098,602802,599142,-52.48,-102.85,43893
27405,602803,599142,-49.25,-95.11,43933
27405,602843,599218,-17.35,-33.98,43973
27405,602841,599225,-9.16,-11.0,44013
27405,602866,599289,10.46,38.78,44053
27406,602871,599285,17.84,45.3,44093
27613,602874,599289,20.2,45.75,44133
27613,602871,599301,17.08,50.09,44173
27614,602886,599365,25.01,89.99,44213
27614,602897,599369,32.31,95.12,44253
27614,602911,599401,40.78,109.89,44293
27614,602902,599391,33.41,97.62,44333
27614,602743,599048,-78.26,-144.6,44373
27614,602739,599045,-102.35,-195.21,44413
27615,602739,599034,-99.8,-198.81,44453
27615,602724,599017,-100.81,-194.41,44493
27916,602726,599007,-91.18,-183.58,44533
27916,602729,599015,-79.09,-159.96,44573
27917,602726,599023,-71.39,-135.13,44613
27917,602780,599081,-27.04,-78.47,44653
27917,602775,599085,-17.04,-54.9,44693
28121,602742,599042,-35.26,-73.31,44733
28122,602745,599054,-34.85,-63.66,44773
28122,602799,599147,4.56,6.71,44813
28122,602792,599134,9.34,15.07,44853
28123,602822,599210,29.95,67.08,44893
28123,602829,599203,37.32,69.71,44933
28326,602816,599209,27.3,68.53,44973
28327,602848,599265,44.02,100.12,45013
28327,602859,599259,51.89,95.59,45053
28327,602869,599305,56.23,117.27,45093
28327,602869,599301,52.56,110.09,45133
28531,602887,599337,59.26,123.25,45173
28531,602882,599333,52.53,113.49,45213
28531,602706,598978,-72.04,-137.58,45253
28531,602698,598972,-102.58,-192.94,45293
28531,602624,598822,-151.38,-291.53,45333
28735,602619,598820,-154.17,-293.03,45373
28736,602623,598838,-139.19,-256.47,45413
28736,602617,598833,-127.66,-229.0,45453
28736,602602,598796,-124.08,-227.65,45493
28736,602617,598799,-102.61,-206.07,45533
28940,602575,598774,-116.77,-200.07,45573
28941,602587,598762,-102.42,-189.76,45613
28941,602575,598765,-98.26,-169.12,45653
28941,602607,598799,-67.37,-126.82,45693
28941,602601,598809,-57.97,-98.71,45733
29146,602616,598848,-40.59,-57.06,45773
29146,602613,598849,-34.89,-41.14,45813
29146,602625,598872,-22.44,-18.19,45853
29146,602625,598878,-17.43,-6.89,45893
29146,602664,598942,11.56,39.64,45933
29351,602657,598943,13.12,48.63,45973
29351,602592,598791,-31.31,-55.57,46013
29351,602580,598781,-47.91,-83.73,46053
29351,602467,598551,-124.1,-238.54,46093
29352,602466,598559,-133.35,-251.91,46133
29556,602496,598606,-104.22,-202.31,46173
29556,602492,598630,-90.79,-156.62,46213
29556,602499,598618,-75.02,-140.03,46253
29556,602517,598663,-52.64,-93.76,46293
29557,602529,598663,-34.46,-74.24,46333
29759,602521,598657,-32.37,-67.11,46373
29760,602514,598654,-33.82,-61.66,46413
29760,602529,598679,-21.27,-38.19,46453
29761,602534,598678,-12.93,-29.79,46493
29761,602587,598790,25.95,50.25,46533
29761,602582,598783,30.1,61.4,46573
29964,602592,598825,35.39,87.27,46613
29965,602602,598824,40.42,85.73,46653
29966,602622,598866,51.78,106.38,46693
29966,602619,598860,48.2,98.6,46733
29966,602640,598906,57.36,119.22,46773
30169,602634,598918,50.74,122.44,46813
30169,602641,598925,49.54,117.61,46853
30169,602491,598608,-55.95,-106.93,46893
30170,602486,598601,-81.06,-159.02,46933
30170,602401,598433,-137.74,-271.76,46973
30374,602401,598438,-140.35,-273.75,47013
30374,602422,598467,-115.02,-231.62,47053
30374,602421,598468,-99.6,-200.8,47093
30374,602454,598528,-65.06,-135.66,47133
30374,602453,598530,-51.58,-106.54,47173
30579,602442,598520,-51.27,-96.97,47213
30579,602446,598525,-44.13,-83.01,47253
30580,602489,598606,-9.61,-17.98,47293
30580,602485,598609,-2.82,1.89,47333
30580,602517,598646,20.64,31.59,47373
30784,602499,598668,12.69,51.2,47413
30784,602515,598668,20.34,51.82,47453
30784,602578,598772,63.02,117.55,47493
30784,602575,598781,66.41,130.16,47533
30785,602594,598827,74.42,153.31,47573
30988,602603,598821,76.18,142.16,47613
30989,602611,598863,75.59,155.62,47653
30989,602610,598858,68.4,142.47,47693
30989,602527,598693,4.9,16.07,47733
30989,602526,598685,-12.06,-22.43,47773
31193,602398,598437,-101.51,-197.13,47813
31193,602393,598424,-118.75,-233.04,47853
31194,602448,598515,-76.0,-161.12,47893
31194,602442,598515,-62.94,-129.43,47933
31194,602450,598521,-48.89,-106.52,47973
31398,602446,598522,-43.95,-91.12,48013
31399,602460,598541,-29.61,-66.76,48053
31399,602452,598533,-28.85,-60.38,48093
31399,602459,598534,-21.49,-53.01,48133
31399,602482,598569,-2.35,-23.12,48173
31399,602477,598574,-0.74,-10.34,48213
31603,602511,598649,22.65,44.28,48253
31603,602522,598658,34.02,60.3,48293
31603,602574,598758,68.98,126.52,48333
31603,602576,598759,73.28,133.18,48373
31604,602603,598826,86.33,168.66,48413
31808,602598,598827,78.98,163.99,48453
31808,602658,598927,110.85,216.32,48493
31808,602662,598932,112.18,214.53,48533
31808,602648,598932,93.62,195.97,48573
31809,602521,598674,-4.48,1.13,48613
32012,602526,598653,-25.33,-62.06,48653
32013,602512,598645,-37.88,-78.08,48693
32013,602514,598643,-36.43,-76.89,48733
32013,602523,598659,-26.98,-59.31,48773
32014,602526,598657,-20.25,-51.25,48813
32218,602505,598648,-30.99,-50.96,48853
32218,602516,598641,-23.68,-51.31,48893
32218,602513,598647,-21.87,-43.01,48933
32218,602511,598647,-20.85,-37.3,48973
32218,602568,598765,19.47,46.75,49013
32336,602576,598775,33.34,70.65,49053
32337,602572,598781,31.32,74.7,49093
32337,602566,598770,24.07,62.01,49133
32337,602608,598861,48.53,114.86,49173
32337,602616,598862,55.96,119.04,49213
32627,602612,598870,50.39,115.45,49253
32627,602629,598899,56.11,124.31,49293
32627,602632,598894,54.83,112.68,49333
32627,602528,598691,-20.08,-36.43,49373
32628,602525,598684,-39.22,-75.47,49413
32832,602452,598545,-89.89,-172.49,49453
32833,602462,598558,-88.25,-173.53,49493
32833,602503,598630,-52.76,-110.61,49533
32833,602508,598633,-36.05,-83.5,49573
32833,602530,598678,-14.0,-39.31,49613
33036,602532,598676,-5.95,-26.23,49653
33037,602530,598659,-4.76,-32.2,49693
33037,602516,598665,-13.5,-26.93,49733
33037,602531,598706,-4.43,4.27,49773
33037,602548,598697,9.66,5.73,49813
33037,602554,598685,16.4,-2.45,49853
33241,602585,598779,37.58,58.95,49893
33241,602594,598785,45.78,73.43,49933
33242,602652,598894,83.03,144.21,49973
33242,602651,598894,84.71,149.85,50013
33242,602674,598940,93.46,169.53,50053
33446,602670,598947,85.08,164.86,50093
33446,602713,599032,104.75,206.94,50133
33447,602710,599033,98.77,200.66,50173
33447,602547,598669,-20.8,-62.88,50213
33447,602530,598667,-60.42,-125.07,50253
33652,602531,598648,-64.65,-142.86,50293
33652,602537,598637,-56.19,-142.64,50333
33652,602516,598661,-63.41,-114.47,50373
33653,602547,598666,-39.03,-94.29,50413
33653,602539,598654,-34.93,-89.35,50453
33855,602478,598512,-72.04,-176.2,50493
33856,602471,598497,-79.98,-193.23,50533
33856,602364,598334,-147.3,-290.89,50573
33856,602373,598329,-145.67,-294.2,50613
33856,602425,598432,-97.97,-200.81,50653
34060,602430,598444,-74.35,-152.31,50693
34061,602608,598790,57.69,105.6,50733
34061,602605,598795,83.94,164.8,50773
34061,602632,598862,101.61,210.83,50813
34061,602632,598861,97.51,203.87,50853
34265,602632,598891,88.25,205.08,50893
34266,602637,598896,81.83,191.42,50933
34266,602649,598884,81.35,163.75,50973
34266,602594,598835,37.33,110.01,51013
34266,602580,598823,13.78,79.11,51053
34470,602449,598531,-81.55,-131.86,51093
34470,602446,598516,-100.58,-183.81,51133
34471,602479,598565,-74.61,-148.36,51173
34471,602477,598570,-63.13,-123.55,51213
34472,602449,598516,-73.81,-143.27,51253
34675,602455,598536,-66.21,-122.65,51293
34675,602470,598550,-48.63,-97.68,51333
34675,602466,598570,-42.76,-69.69,51373
34676,602464,598518,-38.99,-91.73,51413
34676,602453,598526,-42.19,-84.15,51453
34880,602490,598608,-14.49,-19.94,51493
34880,602497,598614,-1.57,1.91,51533
34880,602558,598720,42.85,78.6,51573
34881,602551,598742,45.66,105.99,51613
34881,602564,598736,51.27,99.81,51653
34881,602603,598838,74.61,158.56,51693
35085,602610,598831,78.88,155.16,51733
35085,602701,599038,134.57,280.53,51773
35086,602700,599046,136.5,293.68,51813
35086,602628,598870,76.98,153.76,51853
35087,602618,598874,48.82,108.33,51893
35290,602573,598777,7.29,22.47,51933
35290,602576,598781,-1.7,1.7,51973
35290,602610,598834,19.02,32.02,52013
35291,602616,598856,26.73,51.8,52053
35291,602787,599075,141.5,199.75,52093
35494,602775,599070,150.25,216.69,52133
35494,602744,598974,118.95,138.03,52173
35495,602733,598983,93.61,112.66,52213
35495,602747,598985,88.81,98.11,52253
35495,602823,599118,131.25,175.69,52293
35699,602823,599128,130.81,187.03,52333
35699,602789,599099,96.76,154.61,52373
35700,602781,599071,74.66,114.52,52413
35700,602685,598944,-1.83,9.29,52453
35700,602683,598945,-22.19,-17.23,52493
35904,602659,598967,-41.57,-7.6,52533
35904,602661,598962,-41.61,-7.96,52573
35904,602596,598838,-81.87,-90.83,52613
35905,602597,598857,-84.36,-91.22,52653
35905,602804,599175,61.54,130.51,52693
36108,602815,599178,100.32,177.16,52733
36109,602825,599213,108.28,197.47,52773
36109,602839,599204,110.6,179.78,52813
36109,602836,599194,99.76,153.43,52853
36109,602855,599248,101.47,170.19,52893
36313,602863,599265,98.66,171.51,52933
36314,602899,599334,113.87,203.75,52973
36314,602888,599334,100.64,194.62,53013
36314,602922,599410,111.66,227.03,53053
36314,602929,599399,109.74,208.65,53093
36314,602894,599391,76.44,181.0,53133
36518,602897,599397,63.63,162.79,53173
36518,602866,599371,34.2,126.96,53213
36519,602867,599370,24.61,106.58,53253
36519,602872,599402,23.47,113.97,53293
36724,602870,599397,19.89,102.85,53333
36726,602858,599391,9.25,87.31,53373
36726,602709,599049,-94.49,-154.2,53413
36726,602692,599044,-124.0,-205.16,53453
36726,602682,599037,-127.63,-205.26,53493
36727,602683,599028,-117.11,-194.04,53533
36928,602709,599083,-87.09,-137.85,53573
36928,602711,599091,-70.87,-106.67,53613
36928,602797,599246,-2.92,14.51,53653
36928,602801,599251,17.08,47.11,53693
36929,602824,599297,36.2,82.24,53733
37133,602836,599291,46.0,80.07,53773
37148,602877,599398,72.22,144.8,53813
37148,602880,599391,74.72,144.12,53853
37149,602926,599474,100.03,187.59,53893
37149,602918,599488,92.51,192.06,53933
37338,602936,599512,94.93,193.15,53973
37338,602934,599513,86.21,177.76,54013
37339,602928,599507,72.68,154.88,54053
37339,602932,599531,65.88,152.15,54093
37339,602933,599524,59.24,133.89,54133
37542,602773,599184,-55.12,-110.84,54173
37542,602775,599175,-77.83,-168.96,54213
37543,602770,599158,-80.31,-180.73,54253
37543,602761,599170,-80.22,-160.36,54293
37543,602811,599262,-39.78,-79.76,54333
37747,602812,599263,-25.64,-52.14,54373
37747,602842,599317,0.26,-4.44,54413
37747,602851,599325,12.82,13.29,54453
37748,602878,599370,33.09,46.91,54493
37748,602870,599380,29.98,58.13,54533
37952,602921,599483,61.0,125.37,54573
37953,602922,599489,64.27,135.66,54613
37953,602922,599487,59.65,125.44,54653
37953,602970,599556,85.74,158.71,54693
37953,602971,599561,85.75,157.05,54733
38157,602992,599614,92.62,179.04,54773
38157,602993,599624,87.21,176.16,54813
38158,602981,599603,70.47,146.44,54853
38158,602976,599598,56.91,123.28,54893
38159,602829,599276,-50.25,-109.75,54933
38361,602831,599270,-71.54,-162.92,54973
38362,602849,599301,-58.72,-141.69,55013
38362,602830,599300,-63.31,-125.08,55053
38362,602824,599276,-63.21,-126.49,55093
38363,602821,599290,-59.87,-106.71,55133
38363,602811,599265,-60.67,-109.55,55173
38567,602805,599273,-59.8,-95.62,55213
38567,602803,599256,-55.84,-95.51,55253
38567,602819,599293,-39.33,-62.46,55293
38567,602827,599291,-26.54,-50.24,55333
38568,602810,599292,-32.5,-42.22,55373
38771,602828,599291,-19.11,-37.33,55413
38771,602823,599341,-17.51,0.69,55453
38772,602839,599348,-4.88,14.88,55493
38772,602825,599345,-10.72,15.2,55533
38772,602835,599342,-4.55,11.96,55573
38976,602703,599061,-91.43,-179.01,55613
38976,602677,599054,-123.02,-216.56,55653
38976,602637,598958,-147.5,-272.26,55693
38977,602642,598956,-137.78,-264.66,55733
38977,602652,598991,-117.0,-216.8,55773
39180,602648,599006,-104.59,-176.41,55813
39181,602649,599015,-91.97,-145.3,55853
39181,602671,599046,-66.21,-104.3,55893
39181,602676,599047,-50.78,-84.55,55933
39181,602657,599015,-55.45,-93.97,55973
39386,602664,599018,-47.17,-86.43,56013
39386,602689,599089,-24.33,-29.41,56053
39386,602682,599085,-21.2,-15.29,56093
39386,602727,599165,11.66,43.41,56133
39387,602726,599169,18.26,57.18,56173
39590,602741,599215,28.43,86.79,56213
39590,602739,599210,27.26,83.47,56253
39591,602655,599027,-31.88,-47.6,56293
39591,602649,599019,-48.04,-81.88,56333
39591,602646,599000,-50.06,-96.35,56373
39796,602563,598844,-102.26,-196.9,56413
39796,602557,598834,-110.69,-212.22,56453
39796,602577,598863,-90.04,-178.58,56493
39796,602578,598873,-76.57,-148.3,56533
39797,602601,598927,-51.21,-91.85,56573
39797,602605,598915,-37.81,-78.01,56613
40000,602605,598933,-31.3,-55.8,56653
40000,602611,598943,-22.98,-38.81,56693
40000,602632,598991,-4.81,1.09,56733
40000,602641,598989,6.26,9.66,56773
40001,602680,599056,34.74,56.12,56813
40205,602670,599066,32.2,69.69,56853
40205,602705,599144,52.39,119.76,56893
40205,602705,599155,53.02,129.59,56933
40205,602704,599141,48.06,111.67,56973
40206,602695,599109,36.66,76.21,57013
40410,602688,599109,26.07,60.83,57053
40411,602529,598768,-85.88,-177.71,57093
40411,602524,598777,-110.08,-216.46,57133
40412,602552,598799,-88.05,-193.06,57173
40412,602547,598811,-78.39,-162.83,57213
40615,602571,598861,-53.18,-107.84,57253
40615,602575,598862,-39.65,-84.22,57293
40616,602571,598854,-35.62,-76.56,57333
40616,602567,598845,-34.32,-74.2,57373
40616,602580,598880,-22.35,-43.78,57413
40819,602584,598890,-14.8,-25.7,57453
40819,602622,598951,13.91,22.06,57493
40819,602612,598947,13.24,29.48,57533
40820,602608,598972,9.24,45.73,57573
40820,602613,598967,10.85,42.55,57613
41002,602618,598970,13.7,40.2,57653
41003,602650,599036,34.79,80.61,57693
41003,602648,599039,35.82,86.0,57733
41003,602644,599038,30.36,79.34,57773
41003,602652,599032,31.8,66.97,57813
41229,602452,598629,-105.13,-213.11,57853
41245,602454,598624,-129.23,-268.73,57893
41245,602480,598667,-106.86,-231.03,57933
41246,602479,598678,-92.91,-194.61,57973
41246,602505,598719,-64.04,-141.44,58013
41433,602502,598714,-53.4,-119.5,58053
41434,602504,598725,-44.84,-96.53,58093
41434,602506,598722,-37.6,-84.61,58133
41434,602512,598737,-28.57,-64.37,58173
41434,602522,598735,-17.11,-55.18,58213
41638,602517,598741,-16.12,-44.17,58253
41639,602587,598848,32.62,34.38,58293
41639,602586,598849,41.44,51.86,58333
41639,602604,598903,52.24,88.18,58373
41639,602607,598898,52.6,86.47,58413
41843,602613,598907,52.29,84.87,58453
41843,602599,598902,38.33,73.89,58493
41843,602578,598851,17.47,30.56,58533
41844,602569,598833,4.69,4.98,58573
41844,602424,598514,-96.51,-216.59,58613
41844,602430,598527,-109.73,-245.1,58653
42048,602459,598580,-84.23,-195.89,58693
42048,602458,598592,-71.42,-158.92,58733
42048,602459,598583,-61.47,-142.24,58773
42049,602498,598659,-27.55,-74.9,58813
42049,602498,598656,-16.74,-53.72,58853
42253,602482,598621,-23.36,-67.41,58893
42253,602478,598629,-25.81,-59.71,58933
42253,602527,598703,8.75,-2.98,58973
42253,602518,598714,10.66,18.95,59013
42254,602558,598777,37.16,65.24,59053
42362,602569,598783,48.08,75.39,59093
42363,602608,598868,73.04,128.74,59133
42363,602612,598871,75.83,133.3,59173
42364,602653,598934,97.67,165.61,59213
42364,602647,598943,90.82,165.76,59253
42662,602675,598981,100.33,177.42,59293
42663,602674,598958,93.52,149.87,59333
42663,602666,598965,78.51,135.02,59373
42664,602489,598567,-51.05,-148.06,59413
42664,602484,598570,-82.58,-204.63,59453
42868,602524,598638,-56.59,-155.76,59493
42868,602526,598644,-43.99,-126.23,59533
42868,602566,598721,-10.17,-56.33,59573
42869,602573,598740,3.92,-21.27,59613
42869,602595,598746,21.93,-6.62,59653
43072,602592,598734,22.55,-10.41,59693
43072,602621,598795,40.31,30.57,59733
43072,602624,598799,43.36,40.95,59773
43073,602684,598892,80.88,102.68,59813
43073,602679,598911,80.1,122.32,59853
43277,602710,598954,94.07,145.88,59893
43277,602716,598960,93.66,143.47,59933
43277,602728,599015,93.72,167.77,59973
43277,602724,599017,83.12,161.06,60013
43278,602744,599019,86.92,147.07,60053
43482,602758,599064,89.94,161.43,60093
43482,602759,599064,83.7,151.4,60133
43483,602635,598796,-8.34,-44.34,60173
43483,602622,598778,-39.55,-101.85,60213
43483,602539,598599,-99.87,-228.14,60253
43483,602541,598594,-105.24,-243.95,60293
43686,602572,598660,-76.8,-182.86,60333
43687,602563,598645,-69.24,-162.18,60373
43687,602598,598711,-37.96,-98.84,60413
43687,602594,598704,-29.62,-79.34,60453
43687,602586,598651,-30.37,-103.36,60493
43891,602574,598661,-36.08,-93.99,60533
43891,602606,598686,-12.92,-66.86,60573
43892,602582,598687,-22.2,-53.7,60613
43892,602609,598698,-4.45,-38.46,60653
43892,602605,598720,-2.27,-16.55,60693
44096,602603,598712,-2.86,-15.07,60733
44096,602617,598740,6.67,5.49,60773
44097,602619,598735,9.82,6.75,60813
44097,602651,598801,31.31,50.92,60853
44097,602647,598804,31.4,59.75,60893
44167,602541,598583,-42.61,-91.89,60933
44167,602532,598565,-63.62,-134.28,60973
44168,602457,598401,-114.02,-243.97,61013
44168,602462,598406,-113.64,-247.5,61053
44505,602490,598468,-85.13,-185.77,61093
44506,602481,598465,-76.81,-156.6,61133
44506,602551,598531,-21.09,-91.67,61173
44506,602525,598554,-22.81,-52.14,61213
44506,602533,598544,-15.96,-44.49,61253
44507,602529,598527,-15.52,-50.31,61293
44710,602542,598537,-5.39,-40.79,61333
44711,602558,598597,8.39,5.45,61373
44711,602560,598587,12.48,9.85,61413
44711,602599,598677,38.73,70.71,61453
44711,602610,598681,49.42,82.73,61493
45018,602629,598746,60.76,122.47,61533
45018,602641,598734,66.52,114.08,61573
45018,602670,598825,81.83,163.6,61613
45018,602688,598825,90.91,162.15,61653
45019,602504,598446,-38.4,-107.0,61693
45325,602512,598437,-62.22,-171.59,61733
45325,602510,598451,-64.26,-163.82,61773
45326,602545,598512,-35.81,-107.01,61813
45326,602541,598511,-28.36,-84.35,61853
45326,602592,598590,10.25,-18.32,61893
45326,602583,598596,13.04,3.79,61933
45326,602607,598629,28.8,31.28,61973
45327,602605,598619,28.91,28.77,62013
45327,602645,598679,53.45,66.12,62053
45327,602638,598694,50.38,80.01,62093
45327,602701,598786,87.77,138.67,62133
45529,602690,598793,82.37,146.4,62173
45530,602737,598846,105.72,171.6,62213
45530,602736,598854,101.96,168.8,62253
45530,602764,598903,111.24,186.88,62293
45530,602766,598912,105.52,181.65,62333
45734,602756,598839,88.45,115.87,62373
45735,602726,598844,56.49,92.95,62413
45735,602735,598836,49.76,73.98,62453
45735,602505,598347,-110.97,-266.2,62493
45736,602506,598345,-141.24,-330.45,62533
45939,602537,598378,-116.04,-296.43,62573
45940,602538,598380,-99.19,-261.54,62613
45940,602654,598563,-8.48,-107.5,62653
45940,602653,598560,14.28,-61.72,62693
45940,602637,598492,8.07,-90.76,62733
46144,602642,598495,9.16,-88.4,62773
46145,602679,598551,33.52,-42.61,62813
46145,602682,598552,38.85,-26.89,62853
46145,602651,598530,16.02,-35.48,62893
46145,602658,598525,13.66,-38.01,62933
46349,602529,598347,-74.91,-155.23,62973
46349,602530,598338,-90.12,-177.61,63013
46350,602530,598335,-86.36,-170.25,63053
46350,602558,598396,-59.3,-112.96,63093
46350,602559,598396,-46.83,-89.04,63133
46554,602737,598756,80.11,166.84,63173
46554,602749,598785,113.26,236.47,63213
46554,602770,598811,126.16,251.49,63253
46554,602760,598795,112.05,223.27,63293
46555,602462,598244,-101.63,-173.62,63333
46758,602462,598244,-146.68,-258.58,63373
46759,602317,598049,-243.21,-389.33,63413
46759,602317,598043,-246.87,-393.32,63453
46759,602315,598055,-228.25,-353.01,63493
46759,602318,598064,-202.32,-307.05,63533
46963,602414,598241,-114.13,-150.38,63573
46963,602405,598248,-88.42,-93.66,63613
46964,602407,598259,-73.12,-64.05,63653
46964,602451,598311,-33.51,-16.27,63693
46964,602444,598317,-25.46,1.21,63733
46964,602450,598334,-17.25,16.87,63773
47168,602452,598335,-12.37,20.11,63813
47168,602442,598330,-16.82,15.84,63853
47169,602461,598332,-3.69,14.71,63893
47169,602499,598409,25.52,65.01,63933
47169,602499,598409,30.7,72.12,63973
47373,602532,598455,51.61,98.82,64013
47373,602529,598463,50.49,102.58,64053
47373,602367,598144,-63.12,-119.91,64093
47374,602364,598124,-88.33,-179.08,64133
47374,602361,598114,-89.23,-185.59,64173
