emg_ts,raw,clean,envelope
113085,0,0.0,0.0
113104,0,0.0,0.0
113244,0,0.0,0.0
113259,0,0.0,0.0
113273,0,0.0,0.0
113288,0,0.0,0.0
113302,0,0.0,0.0
113316,0,0.0,0.0
113330,0,0.0,0.0
113346,0,0.0,0.0
113360,0,0.0,0.0
113379,0,0.0,0.0
113394,0,0.0,0.0
113408,0,0.0,0.0
113423,0,0.0,0.0
113437,0,0.0,0.0
113452,0,0.0,0.0
113467,0,0.0,0.0
113481,0,0.0,0.0
113495,0,0.0,0.0
113513,0,0.0,0.0
113654,0,0.0,0.0
113669,0,0.0,0.0
113684,0,0.0,0.0
113698,0,0.0,0.0
113712,0,0.0,0.0
113726,0,0.0,0.0
113742,0,0.0,0.0
113757,0,0.0,0.0
113771,0,0.0,0.0
113785,0,0.0,0.0
113799,0,0.0,0.0
113818,0,0.0,0.0
113833,0,0.0,0.0
113847,0,0.0,0.0
113862,0,0.0,0.0
113876,0,0.0,0.0
113891,0,0.0,0.0
113905,0,0.0,0.0
113919,0,0.0,0.0
113968,0,0.0,0.0
113983,0,0.0,0.0
113997,0,0.0,0.0
114012,0,0.0,0.0
114026,0,0.0,0.0
114042,0,0.0,0.0
114057,0,0.0,0.0
114071,0,0.0,0.0
114085,0,0.0,0.0
114104,0,0.0,0.0
114119,0,0.0,0.0
114134,0,0.0,0.0
114148,0,0.0,0.0
114163,0,0.0,0.0
114177,0,0.0,0.0
114192,0,0.0,0.0
114206,0,0.0,0.0
114220,0,0.0,0.0
114240,0,0.0,0.0
114371,0,0.0,0.0
114386,0,0.0,0.0
114400,0,0.0,0.0
114415,0,0.0,0.0
114429,0,0.0,0.0
114443,0,0.0,0.0
114458,0,0.0,0.0
114473,0,0.0,0.0
114487,0,0.0,0.0
114506,0,0.0,0.0
114521,0,0.0,0.0
114536,0,0.0,0.0
114551,0,0.0,0.0
114567,0,0.0,0.0
114581,0,0.0,0.0
114595,0,0.0,0.0
114610,0,0.0,0.0
114624,0,0.0,0.0
114638,0,0.0,0.0
114652,0,0.0,0.0
114666,0,0.0,0.0
114686,0,0.0,0.0
114701,0,0.0,0.0
114715,0,0.0,0.0
114729,0,0.0,0.0
114744,0,0.0,0.0
114759,0,0.0,0.0
114774,0,0.0,0.0
114788,0,0.0,0.0
116990,0,0.0,0.0
117005,0,0.0,0.0
117019,0,0.0,0.0
117034,0,0.0,0.0
117049,0,0.0,0.0
117063,0,0.0,0.0
117077,0,0.0,0.0
117091,0,0.0,0.0
117105,0,0.0,0.0
117123,0,0.0,0.0
117138,0,0.0,0.0
117152,0,0.0,0.0
117648,0,0.0,0.0
117663,0,0.0,0.0
117677,0,0.0,0.0
117692,0,0.0,0.0
117706,0,0.0,0.0
117720,0,0.0,0.0
117736,0,0.0,0.0
117751,0,0.0,0.0
117765,0,0.0,0.0
117784,0,0.0,0.0
117799,0,0.0,0.0
117813,0,0.0,0.0
117827,0,0.0,0.0
117844,0,0.0,0.0
117858,0,0.0,0.0
117872,0,0.0,0.0
117886,0,0.0,0.0
118159,0,0.0,0.0
118174,0,0.0,0.0
118188,0,0.0,0.0
118203,0,0.0,0.0
118217,0,0.0,0.0
118231,0,0.0,0.0
118245,0,0.0,0.0
118260,0,0.0,0.0
118274,0,0.0,0.0
118293,0,0.0,0.0
118308,0,0.0,0.0
118322,0,0.0,0.0
118345,0,0.0,0.0
118360,0,0.0,0.0
118374,0,0.0,0.0
118390,0,0.0,0.0
118405,0,0.0,0.0
118419,0,0.0,0.0
118433,0,0.0,0.0
118447,0,0.0,0.0
118462,0,0.0,0.0
118476,0,0.0,0.0
118490,0,0.0,0.0
118504,0,0.0,0.0
118518,0,0.0,0.0
118536,0,0.0,0.0
118551,0,0.0,0.0
118566,0,0.0,0.0
118581,0,0.0,0.0
118595,0,0.0,0.0
118611,0,0.0,0.0
118625,0,0.0,0.0
118639,0,0.0,0.0
118653,0,0.0,0.0
118669,0,0.0,0.0
118683,0,0.0,0.0
118697,0,0.0,0.0
118715,0,0.0,0.0
118730,0,0.0,0.0
118744,0,0.0,0.0
118759,0,0.0,0.0
118774,0,0.0,0.0
118788,0,0.0,0.0
118802,0,0.0,0.0
118816,0,0.0,0.0
118876,0,0.0,0.0
118891,0,0.0,0.0
118905,0,0.0,0.0
118920,0,0.0,0.0
118934,0,0.0,0.0
118948,0,0.0,0.0
118962,0,0.0,0.0
118977,0,0.0,0.0
118991,0,0.0,0.0
119009,0,0.0,0.0
119024,0,0.0,0.0
119038,0,0.0,0.0
119066,0,0.0,0.0
