red_raw,red_final (Filtered),ir_raw,ir_final (Filtered)
590149,152.14,583834,118.79
590315,250.6,584010,223.0
590327,262.21,584023,239.06
590436,316.37,584144,304.35
590451,313.35,584145,295.72
590473,300.95,584189,298.2
590467,268.34,584175,264.19
590569,306.09,584293,312.82
590573,292.42,584298,301.94
590650,316.13,584399,341.67
590655,298.74,584409,329.57
590696,296.75,584450,326.29
590705,277.2,584464,307.29
590726,262.99,584471,281.27
590937,379.28,584714,414.56
590940,378.45,584712,411.66
590866,296.5,584662,342.51
590865,250.18,584659,294.21
590875,224.17,584685,274.72
590879,201.38,584694,252.69
590996,257.4,584841,324.75
591000,252.39,584832,309.35
591021,243.95,584820,271.31
591024,223.24,584815,235.43
591285,374.82,585070,378.22
591306,395.37,585078,387.5
591424,446.53,585217,450.67
591415,415.6,585217,428.44
591399,361.92,585205,378.59
591396,315.91,585208,336.12
591394,276.29,585203,293.64
591384,236.31,585199,255.53
591388,209.02,585190,218.3
591471,240.37,585298,263.21
591473,229.24,585293,248.9
591561,266.34,585417,307.79
591572,260.51,585422,299.89
591736,347.43,585599,391.74
591730,335.85,585608,387.79
591816,362.49,585724,432.08
591813,336.54,585722,405.37
591852,327.84,585781,404.13
591846,293.86,585783,371.07
591776,213.39,585651,242.59
591784,180.53,585652,190.45
591777,152.36,585647,157.96
591910,221.96,585780,225.94
591912,222.06,585777,221.91
591893,190.55,585763,192.79
591886,161.83,585742,155.05
592212,360.35,586089,366.06
592213,380.43,586089,388.13
592542,574.82,586420,583.68
592545,577.04,586430,590.17
592730,653.36,586600,656.36
592735,620.76,586605,620.91
592837,628.77,586719,636.26
592845,583.05,586724,589.76
592825,508.88,586731,533.0
592887,489.0,586750,486.48
592895,448.11,586756,437.72
592794,331.95,586644,313.16
592789,271.4,586644,255.43
592717,184.81,586644,219.38
592720,149.54,586634,185.06
592410,-80.67,586235,-107.77
592414,-128.88,586230,-175.53
592399,-140.24,586225,-181.07
592410,-123.86,586234,-161.13
592733,108.19,586534,59.44
592747,166.68,586552,121.92
593236,496.45,587039,455.08
593256,550.82,587043,502.96
593270,527.35,587057,481.91
593100,362.47,586950,363.92
593075,273.63,586932,291.41
592995,174.42,586920,240.56
593021,152.21,586933,216.2
593463,431.36,587332,460.42
593470,469.69,587341,488.86
593499,459.18,587290,420.36
593500,418.43,587292,369.0
593411,312.9,587240,289.99
593402,253.95,587242,246.98
593448,248.67,587286,244.92
593455,231.03,587291,227.08
593514,246.77,587321,223.64
593516,231.29,587320,203.17
593492,191.66,587231,120.96
593488,162.85,587239,95.53
593492,144.51,587231,75.65
593490,126.41,587177,27.98
593496,115.21,587184,18.34
593528,124.22,587162,-0.44
593521,111.25,587162,-5.07
593531,105.36,587154,-11.24
593529,93.62,587153,-12.51
593635,154.15,587273,69.03
593635,156.31,587271,82.29
593675,170.55,587315,108.3
593667,154.36,587330,115.77
593783,215.35,587460,195.39
593785,213.77,587463,200.81
593838,230.97,587534,233.03
593844,219.81,587535,222.08
593842,197.13,587538,202.63
593886,204.35,587596,219.72
593893,193.62,587592,202.72
593966,223.71,587703,256.08
593965,211.72,587708,251.16
593987,205.64,587765,267.1
594001,196.1,587768,250.58
594051,210.82,587796,244.13
594048,194.68,587787,215.84
593970,121.71,587622,79.42
593969,92.43,587620,37.11
594024,114.35,587705,80.6
594035,117.57,587700,81.32
594037,109.78,587764,117.69
594047,105.32,587757,112.18
594038,89.23,587759,102.64
593729,-130.34,587431,-129.17
593724,-177.78,587428,-178.48
593315,-450.04,587033,-441.64
593300,-490.46,587031,-471.75
593150,-560.11,586879,-541.79
593145,-533.66,586868,-520.98
592936,-622.61,586617,-640.68
592927,-598.4,586597,-630.05
592367,-918.71,586047,-944.4
592367,-921.46,586044,-945.56
592382,-834.21,586047,-863.95
592391,-735.83,586035,-778.55
592549,-542.61,586125,-630.75
592543,-452.29,586123,-541.75
592557,-382.0,586128,-470.23
592733,-213.57,586300,-296.8
592732,-153.94,586305,-224.8
592667,-169.78,586219,-245.64
592665,-160.74,586235,-219.35
592544,-226.34,586116,-274.34
592557,-214.98,586105,-272.42
592550,-198.65,586100,-252.23
592547,-179.77,586094,-229.89
592609,-118.15,586208,-128.12
592612,-90.66,586219,-84.35
592778,35.65,586404,58.3
592783,67.64,586400,86.46
592764,57.19,586400,86.24
592635,-37.09,586267,-10.65
592648,-48.91,586271,-31.4
592753,22.95,586346,16.53
592747,35.03,586348,28.54
592587,-72.64,586112,-129.7
592586,-94.2,586113,-157.79
592515,-139.49,586009,-221.51
592512,-141.05,586012,-216.75
592595,-73.61,586046,-174.41
592591,-53.25,586050,-146.35
592571,-57.09,586030,-140.39
592572,-52.53,586030,-127.06
592476,-111.6,585954,-164.1
592467,-123.08,585957,-157.52
592466,-116.23,585936,-156.67
592387,-157.83,585858,-195.74
592399,-146.86,585859,-188.34
592390,-137.73,585856,-172.6
592395,-120.49,585851,-157.45
592415,-92.52,585878,-122.13
592421,-73.67,585887,-96.92
592524,6.59,585985,-16.45
592518,22.16,585984,4.45
592585,69.27,586060,60.53
592588,77.24,586063,71.46
592427,-35.6,585804,-106.15
592428,-60.3,585795,-147.82
592419,-67.5,585770,-162.61
592429,-56.89,585761,-158.64
592432,-47.33,585747,-153.65
592427,-44.31,585766,-126.61
592439,-31.73,585751,-119.23
592489,7.75,585789,-81.76
592479,10.23,585796,-60.67
592509,30.21,585810,-40.87
592509,32.7,585806,-35.15
592506,28.54,585812,-26.68
592511,28.48,585822,-15.53
592476,2.47,585788,-34.34
592475,-4.96,585788,-36.19
592481,-2.39,585804,-22.82
592476,-4.94,585808,-14.81
592527,29.2,585870,30.18
592531,37.98,585877,43.59
592586,73.99,585922,73.59
592559,58.61,585924,76.28
592569,56.48,585935,77.91
592478,-10.07,585753,-50.77
592490,-17.88,585756,-76.75
592462,-37.18,585725,-97.66
592454,-44.23,585721,-97.27
592471,-30.84,585727,-84.98
592474,-22.86,585737,-68.01
592472,-20.26,585748,-50.57
592486,-8.43,585761,-33.16
592511,12.09,585779,-13.9
592512,16.93,585779,-7.87
592591,69.87,585887,67.0
592600,83.32,585882,76.78
592664,122.72,585962,126.6
592659,118.86,585970,133.82
592666,112.59,585969,123.6
592676,108.26,585978,116.72
592674,96.73,585994,115.9
592657,74.2,585981,97.19
592655,60.93,585984,86.27
592670,62.54,586016,97.79
592677,62.39,586017,93.07
592665,49.0,585980,59.17
592666,42.14,585973,40.97
592614,1.87,585863,-41.17
592615,-7.75,585868,-54.93
592624,-3.45,585902,-30.81
592628,0.62,585900,-23.51
592656,20.4,585918,-7.58
592642,14.2,585907,-10.31
592632,4.73,585897,-16.92
592623,-4.05,585904,-12.4
592612,-13.36,585904,-10.21
592677,29.17,585991,49.72
592685,42.79,585999,65.94
592705,56.09,586048,97.47
592704,53.98,586050,98.48
592772,94.66,586157,162.45
592778,100.94,586168,172.17
592771,89.28,586174,164.16
592763,73.45,586172,146.9
592745,51.16,586174,131.5
592755,47.95,586182,121.91
592651,-26.85,586022,1.55
592632,-56.22,586026,-26.13
592641,-52.73,586011,-40.97
592608,-69.64,585962,-74.24
592603,-71.37,585970,-70.92
592611,-60.43,585982,-56.03
592612,-51.87,585976,-51.57
592621,-39.29,585983,-41.33
592623,-31.45,585983,-35.25
592591,-48.37,585964,-43.55
592606,-38.44,585953,-49.36
592634,-13.87,586000,-15.03
592628,-10.56,586006,-1.14
592691,33.55,586085,55.62
592684,37.1,586087,66.52
592789,105.54,586194,135.73
592793,116.49,586211,153.06
592815,124.18,586215,147.13
592788,97.46,586198,121.79
592775,73.79,586194,102.49
592539,-97.22,585860,-135.83
592530,-138.0,585850,-190.92
592514,-147.35,585824,-206.13
592532,-125.16,585835,-185.15
592518,-118.45,585828,-168.92
592510,-112.12,585831,-148.57
592563,-65.45,585898,-85.77
592563,-48.2,585901,-60.76
592599,-15.55,585940,-23.11
592601,-4.7,585940,-11.71
592596,-4.89,585972,13.65
592603,0.16,585969,16.85
592610,6.11,585963,12.2
592595,-3.05,585985,24.79
592613,7.07,585989,28.53
592575,-16.57,585974,16.97
592584,-15.02,585973,11.96
592627,15.6,586041,55.48
592633,25.96,586033,56.33
592541,-35.54,585869,-58.63
592542,-47.29,585872,-80.51
592567,-29.41,585902,-59.0
592566,-23.14,585914,-40.5
592493,-68.76,585824,-93.03
592496,-72.38,585835,-90.92
592487,-73.24,585843,-77.36
592498,-59.85,585851,-61.99
592506,-46.09,585852,-52.26
592559,-3.06,585914,-3.6
592554,4.67,585925,16.28
592577,21.7,585956,40.78
592576,23.45,585967,50.89
592625,54.91,586021,85.44
592629,60.81,586023,88.23
592654,74.05,586064,109.11
592657,73.1,586067,107.14
592657,66.7,586078,105.0
592656,58.74,586065,86.84
592587,5.32,585931,-15.28
592599,-0.47,585929,-40.93
592662,40.55,586019,16.64
592673,54.9,586012,24.95
592660,45.08,586012,24.97
592623,13.91,585971,-4.71
592623,4.95,585966,-15.13
592644,16.35,585989,-0.97
592647,19.88,585984,-0.68
592762,96.53,586133,99.72
592779,119.01,586145,124.59
593011,270.8,586427,310.14
593008,283.96,586426,329.87
593113,333.95,586561,397.81
593115,319.7,586564,383.26
593218,358.41,586672,419.91
593214,335.22,586681,399.7
593188,283.52,586666,350.8
593188,246.65,586655,301.42
593194,220.56,586650,260.22
593160,172.5,586608,199.64
593161,146.52,586609,168.26
593049,52.26,586406,9.49
593062,32.89,586405,-31.82
593170,97.92,586533,46.62
593167,103.98,586527,58.35
593164,94.64,586534,61.08
593172,89.69,586533,55.93
593150,66.09,586508,33.03
593148,53.21,586511,26.56
593206,84.5,586577,67.11
593199,80.52,586574,69.59
593238,98.96,586638,107.4
593231,90.57,586645,112.55
593234,82.8,586644,103.7
593316,129.05,586760,170.79
593316,129.72,586756,170.52
593337,133.01,586804,188.4
593342,126.0,586813,183.05
593392,147.23,586869,203.91
593400,145.53,586880,199.34
593418,144.94,586906,198.86
593418,132.55,586910,184.6
593268,17.25,586717,35.52
593261,-17.86,586711,-8.93
593144,-103.97,586591,-100.1
593133,-124.19,586580,-121.95
593127,-122.81,586576,-119.76
593159,-90.52,586609,-86.94
593157,-76.15,586606,-73.4
593217,-25.7,586669,-21.36
593221,-8.12,586665,-9.19
593147,-52.88,586597,-51.08
593142,-63.07,586592,-60.66
593101,-87.85,586562,-78.13
593104,-84.63,586562,-75.91
593024,-130.53,586503,-108.64
593021,-133.07,586502,-108.35
593013,-127.85,586512,-92.42
593017,-113.03,586515,-78.55
592933,-156.29,586428,-127.01
592927,-157.98,586424,-131.11
592772,-249.44,586286,-213.92
592761,-258.67,586273,-225.41
592759,-240.54,586269,-211.9
592719,-242.57,586275,-186.57
592706,-231.33,586272,-166.48
592715,-202.93,586234,-173.0
592709,-182.64,586224,-166.73
592619,-222.7,586115,-224.41
592620,-213.28,586121,-215.9
592669,-159.93,586178,-157.16
592660,-139.13,586176,-130.44
592721,-81.08,586259,-56.9
592724,-57.63,586261,-32.23
592747,-31.42,586312,10.99
592757,-15.39,586312,20.9
592820,32.31,586427,99.03
592826,45.61,586433,114.36
592833,49.8,586431,107.23
592931,112.63,586566,187.25
592942,126.28,586577,198.89
592913,99.57,586564,176.29
592919,88.46,586559,152.37
592924,81.63,586580,147.62
592908,62.22,586578,132.6
593011,121.37,586667,177.55
593008,123.97,586662,170.45
593025,125.61,586616,123.25
593032,120.1,586626,107.75
593091,148.27,586682,132.42
593087,140.09,586688,131.51
592974,50.17,586556,31.27
592952,8.54,586556,3.44
592965,6.11,586542,-13.21
592932,-17.24,586522,-29.76
592939,-16.91,586507,-41.46
593028,44.52,586623,37.16
593036,61.55,586638,63.85
593085,93.6,586710,113.61
593094,99.78,586721,123.88
593152,131.91,586807,173.89
593168,139.6,586804,169.77
593158,123.02,586815,161.75
593164,112.52,586819,148.74
593121,71.49,586789,112.73
593132,62.54,586782,89.48
593115,43.55,586789,80.79
592988,-50.36,586558,-83.72
592983,-73.08,586551,-122.67
592972,-79.96,586556,-118.73
592971,-75.64,586565,-101.64
592979,-62.76,586551,-98.22
592967,-62.28,586543,-94.46
592954,-65.69,586532,-92.92
592957,-58.94,586528,-87.4
593000,-23.35,586592,-35.58
593002,-11.11,586605,-10.79
592993,-13.18,586603,-4.97
592991,-13.92,586589,-12.51
592974,-24.37,586581,-18.74
592968,-28.93,586583,-17.43
592981,-18.87,586592,-9.58
592972,-20.8,586595,-4.76
592968,-22.2,586588,-7.9
592894,-70.48,586539,-40.98
592904,-69.89,586533,-49.91
592820,-120.37,586382,-149.54
592823,-120.84,586385,-159.96
592821,-112.1,586358,-167.2
592825,-97.77,586361,-152.92
592897,-37.38,586424,-93.96
592881,-29.82,586427,-69.2
592854,-43.57,586385,-85.39
592854,-43.39,586384,-82.94
592877,-24.23,586403,-62.51
592873,-20.04,586406,-50.12
592865,-22.66,586414,-37.37
592882,-9.98,586415,-30.29
592871,-13.38,586396,-38.79
592873,-11.75,586411,-27.58
592868,-13.74,586412,-21.73
592888,0.42,586428,-7.61
592883,0.57,586433,-0.07
592831,-34.41,586385,-30.46
592834,-38.26,586380,-38.93
592834,-35.95,586403,-22.29
592837,-30.38,586404,-15.55
592848,-18.95,586365,-38.85
592847,-15.16,586358,-46.1
592738,-86.31,586203,-148.41
592743,-93.52,586208,-158.18
592791,-55.1,586265,-108.84
592789,-42.18,586260,-90.67
592797,-29.99,586253,-83.19
592804,-19.66,586275,-59.4
592800,-18.13,586275,-48.43
592805,-12.86,586292,-30.09
592804,-11.09,586299,-18.26
592826,5.09,586323,2.39
592828,10.08,586322,6.69
592795,-11.73,586308,-2.2
592776,-28.98,586313,-0.85
592788,-22.8,586343,19.8
592781,-24.04,586348,26.63
592756,-39.14,586337,18.69
592757,-38.93,586338,15.8
592750,-40.3,586342,16.47
592679,-84.97,586282,-25.2
592665,-98.45,586289,-28.79
592579,-151.41,586171,-106.66
592557,-166.79,586156,-127.32
592476,-211.08,586042,-198.5
592480,-201.67,586032,-206.38
592532,-147.29,586122,-130.31
592530,-122.48,586111,-107.63
592575,-75.63,586187,-41.72
592581,-53.46,586188,-20.95
592585,-40.69,586179,-19.98
592576,-40.1,586189,-11.33
592654,15.89,586289,59.08
592658,31.31,586291,73.12
592724,76.99,586384,133.06
592727,83.96,586396,145.01
592723,75.93,586394,134.39
592688,43.92,586378,109.58
592687,31.52,586373,90.76
592651,1.48,586364,72.27
592659,-0.76,586377,70.24
592652,-6.02,586337,36.9
592645,-11.46,586327,18.69
592643,-13.26,586292,-10.97
592635,-18.0,586296,-14.86
592747,57.75,586390,48.7
592759,79.93,586396,64.59
592719,51.85,586373,47.68
592719,40.41,586366,34.67
592765,65.05,586414,60.74
592772,70.51,586416,63.48
592772,65.91,586414,57.49
592930,165.55,586588,168.21
592934,179.27,586598,188.58
592982,199.87,586663,221.46
592981,187.52,586677,220.44
593044,210.96,586733,239.29
593037,194.37,586732,223.16
592980,135.36,586690,171.98
592968,101.1,586677,135.85
592886,28.68,586555,33.16
592896,14.84,586545,-2.18
592864,-11.45,586482,-53.25
592869,-13.66,586491,-55.56
592942,36.06,586559,-5.63
592953,52.9,586558,6.73
592949,49.91,586551,4.54
592902,13.33,586510,-24.02
592898,0.35,586507,-31.2
592918,10.51,586510,-28.36
592911,7.53,586510,-25.27
592958,37.75,586577,22.74
592972,51.57,586578,33.5
592996,66.85,586613,56.95
592998,66.37,586619,62.07
592996,59.27,586607,50.01
592985,45.08,586623,53.53
592929,0.01,586574,16.92
592925,-14.0,586574,6.29
592911,-25.75,586561,-5.69
592870,-54.09,586467,-71.46
592859,-64.05,586463,-84.61
592786,-110.22,586345,-160.21
592797,-105.12,586338,-170.43
592874,-43.11,586418,-104.74
592869,-27.29,586422,-76.67
592816,-56.72,586362,-103.54
592809,-64.05,586365,-99.53
592806,-62.51,586355,-96.86
592808,-55.51,586344,-95.44
592895,9.5,586451,-14.97
592903,30.39,586451,6.51
592842,-7.95,586409,-16.93
592852,-10.18,586402,-26.09
592866,-0.44,586438,-1.93
592874,7.42,586447,10.37
592868,4.71,586437,5.87
592832,-20.63,586413,-11.91
592835,-23.22,586410,-17.4
592767,-67.73,586383,-35.49
592780,-64.44,586369,-46.48
592751,-77.67,586329,-72.22
592744,-79.17,586332,-70.55
592596,-172.49,586118,-208.23
592619,-165.8,586116,-226.52
592671,-115.16,586201,-154.79
592673,-91.33,586199,-125.05
592630,-106.62,586178,-121.15
592632,-100.1,586175,-111.95
592605,-108.22,586168,-104.89
592608,-99.09,586167,-94.88
592606,-89.77,586160,-89.09
592665,-40.12,586246,-22.21
592663,-25.64,586257,3.86
592678,-9.74,586276,22.89
592684,-0.88,586292,36.46
592718,24.29,586341,69.81
592728,35.31,586343,73.59
592717,27.68,586357,77.81
592711,19.39,586362,75.59
592722,23.02,586403,96.27
592732,28.69,586414,100.77
592634,-38.25,586257,-12.35
592633,-52.49,586237,-53.09
592708,-1.13,586339,9.8
592717,17.92,586352,33.52
592721,23.83,586349,34.62
592645,-27.82,586276,-17.23
592654,-32.39,586278,-27.43
592698,-1.13,586327,5.34
592698,6.76,586329,14.44
592788,68.78,586442,91.52
592793,81.89,586433,97.1
592828,101.78,586492,129.98
592823,94.82,586509,138.72
592873,118.73,586551,157.47
592861,106.63,586559,154.3
592896,118.14,586597,165.99
592891,107.63,586600,156.89
592878,87.16,586597,139.37
592919,102.26,586659,164.9
592904,87.33,586650,151.36
592834,29.1,586526,51.68
592824,5.28,586519,17.59
592803,-15.29,586464,-29.47
592796,-23.85,586460,-41.43
592860,19.09,586516,-3.26
592853,23.54,586516,6.62
592837,11.96,586509,3.77
592834,5.97,586502,-1.96
592861,22.12,586526,12.93
592862,24.96,586528,16.91
592924,65.38,586595,61.61
592921,67.93,586600,70.99
592911,56.12,586591,61.34
592906,45.1,586590,53.03
592915,44.51,586596,50.52
592934,53.43,586629,67.79
592931,49.1,586625,63.7
592899,22.28,586598,39.11
592895,10.99,586598,29.61
592857,-18.33,586569,5.22
592860,-22.13,586573,1.36
592883,-5.78,586557,-10.51
592875,-6.59,586549,-17.98
592777,-72.13,586412,-110.63
592784,-77.8,586410,-125.88
592867,-16.8,586495,-61.85
592878,7.36,586508,-31.81
592813,-30.98,586435,-70.76
592814,-37.3,586442,-69.83
592810,-38.4,586434,-69.11
592824,-26.04,586413,-77.2
592816,-26.07,586410,-74.73
592897,30.65,586512,0.82
592902,45.7,586512,19.7
592868,22.7,586495,11.29
592875,19.75,586500,11.58
592856,4.51,586506,14.74
592865,6.37,586502,11.61
592870,9.68,586520,21.94
592862,4.25,586520,22.7
592831,-18.28,586486,-1.93
592843,-14.39,586483,-9.95
592853,-5.47,586523,15.75
592856,-0.68,586533,27.68
592854,-0.75,586526,23.56
592719,-91.61,586307,-126.87
592715,-109.39,586308,-153.25
592705,-111.38,586286,-161.72
592721,-91.67,586287,-149.51
592745,-62.8,586309,-118.99
592736,-56.34,586301,-106.71
592707,-69.46,586290,-102.02
592712,-63.58,586285,-95.64
592750,-31.15,586317,-64.34
592742,-25.77,586315,-52.44
592749,-17.49,586342,-26.85
592746,-16.02,586337,-21.49
592741,-17.63,586351,-8.88
592677,-59.6,586289,-46.7
592674,-67.13,586290,-51.59
592621,-99.03,586256,-71.35
592610,-106.1,586258,-68.95
592538,-147.41,586192,-106.95
592529,-151.37,586181,-114.85
592452,-191.41,586117,-150.19
592451,-185.9,586127,-139.72
592428,-184.27,586109,-137.4
592404,-184.51,586093,-135.94
592285,-249.06,585917,-242.57
592302,-232.78,585933,-238.09
592429,-123.56,586062,-129.98
592438,-79.7,586066,-89.16
592428,-68.62,586062,-74.08
592427,-60.77,586067,-60.69
592436,-47.6,586074,-47.45
592448,-32.22,586077,-38.14
592445,-27.65,586089,-24.43
592530,33.1,586187,47.04
592527,43.52,586194,65.74
592566,68.74,586250,102.55
592587,83.37,586259,109.22
592618,100.86,586306,133.34
592617,96.1,586304,126.79
592524,24.2,586215,54.48
592516,-1.29,586224,37.8
592547,13.26,586275,64.73
592544,13.84,586282,70.76
592605,53.86,586260,51.45
592588,47.94,586284,58.41
592586,41.05,586263,41.08
592575,28.46,586221,5.0
592582,27.63,586226,-1.09
592677,88.97,586299,46.61
592658,84.09,586294,51.29
592619,49.52,586255,21.88
592641,51.42,586257,13.97
592719,100.04,586321,53.89
592708,96.4,586331,66.11
592807,153.99,586447,141.72
592805,154.07,586447,148.66
592840,164.64,586498,172.2
592844,156.1,586499,164.19
592800,111.17,586463,124.11
592807,95.22,586462,102.87
592809,84.5,586471,94.87
592790,61.9,586463,79.51
592793,53.0,586462,68.22
592846,81.95,586533,107.47
592845,81.64,586526,103.54
592850,78.05,586524,92.45
592856,74.58,586522,80.48
592679,-51.73,586257,-107.68
592674,-82.43,586262,-142.46
592807,6.34,586378,-61.05
592815,33.44,586367,-42.88
592790,20.58,586346,-48.79
592786,12.89,586350,-43.48
592787,10.53,586356,-34.41
592843,46.72,586397,-1.66
592833,45.14,586394,4.72
592841,46.34,586398,8.63
592853,50.78,586408,15.63
592871,59.69,586439,36.92
592873,58.26,586442,41.16
592943,100.07,586519,90.55
592930,93.37,586518,94.62
592911,70.98,586497,73.58
592914,61.44,586502,65.43
592919,57.21,586521,70.62
592929,58.07,586521,65.96
592960,74.25,586563,87.46
592956,69.35,586565,86.8
592866,1.63,586413,-23.03
592860,-19.53,586395,-60.79
592853,-27.96,586395,-65.11
592818,-51.22,586297,-126.65
592827,-46.7,586303,-127.31
592922,22.3,586389,-58.87
592926,40.41,586384,-40.13
592931,44.92,586384,-32.0
592928,40.18,586379,-30.62
592944,46.43,586376,-29.73
592947,46.06,586375,-27.67
592992,72.37,586409,-1.89
593002,79.58,586414,8.11
592988,65.25,586410,7.24
592990,57.49,586412,7.76
593032,78.99,586451,33.48
593022,70.94,586451,37.13
593018,60.24,586446,31.55
593003,42.35,586422,11.29
592995,28.91,586426,7.98
592961,0.21,586388,-19.11
592955,-11.02,586385,-26.34
592909,-43.91,586344,-53.5
592909,-48.49,586344,-55.8
592808,-113.52,586196,-151.29
592811,-118.24,586183,-171.25
592714,-174.73,586037,-260.08
592709,-177.52,586046,-254.3
592778,-116.78,586103,-193.03
592781,-89.62,586109,-157.3
592713,-121.03,586027,-190.25
592701,-126.73,586042,-172.34
592716,-107.34,586045,-151.28
592749,-71.22,586074,-113.69
592750,-55.45,586069,-98.05
592783,-24.62,586110,-58.22
592784,-14.1,586108,-44.64
592762,-25.1,586116,-32.05
592769,-20.98,586119,-24.15
592753,-28.95,586131,-12.07
592745,-33.89,586120,-15.44
592705,-59.16,586090,-35.17
592712,-55.84,586086,-39.84
592735,-34.76,586151,6.08
592743,-21.2,586146,13.75
592756,-7.21,586157,21.89
592665,-64.36,586001,-82.89
592663,-74.64,585988,-110.92
592724,-29.83,586034,-77.66
592731,-11.38,586042,-57.4
592742,1.65,586033,-53.48
592736,0.7,586032,-48.61
592809,49.59,586085,-7.66
592802,52.89,586088,5.33
592932,136.83,586211,90.94
592939,151.01,586221,111.47
593231,338.39,586517,306.52
593234,358.92,586525,334.98
593370,425.26,586663,406.71
593356,396.54,586663,390.31
593447,417.1,586760,418.55
593441,382.98,586770,397.02
593453,350.17,586764,354.04
593522,358.79,586842,365.9
593521,329.98,586853,345.31
593698,414.04,587008,415.32
593700,401.51,586994,388.37
593753,400.08,586996,350.18
593750,363.87,586998,312.34
593840,384.63,587084,334.34
593841,358.01,587081,309.63
593721,240.32,586962,197.16
593729,195.85,586959,150.26
593918,295.38,587205,291.38
