ts,red_raw,ir_raw
34133,1150960,1159616
34175,1150983,1159600
34217,1150991,1159741
34258,1151015,1159713
34304,1151000,1159771
34346,1151001,1159786
34388,1151009,1159807
34430,1151132,1160079
34480,1151117,1160062
34523,1151076,1160058
34564,1150910,1159608
34608,1150923,1159577
34651,1150648,1158854
34693,1150629,1158861
34736,1150615,1158832
34780,1150625,1158839
34821,1150745,1159106
34863,1150720,1159132
34904,1150729,1159172
34947,1150738,1159151
34989,1150717,1159171
35031,1150793,1159318
35073,1150802,1159320
35114,1150919,1159628
35157,1150915,1159627
35199,1150965,1159748
35242,1150932,1159768
35285,1150981,1159892
35328,1150947,1159784
35369,1150950,1159762
35412,1150630,1158904
35454,1150609,1158892
35497,1150627,1158827
35539,1150534,1158792
35580,1150599,1158780
35622,1150652,1158984
35664,1150684,1159002
35707,1150700,1159049
35750,1150678,1159025
35790,1150670,1159020
35833,1150685,1159014
35875,1150703,1159126
35918,1150692,1159112
35960,1150742,1159265
36003,1150762,1159301
36045,1150840,1159452
36087,1150697,1159255
36128,1150719,1159225
36172,1150678,1159171
36214,1150467,1158493
36256,1150436,1158467
36298,1150460,1158524
36339,1150482,1158494
36382,1150629,1158849
36425,1150609,1158863
36467,1150611,1158864
36509,1150610,1158858
36551,1150633,1158919
36594,1150646,1158919
36635,1150736,1159157
36678,1150739,1159151
36725,1150799,1159296
36768,1150802,1159357
36809,1150864,1159527
36850,1150855,1159548
36893,1150587,1158722
36939,1150557,1158687
36982,1150413,1158295
37023,1150433,1158284
37068,1150498,1158451
37110,1150478,1158465
37151,1150689,1158899
37194,1150655,1158893
37237,1150696,1158928
37280,1150666,1158909
37321,1150649,1158793
37363,1150661,1158822
37406,1150717,1158978
37449,1150706,1159016
37491,1150811,1159288
37532,1150823,1159275
37573,1150871,1159420
37616,1150860,1159427
37658,1150517,1158509
37700,1150504,1158457
37743,1150316,1157931
37785,1150315,1157934
37827,1150336,1158009
37868,1150348,1158005
37911,1150420,1158126
37962,1150320,1158088
38005,1150345,1158018
38046,1150332,1158016
38090,1150456,1158301
38132,1150436,1158330
38175,1150616,1158780
38217,1150647,1158788
38261,1150744,1159107
38303,1150739,1159115
38344,1150832,1159335
38385,1150849,1159367
38429,1150681,1158980
38471,1150676,1158935
38513,1150687,1158889
38555,1150275,1157827
38596,1150257,1157796
38639,1150273,1157816
38682,1150302,1157823
38724,1150543,1158451
38767,1150527,1158464
38809,1150528,1158438
38852,1150529,1158445
38894,1150556,1158443
38937,1150579,1158615
38979,1150589,1158617
39022,1150659,1158815
39065,1150646,1158784
39107,1150707,1158796
39149,1150766,1159007
39191,1150712,1159031
39233,1150566,1158601
39274,1150552,1158550
39316,1150298,1157796
39359,1150331,1157780
39403,1150296,1157782
39445,1150405,1158061
39486,1150408,1158043
39539,1150416,1158090
39581,1150416,1158102
39623,1150474,1158209
39666,1150499,1158229
39708,1150573,1158524
39750,1150578,1158547
39791,1150576,1158532
39834,1150673,1158724
39875,1150655,1158729
39918,1150743,1158917
39960,1150728,1158941
40004,1150516,1158335
40046,1150217,1157487
40087,1150206,1157465
40129,1150234,1157554
40171,1150261,1157538
40213,1150366,1157835
40255,1150370,1157856
40297,1150381,1157942
40339,1150341,1157862
40381,1150407,1157873
40423,1150443,1158061
40466,1150476,1158078
40507,1150610,1158463
40549,1150611,1158524
40592,1150719,1158757
40635,1150702,1158767
40677,1150958,1159258
40721,1150949,1159311
40763,1151072,1159578
40804,1151088,1159569
40845,1150726,1158472
40888,1150584,1158104
40930,1150588,1158152
40973,1150612,1158170
41019,1150784,1158568
41062,1150803,1158555
41104,1150742,1158424
41146,1150717,1158401
41188,1150403,1157681
41232,1150390,1157661
41275,1150568,1158060
41317,1150583,1158093
41359,1151325,1159508
41402,1151388,1159634
41444,1151715,1160097
41486,1151524,1159877
41526,1151547,1159923
41568,1151561,1159891
41611,1151480,1159736
41653,1151461,1159727
41695,1151259,1159114
41737,1151225,1159130
41779,1151145,1158865
41821,1151119,1158845
41863,1151191,1158978
41904,1151173,1158975
41948,1151187,1159037
41990,1151200,1159059
42031,1151251,1159147
42072,1151230,1159114
42116,1151237,1159191
42159,1151298,1159361
42201,1151314,1159383
42242,1151359,1159487
42284,1151413,1159653
42326,1151387,1159677
42369,1151305,1159457
42411,1151293,1159443
42453,1150980,1158621
42496,1150974,1158625
42538,1150910,1158418
42580,1150911,1158429
42622,1151011,1158648
42672,1151016,1158616
42715,1151027,1158725
42756,1151035,1158737
42800,1151026,1158716
42843,1151026,1158738
42885,1151101,1158935
42928,1151120,1158957
42972,1151151,1159208
43014,1151209,1159225
43055,1151264,1159433
43097,1151283,1159432
43140,1151217,1159353
43187,1151197,1159301
43229,1150886,1158454
43272,1150876,1158428
43314,1150863,1158433
43357,1150783,1158166
43399,1150789,1158173
43443,1150848,1158318
43486,1150930,1158550
43527,1150924,1158574
43568,1150933,1158586
43610,1150948,1158595
43653,1151025,1158814
43699,1151007,1158798
43742,1151107,1159047
43784,1151080,1159052
43827,1151196,1159314
43869,1151190,1159314
43911,1151244,1159308
43953,1151267,1159535
43996,1151269,1159522
44037,1151037,1158852
44079,1151004,1158811
44121,1150738,1158098
44164,1150722,1158038
44206,1150710,1158055
44249,1150822,1158308
44290,1150820,1158309
44332,1150858,1158432
44374,1150842,1158407
44416,1150898,1158572
44459,1150897,1158576
44501,1151006,1158886
44543,1150900,1158585
44586,1151012,1158912
44628,1151143,1159192
44671,1151144,1159238
44713,1151227,1159432
44755,1151206,1159435
44796,1151243,1159482
44838,1151245,1159441
44882,1150866,1158508
44926,1150749,1158201
44968,1150763,1158214
45009,1150804,1158312
45054,1150800,1158319
45096,1150826,1158254
45138,1150893,1158566
45181,1150920,1158521
45224,1150890,1158547
45267,1150880,1158537
45308,1150960,1158764
45350,1150969,1158784
45392,1151077,1159083
45439,1151102,1159070
45481,1151167,1159259
45525,1151238,1159463
45567,1151216,1159492
45609,1150959,1158789
45651,1150958,1158762
45693,1150744,1158212
45734,1150757,1158225
45780,1150765,1158203
45822,1150769,1158200
45863,1150769,1158204
45906,1150911,1158597
45948,1150920,1158577
45990,1150902,1158563
46032,1150904,1158570
46074,1150978,1158743
46117,1150973,1158754
46159,1151063,1158957
46201,1151060,1158961
46244,1151148,1159189
46289,1151204,1159364
46331,1151230,1159366
46374,1151219,1159381
46418,1151093,1159079
46460,1151105,1159061
46502,1150732,1158141
46543,1150745,1158110
46586,1150697,1157983
46628,1150685,1157986
46671,1150758,1158196
46715,1150770,1158197
46761,1150805,1158310
46804,1150857,1158350
46845,1150819,1158345
46888,1150871,1158525
46930,1150877,1158531
46974,1150874,1158550
47016,1151004,1158784
47057,1151013,1158793
47099,1151050,1158962
47141,1151061,1158984
47183,1151109,1159142
47225,1151121,1159141
47267,1150828,1158378
47314,1150790,1158307
47357,1150571,1157743
47399,1150557,1157705
47442,1150570,1157757
47484,1150595,1157752
47528,1150692,1158036
47572,1150719,1158081
47615,1150713,1158121
47657,1150725,1158132
47703,1150781,1158318
47744,1150788,1158337
47787,1150903,1158644
47829,1150916,1158620
47871,1151064,1159004
47913,1151100,1159037
47955,1151168,1159326
47997,1151186,1159331
48039,1151264,1159564
48080,1151289,1159551
48123,1150908,1158430
48165,1150873,1158403
48207,1150560,1157595
48250,1150563,1157592
48291,1150673,1157993
48338,1150706,1158043
48380,1150952,1158611
48422,1150918,1158646
48465,1151008,1158823
48507,1151028,1158823
48550,1151068,1158985
48592,1151080,1158980
48636,1151186,1159241
48678,1151185,1159272
48720,1151299,1159612
48764,1151287,1159619
48808,1151420,1159880
48850,1151438,1159887
48891,1151469,1160001
48933,1151478,1159979
48976,1151216,1159320
49017,1151200,1159321
49059,1151293,1159529
49101,1151303,1159573
49142,1151551,1160135
49184,1151562,1160146
49226,1151750,1160615
49268,1151758,1160595
49309,1151737,1160615
49354,1151864,1160861
49397,1151880,1160901
49440,1152070,1161306
49482,1152065,1161324
49526,1152208,1161680
49568,1152374,1162079
49611,1152374,1162081
49653,1152412,1162204
49695,1152420,1162179
49738,1151977,1160991
49781,1151955,1160937
49825,1151920,1160805
49867,1151879,1160804
49909,1151890,1160824
49952,1152028,1161112
49995,1152001,1161124
50040,1152120,1161416
50083,1152117,1161428
50125,1152068,1161319
50166,1152146,1161471
50208,1152151,1161462
50250,1152211,1161662
50294,1152208,1161670
50337,1152224,1161735
50380,1152216,1161739
50421,1152234,1161825
50463,1152238,1161841
50506,1151942,1161002
50556,1151888,1160969
50599,1151871,1160896
50641,1151622,1160192
50686,1151630,1160285
50728,1151624,1160293
50771,1151721,1160512
50813,1151743,1160506
50856,1151673,1160470
50898,1151689,1160483
50939,1151749,1160599
50982,1151766,1160613
51024,1151819,1160855
51067,1151838,1160857
51110,1151888,1160968
51150,1151907,1160992
51192,1151899,1161008
51235,1151953,1161202
51277,1151949,1161216
51319,1151875,1161029
51362,1151866,1160958
51404,1151504,1160027
51446,1151484,1159991
51489,1151488,1159993
51531,1151553,1160213
51573,1151572,1160184
51616,1151612,1160314
51658,1151606,1160286
51700,1151608,1160257
51743,1151614,1160325
51785,1151597,1160333
51828,1151707,1160595
51869,1151710,1160616
51911,1151818,1160924
51953,1151844,1160932
51995,1151916,1161214
52038,1151962,1161264
52079,1152030,1161456
52127,1151593,1160351
52169,1151587,1160324
52211,1151478,1159914
52254,1151466,1159894
52297,1151492,1159871
52340,1151314,1159527
52382,1151321,1159516
52426,1151236,1159400
52469,1151239,1159411
52511,1151138,1159176
52553,1151113,1159187
52597,1151135,1159211
52639,1151140,1159221
52680,1151194,1159390
52722,1151187,1159408
52765,1151237,1159585
52807,1151312,1159760
52850,1151312,1159789
52890,1150803,1158531
52932,1150837,1158460
52975,1150789,1158438
53018,1150579,1157969
53061,1150579,1157987
53102,1150586,1158012
53144,1150575,1157986
53186,1150700,1158311
53228,1150710,1158326
53271,1150817,1158612
53313,1150820,1158619
53356,1151028,1159066
53397,1150995,1159087
53438,1151265,1159668
53481,1151258,1159704
53524,1151348,1160052
53572,1151394,1160001
53614,1151385,1160134
53657,1151381,1160091
53698,1150889,1158768
53741,1150866,1158724
53784,1150711,1158249
53827,1150704,1158246
53870,1150759,1158342
53910,1150789,1158363
53953,1150778,1158447
53995,1150775,1158467
54037,1150781,1158457
54079,1150806,1158450
54122,1150910,1158692
54164,1150895,1158733
54207,1150997,1159034
54249,1151007,1159041
54291,1151041,1159228
54333,1151055,1159223
54381,1151110,1159390
54422,1151107,1159430
54464,1150811,1158559
54507,1150809,1158535
54549,1150580,1157925
54592,1150593,1157921
54634,1150610,1158002
54676,1150613,1157999
54718,1150615,1158072
54762,1150633,1158092
54803,1150557,1157962
54845,1150567,1157942
54898,1150282,1157345
54940,1150273,1157318
54982,1150285,1157289
55025,1150255,1157293
55067,1149992,1156660
55109,1149976,1156634
55156,1150623,1158085
55199,1150607,1158094
55240,1150288,1157343
55282,1150258,1157269
55324,1150199,1157171
55366,1149774,1156011
55412,1149995,1156571
55454,1150033,1156597
55498,1150269,1157247
55540,1150271,1157238
55582,1150332,1157327
55625,1150313,1157359
55669,1150553,1157839
55712,1150536,1157896
55754,1150729,1158308
55796,1150725,1158361
55838,1150894,1158726
55882,1150886,1158734
55923,1151047,1159056
55965,1151006,1159022
56006,1150706,1158222
56048,1150715,1158191
56091,1150576,1157752
56133,1150576,1157772
56174,1150626,1157919
56217,1150642,1157914
56259,1150864,1158465
56300,1150889,1158481
