pc_time_ms,emg_raw,emg_clean,emg_env,emg_ts,ppg_red_raw,ppg_ir_raw,ppg_red,ppg_ir,ppg_ts
22205,0,0.0,0.0,193647,760,701,-2.76,2.31,193535
22205,0,0.0,0.0,193750,758,701,-4.59,1.55,193638
22409,0,0.0,0.0,193852,757,699,-4.94,0.34,193741
22410,0,0.0,0.0,193955,763,702,-1.25,1.72,193843
22614,0,0.0,0.0,194056,764,697,0.36,-1.15,193945
22615,0,0.0,0.0,194159,772,697,5.18,-0.76,194047
22819,0,0.0,0.0,194261,765,696,-0.8,-1.32,194150
22820,0,0.0,0.0,194364,763,698,-1.77,1.15,194252
23024,0,0.0,0.0,194466,763,699,-0.78,1.35,194355
23025,0,0.0,0.0,194570,763,697,-3.68,-1.32,194458
23228,0,0.0,0.0,194672,772,700,5.1,1.87,194561
23228,0,0.0,0.0,194775,760,697,-5.08,1.41,194663
23335,0,0.0,0.0,194876,757,700,-4.71,0.81,194765
23336,0,0.0,0.0,194979,768,700,1.55,-0.01,194867
23430,0,0.0,0.0,195081,769,696,2.73,-2.5,194970
23638,0,0.0,0.0,195187,765,707,0.49,4.44,195076
23844,0,0.0,0.0,195290,763,702,-0.97,0.82,195179
23844,0,0.0,0.0,195393,769,701,1.92,0.92,195281
24048,0,0.0,0.0,195495,765,699,-0.69,-0.04,195384
24048,0,0.0,0.0,195598,774,702,4.79,2.62,195486
24155,0,0.0,0.0,195699,766,705,-1.5,2.79,195588
24155,0,0.0,0.0,195802,759,701,-6.14,0.4,195690
24536,0,0.0,0.0,195903,763,696,-2.79,-2.23,195792
24537,0,0.0,0.0,196006,773,703,3.64,1.09,195894
24867,0,0.0,0.0,196107,769,695,0.4,-3.61,195996
24867,0,0.0,0.0,196210,768,699,-0.45,-1.09,196098
24867,0,0.0,0.0,196311,773,705,3.43,3.25,196200
24867,0,0.0,0.0,196414,771,706,2.25,4.71,196302
25071,0,0.0,0.0,196516,776,701,5.32,0.9,196405
25072,0,0.0,0.0,196619,771,692,2.56,-4.43,196507
25277,0,0.0,0.0,196721,768,694,-1.62,-3.53,196610
25277,0,0.0,0.0,196824,762,699,-4.66,-0.29,196712
25383,0,0.0,0.0,196926,768,707,1.6,5.54,196815
25383,0,0.0,0.0,197029,760,698,-5.14,-0.79,196917
25478,0,0.0,0.0,197131,760,701,-4.44,1.01,197020
25686,0,0.0,0.0,197237,763,703,-3.1,1.07,197126
25891,0,0.0,0.0,197340,764,699,-0.9,-1.65,197229
25891,0,0.0,0.0,197443,771,691,3.9,-6.89,197331
26095,0,0.0,0.0,197544,765,698,-0.34,0.1,197433
26096,0,0.0,0.0,197648,770,698,2.59,-1.46,197536
26300,0,0.0,0.0,197750,762,696,-3.83,-3.05,197639
26300,0,0.0,0.0,197853,769,699,1.57,-0.21,197741
26506,0,0.0,0.0,197955,763,697,-1.8,-1.87,197844
26506,0,0.0,0.0,198058,780,703,10.68,1.48,197946
26711,0,0.0,0.0,198160,763,691,-3.54,-5.46,198049
26711,0,0.0,0.0,198263,772,706,2.28,4.72,198151
26915,0,0.0,0.0,198364,766,700,-0.83,1.45,198253
26915,0,0.0,0.0,198467,762,702,-4.36,0.61,198355
27119,0,0.0,0.0,198568,767,702,1.11,0.11,198457
27119,0,0.0,0.0,198671,767,701,0.88,-0.57,198559
27325,0,0.0,0.0,198772,764,709,-2.08,5.63,198661
27325,0,0.0,0.0,198875,770,695,2.1,-4.14,198763
27530,0,0.0,0.0,198977,769,706,2.29,2.47,198866
27530,0,0.0,0.0,199080,764,701,-3.06,-0.43,198968
27734,0,0.0,0.0,199182,765,699,-1.02,0.3,199071
27734,0,0.0,0.0,199285,769,701,2.87,0.39,199173
27939,0,0.0,0.0,199386,766,702,-0.62,0.59,199275
27939,0,0.0,0.0,199489,763,695,-3.87,-4.95,199377
28144,0,0.0,0.0,199590,764,710,-3.2,6.55,199479
28145,0,0.0,0.0,199693,771,702,2.17,0.53,199581
28349,0,0.0,0.0,199794,765,704,2.09,1.71,199683
28350,0,0.0,0.0,199897,766,694,0.81,-3.61,199786
28554,0,0.0,0.0,199999,755,705,-8.16,4.27,199888
28554,0,0.0,0.0,200103,764,698,-1.5,-1.45,199991
28759,0,0.0,0.0,200206,767,699,1.29,-1.55,200094
28759,0,0.0,0.0,200309,762,701,-3.37,1.41,200197
28964,0,0.0,0.0,200411,777,698,6.73,-1.3,200300
28964,0,0.0,0.0,200514,761,701,-4.79,1.61,200402
29168,0,0.0,0.0,200615,767,691,-0.15,-4.39,200504
29169,0,0.0,0.0,200718,765,701,-1.03,1.47,200606
29373,0,0.0,0.0,200819,764,701,-1.06,0.95,200708
29373,0,0.0,0.0,200923,763,707,-0.22,4.61,200811
29577,0,0.0,0.0,201025,760,701,-3.18,0.13,200914
29577,0,0.0,0.0,201128,773,683,4.91,-12.02,201016
29783,0,0.0,0.0,201230,766,704,-0.25,3.59,201119
29783,0,0.0,0.0,201333,772,703,4.3,1.59,201221
29987,0,0.0,0.0,201436,765,689,-0.81,-8.19,201325
29987,0,0.0,0.0,201539,767,698,0.74,-1.57,201427
30191,0,0.0,0.0,201640,769,700,2.3,1.28,201529
30192,0,0.0,0.0,201743,765,697,0.43,-2.14,201631
30397,0,0.0,0.0,201844,769,697,2.13,-1.28,201733
30398,0,0.0,0.0,201947,760,703,-4.08,2.18,201835
30602,0,0.0,0.0,202048,761,702,-3.72,1.6,201937
30602,0,0.0,0.0,202151,776,703,6.65,2.66,202039
30787,0,0.0,0.0,202253,762,699,-3.33,0.43,202142
30787,0,0.0,0.0,202356,755,698,-7.75,-1.0,202244
31012,0,0.0,0.0,202458,761,701,-4.0,0.55,202347
31012,0,0.0,0.0,202561,768,699,2.16,-1.34,202449
31216,0,0.0,0.0,202662,762,698,-2.24,-0.34,202551
31216,0,0.0,0.0,202765,761,703,-2.84,2.13,202653
31421,0,0.0,0.0,202866,766,701,-0.44,-0.68,202755
31422,0,0.0,0.0,202969,762,690,-1.46,-7.5,202857
31626,0,0.0,0.0,203070,763,703,-0.51,1.16,202959
31626,0,0.0,0.0,203173,780,697,10.67,-2.72,203061
31733,0,0.0,0.0,203275,763,697,-2.11,-3.37,203164
31733,0,0.0,0.0,203378,767,696,0.84,-1.95,203266
32035,0,0.0,0.0,203480,770,700,1.87,1.74,203369
32035,0,0.0,0.0,203583,769,701,1.52,0.61,203471
32240,0,0.0,0.0,203685,762,700,-3.54,0.56,203574
32240,0,0.0,0.0,203789,762,698,-3.63,-1.71,203677
32444,0,0.0,0.0,203890,768,696,1.96,-2.62,203779
32445,0,0.0,0.0,203993,772,698,3.28,-0.45,203881
32649,0,0.0,0.0,204094,766,702,-0.39,0.9,203983
32650,0,0.0,0.0,204197,767,698,0.98,-1.66,204085
32855,0,0.0,0.0,204298,767,699,2.4,-1.76,204187
32855,0,0.0,0.0,204401,769,702,1.24,2.0,204289
33059,0,0.0,0.0,204503,765,694,-1.5,-3.41,204392
33059,0,0.0,0.0,204606,767,700,0.12,0.17,204494
33265,0,0.0,0.0,204708,764,701,-1.53,0.21,204597
33265,0,0.0,0.0,204811,767,698,1.17,-0.98,204699
33469,0,0.0,0.0,204912,766,703,0.2,4.67,204801
33470,0,0.0,0.0,205015,765,702,-0.11,0.72,204903
33675,0,0.0,0.0,205117,765,710,-0.89,6.74,205006
33675,0,0.0,0.0,205220,768,696,0.74,-2.81,205108
33878,0,0.0,0.0,205323,764,700,-2.54,-1.05,205212
33879,0,0.0,0.0,205426,766,706,0.14,3.61,205314
34083,0,0.0,0.0,205528,762,700,-2.14,-0.19,205417
34084,0,0.0,0.0,205631,766,701,1.15,-1.41,205519
34289,0,0.0,0.0,205733,765,705,-0.53,3.31,205622
34289,0,0.0,0.0,205836,774,715,5.72,12.33,205724
34493,0,0.0,0.0,205938,807,757,28.45,38.35,205827
34493,0,0.0,0.0,206041,826,790,42.87,61.04,205929
34697,0,0.0,0.0,206143,888,869,80.49,111.67,206032
34697,0,0.0,0.0,206246,951,945,106.6,137.99,206134
34903,0,0.0,0.0,206347,971,957,101.63,118.52,206236
34903,0,0.0,0.0,206451,978,985,77.73,102.98,206339
35069,0,0.0,0.0,206552,971,961,51.4,63.48,206441
35069,0,0.0,0.0,206655,924,888,-4.34,-18.25,206543
35312,0,0.0,0.0,206757,834,809,-67.67,-73.57,206646
35312,0,0.0,0.0,206860,856,839,-53.12,-49.0,206748
35518,0,0.0,0.0,206961,875,905,-21.14,17.1,206850
35518,0,0.0,0.0,207064,887,911,-1.59,32.1,206952
35721,0,0.0,0.0,207166,921,1028,25.97,116.37,207055
35722,0,0.0,0.0,207269,954,1131,47.83,177.77,207157
35927,0,0.0,0.0,207371,1002,1215,71.8,191.37,207260
35927,0,0.0,0.0,207474,965,1020,26.29,-7.43,207362
36132,0,0.0,0.0,207575,1068,1221,86.29,110.08,207464
36132,0,0.0,0.0,207678,1014,1100,39.52,24.47,207566
36336,0,0.0,0.0,207779,953,931,-20.51,-119.81,207668
36336,0,0.0,0.0,207882,1389,1398,287.82,226.2,207770
36542,0,0.0,0.0,207984,2683,3062,1158.1,1388.1,207873
36542,0,0.0,0.0,208087,6520,6744,4066.04,4186.41,207975
36745,0,0.0,0.0,208189,8101,8431,4507.8,4659.61,208078
36746,0,0.0,0.0,208292,7875,8621,3246.02,3698.64,208180
36950,0,0.0,0.0,208393,8250,7035,2523.9,1533.8,208282
36950,0,0.0,0.0,208496,9456,7617,2727.27,1113.6,208384
37155,0,0.0,0.0,208597,11789,10476,3973.07,3104.43,208486
37155,0,0.0,0.0,208700,14768,11784,5563.2,3626.4,208588
37360,0,0.0,0.0,208801,14797,11352,4042.82,2245.76,208690
37360,0,0.0,0.0,208905,15178,12607,3448.04,2703.36,208793
37565,0,0.0,0.0,209007,12320,12932,401.3,2215.71,208896
37565,0,0.0,0.0,209110,9148,10199,-2293.34,-219.99,208998
37770,0,0.0,0.0,209212,9355,9899,-2118.79,-959.98,209101
37770,0,0.0,0.0,209315,3674,3850,-5683.99,-5210.78,209203
37975,0,0.0,0.0,209416,3038,2962,-5038.06,-4880.33,209305
37976,0,0.0,0.0,209519,2495,2458,-3916.23,-3793.43,209407
38180,0,0.0,0.0,209621,2564,2534,-2979.71,-2881.87,209509
38180,0,0.0,0.0,209724,2659,2608,-1955.23,-1903.18,209612
38384,0,0.0,0.0,209825,3056,2909,-1201.63,-1235.54,209714
38384,0,0.0,0.0,209929,2898,2832,-919.69,-889.92,209817
38589,0,0.0,0.0,210031,2794,2743,-796.97,-759.4,209920
38589,0,0.0,0.0,210134,2859,2719,-508.48,-545.24,210022
38794,0,0.0,0.0,210236,2587,2487,-547.36,-555.59,210125
38794,0,0.0,0.0,210339,3708,3413,433.63,277.42,210227
101055,0,0.0,0.0,1309,15496,10891,241.34,-64.79,1196
101259,0,0.0,0.0,1416,15501,10885,170.98,-49.48,1304
101421,0,0.0,0.0,1519,15516,10885,128.56,-33.61,1407
101421,0,0.0,0.0,1623,15516,10890,102.45,-23.08,1510
101570,0,0.0,0.0,1725,15532,10892,82.49,-13.29,1613
101570,0,0.0,0.0,1828,15536,10880,68.22,-18.7,1715
101775,0,0.0,0.0,1931,15542,10882,52.0,-13.17,1819
101775,0,0.0,0.0,2034,15545,10887,38.08,-6.74,1921
102078,0,0.0,0.0,2137,15553,10895,35.68,0.15,2025
102078,0,0.0,0.0,2240,15549,10888,23.07,-2.66,2127
102079,0,0.0,0.0,2342,15563,10887,26.57,-3.87,2229
102283,0,0.0,0.0,2444,15573,10892,26.08,-0.59,2332
102488,0,0.0,0.0,2547,15568,10887,17.68,-2.31,2435
102488,0,0.0,0.0,2650,15575,10884,16.98,-3.86,2537
102693,0,0.0,0.0,2753,15575,10888,13.81,-0.0,2641
102693,0,0.0,0.0,2857,15580,10885,13.93,-3.24,2744
102898,0,0.0,0.0,2959,15592,10872,17.14,-11.73,2847
102899,0,0.0,0.0,3062,15593,10872,14.77,-9.96,2949
103103,0,0.0,0.0,3165,15601,10873,18.85,-7.22,3053
103104,0,0.0,0.0,3268,15603,10867,14.57,-9.45,3155
103308,0,0.0,0.0,3371,15605,10872,13.84,-3.78,3259
103308,0,0.0,0.0,3474,15608,10873,11.8,-0.52,3361
103512,0,0.0,0.0,3576,15609,10859,10.41,-10.01,3464
103512,0,0.0,0.0,3679,15617,10865,13.75,-2.41,3566
103621,0,0.0,0.0,3782,15616,10863,11.12,-6.55,3670
103621,0,0.0,0.0,3885,15609,10862,1.76,-4.25,3772
103923,0,0.0,0.0,3988,15616,10864,7.89,-2.73,3876
103923,0,0.0,0.0,4091,15627,10861,12.53,-3.4,3978
104028,0,0.0,0.0,4194,15627,10865,9.85,0.57,4082
104029,0,0.0,0.0,4297,15620,10860,3.72,-1.97,4184
104092,0,0.0,0.0,4400,15633,10866,11.29,2.55,4288
104233,0,0.0,0.0,4504,15624,10860,2.66,-1.54,4392
104537,0,0.0,0.0,4607,15634,10856,8.49,-3.28,4495
104537,0,0.0,0.0,4710,15632,10852,6.14,-6.28,4597
104741,0,0.0,0.0,4812,15630,10853,3.43,-5.78,4700
104742,0,0.0,0.0,4915,15631,10846,1.75,-8.69,4802
104947,0,0.0,0.0,5017,15644,10847,10.29,-6.24,4905
104947,0,0.0,0.0,5120,15654,10832,14.81,-15.07,5008
105151,0,0.0,0.0,5223,15656,10831,15.42,-12.38,5111
105151,0,0.0,0.0,5326,15657,10823,12.09,-16.0,5213
105317,0,0.0,0.0,5429,15660,10818,11.23,-16.37,5317
105318,0,0.0,0.0,5532,15676,10809,19.7,-18.36,5419
105560,0,0.0,0.0,5635,15686,10800,23.68,-19.58,5523
105560,0,0.0,0.0,5738,15691,10795,21.23,-19.15,5625
105765,0,0.0,0.0,5841,15695,10789,19.91,-19.39,5729
105766,0,0.0,0.0,5944,15701,10779,20.01,-22.85,5831
105970,0,0.0,0.0,6046,15718,10792,25.98,-7.27,5934
105970,0,0.0,0.0,6149,15716,10792,19.71,-5.95,6036
106175,0,0.0,0.0,6252,15725,10782,19.81,-9.25,6140
