ts,red_raw,ir_raw,red_f,ir_f,bpm,spo2
133,6777.0,11161.0,407.05,877.42,50.9,78.0
134,6869.0,11226.0,645.33,1332.36,50.9,79.4
136,6895.0,11249.0,777.74,1573.2,50.9,80.8
137,6970.0,11290.0,863.73,1691.35,50.9,82.1
139,6976.0,11248.0,895.9,1705.8,50.9,83.3
141,1852.0,2044.0,-966.26,-1666.35,50.9,84.4
143,1725.0,1887.0,-2066.33,-3633.85,50.9,85.4
144,1605.0,1753.0,-2698.41,-4736.48,50.9,86.3
146,1516.0,1572.0,-3034.4,-5331.27,50.9,87.1
147,1455.0,1486.0,-3181.46,-5584.56,50.9,87.8
148,621.0,566.0,-3496.66,-5937.54,50.9,88.4
150,652.0,551.0,-3587.77,-6011.5,50.9,89.0
151,651.0,545.0,-3558.93,-5919.29,50.9,89.5
152,629.0,549.0,-3469.07,-5729.52,50.9,89.9
153,630.0,531.0,-3337.65,-5495.7,50.9,90.3
156,621.0,505.0,-3188.85,-5244.67,50.9,90.6
158,667.0,524.0,-3013.42,-4973.08,50.9,90.9
159,601.0,515.0,-2867.27,-4705.98,50.9,91.2
164,626.0,533.0,-2708.34,-4437.75,50.9,91.4
184,629.0,519.0,-2553.64,-4186.61,50.9,91.7
204,624.0,534.0,-2407.81,-3940.55,50.9,91.9
224,635.0,523.0,-2264.62,-3712.47,50.9,92.0
244,626.0,532.0,-2133.5,-3492.73,50.9,92.2
264,656.0,556.0,-1998.17,-3277.36,50.9,92.3
284,624.0,585.0,-1886.01,-3067.63,50.9,92.5
304,635.0,598.0,-1774.18,-2871.75,50.9,92.6
324,659.0,562.0,-1660.38,-2706.12,50.9,92.7
344,654.0,589.0,-1558.56,-2538.88,50.9,92.8
364,856.0,1644.0,-1390.84,-2001.31,50.9,92.9
384,872.0,1702.0,-1256.39,-1623.97,50.9,92.9
404,867.0,1784.0,-1151.85,-1339.12,50.9,93.0
424,889.0,1906.0,-1057.19,-1099.69,50.9,93.1
445,1952.0,4168.0,-592.44,-115.02,50.9,93.1
464,1922.0,4180.0,-321.28,460.93,50.9,93.2
484,1946.0,4203.0,-148.55,791.57,50.9,93.2
504,1930.0,4269.0,-51.16,988.52,50.9,93.2
524,1914.0,4287.0,0.47,1086.31,50.9,93.3
544,2818.0,5576.0,358.49,1586.01,50.9,93.3
564,3577.0,5675.0,832.75,1874.52,50.9,93.4
584,4820.0,5962.0,1539.08,2102.66,50.9,93.4
604,7895.0,6986.0,3028.5,2558.3,50.9,93.4
624,13836.0,10065.0,5976.97,3881.07,50.9,93.3
644,1620.0,5522.0,3109.21,2907.49,59.9,93.1
664,1685.0,5587.0,1404.82,2302.21,66.3,92.9
684,1705.0,5670.0,395.19,1930.08,70.7,92.8
704,1764.0,5740.0,-175.79,1696.44,73.8,92.7
725,323099.0,327652.0,116161.52,118395.45,73.8,92.1
745,328875.0,332408.0,182831.27,184852.91,73.8,91.8
765,597714.0,599800.0,314788.16,316115.63,73.8,91.6
785,604994.0,604895.0,386498.31,386601.13,73.8,91.4
805,611390.0,608615.0,421439.66,419860.94,73.8,91.4
825,1147641.0,881928.0,626706.0,528730.0,73.8,91.3
845,1147670.0,881987.0,731028.38,579597.44,73.8,91.3
865,1147688.0,882050.0,774639.06,595791.25,73.8,91.2
885,1147704.0,882192.0,782173.5,591609.0,73.8,91.2
906,1155072.0,1157531.0,771359.38,675660.81,73.8,91.1
925,1155132.0,1157687.0,747536.5,708871.88,73.8,91.1
945,1155219.0,1157850.0,716750.13,711950.69,73.8,91.1
965,1155289.0,1157972.0,682636.19,697533.31,73.8,91.1
985,1155340.0,1158068.0,647370.75,673325.44,73.8,91.1
1005,1155567.0,1159190.0,612308.38,644385.31,73.8,91.2
1025,1155517.0,1159176.0,578062.63,612958.44,73.8,91.2
1045,1155446.0,1159155.0,545062.19,580808.94,73.8,91.2
1065,1155426.0,1159122.0,513552.88,548971.0,73.8,91.3
1085,1155380.0,1159053.0,483614.22,518026.31,73.8,91.3
1105,1155055.0,1159430.0,455165.0,488465.53,73.8,91.4
1125,1155033.0,1159450.0,428335.25,460249.16,73.8,91.4
1145,1154998.0,1159438.0,403048.69,433441.66,73.8,91.4
1165,1155000.0,1159482.0,379243.88,408080.06,73.8,91.5
1185,1155056.0,1160061.0,356858.06,384326.88,73.8,91.5
1205,1155055.0,1160111.0,335782.28,361852.63,73.8,91.5
1225,1155083.0,1160086.0,315954.47,340603.03,73.8,91.6
1245,1154951.0,1160054.0,297242.22,320543.06,73.8,91.6
1265,1154874.0,1159970.0,279621.25,301609.31,73.8,91.6
1285,1146687.0,1149247.0,260088.41,279895.63,73.8,91.6
1305,1146299.0,1148795.0,242727.94,260799.94,73.8,91.6
1325,1145993.0,1148495.0,227048.48,243707.75,73.8,91.6
1345,1145776.0,1148266.0,212730.48,228189.08,73.8,91.6
1365,1139852.0,1139839.0,197453.61,210957.16,73.8,91.6
1385,1139620.0,1139539.0,184037.81,196078.88,73.8,91.6
1406,1139347.0,1139206.0,171988.63,182888.05,73.8,91.6
1425,1139033.0,1138612.0,160988.89,170878.39,73.8,91.6
1445,1138270.0,1137758.0,150683.52,159730.92,73.8,91.6
1465,26718.0,301941.0,-262266.25,-153804.08,73.8,91.6
1485,25708.0,301123.0,-495262.72,-331760.78,73.8,91.6
1505,24626.0,300139.0,-618988.94,-427377.81,73.8,91.5
1525,23338.0,299107.0,-676828.44,-473253.19,73.8,91.3
1546,24324.0,39089.0,-694452.0,-583367.06,73.8,91.2
1565,26032.0,40809.0,-688173.69,-633061.56,73.8,91.1
1585,29226.0,42691.0,-667687.94,-646651.81,73.8,91.0
1605,32333.0,43973.0,-639491.69,-639288.0,73.8,90.9
1625,33782.0,44668.0,-608085.31,-620197.44,73.8,90.9
1645,21581.0,28566.0,-580496.19,-600864.69,73.8,90.8
1665,17629.0,25554.0,-552747.19,-577080.63,73.8,90.8
1685,14452.0,23030.0,-525257.56,-551089.81,73.8,90.8
1705,11994.0,20996.0,-498283.75,-524238.88,73.8,90.8
1725,10170.0,19454.0,-471993.22,-497324.88,73.8,90.8
1745,14802.0,20794.0,-444353.28,-469942.03,73.8,90.8
1765,15706.0,21600.0,-417917.63,-443106.75,73.8,90.8
1785,16467.0,22245.0,-392832.78,-417258.5,73.8,90.8
1805,17027.0,22742.0,-369173.69,-392623.97,73.8,90.8
1826,595808.0,598075.0,-136950.39,-160553.95,73.8,90.9
1844,596391.0,598590.0,569.65,-22608.72,73.8,90.9
1865,596887.0,599104.0,80199.24,57801.8,73.8,90.9
1885,597487.0,599627.0,124599.49,103136.34,73.8,90.9
1905,598084.0,600166.0,147629.5,127174.74,73.8,90.9
1925,865229.0,866486.0,254558.25,234853.22,73.8,90.9
1945,864089.0,865565.0,310123.53,291380.75,73.8,90.9
1965,862976.0,864627.0,334752.09,317056.31,73.8,90.9
1985,861909.0,863724.0,340959.44,324331.97,73.8,90.9
2005,25214.0,31597.0,32999.57,19027.12,69.0,90.9
2025,24042.0,30466.0,-146125.5,-158230.19,65.6,90.9
2045,22946.0,29343.0,-246692.94,-257452.05,63.2,91.0
2065,21893.0,28278.0,-299558.09,-309298.69,61.6,91.0
2085,20866.0,27192.0,-323644.34,-332595.63,60.4,91.0
2105,22049.0,27893.0,-329749.66,-338215.63,59.6,91.0
2125,22276.0,28068.0,-325672.88,-333684.22,59.0,91.0
2145,22473.0,28245.0,-315816.59,-323389.72,58.6,91.0
2165,22552.0,28302.0,-302888.41,-310043.56,58.3,91.0
2185,22670.0,28398.0,-288465.97,-295224.38,58.1,91.0
2205,1808.0,4316.0,-281126.06,-288670.13,58.0,91.0
2226,1812.0,4294.0,-270470.47,-278305.84,57.9,91.0
2245,1800.0,4270.0,-258147.92,-265977.25,57.8,91.0
2265,1794.0,4257.0,-245141.05,-252790.83,57.8,91.0
2285,9959.0,13388.0,-229068.94,-236089.72,57.8,91.0
2305,11256.0,14908.0,-214085.75,-220501.98,57.7,91.1
2325,13021.0,16912.0,-199903.66,-205737.42,57.7,91.1
2345,15283.0,19347.0,-186327.53,-191628.84,57.7,91.1
2365,18017.0,22186.0,-173239.89,-178074.48,57.7,91.1
2385,46060.0,45986.0,-151544.39,-157539.5,57.7,91.1
2405,46332.0,46303.0,-135452.48,-141965.05,57.7,91.1
2425,46705.0,46689.0,-122928.88,-129587.16,57.7,91.1
2445,47170.0,47189.0,-112719.39,-119297.3,57.7,91.1
2465,305365.0,308170.0,-10509.05,-15878.97,57.7,91.1
2485,303522.0,306149.0,48121.22,43507.18,57.7,91.1
2504,301160.0,303508.0,80043.97,75870.64,57.7,91.1
2525,298314.0,300451.0,95630.51,91730.48,57.7,91.1
2545,295119.0,297128.0,101295.33,97595.69,57.7,91.1
2564,12891.0,11725.0,-207.2,-4859.36,57.7,91.1
2585,13639.0,12157.0,-58581.57,-63792.73,62.9,91.1
2605,14433.0,12570.0,-90687.11,-96240.73,66.5,91.1
2625,15314.0,13101.0,-106849.9,-112601.8,69.1,91.1
2645,16218.0,13588.0,-113423.54,-119310.19,70.8,91.1
2665,871052.0,598680.0,195719.7,91957.49,72.1,91.1
2685,872021.0,599932.0,370237.34,212390.02,73.0,91.2
2705,872788.0,601026.0,462910.75,277531.13,73.6,91.2
2725,873582.0,602197.0,506188.22,309265.44,74.0,91.2
2745,1153705.0,1155474.0,621348.88,521419.13,74.3,91.2
2765,1153911.0,1155861.0,673792.44,632252.81,74.5,91.2
2785,1154001.0,1156191.0,688758.0,681992.25,74.7,91.2
2805,1154148.0,1156460.0,681747.19,695273.31,74.8,91.2
2825,1154248.0,1156670.0,662180.56,687163.38,74.8,91.2
2845,1155814.0,1161316.0,636337.81,668488.69,74.8,91.3
2865,1155886.0,1161496.0,606915.5,642514.13,74.8,91.3
2885,1155936.0,1161665.0,576087.94,612909.81,74.8,91.3
2905,1156019.0,1161788.0,545163.56,581866.94,74.8,91.3
2925,1157361.0,1426808.0,515345.97,646873.94,74.8,91.3
2945,1157346.0,1426844.0,486355.25,669693.38,74.8,91.4
2965,1157402.0,1426889.0,458529.47,667618.63,74.8,91.4
2985,1157431.0,1426929.0,432001.88,651204.81,74.8,91.4
3005,1157446.0,1426972.0,406824.34,626881.0,74.8,91.4
3025,1158002.0,1428328.0,383197.72,599018.31,74.8,91.5
3045,1157996.0,1428343.0,360802.13,569259.38,74.8,91.5
3065,1158008.0,1428373.0,339635.19,539089.13,74.8,91.5
3085,1157992.0,1428366.0,319650.97,509355.94,74.3,91.5
3105,1158054.0,1428430.0,300834.38,480579.41,73.9,91.5
3125,1158053.0,1428851.0,283098.88,453141.63,73.7,91.5
3145,1158081.0,1428872.0,266403.03,426958.16,73.6,91.6
3165,1158069.0,1428851.0,250674.28,402081.47,73.4,91.5
3185,1158071.0,1428842.0,235868.33,378531.75,73.4,91.5
3205,1157979.0,1429064.0,221899.16,356369.75,73.3,91.5
3225,1158016.0,1429067.0,208778.91,335435.81,73.3,91.5
3245,1158001.0,1429066.0,196429.7,315687.28,73.2,91.5
3265,1158015.0,1428841.0,184818.27,296993.13,73.2,91.5
3285,1157998.0,1429083.0,173886.73,279504.09,73.2,91.5
3305,1157910.0,1429114.0,163571.61,263033.94,73.2,91.4
3325,1157943.0,1429113.0,153891.92,247516.56,73.2,91.4
3345,1157962.0,1429104.0,144795.13,232900.66,73.2,91.4
3365,1157915.0,1429136.0,136218.75,219154.02,73.2,91.3
3385,1157897.0,1429194.0,128149.15,206232.64,73.2,91.3
3405,1157884.0,1429198.0,120558.34,194063.27,73.2,91.2
3425,1157908.0,1429186.0,113430.8,182600.25,73.2,91.2
3445,1157877.0,1429193.0,106713.49,171813.86,73.2,91.1
3465,1157885.0,1429216.0,100400.64,161670.2,73.2,91.1
3485,1157804.0,1429177.0,94433.21,152106.84,73.2,91.1
3505,1157808.0,1429158.0,88832.37,143104.13,73.2,91.1
3525,1157804.0,1429190.0,83568.25,134649.34,73.2,91.1
3545,1157808.0,1429176.0,78621.55,126687.37,73.2,91.1
3566,1157796.0,1429275.0,73965.37,119232.76,73.2,91.2
3585,1157788.0,1429351.0,69584.85,112232.94,73.2,91.2
3605,1157841.0,1429357.0,65485.54,105630.3,73.2,91.2
3625,1157829.0,1429367.0,61618.63,99409.06,73.2,91.3
3645,1157827.0,1429376.0,57977.89,93549.95,73.2,91.3
3665,1157911.0,1429753.0,54582.12,88167.28,73.2,91.3
3685,1157918.0,1429730.0,51377.36,83037.35,73.2,91.4
3705,1157921.0,1429756.0,48354.66,78188.4,73.2,91.4
3725,1157933.0,1429782.0,45509.31,73612.41,73.2,91.4
3745,1157917.0,1429768.0,42821.33,69284.01,73.2,91.4
3765,1157934.0,1429956.0,40297.53,65270.67,73.2,91.4
3785,1157966.0,1429988.0,37931.56,61474.33,73.2,91.4
3805,1157943.0,1429960.0,35690.73,57868.28,73.2,91.4
3825,1157946.0,1429976.0,33582.92,54470.4,73.2,91.4
3846,1157724.0,1429515.0,31518.15,51097.1,73.2,91.4
3865,1157703.0,1429491.0,29598.52,47973.48,73.2,91.4
3885,1157696.0,1429511.0,27811.55,45081.57,73.2,91.4
3905,1157710.0,1429471.0,26149.71,42367.71,73.2,91.4
3925,1157714.0,1429455.0,24594.44,39827.21,73.2,91.3
3945,1157674.0,1429492.0,23120.07,37464.3,73.2,91.3
3965,1157689.0,1429538.0,21746.27,35260.87,73.2,91.3
3985,1157658.0,1429515.0,20445.14,33175.05,73.2,91.3
4005,1157684.0,1429500.0,19236.34,31207.54,73.2,91.3
4026,1157646.0,1429542.0,18085.29,29374.0,73.2,91.3
4045,1157679.0,1429578.0,17019.51,27657.6,73.2,91.3
4065,1157660.0,1429574.0,16008.53,26033.4,73.2,91.2
4085,1157656.0,1429574.0,15057.77,24501.05,73.2,91.2
4105,1157658.0,1429570.0,14165.58,23055.15,73.2,91.2
4125,1157652.0,1429589.0,13324.78,21700.63,73.2,91.2
4145,1157653.0,1429588.0,12535.38,20422.68,73.2,91.2
4165,1157639.0,1429599.0,11788.2,19222.23,73.2,91.2
4185,1157652.0,1429586.0,11092.3,18085.53,73.2,91.2
4205,1157664.0,1429582.0,10441.44,17014.57,73.2,91.2
4225,1157612.0,1429628.0,9808.35,16024.41,73.2,91.2
4245,1157627.0,1429622.0,9224.29,15084.46,73.2,91.2
4265,1157616.0,1429628.0,8672.35,14199.45,73.2,91.2
4285,1157631.0,1429635.0,8161.1,13366.77,73.2,91.2
4305,1157604.0,1429720.0,7669.72,12611.47,73.2,91.2
4325,1157607.0,1429761.0,7211.86,11902.28,73.2,91.2
4345,1157591.0,1429727.0,6776.94,11208.62,73.2,91.2
4365,1157586.0,1429722.0,6369.3,10550.35,73.2,91.2
4385,1157607.0,1429755.0,5996.01,9941.25,73.2,91.2
4405,1157628.0,1429847.0,5651.18,9396.01,73.2,91.2
4425,1157629.0,1429849.0,5323.4,8867.35,73.2,91.1
4445,1157638.0,1429847.0,5015.73,8358.8,73.2,91.1
4465,1157640.0,1429843.0,4724.41,7872.83,73.2,91.1
4485,1157644.0,1430002.0,4449.67,7470.25,73.2,91.1
4505,1157647.0,1430005.0,4190.46,7068.26,73.2,91.1
4525,1157607.0,1429997.0,3930.65,6671.8,73.2,91.1
4545,1157648.0,1429980.0,3705.67,6284.27,73.2,91.1
4565,1157668.0,1429993.0,3498.44,5921.8,73.2,91.1
4585,1157660.0,1430065.0,3295.91,5603.31,73.2,91.1
4605,1157665.0,1430054.0,3105.5,5287.41,73.2,91.1
4625,1157652.0,1430075.0,2919.91,4991.97,73.2,91.1
4645,1157643.0,1430061.0,2742.79,4702.41,73.2,91.1
4666,1157457.0,1429578.0,2510.39,4252.32,73.2,91.0
4685,1157436.0,1429566.0,2311.16,3890.9,73.2,91.0
4705,1157447.0,1429566.0,2147.33,3593.35,73.2,91.0
4725,1157418.0,1429598.0,1993.14,3351.07,73.2,91.1
4745,1157420.0,1429569.0,1859.3,3124.2,73.2,91.1
4765,1157378.0,1429587.0,1724.28,2928.38,73.2,91.2
4785,1157411.0,1429577.0,1618.91,2744.67,73.2,91.3
4806,1157412.0,1429571.0,1521.41,2573.78,73.2,91.5
4825,1157404.0,1429541.0,1427.44,2405.37,73.2,91.7
4845,1157404.0,1429577.0,1340.64,2266.23,73.2,91.9
4865,1157313.0,1429544.0,1226.79,2122.28,73.2,92.1
4885,1157366.0,1429552.0,1152.23,1993.49,73.2,92.4
4905,1157364.0,1429538.0,1082.25,1868.59,73.2,92.6
4925,1157383.0,1429561.0,1024.03,1762.16,73.2,92.9
4945,1157312.0,1429502.0,941.24,1639.02,73.2,93.2
4965,1157320.0,1429504.0,874.79,1531.17,73.2,93.5
4985,1157304.0,1429509.0,810.57,1435.79,73.2,93.7
5005,1157311.0,1429500.0,757.65,1344.52,73.2,94.0
5025,1157286.0,1429500.0,700.6,1261.14,73.2,94.2
5045,1157291.0,1429538.0,653.56,1197.98,73.2,94.4
5065,1157270.0,1429533.0,603.69,1132.47,73.2,94.5
5085,1157286.0,1429539.0,567.0,1070.96,73.2,94.7
5105,1157313.0,1429528.0,542.65,1006.98,73.2,94.8
5125,1157292.0,1429608.0,508.55,976.05,73.2,95.0
5145,1157306.0,1429617.0,482.32,939.12,73.2,95.1
5165,1157319.0,1429671.0,461.03,916.07,73.2,95.2
5185,1157316.0,1429623.0,437.04,864.44,73.2,95.3
5205,1157295.0,1429657.0,405.52,827.15,73.2,95.4
5225,1157335.0,1429750.0,392.58,820.45,73.2,95.5
5245,1157324.0,1429762.0,372.24,802.34,73.2,95.5
5265,1157326.0,1429766.0,352.71,774.93,73.2,95.6
5285,1157342.0,1429805.0,339.19,755.53,73.2,95.7
5305,1157346.0,1429750.0,325.19,707.19,73.2,95.7
5325,1157351.0,1429914.0,311.43,722.72,73.2,95.8
5345,1157367.0,1429919.0,302.14,717.07,73.2,95.8
5365,1157338.0,1429912.0,279.32,694.96,73.2,95.8
5385,1157382.0,1429936.0,275.8,674.97,73.2,95.9
5405,1157312.0,1429892.0,242.04,632.04,73.2,95.9
5425,1157318.0,1429866.0,219.11,583.35,73.2,95.9
5445,1157304.0,1429855.0,195.82,537.95,73.2,96.0
5465,1157301.0,1429867.0,176.89,503.84,73.2,96.0
5485,1157289.0,1429803.0,157.48,449.39,73.2,96.0
5505,1157090.0,1429273.0,70.45,215.23,73.2,96.0
5524,1157061.0,1429282.0,8.12,78.33,73.2,96.0
5544,1157055.0,1429271.0,-30.34,-6.59,73.2,96.1
5565,1157073.0,1429258.0,-45.28,-60.22,73.2,96.1
5585,1157011.0,1429172.0,-75.39,-121.14,73.2,96.1
5605,1157006.0,1429179.0,-92.91,-151.01,73.2,96.1
5625,1156984.0,1429167.0,-108.91,-169.12,73.2,96.1
5645,1157046.0,1429165.0,-93.03,-176.42,73.2,96.1
5665,1157012.0,1429184.0,-94.09,-169.71,73.2,96.1
5685,1156954.0,1429035.0,-113.73,-216.17,73.2,96.1
5705,1156948.0,1429023.0,-124.67,-242.28,73.2,96.2
5725,1156958.0,1429024.0,-124.43,-251.57,73.2,96.2
5745,1156935.0,1429035.0,-129.72,-247.22,73.2,96.2
5766,1156828.0,1428840.0,-168.77,-309.9,73.2,96.2
5785,1156876.0,1428796.0,-170.06,-354.95,73.2,96.2
5805,1156842.0,1428776.0,-179.36,-380.23,73.2,96.2
5825,1156815.0,1428785.0,-190.41,-382.82,73.2,96.2
5845,1156843.0,1428765.0,-182.18,-382.94,73.2,96.2
5865,1156738.0,1428556.0,-211.35,-450.21,73.2,96.2
5885,1156757.0,1428560.0,-216.64,-477.38,73.2,96.2
5905,1156743.0,1428564.0,-219.7,-480.67,73.2,96.2
5925,1156716.0,1428524.0,-226.4,-486.08,73.2,96.2
5945,1156738.0,1428543.0,-216.99,-471.26,73.2,96.2
5966,1156660.0,1428356.0,-234.99,-519.84,73.2,96.2
5985,1156655.0,1428354.0,-241.81,-536.77,73.2,96.2
6005,1156663.0,1428335.0,-237.34,-541.24,73.2,96.3
6025,1156649.0,1428333.0,-234.51,-532.19,73.2,96.3
6045,1156584.0,1428134.0,-251.1,-586.99,73.2,96.3
6065,1156583.0,1428121.0,-255.33,-610.04,73.2,96.3
6085,1156532.0,1428129.0,-270.5,-606.4,73.2,96.3
6105,1156580.0,1428147.0,-255.57,-583.94,73.2,96.3
6125,1156573.0,1428116.0,-243.69,-568.88,73.2,96.3
6145,1156498.0,1427876.0,-258.51,-634.39,73.2,96.3
6165,1156537.0,1427875.0,-246.98,-658.15,73.2,96.3
6185,1156482.0,1427870.0,-254.74,-658.74,73.2,96.4
6205,1156518.0,1427879.0,-240.28,-640.74,73.2,96.4
6226,1156458.0,1427712.0,-248.28,-676.38,73.2,96.4
6245,1156409.0,1427721.0,-264.98,-678.26,73.2,96.4
6265,1156438.0,1427688.0,-258.04,-675.79,73.2,96.4
6285,1156439.0,1427685.0,-247.8,-660.03,73.2,96.5
6305,1156416.0,1427690.0,-244.51,-634.04,73.2,96.5
6325,1155980.0,1426539.0,-395.41,-1022.39,73.2,96.5
6345,1155950.0,1426532.0,-484.44,-1226.09,73.2,96.6
6365,1155948.0,1426467.0,-525.48,-1339.46,73.2,96.6
6385,1155955.0,1426425.0,-534.77,-1389.68,73.2,96.6
6405,1155919.0,1426422.0,-540.89,-1387.92,73.2,96.7
6425,1155778.0,1426057.0,-583.35,-1487.77,73.2,96.7
6445,1155761.0,1426051.0,-600.75,-1513.76,73.2,96.8
6465,1155775.0,1426058.0,-592.05,-1491.77,73.2,96.8
6511,1155757.0,1426046.0,-579.94,-1449.31,73.2,96.9
6512,1155681.0,1425838.0,-587.35,-1467.19,73.2,96.9
6528,1155666.0,1425816.0,-583.7,-1452.13,73.2,97.0
6545,1155715.0,1425828.0,-550.53,-1405.91,73.2,97.1
6565,1155668.0,1425841.0,-535.83,-1342.4,73.2,97.1
6585,1155670.0,1425804.0,-514.43,-1288.54,73.2,97.2
6605,1155619.0,1425715.0,-508.78,-1260.19,73.2,97.3
6625,1155618.0,1425726.0,-494.2,-1211.15,73.2,97.3
6645,1155596.0,1425710.0,-482.56,-1160.93,73.2,97.4
6665,1155628.0,1425716.0,-453.15,-1103.3,73.2,97.5
6686,1155582.0,1425603.0,-442.57,-1085.78,73.2,97.6
6705,1155544.0,1425629.0,-440.22,-1041.44,73.2,97.7
6725,1155592.0,1425630.0,-411.4,-991.81,73.2,97.8
6745,1155581.0,1425641.0,-389.29,-936.41,73.2,97.9
6765,1155570.0,1425632.0,-371.65,-886.31,73.2,98.0
6785,1155585.0,1425742.0,-347.54,-797.16,73.2,98.1
6805,1155601.0,1425734.0,-319.78,-730.36,73.2,98.2
6825,1155607.0,1425736.0,-294.26,-674.5,73.2,98.3
6845,1155612.0,1425766.0,-270.97,-615.81,73.2,98.4
